Date,Year,YearOffset,YearCompleted,QuarterOfYear,Quarter & Year,Quarter & Year Sort,QuarterOffset,QuarterCompleted,MonthOfYear,DayOfMonth,Month Name,MonthShortName,Month Initial,Month & Year,Month & Year Sort,MonthOffset,MonthCompleted,MonthEnding,DateInt,DayOfWeek,DayOfWeekName,Weekday Initial,Day Type,ISO Year,ISO YearOffset,ISO QuarterOfYear,ISO Quarter,ISO Quarter & Year,ISO Quarter & Year Sort,ISO QuarterOffset,ISO Weeknumber,Week & Year,Week & Year Sort,WeekOffset,WeekCompleted,WeekEnding,Fiscal Year,FiscalYearOffset,Fiscal Quarter,FQuarter & Year Sort,IsCurrentFQ,Fiscal Period,Fiscal Period & Year Sort,IsCurrentFP,Fiscal Week,Fiscal Year & Week,Fiscal Year & Week Sort,IsCurrentFW,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,IsPYTD,IsPFYTD
2018-01-01 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,1,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180101,1,"Monday","M​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,1,"2018-01",20180100,-219,True,2018-01-07 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-02 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,2,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180102,2,"Tuesday","T​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,1,"2018-01",20180100,-219,True,2018-01-07 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-03 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,3,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180103,3,"Wednesday","W​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,1,"2018-01",20180100,-219,True,2018-01-07 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-04 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,4,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180104,4,"Thursday","T​​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,1,"2018-01",20180100,-219,True,2018-01-07 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-05 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,5,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180105,5,"Friday","F​​​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,1,"2018-01",20180100,-219,True,2018-01-07 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-08 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,8,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180108,1,"Monday","M​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,2,"2018-02",20180200,-218,True,2018-01-14 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-09 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,9,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180109,2,"Tuesday","T​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,2,"2018-02",20180200,-218,True,2018-01-14 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-10 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,10,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180110,3,"Wednesday","W​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,2,"2018-02",20180200,-218,True,2018-01-14 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-11 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,11,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180111,4,"Thursday","T​​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,2,"2018-02",20180200,-218,True,2018-01-14 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-12 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,12,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180112,5,"Friday","F​​​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,2,"2018-02",20180200,-218,True,2018-01-14 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-15 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,15,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180115,1,"Monday","M​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,3,"2018-03",20180300,-217,True,2018-01-21 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,30,"2018-30",20183000,False,False,True,"Unknown",True,False,False
2018-01-16 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,16,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180116,2,"Tuesday","T​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,3,"2018-03",20180300,-217,True,2018-01-21 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,30,"2018-30",20183000,False,False,True,"Unknown",True,False,False
2018-01-17 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,17,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180117,3,"Wednesday","W​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,3,"2018-03",20180300,-217,True,2018-01-21 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,30,"2018-30",20183000,False,False,True,"Unknown",True,False,False
2018-01-18 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,18,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180118,4,"Thursday","T​​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,3,"2018-03",20180300,-217,True,2018-01-21 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,30,"2018-30",20183000,False,False,True,"Unknown",True,False,False
2018-01-19 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,19,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180119,5,"Friday","F​​​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,3,"2018-03",20180300,-217,True,2018-01-21 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,30,"2018-30",20183000,False,False,True,"Unknown",True,False,False
2018-01-22 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,22,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180122,1,"Monday","M​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,4,"2018-04",20180400,-216,True,2018-01-28 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,31,"2018-31",20183100,False,False,True,"Unknown",True,False,False
2018-01-23 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,23,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180123,2,"Tuesday","T​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,4,"2018-04",20180400,-216,True,2018-01-28 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,31,"2018-31",20183100,False,False,True,"Unknown",True,False,False
2018-01-24 00:00:00.000,2018,-4,True,1,"Q1 2018",20180100,-16,True,1,24,"January","Jan","J​","Jan 2018",20180100,-50,True,2018-01-31 00:00:00.000,20180124,3,"Wednesday","W​​​","Weekday",2018,-4,1,"Q1","Q1 2018",20180100,-16,4,"2018-04",20180400,-216,True,2018-01-28 00:00:00.000,"FY18",-4,"FQ3",20180300,False,7,20180700,False,31,"2018-31",20183100,False,False,True,"Unknown",True,False,False
