SalespersonID,Amount,BudgetDate
144,131483.46012165668,2019-04-01 00:00:00.000
102,1430.4634449651835,2019-10-01 00:00:00.000
196,1000.4766711531436,2021-03-01 00:00:00.000
125,68760.34338008825,2021-01-01 00:00:00.000
660,7291.982997111517,2021-02-01 00:00:00.000
265,74773.74927888601,2020-11-01 00:00:00.000
669,104406.3293254734,2020-05-01 00:00:00.000
196,42610.63807051307,2021-01-01 00:00:00.000
125,9016.03099990308,2019-01-01 00:00:00.000
144,160400.2284256945,2020-02-01 00:00:00.000
196,2270.020511269208,2019-01-01 00:00:00.000
102,1098.1505523482851,2021-03-01 00:00:00.000
215,7989.917327610042,2021-03-01 00:00:00.000
125,50346.44217405075,2021-02-01 00:00:00.000
669,4752.446947891745,2019-07-01 00:00:00.000
196,19200.195786583998,2020-06-01 00:00:00.000
326,6910.976615069768,2020-08-01 00:00:00.000
125,129885.18534995646,2019-07-01 00:00:00.000
215,41614.097651680255,2019-10-01 00:00:00.000
183,54969.987316659295,2020-04-01 00:00:00.000
183,1394.216706690033,2019-01-01 00:00:00.000
125,99034.4218051732,2019-11-01 00:00:00.000
125,143321.24994558684,2020-09-01 00:00:00.000
144,136104.69497783683,2019-10-01 00:00:00.000
326,829.5332232772386,2020-05-01 00:00:00.000
265,133011.14334410653,2020-08-01 00:00:00.000
125,12635.710567699402,2019-02-01 00:00:00.000
265,143236.46466105047,2019-05-01 00:00:00.000
102,16183.09900154494,2020-06-01 00:00:00.000
215,32467.751457643248,2020-04-01 00:00:00.000
125,52050.275094176235,2020-12-01 00:00:00.000
183,26989.16157313511,2021-02-01 00:00:00.000
144,63478.807309512384,2019-05-01 00:00:00.000
215,549372.8660285259,2019-04-01 00:00:00.000
125,14351.065997388096,2019-10-01 00:00:00.000
183,58293.17780191492,2020-03-01 00:00:00.000
102,14713.135902030046,2020-09-01 00:00:00.000
669,62307.36988646582,2020-02-01 00:00:00.000
194,101339.253000401,2020-11-01 00:00:00.000
669,21476.10936703627,2021-01-01 00:00:00.000
265,403624.40084679273,2019-07-01 00:00:00.000
144,22400.07701076964,2020-06-01 00:00:00.000
144,75701.64588422446,2020-01-01 00:00:00.000
125,51801.18761480219,2019-08-01 00:00:00.000
669,4254.166220543584,2020-01-01 00:00:00.000
215,233643.0594533441,2019-11-01 00:00:00.000
265,24.331165358260684,2021-02-01 00:00:00.000
183,158828.5727288364,2019-06-01 00:00:00.000
285,56593.59242563266,2020-08-01 00:00:00.000
144,81827.84197795772,2020-04-01 00:00:00.000
102,621.3479789968051,2021-01-01 00:00:00.000
183,24479.10043097808,2021-03-01 00:00:00.000
183,11108.807917727296,2020-11-01 00:00:00.000
669,36185.82731664765,2019-09-01 00:00:00.000
196,53963.21369250992,2019-11-01 00:00:00.000
669,52581.71205475328,2019-11-01 00:00:00.000
215,138000.7091572911,2020-11-01 00:00:00.000
285,4483.92905362178,2020-06-01 00:00:00.000
196,15459.938125867568,2020-12-01 00:00:00.000
265,1572.5484470933873,2021-03-01 00:00:00.000
215,18427.156898883502,2020-03-01 00:00:00.000
102,5249.579780752706,2020-10-01 00:00:00.000
196,86875.57184148124,2020-02-01 00:00:00.000
326,30456.18871314524,2020-12-01 00:00:00.000
215,583835.3495419848,2019-12-01 00:00:00.000
144,90309.5131079275,2020-08-01 00:00:00.000
265,1995.80304521612,2019-01-01 00:00:00.000
215,6602.54398783832,2020-02-01 00:00:00.000
660,1643.3015490199434,2020-12-01 00:00:00.000
125,76518.74462067436,2020-05-01 00:00:00.000
125,28246.16585774853,2020-10-01 00:00:00.000
326,4455.773838052015,2021-03-01 00:00:00.000
265,202455.4689606228,2019-11-01 00:00:00.000
144,28463.939431142087,2019-09-01 00:00:00.000
144,205345.5030205392,2020-09-01 00:00:00.000
144,99282.68354698429,2020-03-01 00:00:00.000
285,144000.68747867318,2020-07-01 00:00:00.000
102,1896.7775857392471,2019-09-01 00:00:00.000
196,37316.86623416254,2019-12-01 00:00:00.000
183,33584.19090017034,2020-01-01 00:00:00.000
196,21729.73521841444,2020-08-01 00:00:00.000
215,33180.163221077055,2021-02-01 00:00:00.000
215,37104.06179686136,2019-09-01 00:00:00.000
265,15182.431583978876,2020-05-01 00:00:00.000
669,29806.002160126205,2020-12-01 00:00:00.000
196,125236.21450871642,2020-05-01 00:00:00.000
144,29076.74129684829,2019-11-01 00:00:00.000
125,35418.687606531865,2019-04-01 00:00:00.000
183,15397.847623393727,2019-03-01 00:00:00.000
144,51091.397573062735,2019-08-01 00:00:00.000
183,231592.36526727324,2019-10-01 00:00:00.000
125,24709.5579411029,2020-02-01 00:00:00.000
183,9294.077639160589,2020-02-01 00:00:00.000
215,79458.77530737288,2020-12-01 00:00:00.000
196,24857.20153867354,2019-07-01 00:00:00.000
102,113905.54730407502,2020-08-01 00:00:00.000
194,69638.15293364252,2020-12-01 00:00:00.000
144,112.47825528026355,2021-03-01 00:00:00.000
265,76606.89809607921,2019-08-01 00:00:00.000
183,139983.51812848548,2019-09-01 00:00:00.000
