ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
2017-04-28 00:00:00.000,4,358,1
2017-01-03 00:00:00.000,9,477,1
2017-02-15 00:00:00.000,4,223,1
2016-11-23 00:00:00.000,1,478,1
2017-05-20 00:00:00.000,1,471,1
2017-04-14 00:00:00.000,10,529,1
2017-05-07 00:00:00.000,7,538,1
2017-05-16 00:00:00.000,9,487,1
2017-04-22 00:00:00.000,7,541,1
2016-12-29 00:00:00.000,1,484,1
2016-12-15 00:00:00.000,7,489,1
2017-06-15 00:00:00.000,6,529,1
2016-10-16 00:00:00.000,10,381,1
2016-09-30 00:00:00.000,8,538,1
2016-09-20 00:00:00.000,10,538,1
2017-02-23 00:00:00.000,10,475,1
2017-06-25 00:00:00.000,9,484,1
2016-11-17 00:00:00.000,6,605,1
2017-03-23 00:00:00.000,6,487,1
2016-11-08 00:00:00.000,4,472,1
2017-06-25 00:00:00.000,9,477,1
2016-03-21 00:00:00.000,6,330,1
2017-05-28 00:00:00.000,10,529,1
2016-12-01 00:00:00.000,6,535,1
2017-06-20 00:00:00.000,8,586,1
2017-02-01 00:00:00.000,4,485,1
2015-01-22 00:00:00.000,4,311,1
2017-05-19 00:00:00.000,9,389,1
2017-04-28 00:00:00.000,10,480,1
2016-10-29 00:00:00.000,4,581,1
2016-11-03 00:00:00.000,4,541,1
2015-04-10 00:00:00.000,9,326,1
2017-05-26 00:00:00.000,10,235,1
2017-04-23 00:00:00.000,7,529,1
2016-07-25 00:00:00.000,9,537,1
2017-04-14 00:00:00.000,10,215,1
2017-05-30 00:00:00.000,1,479,1
2017-06-06 00:00:00.000,6,485,1
2017-01-07 00:00:00.000,1,490,1
2017-04-30 00:00:00.000,7,489,1
2017-04-12 00:00:00.000,9,477,1
2017-01-12 00:00:00.000,4,484,1
2017-04-15 00:00:00.000,7,477,1
2016-01-16 00:00:00.000,7,371,1
2017-02-19 00:00:00.000,4,537,1
2016-08-15 00:00:00.000,8,538,1
2016-05-11 00:00:00.000,7,352,1
2016-12-12 00:00:00.000,10,485,1
2017-02-17 00:00:00.000,4,214,1
2017-02-24 00:00:00.000,4,220,1
2016-08-13 00:00:00.000,10,590,1
2017-03-28 00:00:00.000,7,362,1
2016-09-28 00:00:00.000,9,223,1
2017-01-08 00:00:00.000,1,489,1
2017-05-28 00:00:00.000,7,540,1
2016-12-26 00:00:00.000,1,479,1
2017-05-26 00:00:00.000,1,528,1
2017-03-08 00:00:00.000,9,605,1
2017-06-24 00:00:00.000,9,474,1
2017-05-29 00:00:00.000,9,478,1
2016-09-23 00:00:00.000,4,477,1
2017-05-06 00:00:00.000,6,485,1
2016-12-26 00:00:00.000,10,528,1
2017-06-13 00:00:00.000,9,214,1
2017-01-28 00:00:00.000,1,537,1
2017-02-24 00:00:00.000,1,530,1
2016-12-12 00:00:00.000,7,530,1
2016-09-17 00:00:00.000,4,464,1
2017-01-11 00:00:00.000,1,588,1
2016-12-02 00:00:00.000,6,474,1
2017-05-29 00:00:00.000,9,214,1
2016-09-19 00:00:00.000,1,220,1
2017-01-18 00:00:00.000,9,477,1
2017-04-02 00:00:00.000,10,480,1
2016-11-18 00:00:00.000,10,583,1
2017-05-27 00:00:00.000,1,214,1
2017-02-06 00:00:00.000,10,487,1
2016-11-24 00:00:00.000,10,358,1
2017-04-14 00:00:00.000,10,590,1
2016-08-12 00:00:00.000,10,565,1
2017-02-17 00:00:00.000,4,605,2
2017-03-07 00:00:00.000,6,476,1
2017-02-01 00:00:00.000,1,480,1
2017-06-13 00:00:00.000,4,220,1
2017-02-27 00:00:00.000,4,529,1
2017-06-11 00:00:00.000,4,479,1
2016-12-31 00:00:00.000,10,479,1
2016-09-09 00:00:00.000,7,477,1
2016-10-12 00:00:00.000,6,476,1
2016-07-08 00:00:00.000,10,480,1
2017-01-11 00:00:00.000,4,529,1
2017-05-24 00:00:00.000,8,536,1
2017-05-19 00:00:00.000,9,214,1
2016-07-31 00:00:00.000,9,489,1
2017-04-25 00:00:00.000,1,485,1
2016-12-20 00:00:00.000,10,575,1
2015-05-16 00:00:00.000,6,313,1
2017-05-04 00:00:00.000,8,571,1
2017-04-23 00:00:00.000,4,215,1
2016-09-26 00:00:00.000,4,485,1
