Value,Column
1,3.207624589235448
2,3.3999083712717986
3,3.599439664520816
4,3.8061560487718662
5,4.019965152689962
6,4.2407433854920917
7,4.4683347870874419
8,4.7025500117462986
9,4.94316546005921
10,5.1899225734843446
11,5.4425273051531029
12,5.7006497798102682
13,5.963924154805281
14,6.2319486929278813
15,6.5042860565983336
16,6.78046383148647
17,7.05997528605299
18,7.3422803717917837
19,7.6268069671161163
20,7.9129523658892795
21,8.20008500956824
22,8.48754645982563
23,8.7746536063611877
24,9.0607011024296646
25,9.3449640184213525
26,9.6267007016569615
27,9.9051558284248955
28,10.179563632220489
29,10.449151290168146
30,10.71314244774244
31,10.970760860177061
32,11.221234127383207
33,11.463797497813255
34,11.697697715520704
35,11.922196883701419
36,12.13657631726946
37,12.340140356536635
38,12.532220113838493
39,12.712177124988511
40,12.879406877751148
41,13.033342190104648
42,13.173456411914044
43,13.299266424748767
44,13.410335415948968
45,13.506275404659222
46,13.586749499392223
47,13.651473868741908
48,13.700219409114391
49,13.732813095763687
50,13.74913900598283
51,13.74913900598283
52,13.732813095763687
53,13.700219409114391
54,13.651473868741908
55,13.586749499392223
56,13.506275404659222
57,13.410335415948968
58,13.299266424748767
59,13.173456411914044
60,13.033342190104648
61,12.879406877751148
62,12.712177124988511
63,12.532220113838493
64,12.340140356536635
65,12.13657631726946
66,11.922196883701419
67,11.697697715520704
68,11.463797497813255
69,11.221234127383207
70,10.970760860177061
71,10.71314244774244
72,10.449151290168146
73,10.179563632220489
74,9.9051558284248955
75,9.6267007016569615
76,9.3449640184213525
77,9.0607011024296646
78,8.7746536063611877
79,8.48754645982563
80,8.20008500956824
81,7.9129523658892795
82,7.6268069671161163
83,7.3422803717917837
84,7.05997528605299
85,6.78046383148647
86,6.5042860565983336
87,6.2319486929278813
88,5.963924154805281
89,5.7006497798102682
90,5.4425273051531029
91,5.1899225734843446
92,4.94316546005921
93,4.7025500117462986
94,4.4683347870874419
95,4.2407433854920917
96,4.019965152689962
97,3.8061560487718662
98,3.599439664520816
99,3.3999083712717986
100,3.207624589235448
