Date,Year,YearOffset,YearCompleted,QuarterOfYear,Quarter & Year,QuarternYear,QuarterOffset,QuarterCompleted,MonthOfYear,DayOfMonth,Month Name,MonthShortName,Month Initial,Month & Year,MonthnYear,MonthOffset,MonthCompleted,MonthEnding,DateInt,DayOfWeek,DayOfWeekName,Weekday Initial,Day Type,ISO Year,ISO YearOffset,ISO QuarterOfYear,ISO Quarter,ISO Quarter & Year,ISO QuarternYear,ISO QuarterOffset,ISO Weeknumber,Week & Year,WeeknYear,WeekOffset,WeekCompleted,WeekEnding,Fiscal Year,FiscalYearOffset,Fiscal Quarter,FQuarternYear,IsCurrentFQ,Fiscal Period,FPeriodnYear,IsCurrentFP,Fiscal Week,Fiscal Year & Week,FWeeknYear,IsCurrentFW,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,IsPYTD,IsPFYTD
2018-01-01 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,1,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180101,1,"Monday","M​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,1,"2018-01",20180100,-177,True,2018-01-07 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-02 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,2,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180102,2,"Tuesday","T​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,1,"2018-01",20180100,-177,True,2018-01-07 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-03 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,3,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180103,3,"Wednesday","W​​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,1,"2018-01",20180100,-177,True,2018-01-07 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-04 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,4,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180104,4,"Thursday","T​​​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,1,"2018-01",20180100,-177,True,2018-01-07 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-05 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,5,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180105,5,"Friday","F​​​​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,1,"2018-01",20180100,-177,True,2018-01-07 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,28,"2018-28",20182800,False,False,True,"Unknown",True,False,False
2018-01-08 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,8,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180108,1,"Monday","M​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,2,"2018-02",20180200,-176,True,2018-01-14 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-09 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,9,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180109,2,"Tuesday","T​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,2,"2018-02",20180200,-176,True,2018-01-14 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-10 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,10,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180110,3,"Wednesday","W​​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,2,"2018-02",20180200,-176,True,2018-01-14 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-11 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,11,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180111,4,"Thursday","T​​​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,2,"2018-02",20180200,-176,True,2018-01-14 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
2018-01-12 00:00:00.000,2018,-3,True,1,"Q1 2018",20180100,-13,True,1,12,"January","Jan","J​","Jan 2018",20180100,-40,True,2018-01-31 00:00:00.000,20180112,5,"Friday","F​​​​​","Weekday",2018,-3,1,"Q1","Q1 2018",20180100,-13,2,"2018-02",20180200,-176,True,2018-01-14 00:00:00.000,"FY18",-3,"FQ3",20180300,False,7,20180700,False,29,"2018-29",20182900,False,False,True,"Unknown",True,False,False
