ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
818,1,"937fd646-8713-4542-bed1-76630a1c8075",True,1,1,2,False,812,819,2,815,820,1,1,939,,2020-12-11 04:53:33.600,2020-12-11 04:53:33.600,1
1271,1,"0f17ed19-5dc2-4989-bbd1-c31af18c25b5",True,1,1,2,False,1265,1277,2,1268,1278,1,1,1433,,2020-12-11 04:53:31.583,2020-12-11 04:53:31.583,1
1457,1,"1c987d8d-4d8f-4ebe-8f87-2b7630628012",True,1,1,2,False,1451,1463,2,1454,1464,1,1,1648,,2020-12-11 04:53:31.636,2020-12-11 04:53:31.636,1
1751,1,"78b2f725-6a6f-4c3d-b4b3-aa1a19d9b6b6",True,1,1,2,False,1742,1759,2,1745,1760,1,1,2037,,2020-12-11 04:53:34.920,2020-12-11 04:53:34.920,1
1752,1,"9f4ed964-36d8-4d2d-9d44-d150e905ebe8",True,1,1,2,False,1742,1767,2,1748,1768,1,1,2039,,2020-12-11 04:53:34.930,2020-12-11 04:53:34.930,1
2079,1,"1bb945fe-ad9f-4ce3-8ccd-be2adfe51af8",True,1,1,2,False,2073,2085,2,2076,2086,1,1,2299,,2020-12-11 04:53:35.426,2020-12-11 04:53:35.426,1
2328,1,"1582caae-f047-4ecb-ad36-53c12f126993",True,1,1,2,False,2322,2331,2,2325,2332,1,1,2477,,2020-12-11 04:53:33.136,2020-12-11 04:53:33.136,1
2597,1,"435ec09c-f8d8-4b9f-af2d-3140e1dba23c",True,1,1,2,False,2588,2604,2,2591,2605,1,1,2850,,2020-12-11 04:53:32.630,2020-12-11 04:53:32.630,1
2598,1,"49876f6d-1a42-4d8e-b7e3-93c6232e4ea9",True,1,1,2,False,2588,2612,2,2594,2613,1,1,2852,,2020-12-11 04:53:32.633,2020-12-11 04:53:32.633,1
2886,1,"c2ae99ca-86fa-438e-8c74-aaca97ebe4ab",True,1,1,2,False,2880,2893,2,2883,2894,1,1,3064,,2020-12-11 04:53:35.333,2020-12-11 04:53:35.333,1
3159,1,"f95c26f5-165b-499b-94e9-1aa5b9b75ae3",True,1,1,2,False,3150,3163,2,3153,3164,1,1,3381,,2020-12-11 04:53:34.776,2020-12-11 04:53:34.776,1
3160,1,"5bc21543-fd90-417d-b29c-b0a2d3006292",True,1,1,2,False,3150,3171,2,3156,3172,1,1,3383,,2020-12-11 04:53:34.770,2020-12-11 04:53:34.770,1
3502,1,"d021db98-a127-47e3-a90c-c9354a8d9027",True,1,1,2,False,3496,3507,2,3499,3508,1,1,3640,,2020-12-11 04:53:33.093,2020-12-11 04:53:33.093,1
3890,1,"2c86f431-c83f-45ab-8c12-71ed80513292",True,1,1,2,False,3884,3894,2,3887,3895,1,1,4056,,2020-12-11 04:53:33.646,2020-12-11 04:53:33.646,1
9965,1,"9f905603-10ae-444a-9229-d2a017e89084",True,1,2,1,False,1451,1459,1,1178,1181,1,1,9966,9968,2020-12-11 04:53:51.843,2020-12-11 04:53:51.843,1
9970,1,"634fe725-6ffc-41c1-91e0-0746a6decead",True,1,1,1,False,1742,1776,2,1178,1181,1,1,9971,,2020-12-11 04:53:51.853,2020-12-11 04:53:51.853,1
