DATEKEY,YEAR,QUARTER,ORIGIN,ONLINE,REPORTING_CARRIER,FLIGHTS,PASSENGERS,TOTAL_SALES,MILES_FLOWN,KM_FLOWN,Walking-in
2019-06-30 00:00:00.000,2019,2,"MSY",0,"OO",30,33,16185,87887,141410.183,33
2019-06-30 00:00:00.000,2019,2,"SBA",0,"OO",1503,1647,813619,4613509,7423135.981,1647
2019-06-30 00:00:00.000,2019,2,"PAH",0,"OO",241,245,120899,556642,895636.978,245
2019-06-30 00:00:00.000,2019,2,"MOB",0,"OO",605,614,321203,1068098,1718569.682,614
2019-06-30 00:00:00.000,2019,2,"BOS",0,"OO",523,604,219092,872890,1404480.01,604
2019-06-30 00:00:00.000,2019,2,"RDM",0,"OO",1590,1654,706815,4851738,7806446.442,1654
2019-06-30 00:00:00.000,2019,2,"HIB",0,"OO",275,285,137855,682863,1098726.567,285
2019-06-30 00:00:00.000,2019,2,"EWN",0,"OO",1,1,351,1161,1868.049,1
2019-06-30 00:00:00.000,2019,2,"LBF",0,"OO",209,221,103510,469717,755774.653,221
2019-06-30 00:00:00.000,2019,2,"GRK",0,"OO",158,163,68536,277376,446297.984,163
2019-06-30 00:00:00.000,2019,2,"FSD",0,"OO",1899,1963,1029275,4080278,6565167.302,1963
2019-06-30 00:00:00.000,2019,2,"MDW",0,"OO",792,923,298217,1571653,2528789.677,923
2019-06-30 00:00:00.000,2019,2,"LGA",0,"OO",2166,2728,1151211,3147814,5064832.726,2728
2019-06-30 00:00:00.000,2019,2,"CDR",0,"OO",2,2,1117,3122,5023.298,2
2019-06-30 00:00:00.000,2019,2,"ONT",0,"OO",1027,1188,445724,2647390,4259650.51,1188
2019-06-30 00:00:00.000,2019,2,"MRY",0,"OO",569,598,264172,1587128,2553688.952,598
2019-06-30 00:00:00.000,2019,2,"ALB",0,"OO",1064,1106,580373,2884343,4640907.887,1106
2019-06-30 00:00:00.000,2019,2,"JAC",0,"OO",214,220,92383,423082,680738.938,220
2019-06-30 00:00:00.000,2019,2,"BWI",0,"OO",158,186,80718,287278,462230.30199999997,186
2019-06-30 00:00:00.000,2019,2,"LWS",0,"OO",480,498,309555,1478211,2378441.499,498
2019-06-30 00:00:00.000,2019,2,"MQT",0,"OO",527,538,259623,1297784,2088134.456,538
2019-06-30 00:00:00.000,2019,2,"MSO",0,"OO",653,681,279577,1408567,2266384.303,681
2019-06-30 00:00:00.000,2019,2,"PIB",0,"OO",64,65,29056,137456,221166.704,65
2019-06-30 00:00:00.000,2019,2,"DTW",0,"OO",2887,3205,1487799,4255524,6847138.116,3205
2019-06-30 00:00:00.000,2019,2,"HSV",0,"OO",304,312,167962,683733,1100126.3969999999,312
2019-06-30 00:00:00.000,2019,2,"ORF",0,"OO",255,258,113192,595206,957686.454,258
2019-06-30 00:00:00.000,2019,2,"PSC",0,"OO",1208,1243,667195,3770910,6067394.19,1243
2019-06-30 00:00:00.000,2019,2,"MKG",0,"OO",277,281,115287,563086,906005.374,281
2019-06-30 00:00:00.000,2019,2,"MEI",0,"OO",209,214,114752,526454,847064.486,214
2019-06-30 00:00:00.000,2019,2,"ASE",0,"OO",1490,1674,854913,3193880,5138952.92,1674
2019-06-30 00:00:00.000,2019,2,"MGM",0,"OO",1297,1430,789607,2341009,3766683.481,1430
2019-06-30 00:00:00.000,2019,2,"LEB",0,"OO",2,2,900,1629,2621.061,2
2019-06-30 00:00:00.000,2019,2,"SRQ",0,"OO",8,8,3134,23383,37623.247,8
2019-06-30 00:00:00.000,2019,2,"ALS",0,"OO",4,4,2271,6572,10574.348,4
2019-06-30 00:00:00.000,2019,2,"GTR",0,"OO",626,641,370014,1220975,1964548.775,641
2019-06-30 00:00:00.000,2019,2,"IAH",0,"OO",2560,3013,1356667,5011011,8062716.699,3013
2019-06-30 00:00:00.000,2019,2,"DRO",0,"OO",401,435,209445,748979,1205107.211,435
2019-06-30 00:00:00.000,2019,2,"SAF",0,"OO",922,980,443062,1875041,3016940.969,980
2019-06-30 00:00:00.000,2019,2,"OMA",0,"OO",2731,2938,1322619,6107744,9827360.096,2938
2019-06-30 00:00:00.000,2019,2,"CAK",0,"OO",189,196,78116,476064,765986.976,196
2019-06-30 00:00:00.000,2019,2,"CDC",0,"OO",238,244,124758,517535,832713.815,244
2019-06-30 00:00:00.000,2019,2,"CAE",0,"OO",74,76,35006,120104,193247.336,76
2019-06-30 00:00:00.000,2019,2,"SCE",0,"OO",618,641,316526,1483158,2386401.222,641
2019-06-30 00:00:00.000,2019,2,"FNT",0,"OO",491,505,205976,1003409,1614485.081,505
2019-06-30 00:00:00.000,2019,2,"ELP",0,"OO",612,697,283991,1165352,1875051.368,697
2019-06-30 00:00:00.000,2019,2,"DAY",0,"OO",1427,1469,725263,3492702,5619757.518,1469
2019-06-30 00:00:00.000,2019,2,"AZO",0,"OO",428,434,229726,1073570,1727374.13,434
2019-06-30 00:00:00.000,2019,2,"FCA",0,"OO",639,661,286095,1567222,2521660.198,661
2019-06-30 00:00:00.000,2019,2,"SJC",0,"OO",859,1033,284629,1270905,2044886.145,1033
2019-06-30 00:00:00.000,2019,2,"GGW",0,"OO",1,1,1178,2232,3591.288,1
2019-06-30 00:00:00.000,2019,2,"WYS",0,"OO",59,61,39147,81603,131299.22699999998,61
2019-06-30 00:00:00.000,2019,2,"CRW",0,"OO",576,590,315910,1081305,1739819.7449999999,590
2019-06-30 00:00:00.000,2019,2,"TEX",0,"OO",1,1,867,1518,2442.462,1
2019-06-30 00:00:00.000,2019,2,"SNA",0,"OO",674,856,307590,1334182,2146698.838,856
2019-06-30 00:00:00.000,2019,2,"SLN",0,"OO",105,107,44251,236276,380168.084,107
2019-06-30 00:00:00.000,2019,2,"SDY",0,"OO",3,3,1564,3500,5631.5,3
2019-06-30 00:00:00.000,2019,2,"OAK",0,"OO",640,722,264511,1232511,1983110.199,722
2019-06-30 00:00:00.000,2019,2,"FAY",0,"OO",590,687,363078,1145410,1842964.69,687
2019-06-30 00:00:00.000,2019,2,"SDF",0,"OO",1180,1215,618961,2573329,4140486.361,1215
2019-06-30 00:00:00.000,2019,2,"RIC",0,"OO",2134,2227,1167833,5937407,9553287.863,2227
2019-06-30 00:00:00.000,2019,2,"TUL",0,"OO",1231,1322,573670,2566120,4128887.08,1322
2019-06-30 00:00:00.000,2019,2,"JAN",0,"OO",282,301,141495,637009,1024947.481,301
2019-06-30 00:00:00.000,2019,2,"TLH",0,"OO",141,143,64560,227169,365514.921,143
2019-06-30 00:00:00.000,2019,2,"GRR",0,"OO",2250,2372,1135998,5004909,8052898.581,2372
2019-06-30 00:00:00.000,2019,2,"JLN",0,"OO",22,22,10301,43839,70536.951,22
2019-06-30 00:00:00.000,2019,2,"DFW",0,"OO",1355,1570,687167,2536466,4081173.7939999998,1570
2019-06-30 00:00:00.000,2019,2,"SGU",0,"OO",752,769,371024,1856057,2986395.713,769
2019-06-30 00:00:00.000,2019,2,"RST",0,"OO",890,918,353001,1753448,2821297.832,918
2019-06-30 00:00:00.000,2019,2,"LEX",0,"OO",811,826,426632,1550575,2494875.175,826
2019-06-30 00:00:00.000,2019,2,"EUG",0,"OO",1419,1510,619239,4034580,6491639.22,1510
2019-06-30 00:00:00.000,2019,2,"CHS",0,"OO",426,460,198192,991384,1595136.856,460
2019-06-30 00:00:00.000,2019,2,"ERI",0,"OO",566,586,259663,1046408,1683670.472,586
2019-06-30 00:00:00.000,2019,2,"OLF",0,"OO",2,2,1467,2664,4286.376,2
2019-06-30 00:00:00.000,2019,2,"MHT",0,"OO",106,106,53634,304246,489531.814,106
2019-06-30 00:00:00.000,2019,2,"FWA",0,"OO",3063,3208,1639650,6821517,10975820.853,3208
2019-06-30 00:00:00.000,2019,2,"RNO",0,"OO",1431,1556,637942,3650924,5874336.716,1556
2019-06-30 00:00:00.000,2019,2,"CPR",0,"OO",490,520,267173,978114,1573785.426,520
2019-06-30 00:00:00.000,2019,2,"LRD",0,"OO",359,387,215987,808576,1300998.784,387
2019-06-30 00:00:00.000,2019,2,"ORD",0,"OO",4972,6041,2632637,6193522,9965376.898,6041
2019-06-30 00:00:00.000,2019,2,"ELM",0,"OO",2,2,731,3056,4917.104,2
2019-06-30 00:00:00.000,2019,2,"RKS",0,"OO",263,275,146200,564307,907969.963,275
2019-06-30 00:00:00.000,2019,2,"MFR",0,"OO",794,842,325680,2147034,3454577.706,842
2019-06-30 00:00:00.000,2019,2,"RDU",0,"OO",103,105,51409,199867,321586.003,105
2019-06-30 00:00:00.000,2019,2,"CVG",0,"OO",307,320,115756,564440,908183.96,320
2019-06-30 00:00:00.000,2019,2,"VLD",0,"OO",664,690,417664,1307502,2103770.718,690
2019-06-30 00:00:00.000,2019,2,"CVN",0,"OO",1,1,266,1217,1958.153,1
2019-06-30 00:00:00.000,2019,2,"PUB",0,"OO",134,141,58604,251308,404354.572,141
2019-06-30 00:00:00.000,2019,2,"DEN",0,"OO",3257,3799,1709895,4832465,7775436.185,3799
2019-06-30 00:00:00.000,2019,2,"RIW",0,"OO",2,2,1888,3348,5386.932,2
2019-06-30 00:00:00.000,2019,2,"ESC",0,"OO",209,212,97171,511017,822226.353,212
2019-06-30 00:00:00.000,2019,2,"ATL",0,"OO",866,951,445569,1275598,2052437.182,951
2019-06-30 00:00:00.000,2019,2,"HDN",0,"OO",81,81,39873,150796,242630.764,81
2019-06-30 00:00:00.000,2019,2,"STS",0,"OO",430,438,202328,1107588,1782109.092,438
2019-06-30 00:00:00.000,2019,2,"BTR",0,"OO",1664,1741,828654,3274964,5269417.076,1741
2019-06-30 00:00:00.000,2019,2,"GEG",0,"OO",947,1048,400183,2476128,3984089.952,1048
2019-06-30 00:00:00.000,2019,2,"OKC",0,"OO",2774,2901,1342840,6508791,10472644.719,2901
2019-06-30 00:00:00.000,2019,2,"RSW",0,"OO",5,5,2269,11741,18891.269,5
2019-06-30 00:00:00.000,2019,2,"IAD",0,"OO",1073,1154,535639,2591906,4170376.754,1154
2019-06-30 00:00:00.000,2019,2,"TUS",0,"OO",2567,2837,1111219,6647259,10695439.731,2837
2019-06-30 00:00:00.000,2019,2,"LIT",0,"OO",851,879,394685,1911905,3076255.145,879
2019-06-30 00:00:00.000,2019,2,"MEM",0,"OO",1073,1178,543267,2094358,3369822.022,1178
2019-06-30 00:00:00.000,2019,2,"EAR",0,"OO",243,258,125620,561733,903828.397,258
2019-06-30 00:00:00.000,2019,2,"GNV",0,"OO",791,808,388710,1429245,2299655.205,808
2019-06-30 00:00:00.000,2019,2,"PDX",0,"OO",1229,1572,542030,2278258,3665717.122,1572
2019-06-30 00:00:00.000,2019,2,"PHX",0,"OO",844,1027,400509,1840602,2961528.618,1027
2019-06-30 00:00:00.000,2019,2,"GUC",0,"OO",18,18,7769,20150,32421.35,18
2019-06-30 00:00:00.000,2019,2,"GFK",0,"OO",1024,1093,614673,2558342,4116372.278,1093
2019-06-30 00:00:00.000,2019,2,"SBP",0,"OO",2178,2326,1207209,6901467,11104460.402999999,2326
2019-06-30 00:00:00.000,2019,2,"FAT",0,"OO",4321,4642,2235142,12641687,20340474.383,4642
2019-06-30 00:00:00.000,2019,2,"ATW",0,"OO",1310,1346,675882,2959006,4761040.654,1346
2019-06-30 00:00:00.000,2019,2,"BIS",0,"OO",1551,1615,864495,3781001,6083630.609,1615
2019-06-30 00:00:00.000,2019,2,"LNK",0,"OO",910,928,444753,1863369,2998160.721,928
2019-06-30 00:00:00.000,2019,2,"BOI",0,"OO",4198,4592,2023641,11841981,19053747.429,4592
2019-06-30 00:00:00.000,2019,2,"CIU",0,"OO",417,422,238857,1141242,1836258.378,422
2019-06-30 00:00:00.000,2019,2,"CNY",0,"OO",85,89,34326,156446,251721.614,89
2019-06-30 00:00:00.000,2019,2,"SWF",0,"OO",332,355,3063572,737261,1186252.949,355
2019-06-30 00:00:00.000,2019,2,"OGS",0,"OO",60,61,28591,150305,241840.745,61
2019-06-30 00:00:00.000,2019,2,"DVL",0,"OO",63,68,31520,205119,330036.471,68
2019-06-30 00:00:00.000,2019,2,"AVL",0,"OO",698,711,388539,1659481,2670104.929,711
2019-06-30 00:00:00.000,2019,2,"MHK",0,"OO",591,607,304292,1345448,2164825.832,607
2019-06-30 00:00:00.000,2019,2,"PGV",0,"OO",3,3,1303,3500,5631.5,3
2019-06-30 00:00:00.000,2019,2,"DDC",0,"OO",7,7,4820,10860,17473.74,7
2019-06-30 00:00:00.000,2019,2,"LAX",0,"OO",1517,1705,629361,2506583,4033092.047,1705
2019-06-30 00:00:00.000,2019,2,"ABQ",0,"OO",1426,1526,663483,3542727,5700247.743,1526
2019-06-30 00:00:00.000,2019,2,"ILM",0,"OO",761,788,375376,1566041,2519759.969,788
2019-06-30 00:00:00.000,2019,2,"PHF",0,"OO",5,6,3466,7085,11399.765,6
2019-06-30 00:00:00.000,2019,2,"AUS",0,"OO",811,901,468416,3081011,4957346.699,901
2019-06-30 00:00:00.000,2019,2,"DIK",0,"OO",67,68,37616,131261,211198.949,68
2019-06-30 00:00:00.000,2019,2,"CGI",0,"OO",95,96,44179,186967,300829.903,96
2019-06-30 00:00:00.000,2019,2,"ITH",0,"OO",574,608,300536,1475375,2373878.375,608
2019-06-30 00:00:00.000,2019,2,"LAN",0,"OO",1387,1434,662316,2678195,4309215.755,1434
2019-06-30 00:00:00.000,2019,2,"SHD",0,"OO",196,202,89744,472604,760419.836,202
2019-06-30 00:00:00.000,2019,2,"OWB",0,"OO",1,1,800,2522,4057.898,1
2019-06-30 00:00:00.000,2019,2,"BGR",0,"OO",33,34,12914,92885,149451.965,34
2019-06-30 00:00:00.000,2019,2,"SYR",0,"OO",994,1034,420655,2109811,3394685.8989999997,1034
2019-06-30 00:00:00.000,2019,2,"CMX",0,"OO",288,306,155172,687592,1106335.528,306
2019-06-30 00:00:00.000,2019,2,"MWA",0,"OO",5,5,1991,6798,10937.982,5
2019-06-30 00:00:00.000,2019,2,"SAN",0,"OO",1270,1647,580621,3588598,5774054.182,1647
2019-06-30 00:00:00.000,2019,2,"VPS",0,"OO",8,8,2764,15491,24925.019,8
2019-06-30 00:00:00.000,2019,2,"VCT",0,"OO",2,2,660,1777,2859.1929999999998,2
2019-06-30 00:00:00.000,2019,2,"CHO",0,"OO",452,462,199354,1149790,1850012.1099999999,462
2019-06-30 00:00:00.000,2019,2,"ABE",0,"OO",536,552,244946,1252950,2015996.55,552
2019-06-30 00:00:00.000,2019,2,"ECP",0,"OO",294,304,105647,549996,884943.564,304
2019-06-30 00:00:00.000,2019,2,"GDV",0,"OO",1,1,347,1295,2083.655,1
2019-06-30 00:00:00.000,2019,2,"CNM",0,"OO",1,1,432,647,1041.023,1
2019-06-30 00:00:00.000,2019,2,"SIT",0,"OO",47,49,20700,144461,232437.749,49
2019-06-30 00:00:00.000,2019,2,"SPI",0,"OO",452,471,226146,831034,1337133.706,471
2019-06-30 00:00:00.000,2019,2,"BTM",0,"OO",335,355,259384,900641,1449131.369,355
2019-06-30 00:00:00.000,2019,2,"BHM",0,"OO",1056,1132,581369,2561958,4122190.422,1132
2019-06-30 00:00:00.000,2019,2,"BFL",0,"OO",1000,1043,570033,2893766,4656069.494,1043
2019-06-30 00:00:00.000,2019,2,"BFF",0,"OO",206,215,113229,419909,675633.581,215
2019-06-30 00:00:00.000,2019,2,"LAW",0,"OO",492,516,232918,979534,1576070.206,516
2019-06-30 00:00:00.000,2019,2,"AGS",0,"OO",149,151,61751,361271,581285.039,151
2019-06-30 00:00:00.000,2019,2,"MLU",0,"OO",985,1031,524937,1973145,3174790.305,1031
2019-06-30 00:00:00.000,2019,2,"AVP",0,"OO",617,654,257918,1440400,2317603.6,654
2019-06-30 00:00:00.000,2019,2,"PRC",0,"OO",138,139,69033,388593,625246.137,139
2019-06-30 00:00:00.000,2019,2,"CYS",0,"OO",132,133,59124,312545,502884.90499999997,133
2019-06-30 00:00:00.000,2019,2,"LBL",0,"OO",59,63,28770,120943,194597.287,63
2019-06-30 00:00:00.000,2019,2,"PIR",0,"OO",152,158,74739,392248,631127.032,158
2019-06-30 00:00:00.000,2019,2,"BDL",0,"OO",289,335,180267,749340,1205688.06,335
2019-06-30 00:00:00.000,2019,2,"DCA",0,"OO",394,514,226918,748119,1203723.471,514
2019-06-30 00:00:00.000,2019,2,"FSM",0,"OO",301,306,155620,553142,890005.478,306
2019-06-30 00:00:00.000,2019,2,"CKB",0,"OO",209,215,99047,446779,718867.411,215
2019-06-30 00:00:00.000,2019,2,"TVC",0,"OO",1219,1251,616207,2523386,4060128.074,1251
2019-06-30 00:00:00.000,2019,2,"MBS",0,"OO",1165,1190,608997,2533546,4076475.514,1190
2019-06-30 00:00:00.000,2019,2,"OAJ",0,"OO",2,2,460,2027,3261.4429999999998,2
2019-06-30 00:00:00.000,2019,2,"HOU",0,"OO",272,287,106262,423098,680764.682,287
2019-06-30 00:00:00.000,2019,2,"SMF",0,"OO",2599,3113,1257178,7259108,11679904.772,3113
2019-06-30 00:00:00.000,2019,2,"BGM",0,"OO",657,676,340427,1680617,2704112.753,676
2019-06-30 00:00:00.000,2019,2,"YUM",0,"OO",1182,1299,583749,2798467,4502733.403,1299
2019-06-30 00:00:00.000,2019,2,"MMH",0,"OO",32,34,14258,86457,139109.313,34
2019-06-30 00:00:00.000,2019,2,"TYS",0,"OO",1258,1319,655722,2752115,4428153.035,1319
2019-06-30 00:00:00.000,2019,2,"ACV",0,"OO",707,759,442259,2075079,3338802.111,759
