VM Name,Hypervisor Name,VDisk Name,Datastore Name,VDisk Backing,LUN Filesystem,Storage Array Name,Storage Array Type,Storage Array ID
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-1410","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"Dino_Release_Machine","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"dev_base","esxi-prod4.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"dev-active","esxi-prod4.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"sa-oracle-001","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"d42centosdev03","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"QA-MA-90-3-15","esxi-90-0-3","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"nxosv-final.7.0.3.I7.2","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"s4-tomcat-9067","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"zerto7-90620","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"peter-centos7-90616.device42.pvt","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"d42-bmc-atrium","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"D42-RC","esxi-prod4.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"QA-RC-90-3-8","esxi-90-0-3","Hard disk 1","datastore2","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"dev_base","esxi-prod4.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"BMC_Discovery_Eval","esxi-003.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"mauq02fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"RC_13_04","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"D42-Build-ProdBackup","esxi-prod4.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"d42centosdev05","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"logstash","esxi-003.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"jenkins","esxi-020.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"QA-RC-90-3-16","esxi-90-0-3","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42-25686-MA","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"WINDOWS-KMG8M4J","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"SE-250-130-StandBy","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"bit2bit-rc","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"photon-os","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"centosdoc-3-121","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"s7-firefox-90610","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"SCAP-MA-16","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"windows-2016","esxi-003.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"Chris-D42-AppMapp-Test","esxi-020.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"rc-mt","esxi-prod4.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"peter-ubu1604-90615","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"trialdotcom-rc","esxi-020.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"WINDOWS-L4OHEEV","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"nThrive Backup","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"D42-Build-C","esxi-prod4.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"wathek-dev","10.42.0.157","Hard disk 1","freenas","datastore","","","",""
"Windows Server 2012r2 Core (no GUI)","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"CentOS Solaris NetInstall","esxi-005.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"autodisc-db.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 1","freenas","datastore","","","",""
"autodisc-httpd","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"anatolii-ucs","esxi-014.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"peter-ubu1804-90614","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"Demo-AIQ","esxi-003.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"AIQtest","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"RCUpgradeTest","esxi-014.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"peter-ma-90617","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"SAP-Hana","esxi-003.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"ubuntu16-keyed-001","esxi-020.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"s2-tomcat-9063.device42.pvt","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"D42_Power_Appliance_v1380","kvm-002.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"SB-MA","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"s9-firefox-9069","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"iis6-w2k3-3-76","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"D42Test1","esxi-prod4.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"Joecentos07","10.42.0.157","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"D42-v8","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"win-104-76","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
