RegionID,TerritoryID,EmployeeID,SupportColumn
1,"01581",1,1354458.59
1,"01730",1,1354458.59
1,"01833",1,1354458.59
1,"02116",1,1354458.59
1,"02139",1,1354458.59
1,"02184",1,1354458.59
1,"02903",1,1354458.59
1,"03049",1,1354458.59
1,"03801",1,1354458.59
1,"06897",1,1354458.59
1,"07960",1,1354458.59
1,"08837",1,1354458.59
1,"10019",1,1354458.59
1,"10038",1,1354458.59
1,"11747",1,1354458.59
1,"14450",1,1354458.59
1,"19428",1,1354458.59
1,"19713",1,1354458.59
1,"20852",1,1354458.59
1,"27403",1,1354458.59
1,"27511",1,1354458.59
1,"29202",1,1354458.59
1,"30346",1,1354458.59
1,"31406",1,1354458.59
1,"32859",1,1354458.59
1,"33607",1,1354458.59
1,"40222",1,1354458.59
1,"44122",1,1354458.59
1,"45839",1,1354458.59
1,"48075",1,1354458.59
1,"48084",1,1354458.59
1,"48304",1,1354458.59
1,"53404",1,1354458.59
1,"55113",1,1354458.59
1,"55439",1,1354458.59
1,"60179",1,1354458.59
1,"60601",1,1354458.59
1,"72716",1,1354458.59
1,"75234",1,1354458.59
1,"78759",1,1354458.59
1,"80202",1,1354458.59
1,"80909",1,1354458.59
1,"85014",1,1354458.59
1,"85251",1,1354458.59
1,"90405",1,1354458.59
1,"94025",1,1354458.59
1,"94105",1,1354458.59
1,"95008",1,1354458.59
1,"95054",1,1354458.59
1,"95060",1,1354458.59
1,"98004",1,1354458.59
1,"98052",1,1354458.59
1,"98104",1,1354458.59
1,"01581",2,1354458.59
1,"01730",2,1354458.59
1,"01833",2,1354458.59
1,"02116",2,1354458.59
1,"02139",2,1354458.59
1,"02184",2,1354458.59
1,"02903",2,1354458.59
1,"03049",2,1354458.59
1,"03801",2,1354458.59
1,"06897",2,1354458.59
1,"07960",2,1354458.59
1,"08837",2,1354458.59
1,"10019",2,1354458.59
1,"10038",2,1354458.59
1,"11747",2,1354458.59
1,"14450",2,1354458.59
1,"19428",2,1354458.59
1,"19713",2,1354458.59
1,"20852",2,1354458.59
1,"27403",2,1354458.59
1,"27511",2,1354458.59
1,"29202",2,1354458.59
1,"30346",2,1354458.59
1,"31406",2,1354458.59
1,"32859",2,1354458.59
1,"33607",2,1354458.59
1,"40222",2,1354458.59
1,"44122",2,1354458.59
1,"45839",2,1354458.59
1,"48075",2,1354458.59
1,"48084",2,1354458.59
1,"48304",2,1354458.59
1,"53404",2,1354458.59
1,"55113",2,1354458.59
1,"55439",2,1354458.59
1,"60179",2,1354458.59
1,"60601",2,1354458.59
1,"72716",2,1354458.59
1,"75234",2,1354458.59
1,"78759",2,1354458.59
1,"80202",2,1354458.59
1,"80909",2,1354458.59
1,"85014",2,1354458.59
1,"85251",2,1354458.59
1,"90405",2,1354458.59
1,"94025",2,1354458.59
1,"94105",2,1354458.59
1,"95008",2,1354458.59
1,"95054",2,1354458.59
1,"95060",2,1354458.59
1,"98004",2,1354458.59
1,"98052",2,1354458.59
1,"98104",2,1354458.59
1,"01581",3,1354458.59
1,"01730",3,1354458.59
1,"01833",3,1354458.59
1,"02116",3,1354458.59
1,"02139",3,1354458.59
1,"02184",3,1354458.59
1,"02903",3,1354458.59
1,"03049",3,1354458.59
1,"03801",3,1354458.59
1,"06897",3,1354458.59
1,"07960",3,1354458.59
1,"08837",3,1354458.59
1,"10019",3,1354458.59
1,"10038",3,1354458.59
1,"11747",3,1354458.59
1,"14450",3,1354458.59
1,"19428",3,1354458.59
1,"19713",3,1354458.59
1,"20852",3,1354458.59
1,"27403",3,1354458.59
1,"27511",3,1354458.59
1,"29202",3,1354458.59
1,"30346",3,1354458.59
1,"31406",3,1354458.59
1,"32859",3,1354458.59
1,"33607",3,1354458.59
1,"40222",3,1354458.59
1,"44122",3,1354458.59
1,"45839",3,1354458.59
1,"48075",3,1354458.59
1,"48084",3,1354458.59
1,"48304",3,1354458.59
1,"53404",3,1354458.59
1,"55113",3,1354458.59
1,"55439",3,1354458.59
1,"60179",3,1354458.59
1,"60601",3,1354458.59
1,"72716",3,1354458.59
1,"75234",3,1354458.59
1,"78759",3,1354458.59
1,"80202",3,1354458.59
1,"80909",3,1354458.59
1,"85014",3,1354458.59
1,"85251",3,1354458.59
1,"90405",3,1354458.59
1,"94025",3,1354458.59
1,"94105",3,1354458.59
1,"95008",3,1354458.59
1,"95054",3,1354458.59
1,"95060",3,1354458.59
1,"98004",3,1354458.59
1,"98052",3,1354458.59
1,"98104",3,1354458.59
1,"01581",4,1354458.59
1,"01730",4,1354458.59
1,"01833",4,1354458.59
1,"02116",4,1354458.59
1,"02139",4,1354458.59
1,"02184",4,1354458.59
1,"02903",4,1354458.59
1,"03049",4,1354458.59
1,"03801",4,1354458.59
1,"06897",4,1354458.59
1,"07960",4,1354458.59
1,"08837",4,1354458.59
1,"10019",4,1354458.59
1,"10038",4,1354458.59
1,"11747",4,1354458.59
1,"14450",4,1354458.59
1,"19428",4,1354458.59
1,"19713",4,1354458.59
1,"20852",4,1354458.59
1,"27403",4,1354458.59
1,"27511",4,1354458.59
1,"29202",4,1354458.59
1,"30346",4,1354458.59
1,"31406",4,1354458.59
1,"32859",4,1354458.59
1,"33607",4,1354458.59
1,"40222",4,1354458.59
1,"44122",4,1354458.59
1,"45839",4,1354458.59
1,"48075",4,1354458.59
1,"48084",4,1354458.59
1,"48304",4,1354458.59
1,"53404",4,1354458.59
1,"55113",4,1354458.59
1,"55439",4,1354458.59
1,"60179",4,1354458.59
1,"60601",4,1354458.59
1,"72716",4,1354458.59
