DW Unique Issue ID,JIRA Unique Issue ID,Issue Key,Story Points,Sprint ID,Resolution Date,Status,Sprint Name,Sprint Start Date,Sprint End Date,Sprint Complete Date,Sprint Status,Current Year,Reset Status,Sprint Completed Story Points,Committed Points,jira_proj_key_cd,issue_creation_dt,Display JIRA Sprint,Summary,Number of Sprints,AddedToSprintSP,Orig_Committed_SP,Added_SP,AddedToSprint,Sprint Modification,Added_DuringSprint,Base
152315,181863,"CF-987",,2321,2018-10-10 14:28:23.806,"Done","CF Sprint 19",2018-10-01 17:31:06.000,2018-10-13 01:32:00.000,2018-10-18 15:52:59.000,"Closed","Yes","Done",,,"CF",2018-07-06 10:43:52.773,"CF Sprint 19","Create SSL Certificate for opsman.aw-prdw201.cf.t-mobile.com",1,0,,0,"","","TRUE",0
152314,181862,"CF-986",,2321,2018-10-10 14:32:35.556,"Done","CF Sprint 19",2018-10-01 17:31:06.000,2018-10-13 01:32:00.000,2018-10-18 15:52:59.000,"Closed","Yes","Done",,,"CF",2018-07-06 10:43:21.070,"CF Sprint 19","Create SSL Certificate for opsman.aw-npew201.cf.t-mobile.com",1,0,,0,"","","TRUE",0
101715,126055,"CF-97",,1453,2018-02-01 09:04:17.236,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2017-12-18 16:12:37.523,"CF Sprint 1","Creation of project pages for tracking PaaS team projects",1,0,,0,"","","TRUE",0
149244,177869,"CF-945",,2321,2018-10-10 14:27:25.773,"Done","CF Sprint 19",2018-10-01 17:31:06.000,2018-10-13 01:32:00.000,2018-10-18 15:52:59.000,"Closed","Yes","Done",,,"CF",2018-06-26 15:36:37.360,"CF Sprint 19","Create SSL Certificate for *.aw-prd01.cf.t-mobile.com",1,0,,0,"","","TRUE",0
149242,177867,"CF-944",,2321,2018-10-10 14:26:29.116,"Done","CF Sprint 19",2018-10-01 17:31:06.000,2018-10-13 01:32:00.000,2018-10-18 15:52:59.000,"Closed","Yes","Done",,,"CF",2018-06-26 15:35:37.653,"CF Sprint 19","Create SSL Certificate for *.aw-npe01.cf.t-mobile.com",1,0,,0,"","","TRUE",0
148739,177095,"CF-942",,1940,2018-07-05 15:29:58.103,"Done","CF Sprint 12",2018-06-25 22:00:50.000,2018-07-07 00:00:00.000,2018-07-09 16:41:57.000,"Closed","Yes","Done",,,"CF",2018-06-25 14:09:13.953,"CF Sprint 12","Assist AppDynamics team with POC of NewRelic",1,0,,0,"","","",1
101690,126047,"CF-91",,1510,2018-02-08 13:37:18.336,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2017-12-18 15:40:47.276,"CF Sprint 2","Intake for new org requests needed",1,0,,0,"","","TRUE",0
143872,172320,"CF-882",,1940,2018-06-25 16:56:19.320,"Done","CF Sprint 12",2018-06-25 22:00:50.000,2018-07-07 00:00:00.000,2018-07-09 16:41:57.000,"Closed","Yes","Done",,,"CF",2018-06-12 10:38:38.033,"CF Sprint 12","Adding a section with terminology and Acronyms to web portal",1,0,,0,"","","",1
141684,169853,"CF-874",,1892,2018-06-18 16:50:09.970,"Done","CF Sprint 11",2018-06-11 21:30:24.000,2018-06-23 00:31:00.000,2018-06-23 00:55:47.000,"Closed","Yes","Done",,,"CF",2018-06-08 13:38:33.520,"CF Sprint 11","cf-fetcher diff-tool should work against all foundations cf-fetcher is deployed on",1,0,,0,"","","TRUE",0
101230,125706,"CF-77",,1510,2018-02-07 14:26:14.080,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2017-12-14 12:25:09.376,"CF Sprint 2","Documentation - Add New Nodes to Cloudian NPE Cluster",1,0,,0,"","","TRUE",0
101222,125487,"CF-74",,1453,2018-02-02 13:23:23.470,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2017-12-14 11:48:36.240,"CF Sprint 1","Add 3 Nodes to NPE Cloudian cluster",1,0,,0,"","","TRUE",0
127137,153985,"CF-646",,1720,2018-04-27 09:52:39.240,"Done","CF Sprint 7",2018-04-16 22:06:00.000,2018-04-27 22:06:00.000,2018-04-30 15:00:50.000,"Closed","Yes","Done",,,"CF",2018-04-16 10:25:24.046,"CF Sprint 7","Research for CF-592 && CF-602",1,0,,0,"","","",1
123032,149575,"CF-577",,1662,2018-04-13 12:45:40.283,"Done","CF Sprint 6",2018-04-02 21:30:00.000,2018-04-13 23:00:00.000,2018-04-16 13:20:21.000,"Closed","Yes","Done",,,"CF",2018-04-02 10:56:49.943,"CF Sprint 6","[SPIKE] Assess opensource ChaosLemur API (Chaos Engineering)",1,0,,0,"","","TRUE",0
119155,145351,"CF-527",,1621,2018-03-30 12:27:31.073,"Done","CF Sprint 5",2018-03-19 16:12:40.000,2018-03-31 00:00:00.000,2018-04-02 16:58:10.000,"Closed","Yes","Done",,,"CF",2018-03-19 13:22:29.346,"CF Sprint 5","[SPIKE] GSLB w/ F5",1,0,,0,"","","TRUE",0
100915,125021,"CF-51",,1510,2018-02-05 11:13:21.153,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2017-12-13 10:47:32.026,"CF Sprint 2","Rearchitect cf-stats",1,0,,0,"","","",1
117067,142932,"CF-489",,1534,2018-03-12 10:27:24.636,"Done","CF Sprint 4",2018-03-12 16:10:16.000,2018-03-16 16:10:00.000,2018-03-19 16:12:16.000,"Closed","Yes","Done",,,"CF",2018-03-09 09:48:31.650,"CF Sprint 4","Auto scaling API and PCF help",1,0,,0,"","","",1
116399,142056,"CF-474",,1534,2018-03-14 14:40:06.750,"Done","CF Sprint 4",2018-03-12 16:10:16.000,2018-03-16 16:10:00.000,2018-03-19 16:12:16.000,"Closed","Yes","Done",,,"CF",2018-03-07 10:54:31.970,"CF Sprint 4","[px-prd01] update certs on gorotuer",1,0,,0,"","","",1
112825,138164,"CF-466",,1533,2018-03-12 15:28:33.090,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 16:00:57.873,"CF Sprint 3","[tt-prd01] upgrade foundation from 1.11 to 1.12",1,0,,0,"","","",1
112823,138163,"CF-465",,1533,2018-03-08 09:51:54.426,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 15:48:08.826,"CF Sprint 3","[px-prd02] set up backups for px-prd02",1,0,,0,"","","",1
112822,138224,"CF-464",,1533,2018-03-08 15:06:05.503,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 15:31:40.606,"CF Sprint 3","create ipcheck vm on px2bosh2",1,0,,0,"","","",1
112819,138162,"CF-463",,1533,2018-03-08 15:06:00.940,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 15:31:06.840,"CF Sprint 3","[px-prd02] make foundation production ready",1,0,,0,"","","",1
112815,138159,"CF-460",,1533,2018-03-16 13:51:43.030,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 15:17:30.940,"CF Sprint 3","Retrieve platform app/service metadata",1,0,,0,"","","TRUE",0
112814,138158,"CF-459",,1533,2018-03-08 15:05:54.143,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 15:15:49.593,"CF Sprint 3","[px-stg02] Depoy syslog bosh release",1,0,,0,"","","",1
112812,138157,"CF-458",,1533,2018-03-08 15:05:47.236,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 15:10:43.790,"CF Sprint 3","[px-prd02] create syslog service in sidecar bosh",1,0,,0,"","","",1
112702,138121,"CF-453",,1533,2018-02-19 16:18:08.393,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-19 09:05:50.746,"CF Sprint 3","Move environment variables into xml",1,0,,0,"","","",1
112214,137466,"CF-445",,1533,2018-03-16 13:16:13.366,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-15 14:25:27.430,"CF Sprint 3","Train xECM team on bosh deployed RMQ clusters and standup a cluster in NPE",1,0,,0,"","","",1
112207,137464,"CF-444",,1533,2018-03-12 15:28:18.386,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-15 14:17:44.703,"CF Sprint 3","[px-npe01] Mitigate the impact of low resources on perf testing for the 2/24 release",1,0,,0,"","","",1
111438,136905,"CF-438",,1533,2018-02-21 09:43:57.696,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-13 10:32:34.826,"CF Sprint 3","Update build pipeline with new service credentials",1,0,,0,"","","",1
110897,136240,"CF-437",,1533,2018-02-26 11:39:59.766,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-10 23:29:13.600,"CF Sprint 3","<deleted> [px-stg02] install at 1.12",1,0,,0,"","","",1
110191,135607,"CF-422",,1533,2018-03-01 13:20:34.903,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-07 13:23:59.010,"CF Sprint 3","Clean up temp files on build servers.",1,0,,0,"","","TRUE",0
109615,135028,"CF-411",,1510,2018-02-14 09:28:09.750,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-02-05 16:24:49.816,"CF Sprint 2","Get 1200.4 Stemcell passing BWATS again",1,0,,0,"","","TRUE",0
109355,134642,"CF-409",,1510,2018-02-15 13:27:22.580,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-02-04 23:21:00.990,"CF Sprint 2","[px-cde02] Install Cloudian to support px-cde02",1,0,,0,"","","",1
109354,134641,"CF-408",,1510,2018-02-15 13:28:02.160,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-02-04 23:08:14.903,"CF Sprint 2","[px-prd04] Install Cloudian to support px-prd04",1,0,,0,"","","",1
109353,134640,"CF-407",,1510,2018-02-10 09:34:41.236,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-02-04 23:07:02.620,"CF Sprint 2","[px-prd02] Install Cloudian to support px-prd02 and px-stg",1,0,,0,"","","",1
109251,134578,"CF-401",,1533,2018-02-26 10:45:11.650,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-02-02 12:54:02.160,"CF Sprint 3","Org-mgmt Fetcher Code Write (P2)",1,0,,0,"","","",1
108672,134018,"CF-399",,1533,2018-03-08 15:05:40.253,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-31 17:58:46.720,"CF Sprint 3","Store bosh ca certificates in VAULT",1,0,,0,"","","",1
108670,134016,"CF-398",,1533,2018-03-08 15:05:23.080,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-31 17:50:45.546,"CF Sprint 3","Validate if px-prd03 is production ready",1,0,,0,"","","",1
108612,133784,"CF-396",,1510,2018-02-15 13:26:58.783,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-31 14:27:56.030,"CF Sprint 2","[px2bosh2] install and configure bosh2 instance for PCF Prod 2 environment",1,0,,0,"","","",1
108609,133959,"CF-395",,1510,2018-02-14 12:42:19.290,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-31 14:16:16.373,"CF Sprint 2","Move S3 Services behind LTM (All CDE Foundries)",1,0,,0,"","","",1
108602,133782,"CF-394",,1510,2018-02-15 10:48:14.606,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-31 14:02:43.153,"CF Sprint 2","[px-cde02] Request A10 vips for PCF",1,0,,0,"","","TRUE",0
108599,133780,"CF-393",,1510,2018-02-15 10:48:12.560,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-31 13:59:52.673,"CF Sprint 2","[px-prd04] Request A10 vips for PCF",1,0,,0,"","","TRUE",0
108601,133958,"CF-392",,1510,2018-02-16 14:17:01.620,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-31 13:55:29.863,"CF Sprint 2","Leverage new syslog broker to all foundation and have the confluence page updated",1,0,,0,"","","",1
108595,133778,"CF-391",,1510,2018-02-15 10:48:16.733,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-31 13:51:56.190,"CF Sprint 2","[px-stg02] Request A10 vips PCF",1,0,,0,"","","TRUE",0
108591,133777,"CF-390",,1510,2018-02-15 10:48:09.700,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-31 13:47:17.173,"CF Sprint 2","[px-prd02] Request A10 vips for PCF foundation",1,0,,0,"","","",1
107597,132928,"CF-382",,1533,2018-02-21 14:54:51.596,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-26 13:15:44.133,"CF Sprint 3","Parametrize variables in concourse pipeline into it's own param file to send in via cmd line",1,0,,0,"","","TRUE",0
106634,131807,"CF-372",,1453,2018-01-22 16:55:25.950,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-22 16:54:12.323,"CF Sprint 1","Update Concourse's approle in vault",1,0,,0,"","","TRUE",0
106630,131685,"CF-371",,1510,2018-02-16 14:18:55.470,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-22 16:47:56.103,"CF Sprint 2","Lower vault token_duration for users",1,0,,0,"","","",1
106553,131778,"CF-361",,1533,2018-03-12 15:28:07.433,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:34:09.143,"CF Sprint 3","[tt-prd01] Conduct performance testing in tt-prd01",1,0,,0,"","","",1
106549,131777,"CF-360",,1533,2018-03-02 12:30:50.066,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:26:00.020,"CF Sprint 3","Submit requests to delete tt-01 certificates, and verify deletion.",1,0,,0,"","","",1
106547,131775,"CF-358",,1533,2018-03-12 09:47:13.756,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:24:49.706,"CF Sprint 3","Submit requests to delete tt-01 VIPs, and verify deletion.",1,0,,0,"","","",1
106546,131774,"CF-357",,1510,2018-02-19 15:13:42.756,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:23:15.253,"CF Sprint 2","Make px-prd03 production ready",1,0,,0,"","","",1
106545,131773,"CF-356",,1533,2018-02-26 11:38:32.106,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:22:29.536,"CF Sprint 3","Delete tt-01 foundation deployment",1,0,,0,"","","",1
106543,131772,"CF-355",,1533,2018-02-26 11:39:01.016,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:20:28.660,"CF Sprint 3","Verify chat-ops apps deployed in tt-01 can be removed without operational impact.",1,0,,0,"","","",1
106542,131771,"CF-354",,1510,2018-02-19 15:15:38.506,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:18:48.590,"CF Sprint 2","Refactoring bootstrap pipeline",1,0,,0,"","","",1
