EngagementScore_ID,Facility_ID,Comm_Nurses_Baseline,Comm_Nurses_Perform,Comm_Doctors_Baseline,Comm_Doctors_Perform,Comm_Hospital_Baseline,Comm_Hospital_Perform,Care_Transition_Baseline,Care_Transition_Perform,Comm_Medicines_Baseline,Comm_Medicines_Perform,Clean_Quiet_Baseline,Clean_Quiet_Perform,Discharge_Info_Baseline,Discharge_Info_Perform,Overall_Rating_Baseline,Overall_Rating_Perform
1,"100110",73.858200073242188,68.7406997680664,74.4448013305664,70.180000305175781,62.622299194335938,57.323501586914063,42.711898803710937,45.645000457763672,59.484100341796875,53.528999328613281,62.413501739501953,63.035800933837891,79.514900207519531,78.210098266601562,63.813899993896484,58.439998626708984
2,"100109",76.921501159667969,71.943801879882813,75.404403686523438,68.1436996459961,63.9827995300293,55.073200225830078,51.4390983581543,45.033500671386719,60.8572998046875,53.355899810791016,68.5199966430664,60.765300750732422,88.967498779296875,86.491500854492187,70.643203735351563,66.223197937011719
3,"100105",74.725898742675781,75.140800476074219,73.785896301269531,74.405502319335937,65.575897216796875,62.394901275634766,49.164798736572266,45.360198974609375,60.675899505615234,54.1614990234375,55.172599792480469,57.912899017333984,84.981597900390625,80.656402587890625,66.656501770019531,65.487098693847656
4,"100107",71.921501159667969,60.732200622558594,74.678497314453125,67.001800537109375,60.468101501464844,50.354301452636719,41.232601165771484,33.051998138427734,53.794898986816406,44.726398468017578,63.066699981689453,54.623500823974609,83.204696655273438,71.627899169921875,55.224399566650391,43.26190185546875
5,"030123",82.4802017211914,82.024398803710937,82.539497375488281,77.592597961425781,68.369598388671875,62.30419921875,58.631301879882813,51.189998626708984,64.6405029296875,59.076099395751953,71.62030029296875,70.038398742675781,85.6051025390625,86.113700866699219,80.284797668457031,83.3843994140625
6,"030122",76.560699462890625,77.750701904296875,75.851402282714844,74.839897155761719,64.550003051757813,61.312599182128906,50.580299377441406,51.039299011230469,63.975399017333984,62.319000244140625,58.819301605224609,59.379100799560547,87.840400695800781,88.9988021850586,71.622299194335937,75.531196594238281
7,"030121",71.305496215820313,64.0011978149414,75.66290283203125,69.4634017944336,56.526401519775391,49.124900817871094,40.165599822998047,36.151401519775391,55.5901985168457,49.077598571777344,58.913700103759766,48.6411018371582,84.2761001586914,79.2291030883789,65.545600891113281,52.362400054931641
8,"100319",83.291496276855469,81.318199157714844,79.943000793457031,76.887603759765625,74.350799560546875,67.805099487304688,55.263599395751953,57.281398773193359,66.73590087890625,62.587600708007813,77.924301147460938,77.3865966796875,88.334999084472656,88.745903015136719,81.7916030883789,78.098197937011719
9,"100314",82.718696594238281,75.726303100585938,84.296600341796875,81.2957992553711,65.183197021484375,52.585498809814453,63.0452995300293,55.051998138427734,70.212196350097656,58.365200042724609,74.857498168945313,62.5802001953125,86.99420166015625,84.729499816894531,79.58709716796875,74.02020263671875
10,"100315",86.043197631835938,87.216400146484375,86.4822998046875,85.216400146484375,73.583000183105469,71.056503295898437,61.934799194335938,57.842399597167969,74.4906005859375,68.382400512695312,78.1624984741211,78.306900024414063,91.192497253417969,86.066596984863281,87.051300048828125,84.005096435546875
11,"100316",82.130203247070313,83.096397399902344,80.165000915527344,78.920097351074219,69.515296936035156,72.012802124023438,56.684799194335937,51.693901062011719,68.806900024414063,61.237098693847656,75.688003540039063,72.7125015258789,86.829597473144531,80.306396484375,76.847000122070312,79.669601440429687
12,"030137",68.244102478027344,66.0833969116211,61.012599945068359,68.094802856445313,51.228801727294922,55.912601470947266,40.601799011230469,43.769699096679688,51.772201538085938,57.133201599121094,61.4827995300293,62.283199310302734,76.250701904296875,85.47540283203125,58.895401000976562,56.362098693847656
13,"030130",81.738998413085938,75.230598449707031,80.562301635742188,74.353500366210938,72.048202514648437,58.438400268554687,60.5443000793457,51.008098602294922,68.846199035644531,59.7515983581543,69.539596557617188,64.124603271484375,90.282402038574219,86.338203430175781,78.399200439453125,65.58489990234375
14,"100329",77.901397705078125,73.89129638671875,77.593597412109375,74.515098571777344,66.481597900390625,59.271499633789063,53.791099548339844,49.661800384521484,63.006301879882813,53.039901733398438,69.317596435546875,67.378303527832031,83.915000915527344,80.501602172851563,72.35009765625,69.878997802734375
15,"100320",75.900703430175781,75.552597045898437,74.711097717285156,74.677696228027344,64.319000244140625,60.325801849365234,46.411098480224609,44.534000396728516,60.029098510742188,54.170501708984375,69.264999389648437,73.066200256347656,79.25,79.810798645019531,64.692001342773438,63.960098266601563
16,"100321",78.912803649902344,74.487998962402344,76.8396987915039,73.030097961425781,64.62030029296875,62.083198547363281,57.6150016784668,51.482498168945312,68.188400268554687,59.034999847412109,71.464797973632813,68.897796630859375,87.892097473144531,86.5552978515625,75.649696350097656,71.572196960449219
17,"100140",82.000503540039063,79.893798828125,83.634101867675781,86.427902221679688,68.809700012207031,67.2251968383789,54.586799621582031,53.125,67.964401245117187,59.971298217773438,73.614898681640625,75.125396728515625,88.297500610351563,87.005401611328125,78.3302993774414,78.791900634765625
18,"030105",79.30169677734375,78.111000061035156,74.84649658203125,73.643997192382812,70.847900390625,61.489799499511719,51.484199523925781,48.932399749755859,63.8843994140625,58.072299957275391,56.333099365234375,57.752201080322266,88.823600769042969,83.76629638671875,75.363899230957031,70.960601806640625
19,"100142",81.813102722167969,79.501296997070313,82.4928970336914,85.682098388671875,70.689201354980469,65.987396240234375,57.734298706054688,51.106498718261719,67.808403015136719,65.685997009277344,74.536201477050781,71.8323974609375,91.066299438476562,90.7959976196289,77.876602172851562,69.6709976196289
20,"050195",77.448898315429688,75.307998657226563,81.016799926757813,78.686996459960938,63.389198303222656,60.305099487304688,51.643100738525391,51.400199890136719,61.349201202392578,56.484199523925781,63.992000579833984,67.0156021118164,85.372001647949219,84.431900024414063,69.830001831054688,75.149696350097656
21,"030101",72.119400024414063,65.613998413085938,66.8291015625,61.263801574707031,62.038398742675781,48.743801116943359,40.687198638916016,33.036201477050781,56.751201629638672,49.161300659179688,57.653099060058594,49.0343017578125,81.930702209472656,77.874801635742187,58.5077018737793,50.666599273681641
22,"030103",85.007499694824219,86.946296691894531,85.8551025390625,87.812202453613281,82.6010971069336,79.0344009399414,65.509201049804688,64.3270034790039,75.226997375488281,67.277397155761719,74.728103637695313,73.8760986328125,91.510696411132812,89.70989990234375,90.6438980102539,92.024497985839844
23,"090011",73.106002807617188,71.999198913574219,77.36920166015625,77.1281967163086,58.346698760986328,57.3484992980957,41.768901824951172,47.012699127197266,59.096099853515625,57.341499328613281,55.255500793457031,58.431098937988281,83.920600891113281,85.356903076171875,63.293098449707031,64.461196899414063
24,"050197",80.7572021484375,80.49310302734375,85.696296691894531,84.4458999633789,63.235000610351562,64.240196228027344,58.627700805664063,56.301101684570313,62.200599670410156,65.764198303222656,70.443099975585937,66.416099548339844,88.611000061035156,90.478103637695313,80.369102478027344,76.047203063964844
25,"100135",77.200897216796875,74.6272964477539,79.944099426269531,78.756797790527344,53.939498901367188,54.084400177001953,44.8755989074707,44.252700805664063,58.901901245117187,56.692901611328125,58.657600402832031,58.9463996887207,81.087699890136719,82.3666000366211,64.809501647949219,64.569198608398437
26,"030119",79.023200988769531,74.489898681640625,76.814002990722656,72.558799743652344,63.168701171875,61.892299652099609,52.942401885986328,49.300098419189453,63.0005989074707,59.558799743652344,66.414802551269531,66.006103515625,88.3198013305664,85.103599548339844,74.44940185546875,71.2947998046875
27,"100150",76.728202819824219,77.094200134277344,78.6947021484375,83.974700927734375,67.6449966430664,68.745002746582031,45.949199676513672,44.463699340820312,59.805198669433594,60.146499633789063,60.635501861572266,62.046501159667969,83.19219970703125,84.639701843261719,57.199199676513672,61.691799163818359
28,"100151",85.451499938964844,84.571403503417969,84.254898071289063,87.085197448730469,69.131500244140625,71.038803100585938,63.9114990234375,61.863300323486328,69.249702453613281,69.791702270507812,76.977897644042969,75.999496459960938,90.312698364257813,89.762001037597656,87.2916030883789,87.503303527832031
29,"030115",80.767898559570313,73.688201904296875,80.690200805664062,76.3936996459961,64.579498291015625,59.957599639892578,51.553001403808594,43.636600494384766,68.299003601074219,63.335498809814453,65.71240234375,63.749801635742187,87.753097534179688,85.7510986328125,78.0625991821289,70.698196411132812
30,"100154",82.913101196289063,76.7572021484375,81.394599914550781,78.824897766113281,67.1626968383789,58.701999664306641,55.493598937988281,54.184700012207031,65.324699401855469,60.842998504638672,67.23480224609375,62.743598937988281,82.0177001953125,84.599296569824219,76.818099975585937,74.342002868652344
31,"030117",79.165702819824219,75.955802917480469,77.7406005859375,66.196403503417969,68.029998779296875,67.526496887207031,50.582901000976562,40.594600677490234,66.863998413085938,58.2150993347168,70.303596496582031,69.222297668457031,85.060897827148438,80.133796691894531,71.937202453613281,66.822799682617188
32,"030111",75.55999755859375,72.623100280761719,79.493301391601563,77.453399658203125,60.8828010559082,56.572700500488281,46.328998565673828,41.79119873046875,64.580802917480469,63.182899475097656,56.356998443603516,53.036098480224609,86.373100280761719,85.5604019165039,66.885902404785156,63.479099273681641
33,"030114",76.3750991821289,74.190101623535156,75.779998779296875,76.382598876953125,67.9052963256836,61.693901062011719,53.5260009765625,46.029300689697266,62.3578987121582,57.149501800537109,64.703399658203125,63.114498138427734,87.755699157714844,89.426803588867188,73.679801940917969,66.929000854492188
34,"090005",76.741401672363281,74.660598754882812,79.181396484375,77.596603393554688,55.596599578857422,54.375099182128906,51.805900573730469,52.7234001159668,60.591499328613281,56.006500244140625,75.191902160644531,70.306198120117188,86.939697265625,86.929801940917969,80.94580078125,78.616302490234375
35,"090003",62.425701141357422,65.0374984741211,72.187797546386719,74.320999145507812,44.719699859619141,47.970401763916016,36.712299346923828,37.532299041748047,55.94940185546875,56.605598449707031,55.220001220703125,60.582901000976563,76.755897521972656,78.148200988769531,43.649600982666016,51.180500030517578
36,"030110",73.2125015258789,71.726997375488281,71.199600219726563,73.491996765136719,63.618499755859375,55.845500946044922,46.827999114990234,42.845798492431641,62.521099090576172,56.922100067138672,59.351398468017578,52.439300537109375,84.363601684570313,82.503799438476562,61.674701690673828,63.094600677490234
