Safety_ID,Facility_ID,HAI_Baseline,HAI_Performance
4,"100107",1.0089999437332153,0
13,"030130",0,0
14,"100329",0.96700000762939453,0
36,"030110",0.40700000524520874,0
38,"040154",0.75900000333786011,0
54,"100126",0.73000001907348633,0
64,"100179",0.82899999618530273,0
79,"010118",0.52300000190734863,0
87,"050663",0.82200002670288086,0
93,"050636",0.25499999523162842,0
96,"010164",0.16200000047683716,0
100,"050608",0.32199999690055847,0
147,"070008",0.27799999713897705,0
151,"070003",0,0
157,"060030",0.97600001096725464,0
161,"070011",0.503000020980835,0
179,"070021",0.91399997472763062,0
190,"050211",0.22100000083446503,0
202,"050689",0.3529999852180481,0
211,"060008",1.5659999847412109,0
219,"100211",0.49099999666213989,0
247,"100209",0.40999999642372131,0
268,"100014",0.10599999874830246,0
274,"040022",0.61599999666213989,0
286,"100026",0.18700000643730164,0
300,"060096",1.2029999494552612,0
304,"050289",0.59299999475479126,0
309,"050042",0.88200002908706665,0
313,"040017",0,0
354,"100284",0.17900000512599945,0
371,"010038",0.65399998426437378,0
379,"100050",1.4199999570846558,0
385,"100055",0.34900000691413879,0
401,"020006",0.60100001096725464,0
413,"100099",0.9309999942779541,0
414,"100090",0.50199997425079346,0
419,"020024",1.5299999713897705,0
430,"050301",0.99800002574920654,0
445,"050537",0.34000000357627869,0
463,"010049",0.3970000147819519,0
468,"010085",0.56300002336502075,0
478,"050152",0.32699999213218689,0
489,"050136",0,0
492,"050131",0.33799999952316284,0
495,"050127",0.41299998760223389,0
515,"050588",0.55800002813339233,0
524,"050580",0.68999999761581421,0
528,"050335",0.43399998545646667,0
537,"050568",1.1019999980926514,0
551,"190053",0.7279999852180481,0
553,"190050",0.39500001072883606,0
576,"190017",0.6600000262260437,0
578,"110192",0.5339999794960022,0
580,"190011",0.46599999070167542,0
581,"110191",0.14300000667572021,0
583,"190020",0.765999972820282,0
594,"190004",1.0440000295639038,0
601,"180070",0,0
608,"180087",0.31600001454353333,0
615,"170009",0.54100000858306885,0
632,"170020",0.53700000047683716,0
634,"180048",1.0959999561309814,0
635,"180049",1.0299999713897705,0
639,"230005",0.9779999852180481,0
653,"230035",0.26899999380111694,0
654,"150158",0.5220000147819519,0
660,"150150",0.56699997186660767,0
661,"230031",0.40700000524520874,0
662,"230030",1.906999945640564,0
668,"230022",1.190000057220459,0
709,"230081",0.56000000238418579,0
710,"230080",0.69300001859664917,0
734,"230095",0.46000000834465027,0
736,"230093",0,0
748,"220066",0.5339999794960022,0
763,"190202",0.62599998712539673,0
774,"140158",0.57899999618530273,0
808,"110016",0.27500000596046448,0
815,"180116",1.0379999876022339,0
816,"110002",0.86400002241134644,0
817,"110003",0.77999997138977051,0
823,"180124",0.34299999475479126,0
831,"180101",0.64999997615814209,0
846,"110042",0.27500000596046448,0
850,"160117",0.2070000022649765,0
855,"160147",1.3509999513626099,0
902,"150030",0.54600000381469727,0
913,"140001",1.1169999837875366,0
932,"150057",0.58099997043609619,0
937,"150072",1.7280000448226929,0
939,"230167",0.39899998903274536,0
