Efficiency_ID,Facility_ID,MSPB_Baseline,MSPB_Performance
18,"030105",0.98860901594161987,0.99418002367019653
63,"010139",1.0727260112762451,0.99418002367019653
96,"010164",0.978082001209259,0.99418002367019653
99,"050604",0.896573007106781,0.99418002367019653
285,"100268",1.1086839437484741,0.99418002367019653
335,"100299",1.0721060037612915,0.99418002367019653
390,"100288",1.1305960416793823,0.99418002367019653
536,"050329",1.02675199508667,0.99418002367019653
548,"180011",0.93878298997879028,0.99418002367019653
568,"110115",1.033257007598877,0.99418002367019653
614,"230236",0.911454975605011,0.99418002367019653
649,"230038",0.97573500871658325,0.99418002367019653
709,"230081",0.85034698247909546,0.99418002367019653
715,"230075",0.9357370138168335,0.99418002367019653
735,"220046",1.0290039777755737,0.99418002367019653
766,"110104",0.90464997291564941,0.99418002367019653
803,"110031",1.0074909925460815,0.99418002367019653
968,"160064",0.94166499376297,0.99418002367019653
1031,"120011",0.81494802236557007,0.99418002367019653
1044,"130018",1.0188169479370117,0.99418002367019653
1171,"370211",0.963670015335083,0.99418002367019653
1211,"370023",0.97231698036193848,0.99418002367019653
1239,"370049",0.97650402784347534,0.99418002367019653
1248,"370034",0.920822024345398,0.99418002367019653
1309,"370089",0.98288297653198242,0.99418002367019653
1373,"330231",0.85532498359680176,0.99418002367019653
1427,"340116",0.95854300260543823,0.99418002367019653
1505,"370149",0.98661702871322632,0.99418002367019653
1549,"330399",0.972461998462677,0.99418002367019653
1603,"330115",0.87630701065063477,0.99418002367019653
1637,"420002",1.0835720300674438,0.99418002367019653
1641,"420020",0.91448897123336792,0.99418002367019653
1683,"390111",1.0427629947662354,0.99418002367019653
1722,"390101",1.08753502368927,0.99418002367019653
1729,"390153",0.99547797441482544,0.99418002367019653
1747,"390139",0.99965900182724,0.99418002367019653
1827,"450643",0.97684597969055176,0.99418002367019653
1829,"390096",1.0091660022735596,0.99418002367019653
1879,"440183",1.0225570201873779,0.99418002367019653
1881,"390203",0.96025598049163818,0.99418002367019653
1913,"390222",0.95096999406814575,0.99418002367019653
1915,"390225",0.96422302722930908,0.99418002367019653
1953,"390012",0.95759600400924683,0.99418002367019653
1978,"450147",1.1655210256576538,0.99418002367019653
1982,"390195",0.9833570122718811,0.99418002367019653
2042,"420082",1.0077149868011475,0.99418002367019653
2061,"500015",0.95602899789810181,0.99418002367019653
2093,"520089",0.92174798250198364,0.99418002367019653
2094,"520088",0.92228102684021,0.99418002367019653
2095,"520087",0.975259006023407,0.99418002367019653
2097,"520083",0.93447500467300415,0.99418002367019653
2113,"520097",0.89996200799942017,0.99418002367019653
2114,"520096",0.9932360053062439,0.99418002367019653
2120,"520100",0.96324700117111206,0.99418002367019653
2124,"520103",0.97062897682189941,0.99418002367019653
2141,"520207",0.95040297508239746,0.99418002367019653
2149,"520136",1.0009039640426636,0.99418002367019653
2150,"520138",0.99897301197052,0.99418002367019653
2151,"520139",0.99524599313735962,0.99418002367019653
2154,"520021",0.97384399175643921,0.99418002367019653
2155,"520027",0.96956002712249756,0.99418002367019653
2160,"520030",0.96003597974777222,0.99418002367019653
2168,"520009",0.91592597961425781,0.99418002367019653
2169,"520008",1.0272630453109741,0.99418002367019653
2177,"520013",0.95919597148895264,0.99418002367019653
2182,"520189",0.97957098484039307,0.99418002367019653
2190,"520193",0.97526198625564575,0.99418002367019653
2192,"520070",0.96811002492904663,0.99418002367019653
2202,"520078",1.0106079578399658,0.99418002367019653
2203,"520075",0.93681800365448,0.99418002367019653
2208,"460047",1.044700026512146,0.99418002367019653
2210,"520160",0.94419002532958984,0.99418002367019653
2217,"520045",0.93287599086761475,0.99418002367019653
2223,"520049",0.95021700859069824,0.99418002367019653
1,"100110",1.0092060565948486,1.0495500564575195
2,"100109",1.0014770030975342,1.0424740314483643
3,"100105",1.0546619892120361,0.93885898590087891
4,"100107",0.91473597288131714,0.96818101406097412
5,"030123",0.958624005317688,0.99024999141693115
6,"030122",0.97949397563934326,0.99330401420593262
7,"030121",0.99012297391891479,0.95031702518463135
8,"100319",0.98972702026367188,0.858027994632721
9,"100314",0.966168999671936,1.0052399635314941
10,"100315",1.0095900297164917,0.950655996799469
11,"100316",1.0229699611663818,1.0720479488372803
12,"030137",0.86712199449539185,0.97680497169494629
13,"030130",0.90717798471450806,1.016806960105896
