HDI Score,First Country Name,Country
0.9179310344827587,Norway,NOR
0.9051379310344827,Australia,AUS
0.8966896551724138,Switzerland,CHE
0.8966842105263158,Liechtenstein,LIE
0.8957037037037038,United States of America,USA
0.8911724137931035,Sweden,SWE
0.888551724137931,Netherlands,NLD
0.8846551724137931,Germany,DEU
0.8840689655172415,Canada,CAN
0.8805172413793103,Denmark,DNK
0.8797241379310345,New Zealand,NZL
0.8792758620689655,Belgium,BEL
0.8763103448275862,Iceland,ISL
0.8723793103448275,United Kingdom of Great Britain & Northern Ireland,GBR
0.8697586206896551,Finland,FIN
0.8680689655172413,Japan,JPN
0.8642413793103448,Ireland,IRL
0.8634137931034483,Luxembourg,LUX
0.8615172413793104,Israel,ISR
0.8612068965517242,Hong Kong,HKG
0.8571379310344828,Austria,AUT
0.8508620689655173,France,FRA
0.8452068965517241,Singapore,SGP
0.8439655172413794,Slovenia,SVN
0.8406551724137932,Italy,ITA
0.8364137931034483,Korea,KOR
0.836,Spain,ESP
0.8266315789473684,Andorra,AND
0.8210000000000001,Greece,GRC
0.8200689655172414,Qatar,QAT
0.8183448275862069,Cyprus,CYP
0.8175172413793103,Czech Republic,CZE
0.8151724137931035,Brunei Darussalam,BRN
0.8131724137931035,Malta,MLT
0.8026896551724138,Estonia,EST
0.7999310344827586,United Arab Emirates,ARE
0.7979310344827586,Poland,POL
0.7954137931034483,Portugal,PRT
0.7946315789473685,Bahamas,BHS
0.7929310344827587,Slovakia (Slovak Republic),SVK
0.7923103448275862,Bahrain,BHR
0.786875,Montenegro,MNE
0.7867931034482759,Lithuania,LTU
0.7862758620689655,Hungary,HUN
0.7801379310344827,Argentina,ARG
0.7791052631578947,Oman,OMN
0.7789310344827586,Barbados,BRB
0.777896551724138,Chile,CHL
0.7762105263157895,Palau,PLW
0.7754827586206897,Saudi Arabia,SAU
0.7734827586206897,Kuwait,KWT
0.7730714285714286,Antigua and Barbuda,ATG
0.7668275862068965,Latvia,LVA
0.7653103448275862,Croatia,HRV
0.7541578947368421,Seychelles,SYC
0.7536896551724138,Russian Federation,RUS
0.7536896551724138,Uruguay,URY
0.7509285714285714,Saint Kitts and Nevis,KNA
0.7468275862068966,Romania,ROU
0.7456551724137931,Bulgaria,BGR
0.7442083333333334,Belarus,BLR
0.7423529411764705,Grenada,GRD
0.742103448275862,Trinidad and Tobago,TTO
0.7373793103448276,Serbia,SRB
0.7364285714285714,Lebanon,LBN
0.7348275862068965,Malaysia,MYS
0.7326551724137931,Panama,PAN
0.7322068965517242,Kazakhstan,KAZ
0.7288947368421053,Georgia,GEO
0.728793103448276,Costa Rica,CRI
0.7217368421052631,Macedonia,MKD
0.7208947368421053,Bosnia and Herzegovina,BIH
0.7204137931034482,Cuba,CUB
0.7200689655172414,Libyan Arab Jamahiriya,LBY
0.7187368421052632,Saint Lucia,LCA
0.7175263157894737,Dominica,DMA
0.7165517241379311,Mexico,MEX
0.7090344827586207,Sri Lanka,LKA
0.7081379310344829,Mauritius,MUS
0.7077931034482758,Ukraine,UKR
0.7067586206896551,Venezuela,VEN
0.7061578947368421,Saint Vincent and the Grenadines,VCT
0.7057333333333333,Suriname,SUR
0.7040344827586208,Iran,IRN
0.7028275862068966,Jordan,JOR
0.6998620689655172,Albania,ALB
0.697,Marshall Islands,MHL
0.6968620689655173,Ecuador,ECU
0.6960689655172414,Brazil,BRA
0.6945555555555556,Turkmenistan,TKM
0.6932083333333333,Azerbaijan,AZE
0.6925862068965517,Peru,PER
0.6921379310344827,Jamaica,JAM
