data_inversa,br,Extensão,Acidentes,Envolvidos,Feridos,Mortes,%_Extensão_BR,%_Acidente_BR,Acidente_KM,%_Feridos_BR,%_Mortes_BR,Mortes_KM,Sem_Vitimas,Com_Vitimas_Feridas,Com_Vitimas_Fatais,Gravidade
2017-01-01 00:00:00.000,381,1083.9000000000003,4180,9210,3915,222,10.577213954623083,32.884902840059794,3.856444321431865,29.76054732041049,25.546605293440734,0.2048159424301134,1682,2325,173,14.351877479472272
2019-01-01 00:00:00.000,251,1015.7,201,480,253,32,9.17914561738046,2.3068977390106737,0.1978930786649601,2.2136669874879686,4.71976401179941,0.0315053657576055,41,132,28,1.048537954120311
2018-01-01 00:00:00.000,451,429.1,3,5,3,0,4.177131398088116,0.0331308669243511,0.0069913773013283,0.0270245923790649,0.0,0.0,0,3,0,0.0349568865066418
2019-01-01 00:00:00.000,364,287.7,34,74,37,4,2.600019881973376,0.3902215080913577,0.1181786583246437,0.3237378598302563,0.5899705014749262,0.0139033715676051,7,23,4,0.6047966631908238
2018-01-01 00:00:00.000,50,270.2,531,1179,626,18,2.630298074489418,5.86416344561016,1.9652109548482608,5.639131609764886,2.5974025974025974,0.0666173205033308,123,393,15,8.449296817172465
2019-01-01 00:00:00.000,452,306.20000000000005,2,3,0,1,2.767209203546221,0.0229542063583151,0.0065316786414108,0.0,0.1474926253687315,0.0032658393207054,1,0,1,0.0457217504898758
2018-01-01 00:00:00.000,356,288.3,82,183,96,6,2.806494947725016,0.9055770292655992,0.2844259451959764,0.8647869561300783,0.8658008658008657,0.0208116545265348,6,71,5,1.477627471383975
2018-01-01 00:00:00.000,354,775.4000000000002,87,260,99,2,7.5482351108774814,0.9607951408061844,0.1122001547588341,0.8918115485091433,0.2886002886002885,0.0025793139025019,20,65,2,0.4784627289141087
2019-01-01 00:00:00.000,40,894.5,1735,4265,2237,138,8.083829629562686,19.9127740158384,1.9396310788149804,19.573016011899558,20.35398230088496,0.1542761319172722,241,1381,113,9.631078814980436
2018-01-01 00:00:00.000,135,834.6999999999998,1,3,0,1,8.12549889998637,0.011043622308117,0.0011980352222355,0.0,0.1443001443001442,0.0011980352222355,0,0,1,0.0155744578890619
2017-01-01 00:00:00.000,365,869.8999999999996,756,1804,849,58,8.48889973164186,5.947604437101722,0.8690654098172205,6.45381984036488,6.67433831990794,0.0666743303828026,192,520,44,3.8671111622025527
2017-01-01 00:00:00.000,146,726.8000000000003,114,256,128,6,7.092461575994147,0.8968609865470852,0.1568519537699504,0.9730140630938806,0.6904487917146144,0.0082553659878921,36,72,6,0.652173913043478
2019-01-01 00:00:00.000,146,632.1000000000001,89,240,145,1,5.712452441415959,1.0214621829450246,0.1408005062490111,1.268702423659113,0.1474926253687315,0.0015820281601012,13,75,1,0.634393292200601
2017-01-01 00:00:00.000,267,534.7,293,759,397,30,5.217858014149793,2.3050900794587363,0.5479708247615483,3.0178639300646144,3.452243958573072,0.0561062277912848,63,205,25,2.6426033289695154
2017-01-01 00:00:00.000,135,834.6999999999998,208,553,260,34,8.145401317394485,1.6363779403666117,0.249191326224991,1.976434815659445,3.9125431530494814,0.0407331975560081,58,125,25,1.2076195040134183
2017-01-01 00:00:00.000,251,1015.7,282,736,340,50,9.911685777018784,2.218550861458579,0.2776410357388992,2.5845686050931205,5.7537399309551205,0.0492271339962587,87,162,33,1.3055035935807815
2019-01-01 00:00:00.000,265,665.0,2,2,2,0,6.009778315996854,0.0229542063583151,0.0030075187969924,0.0174993437746084,0.0,0.0,0,2,0,0.0150375939849624
2019-01-01 00:00:00.000,365,869.8999999999999,702,1963,1061,75,7.8615130181739294,8.056926431768622,0.8069893091159904,9.283401872429785,11.061946902654867,0.0862168065294861,108,537,57,4.062535923669388
2019-01-01 00:00:00.000,381,1078.7000000000005,2650,6630,3505,144,9.74849303679069,30.414323424767588,2.456660795401872,30.667599965001312,21.238938053097343,0.1334940205803281,430,2093,127,11.630666543061087
2017-01-01 00:00:00.000,459,217.6,145,385,150,7,2.123444742620152,1.1407442372748011,0.666360294117647,1.1402508551881414,0.805523590333717,0.0321691176470588,48,90,7,2.706801470588235
2017-01-01 00:00:00.000,354,774.5000000000001,106,241,90,4,7.557940961210051,0.8339233734560617,0.1368624919302775,0.6841505131128848,0.4602991944764096,0.0051646223369916,35,67,4,0.5448676565526144
2018-01-01 00:00:00.000,40,894.4,1772,4510,2185,130,8.70665654264743,19.569298729983437,1.981216457960644,19.68291144941897,18.75901875901876,0.1453488372093023,350,1318,104,9.271019677996422
2018-01-01 00:00:00.000,267,535.3000000000001,192,461,264,27,5.2109495161886965,2.120375483158476,0.3586773771716794,2.378164129357716,3.896103896103896,0.0504390061647674,33,138,21,1.8606388940780867
2019-01-01 00:00:00.000,116,818.1000000000001,1135,2773,1522,109,7.393382917769967,13.026512108343857,1.3873609583180535,13.317000612477033,16.07669616519174,0.1332355457767998,117,926,92,7.264393105977261
2018-01-01 00:00:00.000,459,215.40000000000003,109,266,151,7,2.096840137842416,1.20375483158476,0.5060352831940574,1.3602378164129358,1.0101010101010102,0.032497678737233,14,88,7,2.5301764159702875
2017-01-01 00:00:00.000,40,893.9,2374,5479,2494,145,8.72310319590144,18.67673668476123,2.6557780512361564,18.95857088559483,16.68584579976985,0.1622105380915091,720,1544,110,11.041503523884105
2019-01-01 00:00:00.000,356,288.3,92,202,123,4,2.6054422383487115,1.0558934924824974,0.3191120360735345,1.07620964213842,0.5899705014749262,0.0138744363510232,3,86,3,1.6371834894207422
2018-01-01 00:00:00.000,364,287.0,52,109,54,5,2.7938399236804705,0.5742683600220873,0.181184668989547,0.486442662823169,0.7215007215007215,0.0174216027874564,11,36,5,0.89198606271777
2019-01-01 00:00:00.000,50,270.2,506,1067,587,12,2.44186782102609,5.807414208653736,1.8726868985936345,5.136057397847581,1.7699115044247788,0.0444115470022205,88,406,12,8.4159881569208
2017-01-01 00:00:00.000,153,239.9,379,855,362,29,2.341058794828007,2.98166942018724,1.5798249270529388,2.7518053971873813,3.33716915995397,0.1208837015423092,144,210,25,6.331804918716132
2018-01-01 00:00:00.000,381,1084.2000000000005,2944,6981,3346,171,10.554290053151105,32.51242407509663,2.7153661686035786,30.141428700117107,24.675324675324678,0.1577199778638627,728,2082,134,11.879726987640652
2017-01-01 00:00:00.000,364,287.0,69,146,74,2,2.800683093437424,0.542836912910078,0.2404181184668989,0.5625237552261497,0.2301495972382048,0.0069686411149825,20,47,2,0.9790940766550522
2019-01-01 00:00:00.000,122,280.90000000000003,1,3,1,0,2.538566509719574,0.0114771031791575,0.0035599857600569,0.0087496718873042,0.0,0.0,0,1,0,0.0177999288002847
2017-01-01 00:00:00.000,50,269.79999999999995,673,1333,619,13,2.6328372773847275,5.294626701282354,2.494440326167532,4.705435195743064,1.4959723820483315,0.0481838398813936,236,426,11,9.299481097108973
2018-01-01 00:00:00.000,153,239.9,240,542,273,16,2.3353386679127,2.650469353948095,1.000416840350146,2.45923790649491,2.3088023088023086,0.066694456023343,58,167,15,4.535223009587328
2017-01-01 00:00:00.000,116,818.1000000000001,1626,3749,1841,170,7.983410587948281,12.792069860750532,1.987532086541987,13.994678829342456,19.562715765247408,0.207798557633541,385,1111,130,9.326488204375991
2019-01-01 00:00:00.000,354,775.4000000000002,86,192,92,5,7.007491889058588,0.987030873407552,0.1109104978075831,0.8049698136319888,0.7374631268436577,0.0064482847562548,15,66,5,0.5287593500128965
2019-01-01 00:00:00.000,120,808.1000000000001,1,5,2,0,7.303010311514375,0.0114771031791575,0.001237470610073,0.0174993437746084,0.0,0.0,0,1,0,0.006187353050365
2018-01-01 00:00:00.000,262,1082.8999999999996,1013,2369,1313,89,10.541635029106551,11.187189398122584,0.9354511035183308,11.82776326457076,12.842712842712842,0.082186720842183,177,764,72,4.555360605780775
2019-01-01 00:00:00.000,262,1083.8999999999996,956,2254,1203,86,9.79548679204359,10.972110639274648,0.8820001845188673,10.525855280426985,12.684365781710916,0.0793431128332872,146,741,69,4.380477903865672
2017-01-01 00:00:00.000,356,291.90000000000003,108,230,121,2,2.848499634057088,0.8496577767288175,0.369989722507708,0.919802356518434,0.2301495972382048,0.0068516615279205,21,85,2,1.6169921205892428
2018-01-01 00:00:00.000,251,1015.7,211,599,329,52,9.887467632342348,2.3302043070127003,0.2077385054642118,2.963696964237456,7.503607503607504,0.051196219356109,41,142,28,1.0977650881165697
2018-01-01 00:00:00.000,116,818.1000000000001,1132,2627,1413,105,7.9639039775714044,12.501380452788515,1.38369392494805,12.728583010539593,15.151515151515152,0.1283461679501283,155,888,89,7.030925314753696
2019-01-01 00:00:00.000,459,215.40000000000003,109,270,138,22,1.9466259387454476,1.2510042465281763,0.5060352831940574,1.2074547204479833,3.2448377581120944,0.1021355617455895,12,80,17,2.9387186629526454
