rudata_pk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,units,infeed_outlet_id,timeperiod_id,timeperiod,window,start_time,end_time,device_fk,resource_fk,remotecollector_fk,last_updated
"184125971","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",24,2021-06-05 06:00:00.000,2021-06-06 06:00:00.000,"","2288","113",2021-07-02 08:05:28.120
"184126071","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",22,2021-06-07 06:00:00.000,2021-06-08 06:00:00.000,"","2288","113",2021-07-02 08:05:28.250
"184126021","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",23,2021-06-06 06:00:00.000,2021-06-07 06:00:00.000,"","2288","113",2021-07-02 08:05:28.183
"184120421","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",27,2021-06-02 06:00:00.000,2021-06-03 06:00:00.000,"","2288","113",2021-07-02 08:05:18.166
"184120571","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",24,2021-06-05 06:00:00.000,2021-06-06 06:00:00.000,"","2288","113",2021-07-02 08:05:18.403
"184120671","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",22,2021-06-07 06:00:00.000,2021-06-08 06:00:00.000,"","2288","113",2021-07-02 08:05:18.540
"184120471","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",26,2021-06-03 06:00:00.000,2021-06-04 06:00:00.000,"","2288","113",2021-07-02 08:05:18.230
"184120521","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",25,2021-06-04 06:00:00.000,2021-06-05 06:00:00.000,"","2288","113",2021-07-02 08:05:18.336
"184120621","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",23,2021-06-06 06:00:00.000,2021-06-07 06:00:00.000,"","2288","113",2021-07-02 08:05:18.473
"184120771","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",20,2021-06-09 06:00:00.000,2021-06-10 06:00:00.000,"","2288","113",2021-07-02 08:05:18.673
"184120871","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",18,2021-06-11 06:00:00.000,2021-06-12 06:00:00.000,"","2288","113",2021-07-02 08:05:18.806
"184120921","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",17,2021-06-12 06:00:00.000,2021-06-13 06:00:00.000,"","2288","113",2021-07-02 08:05:18.873
"184121021","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",15,2021-06-14 06:00:00.000,2021-06-15 06:00:00.000,"","2288","113",2021-07-02 08:05:19.006
"184121121","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",13,2021-06-16 06:00:00.000,2021-06-17 06:00:00.000,"","2288","113",2021-07-02 08:05:19.143
"184121171","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",12,2021-06-17 06:00:00.000,2021-06-18 06:00:00.000,"","2288","113",2021-07-02 08:05:19.213
"184121271","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",10,2021-06-19 06:00:00.000,2021-06-20 06:00:00.000,"","2288","113",2021-07-02 08:05:19.346
"184121421","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",7,2021-06-22 06:00:00.000,2021-06-23 06:00:00.000,"","2288","113",2021-07-02 08:05:19.550
"184121521","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",5,2021-06-24 06:00:00.000,2021-06-25 06:00:00.000,"","2288","113",2021-07-02 08:05:19.690
"184121571","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",4,2021-06-25 06:00:00.000,2021-06-26 06:00:00.000,"","2288","113",2021-07-02 08:05:19.760
"184121621","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",3,2021-06-26 06:00:00.000,2021-06-27 06:00:00.000,"","2288","113",2021-07-02 08:05:19.826
"184121671","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",2,2021-06-27 06:00:00.000,2021-06-28 06:00:00.000,"","2288","113",2021-07-02 08:05:19.900
"184121721","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",1,2021-06-28 06:00:00.000,2021-06-29 06:00:00.000,"","2288","113",2021-07-02 08:05:19.986
"184121771","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",27,2021-06-02 06:00:00.000,2021-06-03 06:00:00.000,"","2288","113",2021-07-02 08:05:20.716
"184121821","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",26,2021-06-03 06:00:00.000,2021-06-04 06:00:00.000,"","2288","113",2021-07-02 08:05:20.780
"184121871","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",25,2021-06-04 06:00:00.000,2021-06-05 06:00:00.000,"","2288","113",2021-07-02 08:05:20.843
"184121921","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",24,2021-06-05 06:00:00.000,2021-06-06 06:00:00.000,"","2288","113",2021-07-02 08:05:20.906
"184121971","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",23,2021-06-06 06:00:00.000,2021-06-07 06:00:00.000,"","2288","113",2021-07-02 08:05:20.973
"184122021","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",22,2021-06-07 06:00:00.000,2021-06-08 06:00:00.000,"","2288","113",2021-07-02 08:05:21.036
"184122071","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",21,2021-06-08 06:00:00.000,2021-06-09 06:00:00.000,"","2288","113",2021-07-02 08:05:21.100
"184122121","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",20,2021-06-09 06:00:00.000,2021-06-10 06:00:00.000,"","2288","113",2021-07-02 08:05:21.163
"184122171","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",19,2021-06-10 06:00:00.000,2021-06-11 06:00:00.000,"","2288","113",2021-07-02 08:05:21.226
"184122221","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",18,2021-06-11 06:00:00.000,2021-06-12 06:00:00.000,"","2288","113",2021-07-02 08:05:21.290
"184122271","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",17,2021-06-12 06:00:00.000,2021-06-13 06:00:00.000,"","2288","113",2021-07-02 08:05:21.356
"184122321","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",16,2021-06-13 06:00:00.000,2021-06-14 06:00:00.000,"","2288","113",2021-07-02 08:05:21.420
"184120721","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",21,2021-06-08 06:00:00.000,2021-06-09 06:00:00.000,"","2288","113",2021-07-02 08:05:18.606
"184120821","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",19,2021-06-10 06:00:00.000,2021-06-11 06:00:00.000,"","2288","113",2021-07-02 08:05:18.740
"184120971","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",16,2021-06-13 06:00:00.000,2021-06-14 06:00:00.000,"","2288","113",2021-07-02 08:05:18.940
"184121071","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",14,2021-06-15 06:00:00.000,2021-06-16 06:00:00.000,"","2288","113",2021-07-02 08:05:19.073
"184121221","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",11,2021-06-18 06:00:00.000,2021-06-19 06:00:00.000,"","2288","113",2021-07-02 08:05:19.276
"184121321","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",9,2021-06-20 06:00:00.000,2021-06-21 06:00:00.000,"","2288","113",2021-07-02 08:05:19.413
"184121371","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",8,2021-06-21 06:00:00.000,2021-06-22 06:00:00.000,"","2288","113",2021-07-02 08:05:19.483
"184121471","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","222","1","1 Day",6,2021-06-23 06:00:00.000,2021-06-24 06:00:00.000,"","2288","113",2021-07-02 08:05:19.620
"184122421","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",14,2021-06-15 06:00:00.000,2021-06-16 06:00:00.000,"","2288","113",2021-07-02 08:05:21.546
"184122471","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",13,2021-06-16 06:00:00.000,2021-06-17 06:00:00.000,"","2288","113",2021-07-02 08:05:21.613
"184122571","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",11,2021-06-18 06:00:00.000,2021-06-19 06:00:00.000,"","2288","113",2021-07-02 08:05:21.743
"184122721","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",8,2021-06-21 06:00:00.000,2021-06-22 06:00:00.000,"","2288","113",2021-07-02 08:05:21.933
"184122821","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",6,2021-06-23 06:00:00.000,2021-06-24 06:00:00.000,"","2288","113",2021-07-02 08:05:22.060
"184122871","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",5,2021-06-24 06:00:00.000,2021-06-25 06:00:00.000,"","2288","113",2021-07-02 08:05:22.123
"184122971","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",3,2021-06-26 06:00:00.000,2021-06-27 06:00:00.000,"","2288","113",2021-07-02 08:05:22.250
"184123071","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",1,2021-06-28 06:00:00.000,2021-06-29 06:00:00.000,"","2288","113",2021-07-02 08:05:22.376
"184123121","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",27,2021-06-02 06:00:00.000,2021-06-03 06:00:00.000,"","2288","113",2021-07-02 08:05:23.096
"184123171","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",26,2021-06-03 06:00:00.000,2021-06-04 06:00:00.000,"","2288","113",2021-07-02 08:05:23.160
"184123221","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",25,2021-06-04 06:00:00.000,2021-06-05 06:00:00.000,"","2288","113",2021-07-02 08:05:23.226
"184123271","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",24,2021-06-05 06:00:00.000,2021-06-06 06:00:00.000,"","2288","113",2021-07-02 08:05:23.290
"184123321","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",23,2021-06-06 06:00:00.000,2021-06-07 06:00:00.000,"","2288","113",2021-07-02 08:05:23.356
"184123371","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",22,2021-06-07 06:00:00.000,2021-06-08 06:00:00.000,"","2288","113",2021-07-02 08:05:23.423
"184123421","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",21,2021-06-08 06:00:00.000,2021-06-09 06:00:00.000,"","2288","113",2021-07-02 08:05:23.486
"184123471","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",20,2021-06-09 06:00:00.000,2021-06-10 06:00:00.000,"","2288","113",2021-07-02 08:05:23.550
"184123521","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",19,2021-06-10 06:00:00.000,2021-06-11 06:00:00.000,"","2288","113",2021-07-02 08:05:23.616
"184123571","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",18,2021-06-11 06:00:00.000,2021-06-12 06:00:00.000,"","2288","113",2021-07-02 08:05:23.680
"184123621","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",17,2021-06-12 06:00:00.000,2021-06-13 06:00:00.000,"","2288","113",2021-07-02 08:05:23.746
"184123671","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",16,2021-06-13 06:00:00.000,2021-06-14 06:00:00.000,"","2288","113",2021-07-02 08:05:23.810
"184123721","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",15,2021-06-14 06:00:00.000,2021-06-15 06:00:00.000,"","2288","113",2021-07-02 08:05:23.873
"184123771","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",14,2021-06-15 06:00:00.000,2021-06-16 06:00:00.000,"","2288","113",2021-07-02 08:05:23.940
"184123821","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",13,2021-06-16 06:00:00.000,2021-06-17 06:00:00.000,"","2288","113",2021-07-02 08:05:24.006
"184123871","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",12,2021-06-17 06:00:00.000,2021-06-18 06:00:00.000,"","2288","113",2021-07-02 08:05:24.070
"184123921","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",11,2021-06-18 06:00:00.000,2021-06-19 06:00:00.000,"","2288","113",2021-07-02 08:05:24.133
"184123971","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",10,2021-06-19 06:00:00.000,2021-06-20 06:00:00.000,"","2288","113",2021-07-02 08:05:24.200
"184124021","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",9,2021-06-20 06:00:00.000,2021-06-21 06:00:00.000,"","2288","113",2021-07-02 08:05:24.263
"184124071","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",8,2021-06-21 06:00:00.000,2021-06-22 06:00:00.000,"","2288","113",2021-07-02 08:05:24.330
"184124121","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",7,2021-06-22 06:00:00.000,2021-06-23 06:00:00.000,"","2288","113",2021-07-02 08:05:24.396
"184124171","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",6,2021-06-23 06:00:00.000,2021-06-24 06:00:00.000,"","2288","113",2021-07-02 08:05:24.463
"184124221","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",5,2021-06-24 06:00:00.000,2021-06-25 06:00:00.000,"","2288","113",2021-07-02 08:05:24.526
"184124271","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",4,2021-06-25 06:00:00.000,2021-06-26 06:00:00.000,"","2288","113",2021-07-02 08:05:24.590
"184124321","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",3,2021-06-26 06:00:00.000,2021-06-27 06:00:00.000,"","2288","113",2021-07-02 08:05:24.656
"184124371","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",2,2021-06-27 06:00:00.000,2021-06-28 06:00:00.000,"","2288","113",2021-07-02 08:05:24.723
"184124421","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","224","1","1 Day",1,2021-06-28 06:00:00.000,2021-06-29 06:00:00.000,"","2288","113",2021-07-02 08:05:24.790
"184124471","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",27,2021-06-02 06:00:00.000,2021-06-03 06:00:00.000,"","2288","113",2021-07-02 08:05:25.523
