location,date,variable,value
India,2021-07-26 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-04-07 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCOverageReport7thApril2021.pdf
India,2021-08-31 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-02-24 00:00:00.000,source_url,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,2021-10-30 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-03-28 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationReport28thMarch2021.pdf
India,2021-08-19 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-09-11 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-04-12 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport12April2021.pdf
India,2021-05-27 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-07-06 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-08-25 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-12-15 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-06-05 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-11-02 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-03-13 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport13thMarch2021.pdf
India,2022-01-06 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-07-05 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-07-24 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-02-08 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-06-19 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-11-21 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-01-17 00:00:00.000,source_url,https://twitter.com/MoHFW_INDIA/status/1350815129177260034
India,2021-05-02 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-11-12 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-05-08 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-12-01 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-11-04 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-03-15 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationReport15thMarch2021.pdf
India,2021-04-21 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2022-02-07 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-08-17 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-05-18 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-10-04 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-10-06 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-11-14 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-06-20 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-09-28 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-07-15 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-02-21 00:00:00.000,source_url,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
India,2021-06-02 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-06-09 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-08-08 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-10-25 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-09-26 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-09-24 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-08-10 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-06-18 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-05-15 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-05-25 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2022-02-10 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-11-01 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-09-03 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-02-06 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-05-24 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-11-26 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2022-02-05 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-04-17 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport17thApril2021.pdf
India,2022-01-19 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-02-04 00:00:00.000,source_url,https://www.mohfw.gov.in/
India,2021-03-25 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoveragereport25thMarch2021.pdf
India,2022-02-12 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-10-20 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-04-16 00:00:00.000,source_url,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport16thApril2021.pdf
India,2021-04-28 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-06-08 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-09-18 00:00:00.000,source_url,https://dashboard.cowin.gov.in/
India,2021-01-23 00:00:00.000,source_url,https://www.mohfw.gov.in/
