product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,norm_sales_amount,ProfitMargin%,Profit_Margin,Cost_Price,normalized_currancies
"Prod279","Cus020","Mark011",43019,1,102,"INR",102,0.39,39.78,62.22,
"Prod279","Cus020","Mark011",43026,1,102,"INR",102,-0.12,-12.24,114.24,
"Prod279","Cus020","Mark011",43027,1,102,"INR",102,0.29,29.58,72.42,
"Prod279","Cus020","Mark011",43047,1,102,"INR",102,0.36,36.72,65.28,
"Prod279","Cus020","Mark011",43168,1,102,"INR",102,-0.35,-35.699999999999996,137.7,
"Prod279","Cus020","Mark011",43179,1,102,"INR",102,0.26,26.52,75.48,
"Prod279","Cus020","Mark011",43181,1,102,"INR",102,-0.35,-35.699999999999996,137.7,
"Prod279","Cus020","Mark011",43182,1,102,"INR",102,-0.35,-35.699999999999996,137.7,
"Prod279","Cus020","Mark011",43188,1,102,"INR",102,0.34,34.68,67.32,
"Prod279","Cus020","Mark011",43206,1,102,"INR",102,-0.06,-6.12,108.12,
"Prod279","Cus020","Mark011",43209,1,102,"INR",102,0.28,28.560000000000002,73.44,
"Prod279","Cus020","Mark011",43222,1,102,"INR",102,0.21,21.419999999999998,80.58,
"Prod279","Cus020","Mark011",43223,1,102,"INR",102,0.19,19.38,82.62,
"Prod279","Cus020","Mark011",43230,1,102,"INR",102,-0.18,-18.36,120.36,
"Prod279","Cus020","Mark011",43259,1,102,"INR",102,-0.33,-33.660000000000004,135.66,
"Prod279","Cus020","Mark011",43265,1,102,"INR",102,-0.27,-27.540000000000003,129.54,
"Prod279","Cus020","Mark011",43269,1,102,"INR",102,-0.33,-33.660000000000004,135.66,
"Prod279","Cus020","Mark011",43280,1,102,"INR",102,-0.33,-33.660000000000004,135.66,
"Prod279","Cus020","Mark011",43284,1,102,"INR",102,0.18,18.36,83.64,
"Prod279","Cus020","Mark011",43290,1,102,"INR",102,0.34,34.68,67.32,
"Prod279","Cus020","Mark011",43291,1,102,"INR",102,-0.09,-9.18,111.18,
"Prod279","Cus020","Mark011",43293,1,102,"INR",102,0.13,13.26,88.74,
"Prod279","Cus020","Mark011",43297,1,102,"INR",102,0.38,38.76,63.24,
"Prod279","Cus020","Mark011",43308,1,102,"INR",102,0.29,29.58,72.42,
"Prod279","Cus020","Mark011",43314,1,102,"INR",102,-0.24,-24.48,126.48,
"Prod279","Cus020","Mark011",43321,1,102,"INR",102,-0.01,-1.02,103.02,
"Prod279","Cus020","Mark011",43349,1,102,"INR",102,0.33,33.660000000000004,68.34,
"Prod279","Cus020","Mark011",43356,1,102,"INR",102,0.34,34.68,67.32,
"Prod279","Cus020","Mark011",43364,1,102,"INR",102,-0.1,-10.200000000000001,112.2,
"Prod279","Cus020","Mark011",43368,1,102,"INR",102,0.27,27.540000000000003,74.46,
"Prod279","Cus020","Mark011",43370,1,102,"INR",102,0.25,25.5,76.5,
"Prod279","Cus020","Mark011",43376,1,102,"INR",102,-0.12,-12.24,114.24,
"Prod279","Cus020","Mark011",43378,1,102,"INR",102,-0.33,-33.660000000000004,135.66,
"Prod279","Cus020","Mark011",43383,1,102,"INR",102,0.26,26.52,75.48,
"Prod279","Cus020","Mark011",43384,1,102,"INR",102,-0.32,-32.64,134.64,
"Prod279","Cus020","Mark011",43392,1,102,"INR",102,0.33,33.660000000000004,68.34,
"Prod279","Cus020","Mark011",43398,1,102,"INR",102,0.08,8.16,93.84,
"Prod279","Cus020","Mark011",43399,1,102,"INR",102,0.01,1.02,100.98,
"Prod279","Cus020","Mark011",43404,1,102,"INR",102,-0.01,-1.02,103.02,
"Prod279","Cus020","Mark011",43409,1,102,"INR",102,0.15,15.299999999999999,86.7,
"Prod279","Cus020","Mark011",43411,1,102,"INR",102,0.14,14.280000000000001,87.72,
"Prod279","Cus020","Mark011",43430,1,102,"INR",102,-0.22,-22.44,124.44,
"Prod279","Cus020","Mark011",43571,1,102,"INR",102,0.08,8.16,93.84,
"Prod279","Cus020","Mark011",43593,1,102,"INR",102,-0.05,-5.1000000000000005,107.1,
"Prod279","Cus020","Mark011",43598,1,102,"INR",102,0.35,35.699999999999996,66.300000000000011,
"Prod279","Cus020","Mark011",43605,1,102,"INR",102,0.24,24.48,77.52,
"Prod279","Cus020","Mark011",43619,1,102,"INR",102,-0.14,-14.280000000000001,116.28,
"Prod279","Cus020","Mark011",43622,1,102,"INR",102,0.01,1.02,100.98,
"Prod279","Cus020","Mark011",43635,1,102,"INR",102,0.15,15.299999999999999,86.7,
"Prod279","Cus020","Mark011",43636,1,102,"INR",102,0.1,10.200000000000001,91.8,
"Prod279","Cus020","Mark011",43644,1,102,"INR",102,-0.25,-25.5,127.5,
"Prod279","Cus020","Mark011",43647,1,102,"INR",102,-0.25,-25.5,127.5,
"Prod279","Cus020","Mark011",43658,1,102,"INR",102,-0.17,-17.34,119.34,
"Prod279","Cus020","Mark011",43661,1,102,"INR",102,0.1,10.200000000000001,91.8,
"Prod279","Cus020","Mark011",43663,1,102,"INR",102,0.33,33.660000000000004,68.34,
"Prod279","Cus020","Mark011",43665,1,102,"INR",102,-0.1,-10.200000000000001,112.2,
"Prod279","Cus020","Mark011",43670,1,102,"INR",102,-0.19,-19.38,121.38,
"Prod279","Cus020","Mark011",43671,1,102,"INR",102,-0.21,-21.419999999999998,123.42,
"Prod279","Cus020","Mark011",43676,1,102,"INR",102,-0.3,-30.599999999999998,132.6,
"Prod279","Cus020","Mark011",43677,1,102,"INR",102,0.37,37.74,64.259999999999991,
"Prod279","Cus020","Mark011",43679,1,102,"INR",102,-0.09,-9.18,111.18,
"Prod279","Cus020","Mark011",43685,1,102,"INR",102,-0.07,-7.1400000000000006,109.14,
"Prod279","Cus020","Mark011",43704,1,102,"INR",102,-0.05,-5.1000000000000005,107.1,
"Prod279","Cus020","Mark011",43705,1,102,"INR",102,0.17,17.34,84.66,
"Prod279","Cus020","Mark011",43714,1,102,"INR",102,0.27,27.540000000000003,74.46,
"Prod279","Cus020","Mark011",43718,1,102,"INR",102,0.14,14.280000000000001,87.72,
"Prod279","Cus020","Mark011",43720,1,102,"INR",102,0.18,18.36,83.64,
"Prod279","Cus020","Mark011",43726,1,102,"INR",102,-0.31,-31.62,133.62,
"Prod279","Cus020","Mark011",43727,1,102,"INR",102,0.23,23.46,78.539999999999992,
"Prod279","Cus020","Mark011",43728,1,102,"INR",102,0.09,9.18,92.82,
"Prod279","Cus020","Mark011",43749,1,102,"INR",102,-0.24,-24.48,126.48,
"Prod279","Cus020","Mark011",43750,1,102,"INR",102,0.16,16.32,85.68,
"Prod279","Cus020","Mark011",43752,1,102,"INR",102,0.15,15.299999999999999,86.7,
"Prod279","Cus020","Mark011",43754,1,102,"INR",102,0.26,26.52,75.48,
"Prod279","Cus020","Mark011",43759,1,102,"INR",102,-0.24,-24.48,126.48,
"Prod279","Cus020","Mark011",43761,1,102,"INR",102,0.35,35.699999999999996,66.300000000000011,
"Prod279","Cus020","Mark011",43780,1,102,"INR",102,0.13,13.26,88.74,
"Prod279","Cus020","Mark011",43797,1,102,"INR",102,0.22,22.44,79.56,
"Prod279","Cus020","Mark011",43803,1,102,"INR",102,0.38,38.76,63.24,
"Prod279","Cus020","Mark011",43805,1,102,"INR",102,0.26,26.52,75.48,
"Prod279","Cus020","Mark011",43810,1,102,"INR",102,-0.31,-31.62,133.62,
"Prod279","Cus020","Mark011",43832,1,102,"INR",102,0.14,14.280000000000001,87.72,
"Prod279","Cus020","Mark011",43838,1,102,"INR",102,0.34,34.68,67.32,
"Prod279","Cus020","Mark011",43839,1,102,"INR",102,-0.16,-16.32,118.32,
"Prod279","Cus020","Mark011",43840,1,102,"INR",102,0.02,2.04,99.96,
"Prod279","Cus020","Mark011",43850,1,102,"INR",102,-0.1,-10.200000000000001,112.2,
"Prod278","Cus020","Mark011",43019,1,102,"INR",102,0.4,40.800000000000004,61.199999999999996,
"Prod278","Cus020","Mark011",43020,1,102,"INR",102,-0.2,-20.400000000000002,122.4,
"Prod278","Cus020","Mark011",43025,1,102,"INR",102,-0.18,-18.36,120.36,
"Prod278","Cus020","Mark011",43047,1,102,"INR",102,-0.04,-4.08,106.08,
"Prod278","Cus020","Mark011",43168,1,102,"INR",102,-0.1,-10.200000000000001,112.2,
"Prod278","Cus020","Mark011",43187,1,102,"INR",102,0.1,10.200000000000001,91.8,
"Prod278","Cus020","Mark011",43188,1,102,"INR",102,0.08,8.16,93.84,
"Prod278","Cus020","Mark011",43206,1,102,"INR",102,-0.11,-11.22,113.22,
"Prod278","Cus020","Mark011",43208,1,102,"INR",102,0.15,15.299999999999999,86.7,
"Prod278","Cus020","Mark011",43209,1,102,"INR",102,0.37,37.74,64.259999999999991,
"Prod278","Cus020","Mark011",43210,1,102,"INR",102,0.35,35.699999999999996,66.300000000000011,
"Prod278","Cus020","Mark011",43216,1,102,"INR",102,-0.05,-5.1000000000000005,107.1,
"Prod278","Cus020","Mark011",43244,1,102,"INR",102,0.09,9.18,92.82,
"Prod278","Cus020","Mark011",43248,1,102,"INR",102,0.14,14.280000000000001,87.72,
"Prod278","Cus020","Mark011",43279,1,102,"INR",102,0,0,102,
"Prod278","Cus020","Mark011",43294,1,102,"INR",102,0.02,2.04,99.96,
"Prod278","Cus020","Mark011",43299,1,102,"INR",102,-0.04,-4.08,106.08,
"Prod278","Cus020","Mark011",43305,1,102,"INR",102,0.18,18.36,83.64,
"Prod278","Cus020","Mark011",43308,1,102,"INR",102,-0.34,-34.68,136.68,
"Prod278","Cus020","Mark011",43332,1,102,"INR",102,-0.07,-7.1400000000000006,109.14,
"Prod278","Cus020","Mark011",43335,1,102,"INR",102,-0.27,-27.540000000000003,129.54,
"Prod278","Cus020","Mark011",43343,1,102,"INR",102,-0.3,-30.599999999999998,132.6,
"Prod278","Cus020","Mark011",43355,1,102,"INR",102,-0.09,-9.18,111.18,
"Prod278","Cus020","Mark011",43356,1,102,"INR",102,-0.35,-35.699999999999996,137.7,
"Prod278","Cus020","Mark011",43360,1,102,"INR",102,-0.28,-28.560000000000002,130.56,
"Prod278","Cus020","Mark011",43364,1,102,"INR",102,-0.14,-14.280000000000001,116.28,
"Prod278","Cus020","Mark011",43367,1,102,"INR",102,-0.28,-28.560000000000002,130.56,
"Prod278","Cus020","Mark011",43368,1,102,"INR",102,0.19,19.38,82.62,
"Prod278","Cus020","Mark011",43378,1,102,"INR",102,-0.18,-18.36,120.36,
"Prod278","Cus020","Mark011",43381,1,102,"INR",102,0.31,31.62,70.38,
"Prod278","Cus020","Mark011",43383,1,102,"INR",102,0.05,5.1000000000000005,96.9,
"Prod278","Cus020","Mark011",43388,1,102,"INR",102,0.16,16.32,85.68,
"Prod278","Cus020","Mark011",43395,1,102,"INR",102,-0.15,-15.299999999999999,117.3,
"Prod278","Cus020","Mark011",43398,1,102,"INR",102,0.15,15.299999999999999,86.7,
"Prod278","Cus020","Mark011",43399,1,102,"INR",102,-0.31,-31.62,133.62,
"Prod278","Cus020","Mark011",43404,1,102,"INR",102,-0.1,-10.200000000000001,112.2,
"Prod278","Cus020","Mark011",43565,1,102,"INR",102,-0.1,-10.200000000000001,112.2,
"Prod278","Cus020","Mark011",43571,1,102,"INR",102,0.32,32.64,69.36,
"Prod278","Cus020","Mark011",43579,1,102,"INR",102,0.06,6.12,95.88,
"Prod278","Cus020","Mark011",43588,1,102,"INR",102,0.31,31.62,70.38,
"Prod278","Cus020","Mark011",43593,1,102,"INR",102,-0.1,-10.200000000000001,112.2,
"Prod278","Cus020","Mark011",43600,1,102,"INR",102,0.33,33.660000000000004,68.34,
"Prod278","Cus020","Mark011",43602,1,102,"INR",102,0.14,14.280000000000001,87.72,
"Prod278","Cus020","Mark011",43609,1,102,"INR",102,-0.07,-7.1400000000000006,109.14,
"Prod278","Cus020","Mark011",43612,1,102,"INR",102,0,0,102,
"Prod278","Cus020","Mark011",43613,1,102,"INR",102,0.21,21.419999999999998,80.58,
"Prod278","Cus020","Mark011",43620,1,102,"INR",102,0.39,39.78,62.22,
"Prod278","Cus020","Mark011",43633,1,102,"INR",102,-0.03,-3.06,105.06,
