transaction_date,stock_date,product_id,customer_id,store_id,quantity
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,879,169,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,237,3305,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,499,2617,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,106,3759,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1071,3759,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,725,1366,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,694,1991,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,966,1991,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1332,950,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,198,178,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1435,9501,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,812,7416,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,623,3548,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,106,1954,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,765,1954,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1163,1429,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,529,3979,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,58,7359,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,294,1429,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,198,6713,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,497,5855,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,952,6686,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,690,6686,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,832,545,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,721,1954,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1374,4342,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1374,790,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,765,1468,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1550,9286,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,464,9495,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1156,950,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,427,7496,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1156,5610,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1339,5610,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1019,446,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,922,3360,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,455,8367,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,954,1718,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,721,4659,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1336,6744,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,730,6744,13,3
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,327,2246,13,3
