data_inversa,br,Extensão,Acidentes,Envolvidos,Feridos,Mortes,%_Extensão_BR,%_Acidente_BR,Acidente_KM,%_Feridos_BR,%_Mortes_BR,Mortes_KM,Sem_Vitimas,Com_Vitimas_Feridas,Com_Vitimas_Fatais,Gravidade
2017-01-01 00:00:00.000,"40",893.9,2374,5479,2494,145,8.72310319590144,18.676736684761231,2.6557780512361564,18.958570885594831,16.685845799769851,0.16221053809150912,720,1544,110,11.041503523884103
2017-01-01 00:00:00.000,"50",269.79999999999995,673,1333,619,13,2.6328372773847275,5.294626701282354,2.4944403261675321,4.705435195743064,1.4959723820483315,0.048183839881393631,236,426,11,9.2994810971089716
2017-01-01 00:00:00.000,"116",818.10000000000025,1626,3749,1841,170,7.9834105879482822,12.792069860750532,1.987532086541987,13.994678829342455,19.562715765247411,0.20779855763354108,385,1111,130,9.3264882043759911
2017-01-01 00:00:00.000,"135",834.69999999999982,208,553,260,34,8.1454013173944855,1.6363779403666117,0.24919132622499107,1.9764348156594451,3.9125431530494823,0.040733197556008155,58,125,25,1.2076195040134183
2017-01-01 00:00:00.000,"146",726.80000000000018,114,256,128,6,7.0924615759941467,0.89686098654708524,0.15685195376995043,0.97301406309388061,0.69044879171461448,0.0082553659878921281,36,72,6,0.652173913043478
2017-01-01 00:00:00.000,"153",239.9,379,855,362,29,2.3410587948280068,2.9816694201872393,1.5798249270529388,2.7518053971873813,3.33716915995397,0.12088370154230929,144,210,25,6.3318049187161316
2017-01-01 00:00:00.000,"251",1015.7,282,736,340,50,9.9116857770187856,2.2185508614585792,0.27764103573889926,2.5845686050931205,5.7537399309551205,0.049227133996258735,87,162,33,1.3055035935807817
2017-01-01 00:00:00.000,"262",1082.8999999999996,1381,3012,1495,97,10.567455476945593,10.864605459837936,1.2752793425062336,11.364500190041809,11.162255466052933,0.089574291254963551,399,902,80,5.4935820482038986
2017-01-01 00:00:00.000,"267",534.7,293,759,397,30,5.217858014149793,2.3050900794587363,0.54797082476154846,3.0178639300646144,3.4522439585730722,0.056106227791284831,63,205,25,2.6426033289695154
2017-01-01 00:00:00.000,"354",774.50000000000011,106,241,90,4,7.5579409612100523,0.83392337345606171,0.13686249193027758,0.68415051311288488,0.46029919447640966,0.0051646223369916072,35,67,4,0.54486765655261449
2017-01-01 00:00:00.000,"356",291.90000000000003,108,230,121,2,2.8484996340570876,0.84965777672881759,0.36998972250770806,0.919802356518434,0.23014959723820483,0.00685166152792052,21,85,2,1.6169921205892428
2017-01-01 00:00:00.000,"364",287,69,146,74,2,2.8006830934374238,0.542836912910078,0.24041811846689895,0.56252375522614972,0.23014959723820483,0.0069686411149825784,20,47,2,0.97909407665505221
2017-01-01 00:00:00.000,"365",869.89999999999975,756,1804,849,58,8.48889973164186,5.9476044371017229,0.86906540981722058,6.45381984036488,6.67433831990794,0.066674330382802641,192,520,44,3.8671111622025531
2017-01-01 00:00:00.000,"381",1083.9000000000003,4180,9210,3915,222,10.577213954623083,32.884902840059794,3.8564443214318653,29.760547320410492,25.546605293440738,0.20481594243011342,1682,2325,173,14.351877479472272
2017-01-01 00:00:00.000,"452",306.20000000000005,17,33,20,0,2.9880458648450849,0.13374242781842496,0.055519268451992156,0.15203344735841884,0,0,5,12,0,0.21227955584585234
2017-01-01 00:00:00.000,"459",217.60000000000002,145,385,150,7,2.1234447426201517,1.1407442372748013,0.666360294117647,1.1402508551881414,0.805523590333717,0.03216911764705882,48,90,7,2.7068014705882351
2018-01-01 00:00:00.000,"40",894.4,1772,4510,2185,130,8.70665654264743,19.569298729983434,1.9812164579606442,19.68291144941897,18.759018759018758,0.14534883720930233,350,1318,104,9.2710196779964225
2018-01-01 00:00:00.000,"50",270.2,531,1179,626,18,2.630298074489418,5.86416344561016,1.9652109548482606,5.6391316097648856,2.5974025974025974,0.066617320503330871,123,393,15,8.4492968171724652
2018-01-01 00:00:00.000,"116",818.10000000000025,1132,2627,1413,105,7.9639039775714053,12.501380452788515,1.38369392494805,12.728583010539591,15.151515151515152,0.12834616795012832,155,888,89,7.0309253147536959
2018-01-01 00:00:00.000,"135",834.69999999999993,1,3,0,1,8.12549889998637,0.011043622308117063,0.0011980352222355339,0,0.14430014430014429,0.0011980352222355339,0,0,1,0.01557445788906194
2018-01-01 00:00:00.000,"146",632.10000000000014,77,215,120,9,6.15326207581333,0.85035891772501393,0.12181616832779621,1.080983695162598,1.2987012987012987,0.014238253440911244,13,56,8,0.628065179560196
2018-01-01 00:00:00.000,"153",239.9,240,542,273,16,2.3353386679127,2.650469353948095,1.0004168403501459,2.45923790649491,2.3088023088023086,0.066694456023343063,58,167,15,4.5352230095873276
2018-01-01 00:00:00.000,"251",1015.7,211,599,329,52,9.8874676323423483,2.3302043070127003,0.20773850546421185,2.9636969642374562,7.5036075036075038,0.051196219356109088,41,142,28,1.0977650881165697
2018-01-01 00:00:00.000,"262",1082.8999999999996,1013,2369,1313,89,10.541635029106551,11.187189398122584,0.93545110351833072,11.827763264570759,12.842712842712842,0.08218672084218305,177,764,72,4.5553606057807752
2018-01-01 00:00:00.000,"267",535.30000000000007,192,461,264,27,5.2109495161886965,2.120375483158476,0.35867737717167941,2.3781641293577156,3.8961038961038961,0.050439006164767416,33,138,21,1.8606388940780869
2018-01-01 00:00:00.000,"354",775.40000000000009,87,260,99,2,7.5482351108774814,0.96079514080618444,0.11220015475883413,0.89181154850914335,0.28860028860028858,0.002579313902501934,20,65,2,0.47846272891410879
2018-01-01 00:00:00.000,"356",288.3,82,183,96,6,2.8064949477250161,0.90557702926559913,0.28442594519597642,0.86478695613007839,0.86580086580086579,0.02081165452653486,6,71,5,1.477627471383975
2018-01-01 00:00:00.000,"364",287,52,109,54,5,2.7938399236804705,0.57426836002208725,0.18118466898954705,0.48644266282316906,0.72150072150072153,0.017421602787456445,11,36,5,0.89198606271777
2018-01-01 00:00:00.000,"365",869.89999999999986,609,1548,829,55,8.4681580125771454,6.725565985643291,0.70008046901942766,7.4677956940816141,7.9365079365079358,0.063225658121623188,104,460,45,3.4360271295551219
2018-01-01 00:00:00.000,"381",1084.2000000000003,2944,6981,3346,171,10.554290053151103,32.512424075096632,2.7153661686035782,30.141428700117107,24.675324675324674,0.15771997786386271,728,2082,134,11.879726987640653
2018-01-01 00:00:00.000,"451",429.09999999999997,3,5,3,0,4.1771313980881173,0.033130866924351188,0.0069913773013283624,0.02702459237906495,0,0,0,3,0,0.034956886506641811
2018-01-01 00:00:00.000,"459",215.40000000000003,109,266,151,7,2.096840137842416,1.20375483158476,0.50603528319405744,1.3602378164129358,1.0101010101010102,0.032497678737233048,14,88,7,2.5301764159702875
2019-01-01 00:00:00.000,"40",894.5,1735,4265,2237,138,8.0838296295626861,19.9127740158384,1.9396310788149804,19.573016011899554,20.353982300884958,0.15427613191727221,241,1381,113,9.6310788149804356
2019-01-01 00:00:00.000,"50",270.2,506,1067,587,12,2.44186782102609,5.8074142086537357,1.8726868985936345,5.1360573978475808,1.7699115044247788,0.04441154700222058,88,406,12,8.4159881569208
2019-01-01 00:00:00.000,"116",818.10000000000025,1135,2773,1522,109,7.3933829177699666,13.026512108343855,1.3873609583180535,13.317000612477031,16.076696165191741,0.13323554577679986,117,926,92,7.2643931059772617
2019-01-01 00:00:00.000,"120",808.10000000000014,1,5,2,0,7.3030103115143739,0.01147710317915758,0.0012374706100730106,0.017499343774608451,0,0,0,1,0,0.0061873530503650529
2019-01-01 00:00:00.000,"122",280.90000000000003,1,3,1,0,2.538566509719574,0.01147710317915758,0.0035599857600569595,0.0087496718873042254,0,0,0,1,0,0.017799928800284796
2019-01-01 00:00:00.000,"146",632.10000000000014,89,240,145,1,5.7124524414159588,1.0214621829450246,0.14080050624901119,1.2687024236591129,0.14749262536873156,0.0015820281601012494,13,75,1,0.634393292200601
