ID,TableID,ExplicitName,InferredName,ExplicitDataType,InferredDataType,DataCategory,Description,IsHidden,State,IsUnique,IsKey,IsNullable,Alignment,TableDetailPosition,IsDefaultLabel,IsDefaultImage,SummarizeBy,ColumnStorageID,Type,SourceColumn,ColumnOriginID,Expression,FormatString,IsAvailableInMDX,SortByColumnID,AttributeHierarchyID,ModifiedTime,StructureModifiedTime,RefreshedTime,SystemFlags,KeepUniqueRows,DisplayOrdinal,ErrorMessage,SourceProviderType,DisplayFolder,EncodingHint,RelatedColumnDetailsID,AlternateOfID,LineageTag,SourceLineageTag
11,10,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,247,3,"",,"","",True,,12,2022-04-20 15:28:56.246,2022-04-20 15:28:56.243,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
9765,10,"StoreID","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,9768,1,"StoreID",,"","0",True,,9767,2022-04-23 10:22:44.153,2022-04-23 10:22:43.016,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"cc3327e3-a535-46f2-9c2a-eecbd2d05329",""
9773,10,"City","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,9776,1,"City",,"","",True,,9775,2022-04-23 21:58:53.936,2022-04-23 10:22:43.043,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"7275b99b-70f1-4ede-9a0f-a4e7c5ab3f23",""
9781,10,"Name","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,9784,1,"Name",,"","",True,,9783,2022-04-23 10:22:43.520,2022-04-23 10:22:43.066,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"033f9c70-23b9-4865-8b1a-55172e1cd668",""
9789,10,"Email","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,9792,1,"Email",,"","",True,,9791,2022-04-23 10:22:43.520,2022-04-23 10:22:43.090,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"59adc12b-9b64-4704-8b7b-df6108216ac8",""
9797,10,"Address","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,9800,1,"Address",,"","",True,,9799,2022-04-23 10:22:43.520,2022-04-23 10:22:43.110,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"ec89b0d9-b231-4fad-940b-d196a972a3b6",""
9805,10,"Phone","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,9808,1,"Phone",,"","0",True,,9807,2022-04-23 13:35:44.563,2022-04-23 10:22:43.143,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"fa8784e3-1bbb-46e2-9aa9-8e2a057bca68",""
14,13,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,251,3,"",,"","",True,,15,2022-04-20 15:28:56.246,2022-04-20 15:28:56.243,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
41,13,"Customer_Id","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,303,1,"Customer_Id",,"","0",True,,166,2022-04-23 14:18:33.546,2022-04-20 15:28:56.243,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"f6eda94d-f844-4998-bcf8-9157d9ca5bd0",""
42,13,"Customer_Fname","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,307,1,"Customer_Fname",,"","",True,,167,2022-04-20 15:28:56.246,2022-04-20 15:28:56.246,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"dc28a337-73cc-4261-a932-2bd482c3361e",""
43,13,"Customer_Lname","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,311,1,"Customer_Lname",,"","",True,,168,2022-04-20 15:28:56.246,2022-04-20 15:28:56.246,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"d0109cd8-c48f-4a92-96a4-ba07316b237f",""
44,13,"Customer_Segment","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,315,1,"Customer_Segment",,"","",True,,169,2022-04-20 15:28:56.246,2022-04-20 15:28:56.246,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"c992130e-d470-468b-a230-71910eb3dd85",""
46,13,"Phone","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,323,1,"Phone",,"","0",True,,171,2022-04-23 14:18:33.546,2022-04-20 15:28:56.246,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"fe682d1c-3102-4805-b614-f16bac2438c3",""
649,13,"Zip_code","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,652,1,"Zip_code",,"","",True,,651,2022-04-22 15:50:04.210,2022-04-20 15:29:27.876,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"28eff853-5676-4f62-8ee5-3d60d983b904",""
5020,13,"City","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,5023,1,"City",,"","",True,,5022,2022-04-21 17:10:31.390,2022-04-21 17:10:31.053,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"eda32180-4e89-41ca-82da-3571b9b8ca67",""
5036,13,"Country","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,5039,1,"Country",,"","",True,,5038,2022-04-21 17:10:31.390,2022-04-21 17:10:31.143,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"a1934cbc-2390-47ba-ac40-dd90f0d59554",""
11700,13,"State_Prefecture","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,11703,1,"State_Prefecture",,"","",True,,11702,2022-04-23 11:38:47.626,2022-04-23 11:38:47.513,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"47acecd2-2d60-4975-b47a-5cd70ce17d64",""
