ResourceId,ResourceGroupId,ResourceTypeId,Resource,Tags,Location,StatusId,CreatedUserID,OwnerUserID,CreatedDate
"/subscriptions/0b99ca5c-439a-4841-9e1b-bc078bc5d07a/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_australiaeast","/subscriptions/0b99ca5c-439a-4841-9e1b-bc078bc5d07a/resourceGroups/NetworkWatcherRG","microsoft.network/networkwatchers","NetworkWatcher_australiaeast","","australiaeast",1,"","rodney.joyce@data-driven.com",
"/subscriptions/1ad1c334-18eb-40ac-a489-8db88f903f7b/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_australiaeast","/subscriptions/1ad1c334-18eb-40ac-a489-8db88f903f7b/resourceGroups/NetworkWatcherRG","microsoft.network/networkwatchers","NetworkWatcher_australiaeast","","australiaeast",0,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev/providers/Microsoft.CognitiveServices/accounts/CognitiveService-s4f3y6bb2bl4i","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.cognitiveservices/accounts","CognitiveService-s4f3y6bb2bl4i","","australiaeast",1,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev/providers/Microsoft.Insights/components/cm-appinsights-s4f3y6bb2bl4i","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.insights/components","cm-appinsights-s4f3y6bb2bl4i","","australiaeast",1,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev/providers/Microsoft.Sql/servers/cloudmonitor-dd-dev-dbserver","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.sql/servers","cloudmonitor-dd-dev-dbserver","","australiaeast",1,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev/providers/Microsoft.Sql/servers/cloudmonitor-dd-dev-dbserver/databases/master","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.sql/servers/databases","master","","australiaeast",1,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev/providers/Microsoft.Web/serverFarms/cm-asp-s4f3y6bb2bl4i-masterautotaggingsync","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.web/serverfarms","cm-asp-s4f3y6bb2bl4i-masterautotaggingsync","","australiaeast",1,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/cloudmonitor-dd-dev/providers/Microsoft.Web/serverfarms/cm-asp-s4f3y6bb2bl4i-masterautotaggingsyncdaily","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.web/serverfarms","cm-asp-s4f3y6bb2bl4i-masterautotaggingsyncdaily","","australiaeast",0,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/cloudmonitor-dd-dev/providers/Microsoft.Web/serverfarms/cm-asp-s4f3y6bb2bl4i-masterautotaggingsynchistory","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.web/serverfarms","cm-asp-s4f3y6bb2bl4i-masterautotaggingsynchistory","","australiaeast",0,"","rodney.joyce@data-driven.com",
"/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/cloudmonitor-dd-dev/providers/Microsoft.Web/serverfarms/cm-asp-s4f3y6bb2bl4i-mastercostsync","/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CloudMonitor-DD-Dev","microsoft.web/serverfarms","cm-asp-s4f3y6bb2bl4i-mastercostsync","","australiaeast",1,"","rodney.joyce@data-driven.com",
