ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
272,1,"b3ee2118-67dc-41bd-a0f3-fd4a91bea43c",True,1,1,2,False,266,275,2,269,276,1,1,470,,2016-12-14 10:11:11.250,2016-12-14 10:11:11.250,1
507,1,"9722d2b5-9438-4323-aea7-536a3f405d9c",True,1,1,2,False,498,515,2,501,516,1,1,791,,2016-12-14 10:11:11.120,2016-12-14 10:11:11.120,1
508,1,"c07b4c18-f195-4b05-b906-f3a5c4052c05",True,1,1,2,False,498,531,2,504,532,1,1,793,,2016-12-14 10:11:11.073,2016-12-14 10:11:11.073,1
841,1,"30ab1fce-64e0-4751-9248-eb1c2d2b7fed",True,1,1,2,False,829,854,2,832,855,1,1,1212,,2016-12-14 10:11:11.120,2016-12-14 10:11:11.120,1
842,1,"53f96baf-5dc7-480c-9fbb-ab05c65729d2",True,1,1,2,False,829,862,2,835,863,1,1,1214,,2016-12-14 10:11:11.086,2016-12-14 10:11:11.086,1
843,1,"cbe5bb6d-72da-4c60-a68a-af4a0f4b496d",True,1,1,2,False,829,873,2,838,874,1,1,1216,,2016-12-14 10:11:11.093,2016-12-14 10:11:11.093,1
1272,1,"7e977d5e-37bf-450c-9d6c-54a16343b506",True,1,1,2,False,1263,1306,2,1266,1307,1,1,1688,,2016-12-14 10:11:11.070,2016-12-14 10:11:11.070,1
1273,1,"a8983ffd-0bf1-4bb0-95e4-f6ee2e0e621f",True,1,1,2,False,1263,1314,2,1269,1315,1,1,1690,,2016-12-14 10:11:11.120,2016-12-14 10:11:11.120,1
1754,1,"c6938431-f5a2-462f-9c68-014018cf1bfe",True,1,1,2,False,1745,1764,2,1748,1765,1,1,2014,,2016-12-14 10:11:11.086,2016-12-14 10:11:11.086,1
1755,1,"661c7b12-d0be-4a9f-b171-44014d8cde87",True,1,1,2,False,1745,1772,2,1751,1773,1,1,2016,,2016-12-14 10:11:11.106,2016-12-14 10:11:11.106,1
2055,1,"bc2ca4f9-8fe0-4b12-8bc3-b01c81361e7b",True,1,1,2,False,2046,2067,2,2049,2068,1,1,2311,,2016-12-14 10:11:11.093,2016-12-14 10:11:11.093,1
2056,1,"0f97ce66-f6e9-4815-a3fa-e1fa12bb3fa7",True,1,1,2,False,2046,2075,2,2052,2076,1,1,2313,,2016-12-14 10:11:11.096,2016-12-14 10:11:11.096,1
8420,1,"c6b0b64c-2515-4846-8ea5-44fd39d324df",True,1,2,1,False,266,283,2,498,510,1,1,8426,,2016-12-14 10:11:13.376,2016-12-14 10:11:13.376,1
8421,1,"7306b253-6d08-49ac-98ae-5a3660ee59a1",True,1,2,1,False,266,285,2,829,845,1,1,8428,,2016-12-14 10:11:13.376,2016-12-14 10:11:13.376,1
8422,1,"ff3c73e4-6708-401a-a838-d35ea2302e5e",True,1,2,1,False,266,286,2,1263,1275,1,1,8430,,2016-12-14 10:11:13.376,2016-12-14 10:11:13.376,1
8423,1,"f4bc7ee8-aa77-434d-a278-d9517c969a76",True,1,2,1,False,266,287,2,1745,1757,1,1,8432,,2016-12-14 10:11:13.376,2016-12-14 10:11:13.376,1
8424,1,"2d2fbee1-2016-4cc1-91ee-dc528c5ce0e7",True,1,2,1,False,498,512,2,2487,2491,1,1,8434,,2016-12-14 10:11:13.376,2016-12-14 10:11:13.376,1
8425,1,"aae1ca72-f616-40bb-977f-0b30c064c82a",True,1,2,1,False,829,846,2,2046,2058,1,1,8436,,2016-12-14 10:11:13.376,2016-12-14 10:11:13.376,1
