Data_venda,Ano,Trimestre,Mês,Nome do Mês,Semana do Ano,Dia,Nome do Dia
2015-07-01 00:00:00.000,2015,"T3",7,"julho",27,1,"quarta-feira"
2015-07-02 00:00:00.000,2015,"T3",7,"julho",27,2,"quinta-feira"
2015-07-03 00:00:00.000,2015,"T3",7,"julho",27,3,"sexta-feira"
2015-07-04 00:00:00.000,2015,"T3",7,"julho",27,4,"sábado"
2015-07-05 00:00:00.000,2015,"T3",7,"julho",28,5,"domingo"
2015-07-06 00:00:00.000,2015,"T3",7,"julho",28,6,"segunda-feira"
2015-07-07 00:00:00.000,2015,"T3",7,"julho",28,7,"terça-feira"
2015-07-08 00:00:00.000,2015,"T3",7,"julho",28,8,"quarta-feira"
2015-07-09 00:00:00.000,2015,"T3",7,"julho",28,9,"quinta-feira"
2015-07-10 00:00:00.000,2015,"T3",7,"julho",28,10,"sexta-feira"
2015-07-11 00:00:00.000,2015,"T3",7,"julho",28,11,"sábado"
2015-07-12 00:00:00.000,2015,"T3",7,"julho",29,12,"domingo"
2015-07-13 00:00:00.000,2015,"T3",7,"julho",29,13,"segunda-feira"
2015-07-14 00:00:00.000,2015,"T3",7,"julho",29,14,"terça-feira"
2015-07-15 00:00:00.000,2015,"T3",7,"julho",29,15,"quarta-feira"
2015-07-16 00:00:00.000,2015,"T3",7,"julho",29,16,"quinta-feira"
2015-07-17 00:00:00.000,2015,"T3",7,"julho",29,17,"sexta-feira"
2015-07-18 00:00:00.000,2015,"T3",7,"julho",29,18,"sábado"
2015-07-19 00:00:00.000,2015,"T3",7,"julho",30,19,"domingo"
2015-07-20 00:00:00.000,2015,"T3",7,"julho",30,20,"segunda-feira"
2015-07-21 00:00:00.000,2015,"T3",7,"julho",30,21,"terça-feira"
2015-07-22 00:00:00.000,2015,"T3",7,"julho",30,22,"quarta-feira"
2015-07-23 00:00:00.000,2015,"T3",7,"julho",30,23,"quinta-feira"
2015-07-24 00:00:00.000,2015,"T3",7,"julho",30,24,"sexta-feira"
2015-07-25 00:00:00.000,2015,"T3",7,"julho",30,25,"sábado"
2015-07-26 00:00:00.000,2015,"T3",7,"julho",31,26,"domingo"
2015-07-27 00:00:00.000,2015,"T3",7,"julho",31,27,"segunda-feira"
2015-07-28 00:00:00.000,2015,"T3",7,"julho",31,28,"terça-feira"
2015-07-29 00:00:00.000,2015,"T3",7,"julho",31,29,"quarta-feira"
2015-07-30 00:00:00.000,2015,"T3",7,"julho",31,30,"quinta-feira"
2015-07-31 00:00:00.000,2015,"T3",7,"julho",31,31,"sexta-feira"
2016-07-01 00:00:00.000,2016,"T3",7,"julho",27,1,"sexta-feira"
2016-07-02 00:00:00.000,2016,"T3",7,"julho",27,2,"sábado"
2016-07-03 00:00:00.000,2016,"T3",7,"julho",28,3,"domingo"
2016-07-04 00:00:00.000,2016,"T3",7,"julho",28,4,"segunda-feira"
2016-07-05 00:00:00.000,2016,"T3",7,"julho",28,5,"terça-feira"
2016-07-06 00:00:00.000,2016,"T3",7,"julho",28,6,"quarta-feira"
2016-07-07 00:00:00.000,2016,"T3",7,"julho",28,7,"quinta-feira"
2016-07-08 00:00:00.000,2016,"T3",7,"julho",28,8,"sexta-feira"
2016-07-09 00:00:00.000,2016,"T3",7,"julho",28,9,"sábado"
2016-07-10 00:00:00.000,2016,"T3",7,"julho",29,10,"domingo"
2016-07-11 00:00:00.000,2016,"T3",7,"julho",29,11,"segunda-feira"
2016-07-12 00:00:00.000,2016,"T3",7,"julho",29,12,"terça-feira"
2016-07-13 00:00:00.000,2016,"T3",7,"julho",29,13,"quarta-feira"
2016-07-14 00:00:00.000,2016,"T3",7,"julho",29,14,"quinta-feira"
2016-07-15 00:00:00.000,2016,"T3",7,"julho",29,15,"sexta-feira"
2016-07-16 00:00:00.000,2016,"T3",7,"julho",29,16,"sábado"
2016-07-17 00:00:00.000,2016,"T3",7,"julho",30,17,"domingo"
2016-07-18 00:00:00.000,2016,"T3",7,"julho",30,18,"segunda-feira"
2016-07-19 00:00:00.000,2016,"T3",7,"julho",30,19,"terça-feira"
2016-07-20 00:00:00.000,2016,"T3",7,"julho",30,20,"quarta-feira"
2016-07-21 00:00:00.000,2016,"T3",7,"julho",30,21,"quinta-feira"
2016-07-22 00:00:00.000,2016,"T3",7,"julho",30,22,"sexta-feira"
2016-07-23 00:00:00.000,2016,"T3",7,"julho",30,23,"sábado"
2016-07-24 00:00:00.000,2016,"T3",7,"julho",31,24,"domingo"
2016-07-25 00:00:00.000,2016,"T3",7,"julho",31,25,"segunda-feira"
2016-07-26 00:00:00.000,2016,"T3",7,"julho",31,26,"terça-feira"
2016-07-27 00:00:00.000,2016,"T3",7,"julho",31,27,"quarta-feira"
2016-07-28 00:00:00.000,2016,"T3",7,"julho",31,28,"quinta-feira"
2016-07-29 00:00:00.000,2016,"T3",7,"julho",31,29,"sexta-feira"
2016-07-30 00:00:00.000,2016,"T3",7,"julho",31,30,"sábado"
2016-07-31 00:00:00.000,2016,"T3",7,"julho",32,31,"domingo"
2017-07-01 00:00:00.000,2017,"T3",7,"julho",26,1,"sábado"
2017-07-02 00:00:00.000,2017,"T3",7,"julho",27,2,"domingo"
2017-07-03 00:00:00.000,2017,"T3",7,"julho",27,3,"segunda-feira"
2017-07-04 00:00:00.000,2017,"T3",7,"julho",27,4,"terça-feira"
2017-07-05 00:00:00.000,2017,"T3",7,"julho",27,5,"quarta-feira"
2017-07-06 00:00:00.000,2017,"T3",7,"julho",27,6,"quinta-feira"
2017-07-07 00:00:00.000,2017,"T3",7,"julho",27,7,"sexta-feira"
2017-07-08 00:00:00.000,2017,"T3",7,"julho",27,8,"sábado"
2017-07-09 00:00:00.000,2017,"T3",7,"julho",28,9,"domingo"
2017-07-10 00:00:00.000,2017,"T3",7,"julho",28,10,"segunda-feira"
2017-07-11 00:00:00.000,2017,"T3",7,"julho",28,11,"terça-feira"
2017-07-12 00:00:00.000,2017,"T3",7,"julho",28,12,"quarta-feira"
2017-07-13 00:00:00.000,2017,"T3",7,"julho",28,13,"quinta-feira"
2017-07-14 00:00:00.000,2017,"T3",7,"julho",28,14,"sexta-feira"
2017-07-15 00:00:00.000,2017,"T3",7,"julho",28,15,"sábado"
2017-07-16 00:00:00.000,2017,"T3",7,"julho",29,16,"domingo"
2017-07-17 00:00:00.000,2017,"T3",7,"julho",29,17,"segunda-feira"
2017-07-18 00:00:00.000,2017,"T3",7,"julho",29,18,"terça-feira"
2017-07-19 00:00:00.000,2017,"T3",7,"julho",29,19,"quarta-feira"
2017-07-20 00:00:00.000,2017,"T3",7,"julho",29,20,"quinta-feira"
2017-07-21 00:00:00.000,2017,"T3",7,"julho",29,21,"sexta-feira"
2017-07-22 00:00:00.000,2017,"T3",7,"julho",29,22,"sábado"
2017-07-23 00:00:00.000,2017,"T3",7,"julho",30,23,"domingo"
2017-07-24 00:00:00.000,2017,"T3",7,"julho",30,24,"segunda-feira"
2017-07-25 00:00:00.000,2017,"T3",7,"julho",30,25,"terça-feira"
2017-07-26 00:00:00.000,2017,"T3",7,"julho",30,26,"quarta-feira"
2017-07-27 00:00:00.000,2017,"T3",7,"julho",30,27,"quinta-feira"
2017-07-28 00:00:00.000,2017,"T3",7,"julho",30,28,"sexta-feira"
2017-07-29 00:00:00.000,2017,"T3",7,"julho",30,29,"sábado"
2017-07-30 00:00:00.000,2017,"T3",7,"julho",31,30,"domingo"
2017-07-31 00:00:00.000,2017,"T3",7,"julho",31,31,"segunda-feira"
2018-07-01 00:00:00.000,2018,"T3",7,"julho",27,1,"domingo"
2018-07-02 00:00:00.000,2018,"T3",7,"julho",27,2,"segunda-feira"
2018-07-03 00:00:00.000,2018,"T3",7,"julho",27,3,"terça-feira"
2018-07-04 00:00:00.000,2018,"T3",7,"julho",27,4,"quarta-feira"
2018-07-05 00:00:00.000,2018,"T3",7,"julho",27,5,"quinta-feira"
2018-07-06 00:00:00.000,2018,"T3",7,"julho",27,6,"sexta-feira"
2018-07-07 00:00:00.000,2018,"T3",7,"julho",27,7,"sábado"
2018-07-08 00:00:00.000,2018,"T3",7,"julho",28,8,"domingo"
2018-07-09 00:00:00.000,2018,"T3",7,"julho",28,9,"segunda-feira"
2018-07-10 00:00:00.000,2018,"T3",7,"julho",28,10,"terça-feira"
2018-07-11 00:00:00.000,2018,"T3",7,"julho",28,11,"quarta-feira"
