OrderID,ProductID,UnitPrice,Quantity,Discount,Tot sales
"10248","11",14,12,0,168
"10296","11",16.8,12,0,201.60000000000002
"10365","11",16.8,24,0,403.20000000000005
"10434","11",16.8,6,0,100.80000000000001
"10486","11",16.8,5,0,84
"10528","11",21,3,0,63
"10614","11",21,14,0,294
"10726","11",21,5,0,105
"10862","11",21,25,0,525
"10889","11",21,40,0,840
"10926","11",21,2,0,42
"10553","11",21,15,0,315
"10698","11",21,15,0,315
"10842","11",21,15,0,315
"10989","11",21,15,0,315
"10407","11",16.8,30,0,504
"10442","11",16.8,30,0,504
"10986","11",21,30,0,630
"10466","11",16.8,10,0,168
"10545","11",21,10,0,210
"10637","11",21,10,0,210
"10869","11",21,10,0,210
"11043","11",21,10,0,210
"11073","11",21,10,0,210
"10797","11",21,20,0,420
"10542","11",21,15,0.05000000074505806,299.24999976530671
"10570","11",21,15,0.05000000074505806,299.24999976530671
"10535","11",21,50,0.10000000149011612,944.99999843537807
"10800","11",21,50,0.10000000149011612,944.99999843537807
"10823","11",21,20,0.10000000149011612,377.99999937415123
"10327","11",16.8,50,0.20000000298023224,671.99999749660492
"10353","11",16.8,12,0.20000000298023224,161.27999939918519
"10443","11",16.8,6,0.20000000298023224,80.6399996995926
"10566","11",21,35,0.15000000596046448,624.74999561905861
"10489","11",16.8,15,0.25,189.00000000000003
"10770","11",21,15,0.25,236.25
"10912","11",21,40,0.25,630
"10944","11",21,5,0.25,78.75
