ProductID,Date,Zip,Units,Revenue
"2388","1999-04-15","01475",1,309.6975
"2388","1999-04-15","01606",1,309.6975
"2388","1999-04-15","02871",1,309.6975
"2388","1999-04-15","06082",1,309.6975
"2388","1999-04-15","06242",1,309.6975
"2388","1999-04-15","06340",1,309.6975
"2388","1999-04-15","06460",1,309.6975
"2388","1999-04-15","07014",1,309.6975
"2388","1999-04-15","07716",1,309.6975
"2388","1999-04-15","07726",1,309.6975
"2388","1999-04-15","07732",1,309.6975
"2388","1999-04-15","11764",1,309.6975
"2388","1999-04-15","12072",1,309.6975
"2388","1999-04-15","13843",1,309.6975
"2388","1999-04-15","14411",1,309.6975
"2388","1999-04-15","14481",1,309.6975
"2388","1999-04-15","14519",1,309.6975
"2388","1999-04-15","15065",1,309.6975
"2388","1999-04-15","15210",1,309.6975
"2388","1999-04-15","15213",1,309.6975
"2388","1999-04-15","15236",1,309.6975
"2388","1999-04-15","15626",1,309.6975
"2388","1999-04-15","15865",1,309.6975
"2388","1999-04-15","16148",1,309.6975
"2388","1999-04-15","17362",1,309.6975
"2388","1999-04-15","18901",1,309.6975
"2388","1999-04-15","19363",1,309.6975
"2388","1999-04-15","19804",1,309.6975
"2388","1999-04-15","20171",1,309.6975
"2388","1999-04-15","21085",1,309.6975
"2388","1999-04-15","21122",1,309.6975
"2388","1999-04-15","21787",1,309.6975
"2388","1999-04-15","22193",1,309.6975
"2388","1999-04-15","23435",1,309.6975
"2388","1999-04-15","27299",1,309.6975
"2388","1999-04-15","28016",1,309.6975
"2388","1999-04-15","28546",1,309.6975
"2388","1999-04-15","28625",1,309.6975
"2388","1999-04-15","28645",1,309.6975
"2388","1999-04-15","29745",1,309.6975
"2388","1999-04-15","30080",1,309.6975
"2388","1999-04-15","30161",1,309.6975
"2388","1999-04-15","30204",1,309.6975
"2388","1999-04-15","32073",1,309.6975
"2388","1999-04-15","32322",1,309.6975
"2388","1999-04-15","33028",1,309.6975
"2388","1999-04-15","33511",1,309.6975
"2388","1999-04-15","34685",1,309.6975
"2388","1999-04-15","34758",1,309.6975
"2388","1999-04-15","35023",1,309.6975
"2388","1999-04-15","35973",1,309.6975
"2388","1999-04-15","37167",1,309.6975
"2388","1999-04-15","37323",1,309.6975
"2388","1999-04-15","38382",1,309.6975
"2388","1999-04-15","38478",1,309.6975
"2388","1999-04-15","40813",1,309.6975
"2388","1999-04-15","41071",1,309.6975
"2388","1999-04-15","41183",1,309.6975
"2388","1999-04-15","42303",1,309.6975
"2388","1999-04-15","42408",1,309.6975
"2388","1999-04-15","42441",1,309.6975
"2388","1999-04-15","43938",1,309.6975
"2388","1999-04-15","44057",1,309.6975
"2388","1999-04-15","44408",1,309.6975
"2388","1999-04-15","46235",1,309.6975
"2388","1999-04-15","46366",1,309.6975
"2388","1999-04-15","47362",1,309.6975
"2388","1999-04-15","48180",1,309.6975
"2388","1999-04-15","48427",1,309.6975
"2388","1999-04-15","48636",1,309.6975
"2388","1999-04-15","50158",1,309.6975
"2388","1999-04-15","50226",1,309.6975
"2388","1999-04-15","51201",1,309.6975
"2388","1999-04-15","54226",1,309.6975
"2388","1999-04-15","54235",1,309.6975
"2388","1999-04-15","54301",1,309.6975
"2388","1999-04-15","54610",1,309.6975
"2388","1999-04-15","55060",1,309.6975
"2388","1999-04-15","55118",1,309.6975
"2388","1999-04-15","55360",1,309.6975
"2388","1999-04-15","55386",1,309.6975
"2388","1999-04-15","55391",1,309.6975
"2388","1999-04-15","55398",1,309.6975
"2388","1999-04-15","56374",1,309.6975
"2388","1999-04-15","56438",1,309.6975
"2388","1999-04-15","57104",1,309.6975
"2388","1999-04-15","57783",1,309.6975
"2388","1999-04-15","60123",1,309.6975
"2388","1999-04-15","60135",1,309.6975
"2388","1999-04-15","60628",1,309.6975
"2388","1999-04-15","60629",1,309.6975
"2388","1999-04-15","62232",1,309.6975
"2388","1999-04-15","62260",1,309.6975
"2388","1999-04-15","62806",1,309.6975
"2388","1999-04-15","63031",1,309.6975
"2388","1999-04-15","63304",1,309.6975
"2388","1999-04-15","63701",1,309.6975
"2388","1999-04-15","64063",1,309.6975
"2388","1999-04-15","64739",1,309.6975
"2388","1999-04-15","65201",1,309.6975
"2388","1999-04-15","66202",1,309.6975
"2388","1999-04-15","70301",1,309.6975
"2388","1999-04-15","70364",1,309.6975
"2388","1999-04-15","70669",1,309.6975
"2388","1999-04-15","70755",1,309.6975
"2388","1999-04-15","71373",1,309.6975
"2388","1999-04-15","74104",1,309.6975
"2388","1999-04-15","75023",1,309.6975
"2388","1999-04-15","75035",1,309.6975
"2388","1999-04-15","76367",1,309.6975
"2388","1999-04-15","76710",1,309.6975
"2388","1999-04-15","77373",1,309.6975
"2388","1999-04-15","77547",1,309.6975
"2388","1999-04-15","78613",1,309.6975
"2388","1999-04-15","80123",1,309.6975
"2388","1999-04-15","81124",1,309.6975
"2388","1999-04-15","83501",1,309.6975
"2388","1999-04-15","83642",1,309.6975
"2388","1999-04-15","83706",1,309.6975
"2388","1999-04-15","85205",1,309.6975
"2388","1999-04-15","85255",1,309.6975
"2388","1999-04-15","86442",1,309.6975
"2388","1999-04-15","87002",1,309.6975
"2388","1999-04-15","90621",1,309.6975
"2388","1999-04-15","91030",1,309.6975
"2388","1999-04-15","92116",1,309.6975
"2388","1999-04-15","92392",1,309.6975
"2388","1999-04-15","92504",1,309.6975
"2388","1999-04-15","92646",1,309.6975
"2388","1999-04-15","94108",1,309.6975
"2388","1999-04-15","94122",1,309.6975
"2388","1999-04-15","94585",1,309.6975
"2388","1999-04-15","95125",1,309.6975
"2388","1999-04-15","95228",1,309.6975
"2388","1999-04-15","95367",1,309.6975
"2388","1999-04-15","97499",1,309.6975
"2388","1999-04-15","98116",1,309.6975
"2388","1999-04-15","98223",1,309.6975
"2388","1999-04-15","98816",1,309.6975
"2388","1999-04-15","98926",1,309.6975
