Cost Center,Expense Description,Date,FC - USD,Currency,FC
Finance,Sales Promotion,2021-04-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Caterer,2021-11-01 00:00:00.000,99.21180000432845,USD,FC 08+04
Finance,Company Vehicles Expenses,2021-08-01 00:00:00.000,3968.2400000000007,USD,FC 08+04
Finance,Local Travel & Courtesy,2021-02-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Other Taxes,2021-01-01 00:00:00.000,15942.88,USD,FC 08+04
Finance,Scrap,2021-06-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Credits - Fixed,2021-06-01 00:00:00.000,0.0,USD,FC 08+04
Finance,AFA - DEPRECIATION,2021-08-01 00:00:00.000,704.64,USD,FC 08+04
Finance,Obsolescence,2021-01-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Caterer,2021-01-01 00:00:00.000,0.0,USD,FC 08+04
Finance,AFA - DEPRECIATION,2021-03-01 00:00:00.000,704.6499999999999,USD,FC 08+04
Finance,Total New Model Launching,2021-05-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Advertising,2021-01-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Reworks,2021-07-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Indirect Labor Sourly Base,2021-01-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Credits,2021-12-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Reworks,2021-01-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Indirect Labor Sourly Overtime,2021-09-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Comunication Expenses,2021-06-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Inventory & Others,2021-04-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Other incomes,2021-12-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Credits - Fixed,2021-11-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Insurance on Building,2021-05-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Credits - Fixed,2021-10-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Electrical power & Gas - Direct,2021-11-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Caterer,2021-04-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Total Non Productive Materials,2021-11-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Indirect Labor Salaried Base,2021-10-01 00:00:00.000,654274.483262852,USD,FC 08+04
Finance,TASK,2021-06-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Credits,2021-11-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Gastos de Alquiler,2021-10-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Obsolescence,2021-07-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Marketing Research,2021-03-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Indirect Labor Salaried Overtime,2021-12-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Total Non Productive Materials,2021-07-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Indirect Labor Hourly Overtime,2021-06-01 00:00:00.000,75.44000000000001,USD,FC 08+04
Finance,Sundry & Other Costs,2021-08-01 00:00:00.000,2192.57,USD,FC 08+04
Finance,Electrical Power - Water & Gas,2021-03-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Total Non Productive Materials,2021-08-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Memberships & Donations,2021-11-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Labor Foreing Services,2021-01-01 00:00:00.000,52506.2,USD,FC 08+04
Finance,Total Non Productive Materials,2021-03-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Local Travel & Courtesy,2021-05-01 00:00:00.000,0.0,USD,FC 08+04
Finance,TASK,2021-02-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Labor Foreing Services,2021-03-01 00:00:00.000,85505.62,USD,FC 08+04
Finance,Advertising,2021-10-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Total Non Productive Materials,2021-12-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Legal Expenses & Profesional Serv.,2021-12-01 00:00:00.000,51226.80037551478,USD,FC 08+04
Finance,Credits,2021-05-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Employee Education,2021-03-01 00:00:00.000,674.7,USD,FC 08+04
Finance,Associated Companies,2021-01-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Gastos de Alquiler,2021-04-01 00:00:00.000,0.0,USD,FC 08+04
Finance,Sundry & Other Costs,2021-05-01 00:00:00.000,-1076.53,USD,FC 08+04
