SalesOrderID,SalesOrderDetailID,variable,value
71902,112963,OrderQty,1
71783,110713,OrderQty,4
71902,112955,OrderQty,1
71783,110728,OrderQty,3
71832,111817,OrderQty,1
71783,110718,OrderQty,8
71815,111452,OrderQty,2
71783,110716,OrderQty,25
71923,113154,OrderQty,14
71797,111050,OrderQty,15
71780,110620,OrderQty,1
71816,111458,OrderQty,3
71935,113221,OrderQty,3
71783,110715,OrderQty,7
71784,110791,OrderQty,23
71845,112120,OrderQty,4
71938,113304,OrderQty,5
71783,110746,OrderQty,1
71863,112391,OrderQty,11
71782,110695,OrderQty,1
71796,111023,OrderQty,3
71902,112975,OrderQty,1
71784,110767,OrderQty,6
71899,112939,OrderQty,2
71784,110773,OrderQty,12
71776,110567,OrderQty,1
71784,110782,OrderQty,2
71915,113092,OrderQty,3
71780,110624,OrderQty,2
71796,111028,OrderQty,2
71797,111075,OrderQty,6
71797,111054,OrderQty,10
71867,112452,OrderQty,1
71858,112359,OrderQty,3
71845,112118,OrderQty,2
71899,112935,OrderQty,1
71938,113294,OrderQty,3
71783,110712,OrderQty,3
71863,112393,OrderQty,2
71936,113266,OrderQty,4
71938,113303,OrderQty,2
71845,112125,OrderQty,2
71832,111804,OrderQty,1
71797,111074,OrderQty,3
71797,111061,OrderQty,2
71783,110720,OrderQty,6
71832,111797,OrderQty,1
71797,111053,OrderQty,6
71863,112395,OrderQty,1
71782,110670,OrderQty,10
71902,112977,OrderQty,7
71784,110765,OrderQty,11
71938,113308,OrderQty,4
71780,110623,OrderQty,4
71902,112956,OrderQty,1
71797,111057,OrderQty,7
71783,110751,OrderQty,10
71920,113140,OrderQty,3
71845,112148,OrderQty,3
71863,112394,OrderQty,1
71858,112370,OrderQty,1
71898,112914,OrderQty,1
71783,110717,OrderQty,6
71936,113226,OrderQty,4
71783,110710,OrderQty,4
71938,113306,OrderQty,5
71938,113280,OrderQty,5
71902,112974,OrderQty,1
71885,112646,OrderQty,3
71902,112960,OrderQty,7
71783,110719,OrderQty,1
71797,111049,OrderQty,5
71845,112124,OrderQty,3
71816,111457,OrderQty,4
71782,110708,OrderQty,6
71898,112923,OrderQty,1
71782,110703,OrderQty,6
71832,111795,OrderQty,2
71902,113000,OrderQty,3
71783,110723,OrderQty,1
71832,111815,OrderQty,1
71782,110673,OrderQty,6
71783,110725,OrderQty,2
71902,112987,OrderQty,1
71774,110562,OrderQty,1
71780,110625,OrderQty,4
71938,113314,OrderQty,2
71780,110640,OrderQty,1
71938,113282,OrderQty,3
71783,110733,OrderQty,5
71783,110732,OrderQty,7
71936,113257,OrderQty,6
71936,113243,OrderQty,2
71936,113231,OrderQty,5
71784,110788,OrderQty,7
71784,110783,OrderQty,3
71796,111030,OrderQty,3
71780,110636,OrderQty,2
71845,112126,OrderQty,2
71832,111799,OrderQty,2
71902,112963,ProductID,925
71783,110713,ProductID,977
71902,112955,ProductID,904
71783,110728,ProductID,938
71832,111817,ProductID,808
71783,110718,ProductID,877
71815,111452,ProductID,835
71783,110716,ProductID,976
71923,113154,ProductID,875
71797,111050,ProductID,884
71780,110620,ProductID,990
71816,111458,ProductID,883
71935,113221,ProductID,973
71783,110715,ProductID,859
71784,110791,ProductID,864
71845,112120,ProductID,904
71938,113304,ProductID,975
71783,110746,ProductID,875
71863,112391,ProductID,875
71782,110695,ProductID,953
71796,111023,ProductID,957
71902,112975,ProductID,926
71784,110767,ProductID,876
71899,112939,ProductID,714
71784,110773,ProductID,957
71776,110567,ProductID,907
71784,110782,ProductID,916
71915,113092,ProductID,939
71780,110624,ProductID,918
71796,111028,ProductID,965
71797,111075,ProductID,707
71797,111054,ProductID,880
71867,112452,ProductID,717
71858,112359,ProductID,979
71845,112118,ProductID,988
71899,112935,ProductID,988
71938,113294,ProductID,796
71783,110712,ProductID,793
71863,112393,ProductID,998
71936,113266,ProductID,868
71938,113303,ProductID,859
71845,112125,ProductID,937
71832,111804,ProductID,937
71797,111074,ProductID,974
71797,111061,ProductID,801
71783,110720,ProductID,881
71832,111797,ProductID,810
71797,111053,ProductID,712
71863,112395,ProductID,711
71782,110670,ProductID,712
71902,112977,ProductID,870
71784,110765,ProductID,965
71938,113308,ProductID,977
71780,110623,ProductID,782
71902,112956,ProductID,987
71797,111057,ProductID,977
71783,110751,ProductID,707
71920,113140,ProductID,938
71845,112148,ProductID,952
71863,112394,ProductID,973
71858,112370,ProductID,877
71898,112914,ProductID,959
71783,110717,ProductID,714
71936,113226,ProductID,985
71783,110710,ProductID,738
71938,113306,ProductID,797
71938,113280,ProductID,938
71902,112974,ProductID,810
71885,112646,ProductID,864
71902,112960,ProductID,869
71783,110719,ProductID,813
71797,111049,ProductID,716
71845,112124,ProductID,949
71816,111457,ProductID,712
71782,110708,ProductID,711
71898,112923,ProductID,889
71782,110703,ProductID,881
71832,111795,ProductID,781
71902,113000,ProductID,905
71783,110723,ProductID,822
71832,111815,ProductID,780
71782,110673,ProductID,864
71783,110725,ProductID,858
71902,112987,ProductID,936
71774,110562,ProductID,836
71780,110625,ProductID,780
71938,113314,ProductID,875
71780,110640,ProductID,810
71938,113282,ProductID,711
71783,110733,ProductID,999
71783,110732,ProductID,998
71936,113257,ProductID,925
71936,113243,ProductID,981
71936,113231,ProductID,992
71784,110788,ProductID,883
71784,110783,ProductID,896
71796,111030,ProductID,954
71780,110636,ProductID,981
71845,112126,ProductID,867
71832,111799,ProductID,925
71902,112963,UnitPrice,149.874
71783,110713,UnitPrice,323.994
71902,112955,UnitPrice,218.454
71783,110728,UnitPrice,24.294
71832,111817,UnitPrice,26.724
71783,110718,UnitPrice,4.77
71815,111452,UnitPrice,356.898
71783,110716,UnitPrice,850.495
71923,113154,UnitPrice,5.2142
71797,111050,UnitPrice,29.6945
71780,110620,UnitPrice,323.994
71816,111458,UnitPrice,32.394
71935,113221,UnitPrice,1020.594
71783,110715,UnitPrice,14.694
71784,110791,UnitPrice,34.925
71845,112120,UnitPrice,218.454
71938,113304,UnitPrice,1020.594
71783,110746,UnitPrice,5.394
71863,112391,UnitPrice,5.2142
71782,110695,UnitPrice,728.91
71796,111023,UnitPrice,1430.442
71902,112975,UnitPrice,149.874
71784,110767,UnitPrice,72.0
71899,112939,UnitPrice,29.994
71784,110773,UnitPrice,1382.7606
71776,110567,UnitPrice,63.9
71784,110782,UnitPrice,31.584
71915,113092,UnitPrice,37.254
71780,110624,UnitPrice,158.43
71796,111028,UnitPrice,445.41
71797,111075,UnitPrice,20.994
71797,111054,UnitPrice,32.994
71867,112452,UnitPrice,858.9
71858,112359,UnitPrice,445.41
71845,112118,UnitPrice,112.998
71899,112935,UnitPrice,112.998
71938,113294,UnitPrice,1466.01
71783,110712,UnitPrice,1466.01
71863,112393,UnitPrice,323.994
71936,113266,UnitPrice,41.994
71938,113303,UnitPrice,14.694
71845,112125,UnitPrice,48.594
71832,111804,UnitPrice,48.594
71797,111074,UnitPrice,1020.594
71797,111061,UnitPrice,672.294
71783,110720,UnitPrice,32.394
71832,111797,UnitPrice,72.162
71797,111053,UnitPrice,5.394
71863,112395,UnitPrice,20.994
71782,110670,UnitPrice,5.394
71902,112977,UnitPrice,2.994
71784,110765,UnitPrice,430.563
71938,113308,UnitPrice,323.994
71780,110623,UnitPrice,1376.994
71902,112956,UnitPrice,112.998
71797,111057,UnitPrice,323.994
71783,110751,UnitPrice,20.994
71920,113140,UnitPrice,24.294
71845,112148,UnitPrice,12.144
71863,112394,UnitPrice,1020.594
71858,112370,UnitPrice,4.77
71898,112914,UnitPrice,445.41
71783,110717,UnitPrice,29.994
71936,113226,UnitPrice,112.998
71783,110710,UnitPrice,202.332
71938,113306,UnitPrice,672.294
71938,113280,UnitPrice,24.294
71902,112974,UnitPrice,72.162
71885,112646,UnitPrice,38.1
71902,112960,UnitPrice,41.994
71783,110719,UnitPrice,72.162
71797,111049,UnitPrice,29.994
71845,112124,UnitPrice,105.294
71816,111457,UnitPrice,5.394
71782,110708,UnitPrice,20.994
71898,112923,UnitPrice,602.346
71782,110703,UnitPrice,32.394
71832,111795,UnitPrice,1391.994
71902,113000,UnitPrice,218.454
71783,110723,UnitPrice,356.898
71832,111815,UnitPrice,1391.994
71782,110673,UnitPrice,38.1
71783,110725,UnitPrice,14.694
71902,112987,UnitPrice,37.254
71774,110562,UnitPrice,356.898
71780,110625,UnitPrice,1391.994
71938,113314,UnitPrice,5.394
71780,110640,UnitPrice,72.162
71938,113282,UnitPrice,20.994
71783,110733,UnitPrice,323.994
71783,110732,UnitPrice,323.994
71936,113257,UnitPrice,149.874
71936,113243,UnitPrice,461.694
71936,113231,UnitPrice,323.994
71784,110788,UnitPrice,32.394
71784,110783,UnitPrice,200.052
71796,111030,UnitPrice,1430.442
71780,110636,UnitPrice,461.694
71845,112126,UnitPrice,41.994
71832,111799,UnitPrice,149.874
71902,112963,UnitPriceDiscount,0.0
71783,110713,UnitPriceDiscount,0.0
71902,112955,UnitPriceDiscount,0.0
71783,110728,UnitPriceDiscount,0.0
71832,111817,UnitPriceDiscount,0.0
71783,110718,UnitPriceDiscount,0.0
71815,111452,UnitPriceDiscount,0.0
71783,110716,UnitPriceDiscount,0.1
71923,113154,UnitPriceDiscount,0.02
71797,111050,UnitPriceDiscount,0.05
71780,110620,UnitPriceDiscount,0.0
71816,111458,UnitPriceDiscount,0.0
71935,113221,UnitPriceDiscount,0.0
71783,110715,UnitPriceDiscount,0.0
71784,110791,UnitPriceDiscount,0.05
71845,112120,UnitPriceDiscount,0.0
71938,113304,UnitPriceDiscount,0.0
71783,110746,UnitPriceDiscount,0.0
71863,112391,UnitPriceDiscount,0.02
71782,110695,UnitPriceDiscount,0.0
71796,111023,UnitPriceDiscount,0.0
71902,112975,UnitPriceDiscount,0.0
71784,110767,UnitPriceDiscount,0.0
71899,112939,UnitPriceDiscount,0.0
71784,110773,UnitPriceDiscount,0.02
71776,110567,UnitPriceDiscount,0.0
71784,110782,UnitPriceDiscount,0.0
71915,113092,UnitPriceDiscount,0.0
71780,110624,UnitPriceDiscount,0.0
71796,111028,UnitPriceDiscount,0.0
71797,111075,UnitPriceDiscount,0.0
71797,111054,UnitPriceDiscount,0.0
71867,112452,UnitPriceDiscount,0.0
71858,112359,UnitPriceDiscount,0.0
71845,112118,UnitPriceDiscount,0.4
71899,112935,UnitPriceDiscount,0.4
71938,113294,UnitPriceDiscount,0.0
71783,110712,UnitPriceDiscount,0.0
71863,112393,UnitPriceDiscount,0.0
71936,113266,UnitPriceDiscount,0.0
71938,113303,UnitPriceDiscount,0.0
71845,112125,UnitPriceDiscount,0.0
71832,111804,UnitPriceDiscount,0.0
71797,111074,UnitPriceDiscount,0.0
71797,111061,UnitPriceDiscount,0.0
71783,110720,UnitPriceDiscount,0.0
71832,111797,UnitPriceDiscount,0.0
71797,111053,UnitPriceDiscount,0.0
71863,112395,UnitPriceDiscount,0.0
71782,110670,UnitPriceDiscount,0.0
71902,112977,UnitPriceDiscount,0.0
71784,110765,UnitPriceDiscount,0.02
71938,113308,UnitPriceDiscount,0.0
71780,110623,UnitPriceDiscount,0.0
71902,112956,UnitPriceDiscount,0.4
71797,111057,UnitPriceDiscount,0.0
71783,110751,UnitPriceDiscount,0.0
71920,113140,UnitPriceDiscount,0.0
71845,112148,UnitPriceDiscount,0.0
71863,112394,UnitPriceDiscount,0.0
71858,112370,UnitPriceDiscount,0.0
71898,112914,UnitPriceDiscount,0.0
71783,110717,UnitPriceDiscount,0.0
71936,113226,UnitPriceDiscount,0.4
71783,110710,UnitPriceDiscount,0.0
71938,113306,UnitPriceDiscount,0.0
71938,113280,UnitPriceDiscount,0.0
71902,112974,UnitPriceDiscount,0.0
71885,112646,UnitPriceDiscount,0.0
71902,112960,UnitPriceDiscount,0.0
71783,110719,UnitPriceDiscount,0.0
71797,111049,UnitPriceDiscount,0.0
71845,112124,UnitPriceDiscount,0.0
71816,111457,UnitPriceDiscount,0.0
71782,110708,UnitPriceDiscount,0.0
71898,112923,UnitPriceDiscount,0.0
71782,110703,UnitPriceDiscount,0.0
71832,111795,UnitPriceDiscount,0.0
71902,113000,UnitPriceDiscount,0.0
71783,110723,UnitPriceDiscount,0.0
71832,111815,UnitPriceDiscount,0.0
71782,110673,UnitPriceDiscount,0.0
71783,110725,UnitPriceDiscount,0.0
71902,112987,UnitPriceDiscount,0.0
71774,110562,UnitPriceDiscount,0.0
71780,110625,UnitPriceDiscount,0.0
71938,113314,UnitPriceDiscount,0.0
71780,110640,UnitPriceDiscount,0.0
71938,113282,UnitPriceDiscount,0.0
71783,110733,UnitPriceDiscount,0.0
71783,110732,UnitPriceDiscount,0.0
71936,113257,UnitPriceDiscount,0.0
71936,113243,UnitPriceDiscount,0.0
71936,113231,UnitPriceDiscount,0.0
71784,110788,UnitPriceDiscount,0.0
71784,110783,UnitPriceDiscount,0.0
71796,111030,UnitPriceDiscount,0.0
71780,110636,UnitPriceDiscount,0.0
71845,112126,UnitPriceDiscount,0.0
71832,111799,UnitPriceDiscount,0.0
71902,112963,LineTotal,149.874
71783,110713,LineTotal,1295.976
71902,112955,LineTotal,218.454
71783,110728,LineTotal,72.882
71832,111817,LineTotal,26.724
71783,110718,LineTotal,38.16
71815,111452,LineTotal,713.796
71783,110716,LineTotal,19136.1375
71923,113154,LineTotal,71.538824
71797,111050,LineTotal,423.146625
71780,110620,LineTotal,323.994
71816,111458,LineTotal,97.182
71935,113221,LineTotal,3061.782
71783,110715,LineTotal,102.858
71784,110791,LineTotal,763.11125
71845,112120,LineTotal,873.816
71938,113304,LineTotal,5102.97
71783,110746,LineTotal,5.394
71863,112391,LineTotal,56.209076
71782,110695,LineTotal,728.91
71796,111023,LineTotal,4291.326
71902,112975,LineTotal,149.874
71784,110767,LineTotal,432.0
71899,112939,LineTotal,59.988
71784,110773,LineTotal,16261.264656
71776,110567,LineTotal,63.9
71784,110782,LineTotal,63.168
71915,113092,LineTotal,111.762
71780,110624,LineTotal,316.86
71796,111028,LineTotal,890.82
71797,111075,LineTotal,125.964
71797,111054,LineTotal,329.94
71867,112452,LineTotal,858.9
71858,112359,LineTotal,1336.23
71845,112118,LineTotal,135.5976
71899,112935,LineTotal,67.7988
71938,113294,LineTotal,4398.03
71783,110712,LineTotal,4398.03
71863,112393,LineTotal,647.988
71936,113266,LineTotal,167.976
71938,113303,LineTotal,29.388
71845,112125,LineTotal,97.188
71832,111804,LineTotal,48.594
71797,111074,LineTotal,3061.782
71797,111061,LineTotal,1344.588
71783,110720,LineTotal,194.364
71832,111797,LineTotal,72.162
71797,111053,LineTotal,32.364
71863,112395,LineTotal,20.994
71782,110670,LineTotal,53.94
71902,112977,LineTotal,20.958
71784,110765,LineTotal,4641.46914
71938,113308,LineTotal,1295.976
71780,110623,LineTotal,5507.976
71902,112956,LineTotal,67.7988
71797,111057,LineTotal,2267.958
71783,110751,LineTotal,209.94
71920,113140,LineTotal,72.882
71845,112148,LineTotal,36.432
71863,112394,LineTotal,1020.594
71858,112370,LineTotal,4.77
71898,112914,LineTotal,445.41
71783,110717,LineTotal,179.964
71936,113226,LineTotal,271.1952
71783,110710,LineTotal,809.328
71938,113306,LineTotal,3361.47
71938,113280,LineTotal,121.47
71902,112974,LineTotal,72.162
71885,112646,LineTotal,114.3
71902,112960,LineTotal,293.958
71783,110719,LineTotal,72.162
71797,111049,LineTotal,149.97
71845,112124,LineTotal,315.882
71816,111457,LineTotal,21.576
71782,110708,LineTotal,125.964
71898,112923,LineTotal,602.346
71782,110703,LineTotal,194.364
71832,111795,LineTotal,2783.988
71902,113000,LineTotal,655.362
71783,110723,LineTotal,356.898
71832,111815,LineTotal,1391.994
71782,110673,LineTotal,228.6
71783,110725,LineTotal,29.388
71902,112987,LineTotal,37.254
71774,110562,LineTotal,356.898
71780,110625,LineTotal,5567.976
71938,113314,LineTotal,10.788
71780,110640,LineTotal,72.162
71938,113282,LineTotal,62.982
71783,110733,LineTotal,1619.97
71783,110732,LineTotal,2267.958
71936,113257,LineTotal,899.244
71936,113243,LineTotal,923.388
71936,113231,LineTotal,1619.97
71784,110788,LineTotal,226.758
71784,110783,LineTotal,600.156
71796,111030,LineTotal,4291.326
71780,110636,LineTotal,923.388
71845,112126,LineTotal,83.988
71832,111799,LineTotal,299.748
71902,112963,rowguid,7E476DE8-D4B9-4F25-9107-9629C5D3BC15
71783,110713,rowguid,CF2858D7-F54F-4954-A9F2-87E132352D4E
71902,112955,rowguid,17A34BCB-5542-4F94-B709-3A20E6E2D811
71783,110728,rowguid,6A7322F6-6E11-45C2-8B9E-004714CD9716
71832,111817,rowguid,591FB165-4CAD-4174-9274-9C807515D84E
71783,110718,rowguid,3650C9AC-764F-4A62-BD44-C9C302643C49
71815,111452,rowguid,DAEB0CFA-807C-46AC-8458-FFCCEF36B5B2
71783,110716,rowguid,F9E75552-B9D0-4CFE-AC23-ABBFFA8DA03B
71923,113154,rowguid,C13BEDEC-B48C-4FC6-AD8E-4C6689EEDB48
71797,111050,rowguid,59634B96-5836-4E10-999A-4ECF310B3B16
71780,110620,rowguid,F117A449-039D-44B8-A4B2-B12001DACC01
