ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
605,1,"540f66aa-5f48-4572-b082-5b40de864cf7",True,1,1,2,False,587,609,2,590,610,1,1,1062,,2021-06-25 09:03:42.243,2021-06-25 09:03:42.243,1
1978,1,"5bf78a92-906d-468a-a1f3-91c4b68eaf92",True,1,1,1,False,12,117,2,599,634,1,1,1987,,2021-06-25 09:03:43.283,2021-06-25 09:03:43.283,1
1979,1,"ca26fefd-4123-4998-9352-5a1fff25bb28",True,1,1,1,False,593,626,2,599,634,1,1,1989,,2021-06-25 09:03:43.283,2021-06-25 09:03:43.283,1
1980,1,"595a53a8-90ff-4dc6-a490-bf36bdc8c4ed",True,1,1,1,False,12,118,2,602,638,1,1,1991,,2021-06-25 09:03:43.283,2021-06-25 09:03:43.283,1
1981,1,"ca831524-458f-4adc-b40c-f48e166d4dec",True,1,1,1,False,593,625,2,602,638,1,1,1993,,2021-06-25 09:03:43.270,2021-06-25 09:03:43.270,1
1982,1,"c30f9970-7928-4c83-b99f-80ea958eaad8",True,1,1,1,False,12,119,2,596,630,1,1,1995,,2021-06-25 09:03:43.283,2021-06-25 09:03:43.283,1
1983,1,"a95aeac8-ad25-415c-9309-e80e9a1ea747",True,1,1,1,False,593,627,2,596,630,1,1,1997,,2021-06-25 09:03:43.270,2021-06-25 09:03:43.270,1
1984,1,"11929b14-21ed-4959-b865-cc29bf1737b5",True,1,1,1,False,12,120,2,587,619,1,1,1999,,2021-06-25 09:03:43.253,2021-06-25 09:03:43.253,1
1985,1,"675caca4-9c6d-4c8b-b910-0a14ee696761",True,1,1,1,False,593,622,2,587,619,1,1,2001,,2021-06-25 09:03:43.270,2021-06-25 09:03:43.270,1
1986,1,"19353185-cbbd-49b1-b0d3-a79dc8b80122",True,1,1,1,False,593,624,2,584,607,1,1,2003,,2021-06-25 09:03:43.283,2021-06-25 09:03:43.283,1
2136,1,"8a4d179c-ff9a-4b6d-a730-6cadbc4817fe",True,1,1,1,False,12,116,2,584,607,1,1,2137,,2021-06-25 09:17:38.673,2021-06-25 09:17:38.673,1
