QuarterId,DivisionId,OffenceId,OffenceCount
"2003Q1","11","0113",0
"2003Q2","11","0113",0
"2003Q3","11","0113",0
"2003Q4","11","0113",0
"2004Q1","11","0113",0
"2004Q2","11","0113",0
"2004Q3","11","0113",0
"2004Q4","11","0113",0
"2005Q1","11","0113",0
"2005Q2","11","0113",0
"2005Q3","11","0113",0
"2005Q4","11","0113",0
"2006Q1","11","0113",0
"2006Q2","11","0113",0
"2006Q3","11","0113",0
"2006Q4","11","0113",0
"2007Q1","11","0113",0
"2007Q2","11","0113",0
"2007Q3","11","0113",0
"2007Q4","11","0113",0
"2008Q1","11","0113",0
"2008Q2","11","0113",0
"2008Q3","11","0113",0
"2008Q4","11","0113",0
"2009Q1","11","0113",0
"2009Q2","11","0113",0
"2009Q3","11","0113",0
"2009Q4","11","0113",0
"2010Q1","11","0113",0
"2010Q2","11","0113",0
"2010Q3","11","0113",0
"2010Q4","11","0113",0
"2011Q1","11","0113",0
"2011Q2","11","0113",0
"2011Q3","11","0113",0
"2011Q4","11","0113",0
"2012Q1","11","0113",0
"2012Q2","11","0113",0
"2012Q3","11","0113",0
"2012Q4","11","0113",0
"2013Q1","11","0113",0
"2013Q2","11","0113",0
"2013Q3","11","0113",0
"2013Q4","11","0113",0
"2014Q1","11","0113",0
"2014Q2","11","0113",0
"2014Q3","11","0113",0
"2014Q4","11","0113",0
"2015Q1","11","0113",0
"2015Q2","11","0113",0
"2015Q3","11","0113",0
"2015Q4","11","0113",0
"2016Q1","11","0113",0
"2016Q2","11","0113",0
"2016Q3","11","0113",0
"2016Q4","11","0113",0
"2017Q1","11","0113",0
"2017Q2","11","0113",0
"2017Q3","11","0113",0
"2017Q4","11","0113",0
"2018Q1","11","0113",0
"2018Q2","11","0113",0
"2018Q3","11","0113",0
"2018Q4","11","0113",0
"2019Q1","11","0113",0
"2019Q2","11","0113",0
"2019Q3","11","0113",0
"2019Q4","11","0113",0
"2020Q1","11","0113",0
"2020Q2","11","0113",0
"2020Q3","11","0113",0
"2020Q4","11","0113",0
"2021Q1","11","0113",0
"2021Q2","11","0113",0
"2003Q1","12","0113",0
"2003Q2","12","0113",0
"2003Q3","12","0113",0
"2003Q4","12","0113",0
"2004Q1","12","0113",0
"2004Q2","12","0113",0
"2004Q3","12","0113",0
"2004Q4","12","0113",0
"2005Q1","12","0113",0
"2005Q2","12","0113",0
"2005Q3","12","0113",0
"2005Q4","12","0113",0
"2006Q1","12","0113",0
"2006Q2","12","0113",0
"2006Q3","12","0113",0
"2006Q4","12","0113",0
"2007Q1","12","0113",0
"2007Q2","12","0113",0
"2007Q3","12","0113",0
"2007Q4","12","0113",0
"2008Q1","12","0113",0
"2008Q2","12","0113",0
"2008Q3","12","0113",0
"2008Q4","12","0113",0
"2009Q1","12","0113",0
"2009Q2","12","0113",0
"2009Q3","12","0113",0
"2009Q4","12","0113",0
"2010Q1","12","0113",0
"2010Q2","12","0113",0
"2010Q3","12","0113",0
"2010Q4","12","0113",0
"2011Q1","12","0113",0
"2011Q2","12","0113",0
"2011Q3","12","0113",0
"2011Q4","12","0113",0
"2012Q1","12","0113",0
"2012Q2","12","0113",0
"2012Q3","12","0113",0
"2012Q4","12","0113",0
"2013Q1","12","0113",0
"2013Q2","12","0113",0
"2013Q3","12","0113",0
"2013Q4","12","0113",0
"2014Q1","12","0113",0
"2014Q2","12","0113",0
"2014Q3","12","0113",0
"2014Q4","12","0113",0
"2015Q1","12","0113",0
"2015Q2","12","0113",0
"2015Q3","12","0113",0
"2015Q4","12","0113",0
"2016Q1","12","0113",0
"2016Q2","12","0113",0
"2016Q3","12","0113",0
"2016Q4","12","0113",0
"2017Q1","12","0113",0
"2017Q2","12","0113",0
"2017Q3","12","0113",0
"2017Q4","12","0113",0
"2018Q1","12","0113",0
"2018Q2","12","0113",0
"2018Q3","12","0113",0
"2018Q4","12","0113",0
"2019Q1","12","0113",0
"2019Q2","12","0113",0
"2019Q3","12","0113",0
"2019Q4","12","0113",0
"2020Q1","12","0113",0
"2020Q2","12","0113",0
"2020Q3","12","0113",0
"2020Q4","12","0113",0
"2021Q1","12","0113",0
"2021Q2","12","0113",0
"2003Q1","13","0113",0
"2003Q2","13","0113",0
"2003Q3","13","0113",0
"2003Q4","13","0113",0
"2004Q1","13","0113",0
"2004Q2","13","0113",0
"2004Q3","13","0113",0
"2004Q4","13","0113",0
"2005Q1","13","0113",0
"2005Q2","13","0113",0
"2005Q3","13","0113",0
"2005Q4","13","0113",0
"2006Q1","13","0113",0
"2006Q2","13","0113",0
"2006Q3","13","0113",0
"2006Q4","13","0113",0
"2007Q1","13","0113",0
"2007Q2","13","0113",0
"2007Q3","13","0113",0
"2007Q4","13","0113",0
"2008Q1","13","0113",0
"2008Q2","13","0113",0
"2008Q3","13","0113",0
"2008Q4","13","0113",0
"2009Q1","13","0113",0
"2009Q2","13","0113",0
"2009Q3","13","0113",0
"2009Q4","13","0113",0
"2010Q1","13","0113",0
"2010Q2","13","0113",0
"2010Q3","13","0113",0
"2010Q4","13","0113",0
"2011Q1","13","0113",0
"2011Q2","13","0113",0
"2011Q3","13","0113",0
"2011Q4","13","0113",0
"2012Q1","13","0113",0
"2012Q2","13","0113",0
"2012Q3","13","0113",0
"2012Q4","13","0113",0
"2013Q1","13","0113",0
"2013Q2","13","0113",0
"2013Q3","13","0113",0
"2013Q4","13","0113",0
"2014Q1","13","0113",0
"2014Q2","13","0113",0
"2014Q3","13","0113",0
"2014Q4","13","0113",0
"2015Q1","13","0113",0
"2015Q2","13","0113",0
"2015Q3","13","0113",0
"2015Q4","13","0113",0
"2016Q1","13","0113",0
"2016Q2","13","0113",0
"2016Q3","13","0113",0
"2016Q4","13","0113",0
"2017Q1","13","0113",0
"2017Q2","13","0113",0
"2017Q3","13","0113",0
"2017Q4","13","0113",0
"2018Q1","13","0113",0
"2018Q2","13","0113",0
"2018Q3","13","0113",0
"2018Q4","13","0113",0
