" supplier_code",article_number,item,description,group,category,class,ABC Ind,brand,supply chain ind,classification,stock on hand,allocated_stock,on_order,available_stock,customer orders,age,ranged_cnt,predecessor,average cost,LT Qty,SS Qty,forecast history_Jun 21,actual sales_Jun 21,forecast history_Jul 21,actual sales_Jul 21,forecast history_Aug 21,actual sales_Aug 21,actual sales_Sep 21,forecast_Sep 21,forecast_Oct 21,forecast_Nov 21,forecast_Dec 21,forecast_Jan 22,forecast_Feb 22,forecast_Mar 22,forecast_Apr 22,forecast_May 22,forecast_Jun 22,forecast_Jul 22,forecast_Aug 22
"Unknown","11223740","010287","VITAMIX TOTAL NUTRITION CENTER WHITE","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11223738","010289","VITAMIX TOTAL NUTRITION CENTER RED","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11223751","016209","0.9L VITAMIX WET CONTAINER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11223744","058204","VITAMIX S30 BLACK","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11223742","058326","VITAMIX S30 DAYBREAK BLUE","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11223745","058327","VITAMIX S30 APPLE GREEN","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11319607","058767","VITAMIX S30 CRANBERRY","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11223743","058768","VITAMIX S30 CREAM","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","VITAMIX","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11021546","20220AU","RUSS/HOBBS 3 IN 1 STICK MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","RUSS/HOBBS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11021544","20230AU","RUSS/HOBBS COLOUR CONTROL BLENDER 850W","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","RUSS/HOBBS","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11069287","21510AU","GEORGE FOR INFINITY CHOPPER","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","Z","GEORGE FOR","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11060966","21820AU","GEORGE FOR MIX & GO PRO BLENDER & JUG","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","GEORGE FOR","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11222089","29010.010","FLAVORCHEF EXPRESS KITCHEN SYSTEM","SMALL APPLIANCES","FOOD PREPARATION","BLENDERS - UPRIGHT","Z","FLAVORCHEF","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11283702","5KHB3581ACA","KITCHENAID KHB3581 CANDY APPLE BLENDER","SMALL APPLIANCES","FOOD PREPARATION","STICK MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11239365","5KPM5AER","KITCHENAID KPM5 BOWL-EMPIRE RED MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11239366","5KPM5AWH","KITCHENAID KPM5 BOWL-LIFT WHITE MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11206524","5KSM156ABZ","KITCHENAID KSM156 BLACK STORM MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11206525","5KSM156AFP","KITCHENAID KSM156 FROSTED PEARL MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11206526","5KSM156APB","KITCHENAID KSM156 PLUMBERRY MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11206527","5KSM156AQG","KITCHENAID KSM156 LIQUID GRAPHITE MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11206528","5KSM156ATF","KITCHENAID KSM156 TOFFEE MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11292317","5KSM170AAZ","KITCHENAID KSM170 AZURE BLUE MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11292311","5KSM170APB","KITCHENAID KSM170 PLUMBERRY MIXER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11292777","5KSM3311XACU","KITCHENAID ARTISAN MINI CONTOUR SILVER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11292775","5KSM3311XAFG","KITCHENAID ARTISAN MINI MATTE GREY","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11292774","5KSM3311XAFW","KITCHENAID ARTISAN MINI MATTE WHITE","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown","11292773","5KSM3311XAGU","KITCHENAID ARTISAN MINI GUAVA GLAZE","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","Z","KITCHENAID","","Obsolete",0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
