Source.Name,Nummer,Omschrijving,Rekeningcode,Beginbalans,SaldoTotPeriode,DebetInPeriode,CreditInPeriode,Eindbalans,Jaar,Maand,Jaar-Maand
"Aug 2020.xlsx",7003,"Inkopen overig",1,0,184.03,0,0,184.03,2020,8,"2020 - 8"
"Aug 2020.xlsx",8003,"Verkopen overig",1,0,-786.03,0,0,-786.03,2020,8,"2020 - 8"
"Aug 2020.xlsx",9990,"Memoriaal",1,0,0,0,0,0,2020,8,"2020 - 8"
"Aug 2020.xlsx",4200,"Onderhoudskosten machines",1,0,202.75,0,0,202.75,2020,8,"2020 - 8"
"Aug 2020.xlsx",4240,"Huur/lease kst machines NL",1,0,1229.16,0,0,1229.16,2020,8,"2020 - 8"
"Aug 2020.xlsx",4330,"Drukwerk",1,0,715,0,0,715,2020,8,"2020 - 8"
"Aug 2020.xlsx",4345,"Juridische advies kosten",1,0,2665.35,0,0,2665.35,2020,8,"2020 - 8"
"Aug 2020.xlsx",4410,"Reparatie / onderhoud",1,0,4564.16,0,0,4564.16,2020,8,"2020 - 8"
"Aug 2020.xlsx",4520,"Relatiegeschenken",1,0,209.84,0,0,209.84,2020,8,"2020 - 8"
"Aug 2020.xlsx",4530,"Reis- en verblijfkosten",1,0,2165.6,0,0,2165.6,2020,8,"2020 - 8"
"Aug 2020.xlsx",4540,"Beurskosten NL",1,0,2880.98,0,0,2880.98,2020,8,"2020 - 8"
"Aug 2020.xlsx",4880,"Rente belastingdienst",1,0,17,0,0,17,2020,8,"2020 - 8"
"Aug 2020.xlsx",7027,"Uitzendkrachten",1,0,18455,0,0,18455,2020,8,"2020 - 8"
"Aug 2020.xlsx",9991,"Dagboek Loonjournaalpost",1,0,0,0,0,0,2020,8,"2020 - 8"
"Aug 2020.xlsx",4080,"Opleidingen",1,0,2684.45,0,0,2684.45,2020,8,"2020 - 8"
"Aug 2020.xlsx",4525,"Kerstpakketten",1,0,598.5,0,0,598.5,2020,8,"2020 - 8"
"Aug 2020.xlsx",4020,"Overige sociale lasten",1,0,32750.98,0,0,32750.98,2020,8,"2020 - 8"
"Aug 2020.xlsx",4026,"Ont subsidie personeel",1,0,-6682,0,0,-6682,2020,8,"2020 - 8"
"Aug 2020.xlsx",7041,"Kosten invoer (grens)",1,0,415.99,0,0,415.99,2020,8,"2020 - 8"
"Aug 2020.xlsx",8040,"Vrachtkosten NL",1,0,-765,0,0,-765,2020,8,"2020 - 8"
"Aug 2020.xlsx",8045,"Vrachtkosten binnen EU",1,0,-577.75,0,0,-577.75,2020,8,"2020 - 8"
"Aug 2020.xlsx",8100,"Omzet verhuur NL",1,0,-8913.25,0,0,-8913.25,2020,8,"2020 - 8"
"Aug 2020.xlsx",8105,"Omzet verhuur B",1,0,-62844,0,0,-62844,2020,8,"2020 - 8"
"Aug 2020.xlsx",8275,"Omzet onderdelen RO",1,0,-70.88,0,0,-70.88,2020,8,"2020 - 8"
"Aug 2020.xlsx",9500,"Vennootschapsbelasting",1,0,74271.82,0,0,74271.82,2020,8,"2020 - 8"
"Aug 2020.xlsx",7023,"Vrachtkosten binnen EU (zonder BTW)",1,0,3452.6,0,0,3452.6,2020,8,"2020 - 8"
"Aug 2020.xlsx",4045,"Reis en verblijfkosten personeel",1,0,1221.51,0,0,1221.51,2020,8,"2020 - 8"
"Aug 2020.xlsx",4050,"Bedrijfsuitjes personeel",1,0,697.25,0,0,697.25,2020,8,"2020 - 8"
"Aug 2020.xlsx",8245,"Omzet nieuwe machines PL",1,0,3504.6,0,0,3504.6,2020,8,"2020 - 8"
"Aug 2020.xlsx",4241,"Huur/lease kst machines binnen EU",1,0,468.5,0,0,468.5,2020,8,"2020 - 8"
"Aug 2020.xlsx",4541,"Beurskosten binnen EU",1,0,9185.79,0,0,9185.79,2020,8,"2020 - 8"
"Aug 2020.xlsx",8106,"Omzet verhuur DE",1,0,-3919.5,0,0,-3919.5,2020,8,"2020 - 8"
"Aug 2020.xlsx",8104,"Omzet verhuur AT",1,0,-714,0,0,-714,2020,8,"2020 - 8"
"Aug 2020.xlsx",8208,"Omzet nieuwe machines DK",1,0,-64.5,0,0,-64.5,2020,8,"2020 - 8"
"Aug 2020.xlsx",9001,"Dubieuze debiteuren",1,0,7140.16,0,0,7140.16,2020,8,"2020 - 8"
"Okt 2020.xlsx",7003,"Inkopen overig",1,0,184.03,0,0,184.03,2020,10,"2020 - 10"
"Okt 2020.xlsx",9990,"Memoriaal",1,0,0,0,0,0,2020,10,"2020 - 10"
"Okt 2020.xlsx",4100,"Huur bedrijfsruimte",1,0,70366.53,0,0,70366.53,2020,10,"2020 - 10"
"Okt 2020.xlsx",4240,"Huur/lease kst machines NL",1,0,1229.16,0,0,1229.16,2020,10,"2020 - 10"
"Okt 2020.xlsx",4330,"Drukwerk",1,0,1515,0,0,1515,2020,10,"2020 - 10"
"Okt 2020.xlsx",4345,"Juridische advies kosten",1,0,2665.35,0,0,2665.35,2020,10,"2020 - 10"
"Okt 2020.xlsx",4520,"Relatiegeschenken",1,0,209.84,0,0,209.84,2020,10,"2020 - 10"
"Okt 2020.xlsx",4540,"Beurskosten NL",1,0,2880.98,0,0,2880.98,2020,10,"2020 - 10"
"Okt 2020.xlsx",4880,"Rente belastingdienst",1,0,132,0,0,132,2020,10,"2020 - 10"
"Okt 2020.xlsx",7027,"Uitzendkrachten",1,0,18455,0,0,18455,2020,10,"2020 - 10"
"Okt 2020.xlsx",4090,"Overige personeelskosten",1,0,27777.35,0,0,27777.35,2020,10,"2020 - 10"
"Okt 2020.xlsx",9991,"Dagboek Loonjournaalpost",1,0,0,0,0,0,2020,10,"2020 - 10"
"Okt 2020.xlsx",4525,"Kerstpakketten",1,0,598.5,0,0,598.5,2020,10,"2020 - 10"
"Okt 2020.xlsx",4020,"Overige sociale lasten",1,0,32750.98,0,0,32750.98,2020,10,"2020 - 10"
"Okt 2020.xlsx",8040,"Vrachtkosten NL",1,0,-765,0,0,-765,2020,10,"2020 - 10"
"Okt 2020.xlsx",8045,"Vrachtkosten binnen EU",1,0,-577.75,0,0,-577.75,2020,10,"2020 - 10"
"Okt 2020.xlsx",8100,"Omzet verhuur NL",1,0,-8913.25,0,0,-8913.25,2020,10,"2020 - 10"
"Okt 2020.xlsx",8105,"Omzet verhuur B",1,0,-62844,0,0,-62844,2020,10,"2020 - 10"
