ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
10,1,"DateTableTemplate_80d6e8a1-02ec-485e-a13d-4ce58077ffbc","","",True,43,2022-07-23 16:17:32.303,2016-12-14 10:05:46.266,2,False,True,,0,,,False,"9d352360-c1a5-4a9e-b186-0faacfdd2a7d",""
266,1,"retail_dw_test vbi_factonlinesales","","",False,360,2022-07-23 16:17:32.303,2016-12-14 11:15:21.560,0,False,False,,0,,,False,"1ec36d9c-5ac7-4e02-987d-9f91064d130c",""
269,1,"LocalDateTable_3e6f28b0-7008-4228-b519-1113d4e3e920","","",True,362,2022-07-23 16:17:32.303,2016-12-14 10:10:46.440,2,True,False,,0,,,False,"574c17f4-7dce-4394-9ca4-f63aac77a1f0",""
498,1,"retail_dw_test vbi_dimcustomer","","",False,648,2022-07-23 16:17:32.303,2016-12-14 10:47:47.013,0,False,False,,0,,,False,"c97cf0b3-f2fe-495a-8d46-4f17102a4820",""
501,1,"LocalDateTable_e2d63205-e934-4f34-94a2-85fd54cf12b9","","",True,650,2022-07-23 16:17:32.303,2016-12-14 10:10:46.503,2,True,False,,0,,,False,"3fec9f4e-35a7-495c-840f-f2bb7e2c2ed9",""
504,1,"LocalDateTable_4fb14553-7ed8-4c4e-b886-f9c26c4ecd1a","","",True,652,2022-07-23 16:17:32.303,2016-12-14 10:10:46.503,2,True,False,,0,,,False,"759f9a06-9252-440f-a1d1-60f379adcfc0",""
829,1,"retail_dw_test vbi_dimstore","","",False,1024,2022-07-23 16:17:32.303,2016-12-14 10:10:46.560,0,False,False,,0,,,False,"5059f5bf-00f2-4389-aeab-5e0b1f6f7513",""
832,1,"LocalDateTable_b636fe61-9865-48a7-b98a-e622c9c31749","","",True,1026,2022-07-23 16:17:32.303,2016-12-14 10:10:46.560,2,True,False,,0,,,False,"022bb748-a421-4cba-954c-c261113cefcf",""
835,1,"LocalDateTable_5d1a0366-d456-484c-8b72-1de0a425f5f3","","",True,1028,2022-07-23 16:17:32.303,2016-12-14 10:10:46.560,2,True,False,,0,,,False,"655a1848-3311-4997-a946-1d2d0ae2cf24",""
838,1,"LocalDateTable_db329bbf-b535-4568-9e34-5bef1bf67606","","",True,1030,2022-07-23 16:17:32.303,2016-12-14 10:10:46.560,2,True,False,,0,,,False,"277e0edc-03f3-4270-927f-da9aad5b5a1b",""
1263,1,"retail_dw_test vbi_dimproduct","","",False,1469,2022-07-23 16:17:32.303,2016-12-14 10:12:10.956,0,False,False,,0,,,False,"8b3379ae-34bd-4e65-97c2-98ed5a3c813f",""
1266,1,"LocalDateTable_5dceb40d-5482-42a4-b24e-68dd4277dd1c","","",True,1471,2022-07-23 16:17:32.303,2016-12-14 10:10:46.630,2,True,False,,0,,,False,"16144ebe-6469-4a43-b76c-9e5c888eced9",""
1269,1,"LocalDateTable_4ae3a523-d854-4c17-859c-a84b4b26d897","","",True,1473,2022-07-23 16:17:32.303,2016-12-14 10:10:46.630,2,True,False,,0,,,False,"fd754809-22aa-472d-9fb9-c719223291df",""
1745,1,"retail_dw_test vbi_dimpromotion","","",False,1895,2022-07-23 16:17:32.303,2016-12-14 10:10:46.703,0,False,False,,0,,,False,"3a7a8224-5962-4dfd-b2d2-c56dfbc2214f",""
1748,1,"LocalDateTable_a7d46f0b-da11-4573-80e1-87ebad501e5d","","",True,1897,2022-07-23 16:17:32.303,2016-12-14 10:10:46.703,2,True,False,,0,,,False,"df07ab39-3706-4946-8a26-baa7dc602c6c",""
1751,1,"LocalDateTable_c2b130f1-498a-43f0-8ea6-040ec14697bb","","",True,1899,2022-07-23 16:17:32.303,2016-12-14 10:10:46.703,2,True,False,,0,,,False,"17c2df8d-3923-4e20-88d2-ccf66302cfd6",""
2046,1,"retail_dw_test vbi_dimsalesterritory","","",False,2180,2022-07-23 16:17:32.303,2016-12-14 11:07:17.933,0,False,False,,0,,,False,"07dfdc9c-7ad3-4be0-ada6-df442c09ef3a",""
2049,1,"LocalDateTable_60128b1a-a186-4a57-9264-36c81bab0e32","","",True,2182,2022-07-23 16:17:32.303,2016-12-14 10:10:46.776,2,True,False,,0,,,False,"4832be9b-d9db-412e-9088-7637271892ce",""
2052,1,"LocalDateTable_8c21eee7-396f-4819-91b4-86140704e0c6","","",True,2184,2022-07-23 16:17:32.303,2016-12-14 10:10:46.776,2,True,False,,0,,,False,"6af6f1c3-c7a1-491d-9fe3-cb29a8973052",""
2346,1,"retail_dw_test vbi_dimgeography_store","","",False,2407,2022-07-23 16:17:32.303,2016-12-14 10:57:24.910,0,False,False,,0,,,False,"3bc357f2-7738-42b3-ba8a-bd324a9d1757",""
2487,1,"retail_dw_test vbi_dimgeography_customer","","",False,2550,2022-07-23 16:17:32.303,2016-12-14 10:37:59.803,0,False,False,,0,,,False,"707a4e5d-390d-4dd9-9c2b-ae25a13b3c81",""
