product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,Overall_sales
"Prod279","Cus020","Mark011",2017-10-11 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2017-10-18 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2017-10-19 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2017-11-08 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-03-09 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-03-20 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-03-22 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-03-23 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-03-29 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-04-16 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-04-19 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-05-02 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-05-03 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-05-10 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-06-08 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-06-14 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-06-18 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-06-29 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-07-03 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-07-09 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-07-10 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-07-12 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-07-16 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-07-27 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-08-02 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-08-09 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-09-06 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-09-13 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-09-21 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-09-25 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-09-27 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-03 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-05 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-10 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-11 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-19 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-25 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-26 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-10-31 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-11-05 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-11-07 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2018-11-26 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-04-16 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-05-08 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-05-13 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-05-20 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-06-03 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-06-06 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-06-19 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-06-20 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-06-28 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-01 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-12 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-15 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-17 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-19 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-24 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-25 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-30 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-07-31 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-08-02 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-08-08 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-08-27 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-08-28 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-09-06 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-09-10 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-09-12 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-09-18 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-09-19 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-09-20 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-10-11 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-10-12 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-10-14 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-10-16 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-10-21 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-10-23 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-11-11 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-11-28 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-12-04 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-12-06 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2019-12-11 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2020-01-02 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2020-01-08 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2020-01-09 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2020-01-10 00:00:00.000,1,102,"INR",102
"Prod279","Cus020","Mark011",2020-01-20 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2017-10-11 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2017-10-12 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2017-10-17 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2017-11-08 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-03-09 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-03-28 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-03-29 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-04-16 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-04-18 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-04-19 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-04-20 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-04-26 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-05-24 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-05-28 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-06-28 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-07-13 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-07-18 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-07-24 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-07-27 00:00:00.000,1,102,"INR",102
"Prod278","Cus020","Mark011",2018-08-20 00:00:00.000,1,102,"INR",102
