BudgetDate,SalespersonID,Amounts
2019-03-01 00:00:00.000,102,54.728490672433225
2019-04-01 00:00:00.000,102,805.31984223911331
2019-05-01 00:00:00.000,102,1010.0055261643748
2019-07-01 00:00:00.000,102,1572.864175556268
2019-08-01 00:00:00.000,102,196.07720177261524
2019-09-01 00:00:00.000,102,1896.7775857392471
2019-10-01 00:00:00.000,102,1430.4634449651835
2019-11-01 00:00:00.000,102,347.09289449324626
2019-12-01 00:00:00.000,102,723.91867535139988
2019-01-01 00:00:00.000,125,9016.03099990308
2019-02-01 00:00:00.000,125,12635.710567699402
2019-03-01 00:00:00.000,125,3975.9592666350836
2019-04-01 00:00:00.000,125,35418.687606531865
2019-05-01 00:00:00.000,125,67254.905958340329
2019-06-01 00:00:00.000,125,108270.21292040861
2019-07-01 00:00:00.000,125,129885.18534995646
2019-08-01 00:00:00.000,125,51801.187614802191
2019-09-01 00:00:00.000,125,80833.313215261325
2019-10-01 00:00:00.000,125,14351.065997388097
2019-11-01 00:00:00.000,125,99034.4218051732
2019-12-01 00:00:00.000,125,5946.0764266475217
2019-01-01 00:00:00.000,144,9870.9237206836642
2019-02-01 00:00:00.000,144,8537.67402396189
2019-03-01 00:00:00.000,144,34467.719309743632
2019-04-01 00:00:00.000,144,131483.46012165668
2019-05-01 00:00:00.000,144,63478.807309512384
2019-06-01 00:00:00.000,144,80332.088218789038
2019-07-01 00:00:00.000,144,8950.8455532036642
2019-08-01 00:00:00.000,144,51091.397573062743
2019-09-01 00:00:00.000,144,28463.939431142091
2019-10-01 00:00:00.000,144,136104.69497783683
2019-11-01 00:00:00.000,144,29076.741296848286
2019-12-01 00:00:00.000,144,35033.416699644054
2019-01-01 00:00:00.000,183,1394.2167066900333
2019-02-01 00:00:00.000,183,6598.1714353145189
2019-03-01 00:00:00.000,183,15397.847623393727
2019-04-01 00:00:00.000,183,28773.228191991479
2019-05-01 00:00:00.000,183,6530.9273211442769
2019-06-01 00:00:00.000,183,158828.57272883639
2019-07-01 00:00:00.000,183,66426.139653487888
2019-08-01 00:00:00.000,183,29403.035538408323
2019-09-01 00:00:00.000,183,139983.51812848548
2019-10-01 00:00:00.000,183,231592.36526727324
2019-11-01 00:00:00.000,183,20132.676097650608
2019-12-01 00:00:00.000,183,17248.364886040607
2019-01-01 00:00:00.000,196,2270.0205112692079
2019-02-01 00:00:00.000,196,12633.225198127047
2019-03-01 00:00:00.000,196,7889.5800406359995
2019-04-01 00:00:00.000,196,2465.79377323419
2019-05-01 00:00:00.000,196,199521.46712372947
2019-06-01 00:00:00.000,196,6375.2906553842822
2019-07-01 00:00:00.000,196,24857.20153867354
2019-08-01 00:00:00.000,196,193086.94464892868
2019-09-01 00:00:00.000,196,66161.225155474662
