id_str,keywords
"1364596835537608704","tableau"
"1364185406862942209","tableau"
"1363099874086903808","tableau"
"1362956805534609411","tableau"
"1362849008285278211","tableau"
"1362848119306690562","tableau"
"1362843435565273094","tableau"
"1362803753775226881","tableau"
"1362797562332401673","tableau"
"1362796501538385928","tableau"
"1362736051576594433","tableau"
"1362220940017467393","tableau"
"1364735484094775297","tableau"
"1364735181945454593","tableau"
"1364735146755301383","tableau"
"1364734847613366273","tableau"
"1364731361358151681","tableau"
"1364727889627856899","tableau"
"1364726779655712777","tableau"
"1364726492090011658","tableau"
"1364724474659004418","tableau"
"1364721844616626180","tableau"
"1364721463178235905","tableau"
"1364721304864194565","tableau"
"1364720010191659010","tableau"
"1364718785207230465","tableau"
"1364717912892731399","tableau"
"1364715690494689286","tableau"
"1364713152240254976","tableau"
"1364707120231440394","tableau"
"1364706359825039361","tableau"
"1364703456032935936","tableau"
"1364702290985254917","tableau"
"1364702027339677700","tableau"
"1364701863485005826","tableau"
"1364701323678089218","tableau"
"1364700901580095498","tableau"
"1364700734823034882","tableau"
"1364700423928619011","tableau"
"1364695041676042242","tableau"
"1364690241051910145","tableau"
"1364689851732344833","tableau"
"1364689684727750656","tableau"
"1364689344301309952","tableau"
"1364689299615137793","tableau"
"1364688885389946882","tableau"
"1364687904249937932","tableau"
"1364687171362451461","tableau"
"1364686413552361474","tableau"
"1364681628702953484","tableau"
"1364670190378774531","tableau"
"1364666868737449989","tableau"
"1364666593083592712","tableau"
"1364649691665879041","tableau"
"1364617200095617024","tableau"
"1364616427743936513","tableau"
"1364606292061523972","tableau"
"1364602056573648898","tableau"
"1364593963420831747","tableau"
"1364590921459904517","tableau"
"1364581202544500737","tableau"
"1364580590348087296","tableau"
"1364574954965110786","tableau"
"1364537892677238784","tableau"
"1364525330808061953","tableau"
"1364494589760069635","tableau"
"1364488545470214144","tableau"
"1364411233051369477","tableau"
"1364395548216680450","tableau"
"1364393043206397958","tableau"
"1364391412951900163","tableau"
"1364390601433653249","tableau"
"1364390285669728260","tableau"
"1364390100482711552","tableau"
"1364389866478456832","tableau"
"1364388413558775808","tableau"
"1364386580090224644","tableau"
"1364381954129362945","tableau"
"1364349787781226500","tableau"
"1364349522210660358","tableau"
"1364348719127097345","tableau"
"1364300073241366533","tableau"
"1364289717001330688","tableau"
"1364273279838601218","tableau"
"1364269984558370818","tableau"
"1364266516196323335","tableau"
"1364254656977846272","tableau"
"1364253981799817216","tableau"
"1364251352487051268","tableau"
"1364244506086883331","tableau"
"1364241597362274312","tableau"
"1364234929324834819","tableau"
"1364233571397943302","tableau"
"1364232911403245573","tableau"
"1364232281183895552","tableau"
"1364232038337945603","tableau"
"1364231986819305479","tableau"
"1364230559006945280","tableau"
"1364230505630224391","tableau"
"1364229392847810563","tableau"
"1364229289902829568","tableau"
"1364229213281214470","tableau"
"1364226585155395593","tableau"
"1364220998271303681","tableau"
"1364218913886777347","tableau"
"1364218673762869249","tableau"
"1364218507483893764","tableau"
"1364218180756004865","tableau"
"1364218016909701122","tableau"
"1364217169744187393","tableau"
"1364205747479994374","tableau"
"1364205653284257793","tableau"
"1364204953514958851","tableau"
"1364200423968620545","tableau"
"1364166412005163014","tableau"
"1364143607444369408","tableau"
"1364139043198558213","tableau"
"1364138103267557376","tableau"
"1364099267653230592","tableau"
"1364056761141878791","tableau"
"1364007970904883204","tableau"
"1364000323405160448","tableau"
"1363993886700363776","tableau"
"1363992627012534274","tableau"
"1363986267768299522","tableau"
"1363962217641738247","tableau"
"1363946812164431875","tableau"
"1363944022524321792","tableau"
"1363934371065913344","tableau"
"1363932020955631616","tableau"
