ID,TableID,ExplicitName,InferredName,ExplicitDataType,InferredDataType,DataCategory,Description,IsHidden,State,IsUnique,IsKey,IsNullable,Alignment,TableDetailPosition,IsDefaultLabel,IsDefaultImage,SummarizeBy,ColumnStorageID,Type,SourceColumn,ColumnOriginID,Expression,FormatString,IsAvailableInMDX,SortByColumnID,AttributeHierarchyID,ModifiedTime,StructureModifiedTime,RefreshedTime,SystemFlags,KeepUniqueRows,DisplayOrdinal,ErrorMessage,SourceProviderType,DisplayFolder,EncodingHint,RelatedColumnDetailsID,AlternateOfID,LineageTag,SourceLineageTag
13,12,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,68,3,"",,"","",True,,14,2022-02-08 15:52:26.176,2022-02-08 15:52:26.166,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
138,12,"customer_code","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,514,1,"customer_code",,"","",True,,407,2022-02-08 15:52:28.886,2022-02-08 15:52:28.886,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"63949603-3e91-4a37-a5c0-e4e3c40c3557",""
139,12,"custmer_name","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,518,1,"custmer_name",,"","",True,,408,2022-02-08 15:52:28.890,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"07766171-12f6-492a-ac11-f0bdc6fd09dc",""
140,12,"customer_type","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,522,1,"customer_type",,"","",True,,409,2022-02-08 15:52:28.890,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"f0ddf833-304f-4d6b-a293-6a7e72432b8f",""
16,15,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,72,3,"",,"","",True,,17,2022-02-08 15:52:26.176,2022-02-08 15:52:26.170,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
18,15,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,76,4,"[Date]",,"","",True,,51,2022-07-19 06:36:00.753,2022-02-08 15:52:26.170,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"eddf0a64-c32b-4ac3-a813-ada6b307a880",""
19,15,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,80,2,"",,"YEAR([Date])","",True,,52,2022-07-19 06:36:00.753,2022-02-08 15:52:26.170,2022-02-08 15:52:41.226,2,False,0,"","","",0,,,"b7590a2a-53c4-4b03-9615-205067f81858",""
20,15,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,84,2,"",,"MONTH([Date])","",True,,53,2022-07-19 06:36:00.753,2022-02-08 15:52:26.170,2022-02-08 15:52:41.243,2,False,0,"","","",0,,,"edda459b-8803-44f7-b4cc-70d077bd45ae",""
21,15,"Month","",1,2,"Months","",True,1,False,False,True,1,-1,False,False,2,88,2,"",,"FORMAT([Date], ""MMMM"")","",True,20,54,2022-02-08 15:52:41.236,2022-02-08 15:52:26.170,2022-02-08 15:52:41.236,2,False,0,"","","",0,,,"1a0d9712-0ec3-46ce-87f3-14db18517b78",""
22,15,"QuarterNo","",1,6,"QuarterOfYear","",True,1,False,False,True,1,-1,False,False,2,92,2,"",,"INT(([MonthNo] + 2) / 3)","",True,,55,2022-07-19 06:36:00.753,2022-02-08 15:52:26.170,2022-02-08 15:52:41.246,2,False,0,"","","",0,,,"d0ef7717-faa8-47d1-966a-0231d1d951ba",""
23,15,"Quarter","",1,2,"Quarters","",True,1,False,False,True,1,-1,False,False,2,96,2,"",,"""Qtr "" & [QuarterNo]","",True,22,56,2022-02-08 15:52:41.253,2022-02-08 15:52:26.170,2022-02-08 15:52:41.253,2,False,0,"","","",0,,,"f248c423-a92f-48b7-a0d5-99859d3a9f9d",""
24,15,"Day","",1,6,"DayOfMonth","",True,1,False,False,True,1,-1,False,False,2,100,2,"",,"DAY([Date])","",True,,57,2022-07-19 06:36:00.753,2022-02-08 15:52:26.170,2022-02-08 15:52:41.240,2,False,0,"","","",0,,,"fdf640a8-6f10-424b-a251-ad7785c31589",""
115,114,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,486,3,"",,"","",True,,116,2022-02-08 15:52:28.896,2022-02-08 15:52:28.886,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
141,114,"date","",9,19,"","",False,1,False,False,True,1,-1,False,False,2,526,1,"date",,"","Long Date",True,,410,2022-02-08 15:52:28.890,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"3145acca-3eee-4805-8353-e26c0f9dcfea",""
149,114,"cy_date","",9,19,"","",False,1,False,False,True,1,-1,False,False,2,558,1,"cy_date",,"","mmm, yy",True,,418,2022-02-08 16:55:53.093,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"6e3617f4-9821-4214-88fa-b8f09610b953",""
157,114,"year","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,590,1,"year",,"","0",True,,426,2022-02-08 15:52:28.890,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"3b654376-5717-4a8a-842f-30e39a858669",""
158,114,"month_name","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,594,1,"month_name",,"","",True,,427,2022-02-08 15:52:28.890,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"fffce989-3839-43c3-9f4d-880a7f2da9e2",""
159,114,"date_yy_mmm","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,598,1,"date_yy_mmm",,"","",True,,428,2022-02-08 15:52:28.890,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"b42001cc-e6d4-4f8b-b737-41cf51dd09f1",""
118,117,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,490,3,"",,"","",True,,119,2022-02-08 15:52:28.896,2022-02-08 15:52:28.886,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
142,117,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,530,4,"[Date]",,"","",True,,411,2022-07-19 06:36:00.753,2022-02-08 15:52:28.890,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"6c2f2675-ee4c-45eb-8a69-2c14c9aa8f24",""
143,117,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,534,2,"",,"YEAR([Date])","",True,,412,2022-07-19 06:36:00.753,2022-02-08 15:52:28.890,2022-02-08 15:52:41.250,2,False,0,"","","",0,,,"fe2a11e5-4c79-48dc-bc49-405e2c16f747",""
144,117,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,538,2,"",,"MONTH([Date])","",True,,413,2022-07-19 06:36:00.753,2022-02-08 15:52:28.890,2022-02-08 15:52:41.236,2,False,0,"","","",0,,,"856e274b-bd72-4e0e-9296-3f2069512334",""
