ID,Date,Name,Review,Sentiment,Rating
8,2021-04-22 00:00:00.000,"Gabby R.","This was one of the best meals I had while in Amsterdam. It's a very cute Australian cafe in an awesome location (I'm from New York and it very much reminded me of Brooklyn). They had a great menu and we had a big spread with eggs, toasts and more. As other reviews have mentioned we did have to wait a bit to be seated so I would recommend arriving on the earlier side and be prepared for this. I will definitely return here next time I am in Amsterdam.",5,"Best"
8,2021-04-19 00:00:00.000,"John T.","Delicious breakfast! Loved the kiwi brekkie, if you don't know what to get, that's the choice for you! Perfect combo, creamy eggs, crunchy salty bacon, meaty sausage, crisp potatoes, creamy mushrooms along with avocado! Get here early to avoid the brunch rush!",5,"Best"
8,2020-01-02 00:00:00.000,"Sophia D.","I enjoyed this place so much and it was seriously one of the cutest brunch places I have ever been too. Tucked away in a little street but easy to find. The wait was fairly quick so that was a plus. Also it's located by the Heineken factory so great place to eat at before you go there.I ordered the power shake and the kiwi breakie to share with the boyfriend. The power shake was so good. You would never know it had protein in it besides the peanut butter and I'm not a huge fan of peanut butter but it didn't taste too peanut butter for me and loved the banana. As for the breakfast it was too good and perfect to share with one other person as I don't really eat breakfast or eat too much. I loved the bacon, potatoes and everything else it came with. The egg was poached nicely and the spinach it cane with was good too. This place is a must in Amsterdam to try! Also great for Instagram too",5,"Best"
8,2021-04-19 00:00:00.000,"Gerard Y.","I ordered Eggs Royale and a side of Chorizo. The chorizo tasted great and went well with the perfectly toasted sandwich with and egg on each with lovely smoked salmonPlenty of dining choices for breakfast in the area, but I'm glad I chose this place. This is probably the 1st restaurant in Amsterdam where I received great customer service from the wait staff. They checked on me from time to time.",5,"Best"
8,2021-04-19 00:00:00.000,"Abby G.","Absolutely amazing!!!!! My roommates and I waited about an hour for a table but it was worth it! I ordered the pumpkin porridge (which I think is seasonal), it came with house made marshmallows and is probably the best oatmeal I've ever had! We also ordered mimosas and for €8, the champagne bottle and orange juice made about 3 of them! The customer service was also amazing, our server was super nice and very attentive! If you're ever in Amsterdam this is a must try!!!!",5,"Best"
8,2020-07-01 00:00:00.000,"Erica B.","Such a cool spot.  We grabbed a spot on the first floor on the cute couches rather than wait for a table.  We had some breakfast nachos and gluten-free pancakes.  Both really great.  My friend me I ordered 2 different green healthy drinks. Both were amazing.  This place is fun and the food and drinks are great!",5,"Best"
8,2021-04-22 00:00:00.000,"Reza A.","My wife and I found this restaurant as we were desperately looking for a brunch place after sightseeing. We looked through Yelp and nothing really stood out until we found Bakers & Roasters.If you're and Amsterdam native and are looking for an American style brunch experience then this is the perfect location. The menu options, quality of food, and ambience are great. And judging from how crowded it was we can reliably say that others in Amsterdam share the same sentiment.If your a tourist and planning to grab a bite in between activities then we can highly recommend it as well. There are tons of menu options so you'll surely find something you'll enjoy (although the vegan options are somewhat limited). The service is fast Ana's very friendly. The food comes out pretty quickly even though it was packen when we were there and it was laid back enough to relax and catch a breather.I really enjoyed my food (and I'm a brunch snob). My wife was less enthusiastic because of the limited vegan options. Coffee was really great for both of us.",5,"Best"
8,2020-06-22 00:00:00.000,"Arthur G.","Insanely legit brunch spot with an awesome menu of items that'll leave you satisfied in every sense of the word. Found this spot on Yelp, looking for a great place to have brunch and was also pleasantly surprised to see that they also served matcha green tea here. Awesome!Ambience is lively and casual, tucked away in a smaller street just off Leidseplein. Highly recommended!",5,"Best"
8,2021-06-03 00:00:00.000,"Kelsey M.","WOW! Bakers & Roasters brunch is top notch! Their coffee and espresso drinks are wonderful and their breakfast dishes are delicious and filling. The fresh squeezed orange juice was also a treat. What we tried and enjoyed - a mocha, a flat white, the veggie brekkie, and the B&R special. Other pros - Friendly service and frequent water top offs. A+ experience!",5,"Best"
8,2020-07-01 00:00:00.000,"Kristina R.","I love coming here for brunch. It's a must try. Book a table in advance would be very helpful if you don't want to wait for one. The food is always fresh and super delicious. Super friendly staff. Highly recommend it.",5,"Best"
8,2020-06-22 00:00:00.000,"Luke S.","Excellent breakfast food place! Went three times while visiting Amsterdam and everything was superb. Loved their pancakes, sandwiches, and deserts. Large portions and every tastes great. The service is a little slow as they are crazy busy all the time. Highly recommended!",5,"Best"
8,2020-01-02 00:00:00.000,"Juliana T.","Amazing pancakes and crispy bacon! Very delicious breakfast, highly recommend paying them a visit if you're a tourist or local in Amsterdam.",5,"Best"
8,2021-04-19 00:00:00.000,"Laura T.","Super cute brunch spot, service was awesome, and food was bomb. The menu options and flavors were different from what I could get in the US. Must try when in Amsterdam!",5,"Best"
8,2021-08-19 00:00:00.000,"Sylvia B.","Love this place. Great for brunch! It gets busy but they will text you when your table is ready, which is really convenient. Highly recommend the navajo eggs, which come with perfectly poached eggs. They make a mean cortado as well!",5,"Best"
8,2021-06-03 00:00:00.000,"Helen X.","Love this place!!Excellent service plus wonderful food!!Ordered Acai bowl&Gluten free toast,which is amazing!!!",5,"Best"
