createdby,createdon,createdonbehalfby,importsequencenumber,modifiedby,modifiedon,modifiedonbehalfby,msdyncr2_linkedincampaign,msdyncrm_contentsettingsid,msdyncrm_customerjourneydesignerstate,CustomerJourneyId,msdyncrm_customerjourneytemplate,msdyncrm_customerjourneytimezone,Description,Jorney End,msdyncrm_entitytarget,Target audience,msdyncrm_insights_placeholder,msdyncrm_isrecurring,Journey Name,msdyncrm_publishedby,msdyncrm_purpose,msdyncrm_recurrencecount,msdyncrm_recurrenceintervaldays,Journey Start,msdyncrm_suppressionsegmentid,msdyncrm_type,Journey Type,msdyncrm_validationresults,msdyncrm_workflowdefinition,msgdpr_requiredconsent,msgdpr_requiredconsent_display,overriddencreatedon,ownerid,owningbusinessunit,owningteam,owninguser,statecode,statecode_display,statuscode,Journey Status,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,msdyncrm_formtosave
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:17.000,"","","","","a24a1e3c-c41b-4b09-ba82-0177935df5e7","",,"",,0,"Contact","",False,"testchsep14","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2018-09-14 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708815,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:12.000,"","","","","6a70b29f-7442-4c17-8f25-01f67a6e2954","",,"",,0,"Contact","",False,"NewCampaign20171219_144516","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-19 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708801,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:14.000,"","","","","55f61801-9f8f-4663-aa98-0676fb4588f1","",,"",,0,"Contact","",False,"NewCampaign20171204_163845","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-04 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708811,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:13.000,"","","","","296681b5-8774-42ed-bbe3-079d432d8754","",,"",,0,"Contact","",False,"saurav_9thjune","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-06-09 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708806,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:20.000,"","","","","4a9817fb-a58a-4b0f-b03b-0891a75167cf","",,"",,0,"Contact","",False,"testdeepacamp","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2018-09-21 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708820,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:15.000,"","","","","9d77f60c-e895-44c4-b02b-08e986928bef","",,"",,0,"Contact","",False,"NewCampaign20171201_155911","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-01 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708812,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:17.000,"","","","","c9629ef2-bca8-4caa-aba7-0a09a49144f4","",,"",,0,"Contact","",False,"NewCampaign20171204_164746","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-04 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708814,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:18.000,"","","","","83bcf3f9-9ba0-47b7-9bbd-0a774b7038fd","",,"",,0,"Contact","",False,"NewCampaign20171201_175451","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-01 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708816,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:16.000,"","","","","7967e2e4-caad-44dd-a9d7-0acaf425bbf9","",,"",,0,"Contact","",False,"NewCampaign20171228_072100","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-28 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708813,
"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 00:00:00.000,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea",2019-02-04 08:46:23.000,"","","","","7a24c414-bee6-4ba7-9f20-0ede714786e7","",,"",,0,"Contact","",False,"TestCampaign","c54dfbd3-7826-e911-a974-000d3a3463ea","",,,2017-12-07 00:00:00.000,"",192350001,"LinkedIn","","",,"",,"c54dfbd3-7826-e911-a974-000d3a3463ea","ba64bd9b-db25-e911-a952-000d3a36e4d8","","c54dfbd3-7826-e911-a974-000d3a3463ea",0,"Active",192350000,"Draft",0,,1708827,
