Date,Index,Group,FCID
2021-03-16 00:00:00.000,2095,"Altus","195260"
2021-03-17 00:00:00.000,2095,"Altus","195260"
2021-03-18 00:00:00.000,2095,"Altus","195260"
2021-03-19 00:00:00.000,2095,"Altus","195260"
2021-03-20 00:00:00.000,2095,"Altus","195260"
2021-03-21 00:00:00.000,2095,"Altus","195260"
2021-03-22 00:00:00.000,2095,"Altus","195260"
2021-03-23 00:00:00.000,2095,"Altus","195260"
2021-03-24 00:00:00.000,2095,"Altus","195260"
2021-03-25 00:00:00.000,2095,"Altus","195260"
2021-03-26 00:00:00.000,2095,"Altus","195260"
2021-03-27 00:00:00.000,2095,"Altus","195260"
2021-03-28 00:00:00.000,2095,"Altus","195260"
2021-03-29 00:00:00.000,2095,"Altus","195260"
2021-03-30 00:00:00.000,2095,"Altus","195260"
2021-03-31 00:00:00.000,2095,"Altus","195260"
2021-04-01 00:00:00.000,2095,"Altus","195260"
2021-04-02 00:00:00.000,2095,"Altus","195260"
2021-04-03 00:00:00.000,2095,"Altus","195260"
2021-04-04 00:00:00.000,2095,"Altus","195260"
2021-04-05 00:00:00.000,2095,"Altus","195260"
2021-04-06 00:00:00.000,2095,"Altus","195260"
2021-04-07 00:00:00.000,2095,"Altus","195260"
2021-04-08 00:00:00.000,2095,"Altus","195260"
2021-04-09 00:00:00.000,2095,"Altus","195260"
2021-04-10 00:00:00.000,2095,"Altus","195260"
2021-04-11 00:00:00.000,2095,"Altus","195260"
2021-04-12 00:00:00.000,2095,"Altus","195260"
2021-04-13 00:00:00.000,2095,"Altus","195260"
2021-04-14 00:00:00.000,2095,"Altus","195260"
2021-04-15 00:00:00.000,2095,"Altus","195260"
2021-04-16 00:00:00.000,2095,"Altus","195260"
2021-04-17 00:00:00.000,2095,"Altus","195260"
2021-04-18 00:00:00.000,2095,"Altus","195260"
2021-04-19 00:00:00.000,2095,"Altus","195260"
2021-04-20 00:00:00.000,2095,"Altus","195260"
2021-04-21 00:00:00.000,2095,"Altus","195260"
2021-04-22 00:00:00.000,2095,"Altus","195260"
2021-04-23 00:00:00.000,2095,"Altus","195260"
2021-04-24 00:00:00.000,2095,"Altus","195260"
2021-04-25 00:00:00.000,2095,"Altus","195260"
2021-04-26 00:00:00.000,2095,"Altus","195260"
2021-04-27 00:00:00.000,2095,"Altus","195260"
2021-04-28 00:00:00.000,2095,"Altus","195260"
2021-04-29 00:00:00.000,2095,"Altus","195260"
2021-04-30 00:00:00.000,2095,"Altus","195260"
2021-05-01 00:00:00.000,2095,"Altus","195260"
2021-05-02 00:00:00.000,2095,"Altus","195260"
2021-05-03 00:00:00.000,2095,"Altus","195260"
2021-05-04 00:00:00.000,2095,"Altus","195260"
2021-05-05 00:00:00.000,2095,"Altus","195260"
2021-05-06 00:00:00.000,2095,"Altus","195260"
2021-05-07 00:00:00.000,2095,"Altus","195260"
2021-05-08 00:00:00.000,2095,"Altus","195260"
2021-05-09 00:00:00.000,2095,"Altus","195260"
2021-05-10 00:00:00.000,2095,"Altus","195260"
2021-05-11 00:00:00.000,2095,"Altus","195260"
2021-05-12 00:00:00.000,2095,"Altus","195260"
2021-05-13 00:00:00.000,2095,"Altus","195260"
2021-05-14 00:00:00.000,2095,"Altus","195260"
2021-05-15 00:00:00.000,2095,"Altus","195260"
2021-05-16 00:00:00.000,2095,"Altus","195260"
2021-05-17 00:00:00.000,2095,"Altus","195260"
2021-05-18 00:00:00.000,2095,"Altus","195260"
2021-05-19 00:00:00.000,2095,"Altus","195260"
2021-05-20 00:00:00.000,2095,"Altus","195260"
2021-05-21 00:00:00.000,2095,"Altus","195260"
2021-05-22 00:00:00.000,2095,"Altus","195260"
2021-05-23 00:00:00.000,2095,"Altus","195260"
2021-05-24 00:00:00.000,2095,"Altus","195260"
2021-05-25 00:00:00.000,2095,"Altus","195260"
2021-05-26 00:00:00.000,2095,"Altus","195260"
2021-05-27 00:00:00.000,2095,"Altus","195260"
2021-05-28 00:00:00.000,2095,"Altus","195260"
2021-05-29 00:00:00.000,2095,"Altus","195260"
2021-05-30 00:00:00.000,2095,"Altus","195260"
2021-05-31 00:00:00.000,2095,"Altus","195260"
2021-06-01 00:00:00.000,2095,"Altus","195260"
2021-06-02 00:00:00.000,2095,"Altus","195260"
2021-06-03 00:00:00.000,2095,"Altus","195260"
2021-06-04 00:00:00.000,2095,"Altus","195260"
2021-06-05 00:00:00.000,2095,"Altus","195260"
2021-06-06 00:00:00.000,2095,"Altus","195260"
2021-06-07 00:00:00.000,2095,"Altus","195260"
2021-06-08 00:00:00.000,2095,"Altus","195260"
2021-06-09 00:00:00.000,2095,"Altus","195260"
2021-06-10 00:00:00.000,2095,"Altus","195260"
2021-06-11 00:00:00.000,2095,"Altus","195260"
2021-06-12 00:00:00.000,2095,"Altus","195260"
2021-06-13 00:00:00.000,2095,"Altus","195260"
2021-06-14 00:00:00.000,2095,"Altus","195260"
2021-06-15 00:00:00.000,2095,"Altus","195260"
2021-06-16 00:00:00.000,2095,"Altus","195260"
2021-06-17 00:00:00.000,2095,"Altus","195260"
2021-06-18 00:00:00.000,2095,"Altus","195260"
2021-06-19 00:00:00.000,2095,"Altus","195260"
2021-06-20 00:00:00.000,2095,"Altus","195260"
2021-06-21 00:00:00.000,2095,"Altus","195260"
2021-06-22 00:00:00.000,2095,"Altus","195260"
2021-06-23 00:00:00.000,2095,"Altus","195260"
2021-06-24 00:00:00.000,2095,"Altus","195260"
