ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
10,1,"Products","","",False,922,2022-02-03 19:51:24.460,2022-03-11 17:35:27.050,0,False,False,,0,,,False,"92cb73d0-4be7-4f36-af54-7c87cbbbaef5",""
13,1,"DateTableTemplate_593ff13b-272b-4639-b14b-8f05de8c3dbe","","",True,924,2022-02-03 19:51:24.463,2022-02-03 19:51:24.463,2,False,True,,0,,,False,"b5b38bdf-314c-44bf-b941-cf1325127cd7",""
16,1,"Stores","","",False,926,2022-02-03 19:51:24.463,2022-02-03 19:51:24.463,0,False,False,,0,,,False,"edc8c120-a09b-4582-a290-1464528cbffd",""
19,1,"Sales","","",False,928,2022-02-03 19:51:24.463,2022-03-12 08:53:55.950,0,False,False,,0,,,False,"928c26dc-723e-416f-8a44-013fd85617ca",""
25,1,"OPEX","","",False,932,2022-02-03 19:51:24.463,2022-02-06 09:19:41.843,0,False,False,,0,,,False,"7b41d26d-1c09-40d0-8f88-2806529c3ee3",""
28,1,"Calendar","","",False,934,2022-02-03 19:51:24.463,2022-02-06 12:30:16.386,2,False,False,,0,,,False,"e0e8c231-d032-47f4-a954-72efdd5b9e8f",""
31,1,"SalesPlan","","",False,936,2022-02-03 19:51:24.463,2022-03-11 09:45:44.480,0,False,False,,0,,,False,"f52cf979-de8e-4e34-a7c6-958b405e07b1",""
34,1,"Purchases","","",False,938,2022-02-03 19:51:24.463,2022-02-06 12:22:12.343,0,False,False,,0,,,False,"d18a19a9-0571-4c25-bf8a-8a2fb7dede55",""
37,1,"Employees","","",False,940,2022-02-03 19:51:24.463,2022-02-03 19:51:24.463,0,False,False,,0,,,False,"0a464ba6-c6b4-4f68-9d58-1b4d1f034135",""
40,1,"LocalDateTable_78b252b5-f58e-41c3-a677-c15a3ae833be","","",True,942,2022-02-03 19:51:24.463,2022-02-03 19:51:24.463,2,True,False,,0,,,False,"b1599039-c79d-4b4f-860d-725823d83543",""
43,1,"dimCustomers","","",False,944,2022-02-03 19:51:24.463,2022-03-12 05:09:07.183,0,False,False,,0,,,False,"917bd516-194a-454a-96ef-60095661e9c2",""
46,1,"EmployeesSQL","","",False,946,2022-02-03 19:51:24.463,2022-02-03 19:51:24.463,0,False,False,,0,,,False,"5bcaf7ea-9ac6-4985-885e-5c43867725a2",""
49,1,"LocalDateTable_7d50f286-7f3b-4514-bffd-de04bd9a7780","","",True,948,2022-02-03 19:51:24.463,2022-02-03 19:51:24.463,2,True,False,,0,,,False,"58bddccc-6a1e-43f9-9658-427a7b8adc73",""
5418,1,"Operations","","",False,5515,2022-02-05 11:21:31.773,2022-02-06 09:10:21.406,0,False,False,,0,,,False,"b35276db-b34c-454f-bb7f-8d8f770ab7b6",""
9213,1,"MeasureTable","","",False,9226,2022-02-06 11:59:00.706,2022-03-11 10:20:04.400,0,False,False,,0,,,False,"fb6bcfaf-c506-408f-87ef-1d8f39e74258",""
10844,1,"currency","","",False,10919,2022-02-06 12:29:09.136,2022-02-06 12:29:09.136,0,False,False,,0,,,False,"d2489aaf-16d2-40bc-a318-fabfc3760f84",""
10847,1,"LocalDateTable_93eaa3e0-1f34-4fa7-8106-b11db8a9fa6e","","",True,10921,2022-02-06 12:29:09.136,2022-02-06 12:29:09.136,2,True,False,,0,,,False,"0b514f51-cc9a-49ba-82d3-50837853827f",""
11629,1,"dimCurrency","","",False,11649,2022-02-06 12:38:50.056,2022-02-06 12:47:05.086,0,False,False,,0,,,False,"21e34476-dc9b-4a39-9434-1cce93dc325f",""
13756,1,"Sales Multiplier","","",False,13762,2022-03-11 17:46:59.183,2022-03-11 17:46:59.183,2,False,False,,0,,,False,"2d4297db-d90f-4be3-bff7-a3e2fcef7401",""
15234,1,"Parameter","","",False,15240,2022-03-12 08:52:15.676,2022-03-12 08:52:15.676,2,False,False,,0,,,False,"2294ef11-76cf-4144-a528-589f4d57b9dc",""
15343,1,"Parameter 2","","",False,15349,2022-03-12 08:52:45.176,2022-03-12 08:52:45.176,2,False,False,,0,,,False,"d1377b5e-fce7-479e-8c2e-c1b93d201c81",""
15580,1,"Parameter 3","","",False,15586,2022-03-12 08:55:32.886,2022-03-12 08:55:32.886,2,False,False,,0,,,False,"a618e872-7441-4505-89ab-9f5613ff63b7",""
15689,1,"Margin Multiplier","","",False,15695,2022-03-12 08:56:46.523,2022-03-12 08:56:46.523,2,False,False,,0,,,False,"13023b02-b732-43ab-ab68-a0384c2f8d44",""
