ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
53,1,"17c8869a-af66-4cdb-9d9a-53476a493bab",True,1,1,1,False,19,125,2,16,106,1,1,1454,,2022-02-03 19:52:28.810,2022-02-03 19:52:28.810,1
54,1,"11cddf61-d27f-434d-b26d-b520d0cf8da0",True,1,1,1,False,19,120,2,10,91,1,1,1456,,2022-02-03 19:52:28.776,2022-02-03 19:52:28.776,1
55,1,"60088fa5-7128-4ed5-8a41-68b0e1dc8511",True,1,1,1,False,31,152,2,16,106,1,1,1458,,2022-02-06 11:05:17.840,2022-02-06 11:05:17.840,1
56,1,"136621f1-b6cc-4d0b-a76e-6ad438d7fa79",True,1,1,1,False,34,158,2,10,91,1,1,1460,,2022-02-06 11:05:17.843,2022-02-06 11:05:17.843,1
57,1,"de2e5d37-cbd1-4fdf-8d41-908943bb0c8e",True,1,1,1,False,34,162,2,16,106,1,1,1462,,2022-02-06 11:05:17.840,2022-02-06 11:05:17.840,1
58,1,"c1e23b2b-39bf-49a9-8d1e-8494cf936f87",True,1,1,2,False,16,116,2,40,167,1,1,1464,,2022-02-03 19:52:28.810,2022-02-03 19:52:28.810,1
59,1,"69f0940f-1032-4561-b1f3-4088e5b80a6e",True,1,1,1,False,19,124,2,43,174,1,1,1466,,2022-02-03 19:52:28.776,2022-02-03 19:52:28.776,1
60,1,"107157be-5e49-4a7a-a763-ae7db2907011",True,1,1,2,False,28,140,2,49,185,1,1,1468,,2022-02-06 11:05:17.943,2022-02-06 11:05:17.943,1
61,1,"abcea064-f65f-45b2-b18b-aabc8bf2cf46",True,1,1,1,False,19,118,2,28,140,1,1,1470,,2022-02-06 11:05:17.903,2022-02-06 11:05:17.903,1
62,1,"0cdbe76b-21b9-4e8c-8e48-6d529e89d011",True,1,1,1,False,25,138,2,28,140,1,1,1472,,2022-02-06 11:05:17.920,2022-02-06 11:05:17.920,1
63,1,"02c3f7e9-a1e4-4ca8-83f4-226184912670",True,1,1,1,False,31,153,2,28,140,1,1,1474,,2022-02-06 11:05:17.890,2022-02-06 11:05:17.890,1
64,1,"0b69d60a-2258-41f6-964e-512949de1656",True,1,1,1,False,34,156,2,28,140,1,1,1476,,2022-02-06 11:05:17.886,2022-02-06 11:05:17.886,1
5925,1,"09299539-80ea-490a-a459-72d1c361fe68",True,1,1,1,False,5418,5433,2,16,106,1,1,5926,,2022-02-05 11:21:35.573,2022-02-05 11:21:35.573,1
5944,1,"ea7eb741-b0a9-4a1b-b568-36f83cfbe2e7",True,1,1,1,False,5418,5425,2,28,140,1,1,5945,,2022-02-06 11:05:17.920,2022-02-06 11:05:17.920,1
8874,1,"d05eaf42-20e3-4391-ab43-978e761023b5",False,1,1,1,False,19,127,2,28,140,1,1,8875,,2022-02-06 11:47:49.943,2022-02-06 11:47:49.943,1
10850,1,"b9ef7040-6162-4f93-9e83-7e58eef3c475",True,1,1,2,False,10844,10851,2,10847,10852,1,1,10973,,2022-02-06 12:29:14.780,2022-02-06 12:29:14.780,1
