ID,TableID,ExplicitName,InferredName,ExplicitDataType,InferredDataType,DataCategory,Description,IsHidden,State,IsUnique,IsKey,IsNullable,Alignment,TableDetailPosition,IsDefaultLabel,IsDefaultImage,SummarizeBy,ColumnStorageID,Type,SourceColumn,ColumnOriginID,Expression,FormatString,IsAvailableInMDX,SortByColumnID,AttributeHierarchyID,ModifiedTime,StructureModifiedTime,RefreshedTime,SystemFlags,KeepUniqueRows,DisplayOrdinal,ErrorMessage,SourceProviderType,DisplayFolder,EncodingHint,RelatedColumnDetailsID,AlternateOfID,LineageTag,SourceLineageTag
11,10,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,48,3,"",,"","",True,,12,2016-07-20 20:36:50.696,2016-07-20 20:36:50.693,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
13,10,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,52,4,"[Date]",,"","",True,,36,2022-07-28 17:59:36.456,2016-07-20 20:36:50.693,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"b4ad1ae8-f997-4cca-b010-7ed133bb6f34",""
14,10,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,56,2,"",,"YEAR([Date])","",True,,37,2022-07-28 17:59:36.456,2016-07-20 20:36:50.693,2016-07-20 20:36:50.876,2,False,0,"","","",0,,,"bf985a5e-aedc-4413-a3a6-4ac5c13a69a3",""
15,10,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,60,2,"",,"MONTH([Date])","",True,,38,2022-07-28 17:59:36.456,2016-07-20 20:36:50.693,2016-07-20 20:36:50.876,2,False,0,"","","",0,,,"ab3dd887-96d3-46f6-b84e-9d3dd80dc4b4",""
16,10,"Month","",1,2,"Months","",True,1,False,False,True,1,-1,False,False,2,64,2,"",,"FORMAT([Date], ""MMMM"")","",True,15,39,2022-07-28 17:59:36.456,2016-07-20 20:36:50.693,2016-07-20 20:36:50.876,2,False,0,"","","",0,,,"f60e3158-0d43-4684-9d4f-a0aa96101afd",""
17,10,"QuarterNo","",1,6,"QuarterOfYear","",True,1,False,False,True,1,-1,False,False,2,68,2,"",,"INT(([MonthNo] + 2) / 3)","",True,,40,2022-07-28 17:59:36.456,2016-07-20 20:36:50.693,2016-07-20 20:36:50.876,2,False,0,"","","",0,,,"82cf5132-4b20-4618-b0f2-1debcbd1b1a7",""
18,10,"Quarter","",1,2,"Quarters","",True,1,False,False,True,1,-1,False,False,2,72,2,"",,"""Qtr "" & [QuarterNo]","",True,17,41,2022-07-28 17:59:36.456,2016-07-20 20:36:50.693,2016-07-20 20:36:50.876,2,False,0,"","","",0,,,"49a823d8-4eb8-40a6-809e-c197bd501a96",""
19,10,"Day","",1,6,"DayOfMonth","",True,1,False,False,True,1,-1,False,False,2,76,2,"",,"DAY([Date])","",True,,42,2022-07-28 17:59:36.456,2016-07-20 20:36:50.693,2016-07-20 20:36:50.876,2,False,0,"","","",0,,,"a3eb0718-c097-4366-9b4a-95044e4a84f4",""
267,266,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,429,3,"",,"","",True,,268,2016-07-20 20:51:45.163,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
270,266,"patientID","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,433,1,"patientID",,"","",True,,373,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"5d33ccfd-ddde-48eb-98fb-a6445f2b3d00",""
271,266,"geo","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,437,1,"geo",,"","0",True,,374,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"3692ba39-2c05-44ca-91bb-6c51b0571371",""
272,266,"christian","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,441,1,"christian",,"","",True,,375,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"0f97e5a7-81e4-4aa4-ab76-6681d58e2d9c",""
273,266,"muslim","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,445,1,"muslim",,"","",True,,376,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"b71db779-a70b-47e7-930e-5b04d59e9ecb",""
274,266,"hindu","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,449,1,"hindu",,"","",True,,377,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"7e4db6e0-daba-43ae-85b9-4adc5a003da8",""
275,266,"other","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,453,1,"other",,"","",True,,378,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"59268141-3e00-40e2-87ea-dbf37be4ce51",""
276,266,"cellphone","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,457,1,"cellphone",,"","",True,,379,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"ce167af5-b78a-40d0-b3a0-6f269805a07e",""
277,266,"motorcycle","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,461,1,"motorcycle",,"","",True,,380,2022-07-28 17:59:36.456,2016-07-20 20:51:45.163,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"cba7898a-dbd6-452b-9db6-54a1ffb9be8c",""
