ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
10,1,"DateTableTemplate_73b26e62-fd06-49d1-a8d4-9926b5679c8e","","",True,43,2022-07-28 17:59:36.456,2016-07-20 20:36:50.676,2,False,True,,0,,,False,"7d8892e7-354b-409e-aac3-6d8772713d88",""
266,1,"WomenHealth","","",False,424,2022-07-28 17:59:36.456,2016-08-23 22:21:37.510,0,False,False,,0,,,False,"7e812f0b-84ef-4105-95ff-adbea1365741",""
13363,1,"Locations","","",False,13380,2022-07-28 17:59:36.456,2016-08-24 01:06:38.246,0,False,False,,0,,,False,"04e7bb50-c66f-4b99-a507-21b60a19a83d",""
14795,1,"DataProfile","","",False,14818,2022-07-28 17:59:36.456,2016-08-23 23:41:45.466,0,False,False,,0,,,False,"8f8a0ea2-6b68-49cf-8a5e-934115386490",""
18160,1,"Dataset","","",False,18315,2022-07-28 17:59:36.456,2016-08-23 14:02:21.833,0,False,False,,0,,,False,"3a8a8d0d-ea83-4561-b7c5-1b1e9349e0a4",""
21472,1,"Stats","","",False,21486,2022-07-28 17:59:36.456,2016-08-23 15:50:36.156,0,False,False,,0,,,False,"74a96816-c921-4c96-ac89-c8e58d3a4288",""
21572,1,"Leaderboard","","",False,21643,2022-07-28 17:59:36.456,2016-10-25 09:49:47.526,0,False,False,,0,,,False,"9ac15c41-d3fa-453f-8610-4b3a8b3c4717",""
22073,1,"RankLeader","","",False,22144,2022-07-28 17:59:36.456,2016-10-25 09:49:47.753,0,False,False,,0,,,False,"ee328b52-0c2f-4423-811c-f77085684d3e",""
24067,1,"LocalDateTable_533eb48c-b97c-4dfd-b3d9-d6495ae00300","","",True,24124,2022-07-28 17:59:36.456,2016-08-23 16:04:56.803,2,True,False,,0,,,False,"2db03d43-2fa9-422e-9d64-e6cba702f6a2",""
24177,1,"LocalDateTable_aa18643c-dd29-4495-a13f-dfb8364a3de9","","",True,24233,2022-07-28 17:59:36.456,2016-08-23 16:04:56.970,2,True,False,,0,,,False,"99f88425-c645-40ed-aa9e-4dfe6c7211dc",""
57991,1,"Leaderboard-Public","","",False,58065,2022-07-28 17:59:36.456,2016-10-24 21:23:35.910,0,False,False,,0,,,False,"ca1e2931-ede9-4199-ab67-4a6d532f5257",""
57994,1,"LocalDateTable_2f335fcf-40d3-494e-94ef-9229fe9bc263","","",True,58067,2022-07-28 17:59:36.456,2016-10-24 14:24:52.336,2,True,False,,0,,,False,"a0e4fc91-b641-4e0a-8c3b-83e7a2db3e78",""
