Source.Name,OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
"AdventureWorks-Sales-2016.csv",2016-01-03 00:00:00.000,2002-09-06 00:00:00.000,"SO48819",352,13622,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-13 00:00:00.000,2002-09-19 00:00:00.000,"SO48901",352,13960,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-14 00:00:00.000,2002-09-22 00:00:00.000,"SO48909",352,13953,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-16 00:00:00.000,2002-10-23 00:00:00.000,"SO48929",352,13526,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-17 00:00:00.000,2002-12-17 00:00:00.000,"SO48936",352,13644,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-17 00:00:00.000,2002-11-26 00:00:00.000,"SO48937",352,13529,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-18 00:00:00.000,2002-11-25 00:00:00.000,"SO48943",352,13973,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-19 00:00:00.000,2002-12-27 00:00:00.000,"SO48947",352,13957,9,1,1
"AdventureWorks-Sales-2016.csv",2016-01-28 00:00:00.000,2002-10-13 00:00:00.000,"SO49015",352,13965,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-01 00:00:00.000,2002-11-25 00:00:00.000,"SO49173",352,14047,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-04 00:00:00.000,2003-01-11 00:00:00.000,"SO49204",352,14103,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-05 00:00:00.000,2002-11-23 00:00:00.000,"SO49220",352,14032,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-07 00:00:00.000,2003-01-09 00:00:00.000,"SO49240",352,14058,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-12 00:00:00.000,2003-01-02 00:00:00.000,"SO49283",352,14220,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-14 00:00:00.000,2002-10-28 00:00:00.000,"SO49308",352,14128,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-17 00:00:00.000,2002-11-30 00:00:00.000,"SO49332",352,14063,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-18 00:00:00.000,2002-12-29 00:00:00.000,"SO49344",352,14048,9,1,1
"AdventureWorks-Sales-2016.csv",2016-02-25 00:00:00.000,2002-12-06 00:00:00.000,"SO49418",352,14030,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-08 00:00:00.000,2002-12-22 00:00:00.000,"SO49621",352,14348,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-08 00:00:00.000,2003-01-02 00:00:00.000,"SO49618",352,14306,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-08 00:00:00.000,2003-01-08 00:00:00.000,"SO49622",352,14668,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-12 00:00:00.000,2002-12-22 00:00:00.000,"SO49651",352,14670,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-12 00:00:00.000,2003-02-24 00:00:00.000,"SO49653",352,15014,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-18 00:00:00.000,2002-12-26 00:00:00.000,"SO49709",352,14300,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-19 00:00:00.000,2002-11-27 00:00:00.000,"SO49722",352,14264,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-27 00:00:00.000,2003-01-29 00:00:00.000,"SO49775",352,14235,9,1,1
"AdventureWorks-Sales-2016.csv",2016-03-29 00:00:00.000,2003-01-21 00:00:00.000,"SO49793",352,14671,9,1,1
"AdventureWorks-Sales-2016.csv",2016-04-04 00:00:00.000,2002-12-25 00:00:00.000,"SO49933",352,15169,9,1,1
"AdventureWorks-Sales-2016.csv",2016-04-11 00:00:00.000,2003-01-24 00:00:00.000,"SO50001",352,15183,9,1,1
"AdventureWorks-Sales-2016.csv",2016-04-20 00:00:00.000,2003-01-09 00:00:00.000,"SO50094",352,15184,9,1,1
"AdventureWorks-Sales-2016.csv",2016-04-24 00:00:00.000,2003-01-12 00:00:00.000,"SO50120",352,15040,9,1,1
"AdventureWorks-Sales-2016.csv",2016-04-25 00:00:00.000,2003-03-14 00:00:00.000,"SO50139",352,15182,9,1,1
"AdventureWorks-Sales-2016.csv",2016-04-27 00:00:00.000,2003-02-05 00:00:00.000,"SO50158",352,15133,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-01 00:00:00.000,2003-04-13 00:00:00.000,"SO50333",352,15580,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-03 00:00:00.000,2003-04-17 00:00:00.000,"SO50357",352,15643,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-03 00:00:00.000,2003-03-31 00:00:00.000,"SO50355",352,15268,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-04 00:00:00.000,2003-03-04 00:00:00.000,"SO50369",352,15642,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-08 00:00:00.000,2003-02-11 00:00:00.000,"SO50422",352,15223,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-11 00:00:00.000,2003-04-07 00:00:00.000,"SO50449",352,15435,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-14 00:00:00.000,2003-04-20 00:00:00.000,"SO50483",352,15578,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-15 00:00:00.000,2003-02-27 00:00:00.000,"SO50490",352,15226,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-16 00:00:00.000,2003-02-23 00:00:00.000,"SO50499",352,15214,9,1,1
"AdventureWorks-Sales-2016.csv",2016-05-26 00:00:00.000,2003-03-22 00:00:00.000,"SO50593",352,15266,9,1,1
"AdventureWorks-Sales-2016.csv",2016-06-10 00:00:00.000,2003-02-25 00:00:00.000,"SO50871",352,16027,9,1,1
"AdventureWorks-Sales-2016.csv",2016-06-10 00:00:00.000,2003-03-02 00:00:00.000,"SO50870",352,15764,9,1,1
"AdventureWorks-Sales-2016.csv",2016-06-12 00:00:00.000,2003-03-01 00:00:00.000,"SO50893",352,16028,9,1,1
"AdventureWorks-Sales-2016.csv",2016-06-13 00:00:00.000,2003-04-02 00:00:00.000,"SO50901",352,15833,9,1,1
"AdventureWorks-Sales-2016.csv",2016-06-24 00:00:00.000,2003-04-23 00:00:00.000,"SO51018",352,15751,9,1,1
"AdventureWorks-Sales-2016.csv",2016-06-28 00:00:00.000,2003-03-10 00:00:00.000,"SO51059",352,15734,9,1,1
"AdventureWorks-Sales-2016.csv",2016-06-28 00:00:00.000,2003-03-01 00:00:00.000,"SO51060",352,15756,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-03 00:00:00.000,2003-05-16 00:00:00.000,"SO51217",352,11449,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-04 00:00:00.000,2003-06-01 00:00:00.000,"SO51239",352,11076,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-08 00:00:00.000,2003-05-07 00:00:00.000,"SO51293",352,11060,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-16 00:00:00.000,2003-03-19 00:00:00.000,"SO51432",352,11092,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-17 00:00:00.000,2003-03-27 00:00:00.000,"SO51447",352,11107,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-20 00:00:00.000,2003-04-11 00:00:00.000,"SO51492",352,11018,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-20 00:00:00.000,2003-05-01 00:00:00.000,"SO51493",352,11001,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-22 00:00:00.000,2003-04-12 00:00:00.000,"SO51522",352,11000,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-29 00:00:00.000,2003-06-17 00:00:00.000,"SO51652",352,11450,9,1,1
"AdventureWorks-Sales-2016.csv",2016-07-30 00:00:00.000,2003-07-15 00:00:00.000,"SO51668",352,11101,9,1,1
"AdventureWorks-Sales-2016.csv",2016-08-07 00:00:00.000,2003-07-10 00:00:00.000,"SO52207",352,11056,9,1,1
"AdventureWorks-Sales-2016.csv",2016-08-08 00:00:00.000,2003-04-20 00:00:00.000,"SO52271",352,11055,9,1,1
"AdventureWorks-Sales-2016.csv",2016-09-03 00:00:00.000,2003-05-06 00:00:00.000,"SO53768",352,11754,9,1,1
"AdventureWorks-Sales-2016.csv",2016-09-05 00:00:00.000,2003-05-18 00:00:00.000,"SO53865",352,11768,9,1,1
"AdventureWorks-Sales-2016.csv",2016-09-05 00:00:00.000,2003-08-02 00:00:00.000,"SO53866",352,11915,9,1,1
"AdventureWorks-Sales-2016.csv",2016-09-09 00:00:00.000,2003-07-29 00:00:00.000,"SO54097",352,11900,9,1,1
"AdventureWorks-Sales-2016.csv",2016-09-12 00:00:00.000,2003-07-02 00:00:00.000,"SO54241",352,11952,9,1,1
