ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
337,1,"8a1a4f05-7a33-453e-8490-b2cc80f581d8",True,1,1,2,False,331,340,2,334,341,1,1,479,,2019-02-01 18:23:29.363,2019-02-01 18:23:29.363,1
1309,1,"3f343e70-a3ee-4d46-a384-dea5e15b805d",True,1,1,2,False,1303,1311,2,1306,1312,1,1,1418,,2019-02-08 14:27:01.020,2019-02-08 14:27:01.020,1
2343,1,"5a248694-4ae5-43a8-b669-91d06e407be6",True,1,1,2,False,2282,2333,2,2340,2344,1,1,2426,,2019-02-08 17:33:15.910,2019-02-08 17:33:15.910,1
2680,1,"8b7dae45-eea7-4b05-ac2a-3d46d92418f2",True,1,1,1,False,1743,1756,2,2282,2333,1,1,2681,,2019-02-08 17:46:03.236,2019-02-08 17:46:03.236,1
3285,1,"2dd5f4f0-de35-4bfa-a272-cca23dbede4a",True,1,2,1,False,3201,3205,1,3108,3112,1,1,3286,3288,2019-02-09 16:28:33.733,2019-02-09 16:28:33.733,1
3330,1,"73e119e1-5505-4e61-8cd2-b2150020ff20",True,1,1,2,False,3321,3334,2,3324,3335,1,1,3537,,2019-02-09 19:04:06.093,2019-02-09 19:04:06.093,1
3331,1,"c16c1d5b-e741-4d59-b6fc-4741580e4a9c",True,1,1,2,False,3321,3342,2,3327,3343,1,1,3539,,2019-02-09 19:04:06.086,2019-02-09 19:04:06.086,1
5393,1,"8af24b06-5120-46b6-ad03-a3babd637c37",True,1,1,2,False,4086,4137,2,5384,5396,1,1,5644,,2019-02-11 02:11:54.056,2019-02-11 02:16:06.416,1
5394,1,"321b56dc-884b-4a8b-bbe1-6a8ce275052c",True,1,1,2,False,4086,5358,2,5387,5403,1,1,5646,,2019-02-11 02:11:54.050,2019-02-11 02:16:06.400,1
5395,1,"8bc91605-6a21-48a9-b9f3-2ff577bbfa64",True,1,1,2,False,4086,5360,2,5390,5410,1,1,5648,,2019-02-11 02:11:54.040,2019-02-11 02:16:06.410,1
6422,1,"b4bd404c-b332-4f52-9cd9-76ebbf529e24",True,1,1,2,False,6416,6425,2,6419,6426,1,1,6547,,2019-02-09 23:12:36.766,2019-02-09 23:12:36.766,1
7436,1,"2a93a3ca-6d32-4514-aa1a-d4ab0bb1f6ac",True,1,2,1,False,7352,7356,2,7304,7308,1,1,7437,,2019-02-10 16:05:02.023,2019-02-10 16:02:38.516,1
7545,1,"e9ec0d75-43bc-4c91-bac3-217758333dcf",True,1,2,1,False,7352,7357,2,7453,7457,1,1,7546,,2019-02-10 16:04:53.546,2019-02-10 16:04:45.146,1
7571,1,"92037bef-be69-40d4-82d5-189e8604a3db",True,1,1,2,False,7565,7577,2,7568,7578,1,1,7712,,2019-02-10 18:22:46.030,2019-02-10 18:22:46.030,1
8183,1,"72c3d3a7-0ae6-49db-ad37-692860492954",True,1,1,2,False,8174,8188,2,8177,8189,1,1,8398,,2019-02-10 20:41:28.710,2019-02-10 20:41:28.710,1
8184,1,"45f031e2-0981-41c2-92fd-8a4b3c8636c7",True,1,1,2,False,8174,8196,2,8180,8197,1,1,8400,,2019-02-10 20:41:28.710,2019-02-10 20:41:28.710,1
10173,1,"8e45c888-170f-4aeb-a552-189117491d07",True,1,1,2,False,10164,10178,2,10167,10179,1,1,10380,,2019-02-11 02:11:52.993,2019-02-11 18:03:14.606,1
10174,1,"a87fbcf5-e129-4a0f-975f-8894f4cf2be5",True,1,1,2,False,10164,10186,2,10170,10187,1,1,10382,,2019-02-11 02:11:52.986,2019-02-11 18:03:14.606,1
12874,1,"c2865b51-e3c4-4f27-adf9-f2ee4488d1f9",True,1,1,2,False,12813,12864,2,12871,12875,1,1,12957,,2019-02-11 02:15:20.116,2019-02-11 02:15:20.116,1
13265,1,"105800de-f429-4489-a8fb-3d7941b993d9",True,1,1,2,False,13204,13255,2,13262,13266,1,1,13348,,2019-02-11 02:15:48.006,2019-02-11 02:15:48.006,1
14303,1,"c281d6d8-c6f9-4a44-aac8-813c655a5d00",True,1,1,2,False,14294,14307,2,14297,14308,1,1,14502,,2019-02-11 16:00:44.453,2019-02-11 16:00:44.453,1
14304,1,"02dc3788-1138-49ed-ab3a-bdb5be59b351",True,1,1,2,False,14294,14315,2,14300,14316,1,1,14504,,2019-02-11 16:00:44.446,2019-02-11 16:00:44.446,1
19015,1,"1f455664-69e2-4f7e-a317-68b09dc64c64",True,1,1,2,False,19009,19018,2,19012,19019,1,1,19132,,2019-02-12 17:07:41.463,2019-02-12 17:07:41.463,1
20038,1,"4a90bd83-56b3-4060-af74-95b6e7862ef1",True,1,1,2,False,9332,9383,2,20032,20040,1,1,20200,,2019-02-12 19:55:35.856,2019-02-12 19:55:35.856,1
20039,1,"bf672d49-4b4b-410f-b0f7-6858cbb8e155",True,1,1,2,False,9733,9784,2,20035,20047,1,1,20202,,2019-02-12 20:01:41.196,2022-06-11 11:35:05.973,1
23439,1,"198c8bb4-e9e7-4f33-a82d-fbb1b49ff7ac",True,1,2,1,False,19482,19490,2,9332,9383,1,1,23440,,2019-02-12 20:01:54.206,2019-02-12 20:01:41.173,1
