.DATA,ANO,MES_NUM,MES_NOME,DIA,TRIMESTRE
2000-01-01 00:00:00.000,2000,1,"janeiro",1,"Trim 1"
2000-01-02 00:00:00.000,2000,1,"janeiro",2,"Trim 1"
2000-01-03 00:00:00.000,2000,1,"janeiro",3,"Trim 1"
2000-01-04 00:00:00.000,2000,1,"janeiro",4,"Trim 1"
2000-01-05 00:00:00.000,2000,1,"janeiro",5,"Trim 1"
2000-01-06 00:00:00.000,2000,1,"janeiro",6,"Trim 1"
2000-01-07 00:00:00.000,2000,1,"janeiro",7,"Trim 1"
2000-01-08 00:00:00.000,2000,1,"janeiro",8,"Trim 1"
2000-01-09 00:00:00.000,2000,1,"janeiro",9,"Trim 1"
2000-01-10 00:00:00.000,2000,1,"janeiro",10,"Trim 1"
2000-01-11 00:00:00.000,2000,1,"janeiro",11,"Trim 1"
2000-01-12 00:00:00.000,2000,1,"janeiro",12,"Trim 1"
2000-01-13 00:00:00.000,2000,1,"janeiro",13,"Trim 1"
2000-01-14 00:00:00.000,2000,1,"janeiro",14,"Trim 1"
2000-01-15 00:00:00.000,2000,1,"janeiro",15,"Trim 1"
2000-01-16 00:00:00.000,2000,1,"janeiro",16,"Trim 1"
2000-01-17 00:00:00.000,2000,1,"janeiro",17,"Trim 1"
2000-01-18 00:00:00.000,2000,1,"janeiro",18,"Trim 1"
2000-01-19 00:00:00.000,2000,1,"janeiro",19,"Trim 1"
2000-01-20 00:00:00.000,2000,1,"janeiro",20,"Trim 1"
2000-01-21 00:00:00.000,2000,1,"janeiro",21,"Trim 1"
2000-01-22 00:00:00.000,2000,1,"janeiro",22,"Trim 1"
2000-01-23 00:00:00.000,2000,1,"janeiro",23,"Trim 1"
2000-01-24 00:00:00.000,2000,1,"janeiro",24,"Trim 1"
2000-01-25 00:00:00.000,2000,1,"janeiro",25,"Trim 1"
2000-01-26 00:00:00.000,2000,1,"janeiro",26,"Trim 1"
2000-01-27 00:00:00.000,2000,1,"janeiro",27,"Trim 1"
2000-01-28 00:00:00.000,2000,1,"janeiro",28,"Trim 1"
2000-01-29 00:00:00.000,2000,1,"janeiro",29,"Trim 1"
2000-01-30 00:00:00.000,2000,1,"janeiro",30,"Trim 1"
2000-01-31 00:00:00.000,2000,1,"janeiro",31,"Trim 1"
2000-02-01 00:00:00.000,2000,2,"fevereiro",1,"Trim 1"
2000-02-02 00:00:00.000,2000,2,"fevereiro",2,"Trim 1"
2000-02-03 00:00:00.000,2000,2,"fevereiro",3,"Trim 1"
2000-02-04 00:00:00.000,2000,2,"fevereiro",4,"Trim 1"
2000-02-05 00:00:00.000,2000,2,"fevereiro",5,"Trim 1"
2000-02-06 00:00:00.000,2000,2,"fevereiro",6,"Trim 1"
2000-02-07 00:00:00.000,2000,2,"fevereiro",7,"Trim 1"
2000-02-08 00:00:00.000,2000,2,"fevereiro",8,"Trim 1"
2000-02-09 00:00:00.000,2000,2,"fevereiro",9,"Trim 1"
2000-02-10 00:00:00.000,2000,2,"fevereiro",10,"Trim 1"
2000-02-11 00:00:00.000,2000,2,"fevereiro",11,"Trim 1"
2000-02-12 00:00:00.000,2000,2,"fevereiro",12,"Trim 1"
2000-02-13 00:00:00.000,2000,2,"fevereiro",13,"Trim 1"
2000-02-14 00:00:00.000,2000,2,"fevereiro",14,"Trim 1"
2000-02-15 00:00:00.000,2000,2,"fevereiro",15,"Trim 1"
2000-02-16 00:00:00.000,2000,2,"fevereiro",16,"Trim 1"
2000-02-17 00:00:00.000,2000,2,"fevereiro",17,"Trim 1"
2000-02-18 00:00:00.000,2000,2,"fevereiro",18,"Trim 1"
2000-02-19 00:00:00.000,2000,2,"fevereiro",19,"Trim 1"
2000-02-20 00:00:00.000,2000,2,"fevereiro",20,"Trim 1"
2000-02-21 00:00:00.000,2000,2,"fevereiro",21,"Trim 1"
2000-02-22 00:00:00.000,2000,2,"fevereiro",22,"Trim 1"
2000-02-23 00:00:00.000,2000,2,"fevereiro",23,"Trim 1"
2000-02-24 00:00:00.000,2000,2,"fevereiro",24,"Trim 1"
2000-02-25 00:00:00.000,2000,2,"fevereiro",25,"Trim 1"
2000-02-26 00:00:00.000,2000,2,"fevereiro",26,"Trim 1"
2000-02-27 00:00:00.000,2000,2,"fevereiro",27,"Trim 1"
2000-02-28 00:00:00.000,2000,2,"fevereiro",28,"Trim 1"
2000-02-29 00:00:00.000,2000,2,"fevereiro",29,"Trim 1"
2000-03-01 00:00:00.000,2000,3,"março",1,"Trim 1"
2000-03-02 00:00:00.000,2000,3,"março",2,"Trim 1"
2000-03-03 00:00:00.000,2000,3,"março",3,"Trim 1"
2000-03-04 00:00:00.000,2000,3,"março",4,"Trim 1"
2000-03-05 00:00:00.000,2000,3,"março",5,"Trim 1"
2000-03-06 00:00:00.000,2000,3,"março",6,"Trim 1"
2000-03-07 00:00:00.000,2000,3,"março",7,"Trim 1"
2000-03-08 00:00:00.000,2000,3,"março",8,"Trim 1"
2000-03-09 00:00:00.000,2000,3,"março",9,"Trim 1"
2000-03-10 00:00:00.000,2000,3,"março",10,"Trim 1"
2000-03-11 00:00:00.000,2000,3,"março",11,"Trim 1"
2000-03-12 00:00:00.000,2000,3,"março",12,"Trim 1"
2000-03-13 00:00:00.000,2000,3,"março",13,"Trim 1"
2000-03-14 00:00:00.000,2000,3,"março",14,"Trim 1"
2000-03-15 00:00:00.000,2000,3,"março",15,"Trim 1"
2000-03-16 00:00:00.000,2000,3,"março",16,"Trim 1"
2000-03-17 00:00:00.000,2000,3,"março",17,"Trim 1"
2000-03-18 00:00:00.000,2000,3,"março",18,"Trim 1"
2000-03-19 00:00:00.000,2000,3,"março",19,"Trim 1"
2000-03-20 00:00:00.000,2000,3,"março",20,"Trim 1"
2000-03-21 00:00:00.000,2000,3,"março",21,"Trim 1"
2000-03-22 00:00:00.000,2000,3,"março",22,"Trim 1"
2000-03-23 00:00:00.000,2000,3,"março",23,"Trim 1"
2000-03-24 00:00:00.000,2000,3,"março",24,"Trim 1"
2000-03-25 00:00:00.000,2000,3,"março",25,"Trim 1"
2000-03-26 00:00:00.000,2000,3,"março",26,"Trim 1"
2000-03-27 00:00:00.000,2000,3,"março",27,"Trim 1"
2000-03-28 00:00:00.000,2000,3,"março",28,"Trim 1"
2000-03-29 00:00:00.000,2000,3,"março",29,"Trim 1"
2000-03-30 00:00:00.000,2000,3,"março",30,"Trim 1"
2000-03-31 00:00:00.000,2000,3,"março",31,"Trim 1"
2000-04-01 00:00:00.000,2000,4,"abril",1,"Trim 2"
2000-04-02 00:00:00.000,2000,4,"abril",2,"Trim 2"
2000-04-03 00:00:00.000,2000,4,"abril",3,"Trim 2"
2000-04-04 00:00:00.000,2000,4,"abril",4,"Trim 2"
2000-04-05 00:00:00.000,2000,4,"abril",5,"Trim 2"
2000-04-06 00:00:00.000,2000,4,"abril",6,"Trim 2"
2000-04-07 00:00:00.000,2000,4,"abril",7,"Trim 2"
2000-04-08 00:00:00.000,2000,4,"abril",8,"Trim 2"
2000-04-09 00:00:00.000,2000,4,"abril",9,"Trim 2"
2000-04-10 00:00:00.000,2000,4,"abril",10,"Trim 2"
2000-04-11 00:00:00.000,2000,4,"abril",11,"Trim 2"
2000-04-12 00:00:00.000,2000,4,"abril",12,"Trim 2"
2000-04-13 00:00:00.000,2000,4,"abril",13,"Trim 2"
2000-04-14 00:00:00.000,2000,4,"abril",14,"Trim 2"
2000-04-15 00:00:00.000,2000,4,"abril",15,"Trim 2"
2000-04-16 00:00:00.000,2000,4,"abril",16,"Trim 2"
2000-04-17 00:00:00.000,2000,4,"abril",17,"Trim 2"
2000-04-18 00:00:00.000,2000,4,"abril",18,"Trim 2"
2000-04-19 00:00:00.000,2000,4,"abril",19,"Trim 2"
2000-04-20 00:00:00.000,2000,4,"abril",20,"Trim 2"
2000-04-21 00:00:00.000,2000,4,"abril",21,"Trim 2"
2000-04-22 00:00:00.000,2000,4,"abril",22,"Trim 2"
2000-04-23 00:00:00.000,2000,4,"abril",23,"Trim 2"
2000-04-24 00:00:00.000,2000,4,"abril",24,"Trim 2"
2000-04-25 00:00:00.000,2000,4,"abril",25,"Trim 2"
2000-04-26 00:00:00.000,2000,4,"abril",26,"Trim 2"
2000-04-27 00:00:00.000,2000,4,"abril",27,"Trim 2"
2000-04-28 00:00:00.000,2000,4,"abril",28,"Trim 2"
2000-04-29 00:00:00.000,2000,4,"abril",29,"Trim 2"
2000-04-30 00:00:00.000,2000,4,"abril",30,"Trim 2"
2000-05-01 00:00:00.000,2000,5,"maio",1,"Trim 2"
2000-05-02 00:00:00.000,2000,5,"maio",2,"Trim 2"
2000-05-03 00:00:00.000,2000,5,"maio",3,"Trim 2"
2000-05-04 00:00:00.000,2000,5,"maio",4,"Trim 2"
2000-05-05 00:00:00.000,2000,5,"maio",5,"Trim 2"
2000-05-06 00:00:00.000,2000,5,"maio",6,"Trim 2"
2000-05-07 00:00:00.000,2000,5,"maio",7,"Trim 2"
2000-05-08 00:00:00.000,2000,5,"maio",8,"Trim 2"
2000-05-09 00:00:00.000,2000,5,"maio",9,"Trim 2"
2000-05-10 00:00:00.000,2000,5,"maio",10,"Trim 2"
2000-05-11 00:00:00.000,2000,5,"maio",11,"Trim 2"
2000-05-12 00:00:00.000,2000,5,"maio",12,"Trim 2"
2000-05-13 00:00:00.000,2000,5,"maio",13,"Trim 2"
2000-05-14 00:00:00.000,2000,5,"maio",14,"Trim 2"
2000-05-15 00:00:00.000,2000,5,"maio",15,"Trim 2"
2000-05-16 00:00:00.000,2000,5,"maio",16,"Trim 2"
2000-05-17 00:00:00.000,2000,5,"maio",17,"Trim 2"
2000-05-18 00:00:00.000,2000,5,"maio",18,"Trim 2"
2000-05-19 00:00:00.000,2000,5,"maio",19,"Trim 2"
2000-05-20 00:00:00.000,2000,5,"maio",20,"Trim 2"
2000-05-21 00:00:00.000,2000,5,"maio",21,"Trim 2"
2000-05-22 00:00:00.000,2000,5,"maio",22,"Trim 2"
2000-05-23 00:00:00.000,2000,5,"maio",23,"Trim 2"
2000-05-24 00:00:00.000,2000,5,"maio",24,"Trim 2"
2000-05-25 00:00:00.000,2000,5,"maio",25,"Trim 2"
2000-05-26 00:00:00.000,2000,5,"maio",26,"Trim 2"
2000-05-27 00:00:00.000,2000,5,"maio",27,"Trim 2"
2000-05-28 00:00:00.000,2000,5,"maio",28,"Trim 2"
2000-05-29 00:00:00.000,2000,5,"maio",29,"Trim 2"
2000-05-30 00:00:00.000,2000,5,"maio",30,"Trim 2"
2000-05-31 00:00:00.000,2000,5,"maio",31,"Trim 2"
2000-06-01 00:00:00.000,2000,6,"junho",1,"Trim 2"
2000-06-02 00:00:00.000,2000,6,"junho",2,"Trim 2"
2000-06-03 00:00:00.000,2000,6,"junho",3,"Trim 2"
2000-06-04 00:00:00.000,2000,6,"junho",4,"Trim 2"
2000-06-05 00:00:00.000,2000,6,"junho",5,"Trim 2"
2000-06-06 00:00:00.000,2000,6,"junho",6,"Trim 2"
2000-06-07 00:00:00.000,2000,6,"junho",7,"Trim 2"
2000-06-08 00:00:00.000,2000,6,"junho",8,"Trim 2"
2000-06-09 00:00:00.000,2000,6,"junho",9,"Trim 2"
2000-06-10 00:00:00.000,2000,6,"junho",10,"Trim 2"
2000-06-11 00:00:00.000,2000,6,"junho",11,"Trim 2"
2000-06-12 00:00:00.000,2000,6,"junho",12,"Trim 2"
2000-06-13 00:00:00.000,2000,6,"junho",13,"Trim 2"
2000-06-14 00:00:00.000,2000,6,"junho",14,"Trim 2"
2000-06-15 00:00:00.000,2000,6,"junho",15,"Trim 2"
2000-06-16 00:00:00.000,2000,6,"junho",16,"Trim 2"
2000-06-17 00:00:00.000,2000,6,"junho",17,"Trim 2"
2000-06-18 00:00:00.000,2000,6,"junho",18,"Trim 2"
2000-06-19 00:00:00.000,2000,6,"junho",19,"Trim 2"
2000-06-20 00:00:00.000,2000,6,"junho",20,"Trim 2"
2000-06-21 00:00:00.000,2000,6,"junho",21,"Trim 2"
2000-06-22 00:00:00.000,2000,6,"junho",22,"Trim 2"
2000-06-23 00:00:00.000,2000,6,"junho",23,"Trim 2"
2000-06-24 00:00:00.000,2000,6,"junho",24,"Trim 2"
2000-06-25 00:00:00.000,2000,6,"junho",25,"Trim 2"
2000-06-26 00:00:00.000,2000,6,"junho",26,"Trim 2"
2000-06-27 00:00:00.000,2000,6,"junho",27,"Trim 2"
2000-06-28 00:00:00.000,2000,6,"junho",28,"Trim 2"
2000-06-29 00:00:00.000,2000,6,"junho",29,"Trim 2"
2000-06-30 00:00:00.000,2000,6,"junho",30,"Trim 2"
