transaction_date,stock_date,product_id,customer_id,store_id,quantity
1998-02-02 00:00:00.000,1998-01-26 00:00:00.000,148,4557,22,1
1998-06-21 00:00:00.000,1998-06-18 00:00:00.000,988,9522,7,2
1998-02-19 00:00:00.000,1998-02-12 00:00:00.000,113,2511,17,3
1998-07-21 00:00:00.000,1998-07-16 00:00:00.000,1488,8932,21,3
1998-03-09 00:00:00.000,1998-03-06 00:00:00.000,1255,5721,15,3
1998-08-29 00:00:00.000,1998-08-25 00:00:00.000,29,2329,10,3
1998-11-14 00:00:00.000,1998-11-11 00:00:00.000,247,10231,7,2
1998-02-20 00:00:00.000,1998-02-18 00:00:00.000,591,7440,19,2
1998-12-03 00:00:00.000,1998-11-29 00:00:00.000,204,4285,8,4
1998-03-17 00:00:00.000,1998-03-16 00:00:00.000,676,3114,6,3
1998-04-18 00:00:00.000,1998-04-11 00:00:00.000,1064,3357,24,3
1998-11-11 00:00:00.000,1998-11-08 00:00:00.000,837,7836,12,5
1998-11-29 00:00:00.000,1998-11-25 00:00:00.000,643,2525,13,3
1998-12-17 00:00:00.000,1998-12-15 00:00:00.000,377,6570,11,3
1998-05-27 00:00:00.000,1998-05-21 00:00:00.000,982,4913,8,2
1998-09-24 00:00:00.000,1998-09-17 00:00:00.000,1242,8241,17,3
1998-05-04 00:00:00.000,1998-05-02 00:00:00.000,1041,7745,1,4
1998-01-22 00:00:00.000,1998-01-18 00:00:00.000,1108,7556,17,4
1998-07-19 00:00:00.000,1998-07-12 00:00:00.000,412,564,12,4
1998-05-05 00:00:00.000,1998-05-01 00:00:00.000,614,5767,21,4
1998-03-16 00:00:00.000,1998-03-12 00:00:00.000,761,8794,17,4
1998-10-02 00:00:00.000,1998-09-29 00:00:00.000,1537,5208,7,4
1998-09-07 00:00:00.000,1998-09-01 00:00:00.000,518,5099,4,3
1998-03-11 00:00:00.000,1998-03-06 00:00:00.000,522,4225,12,3
1998-03-10 00:00:00.000,1998-03-07 00:00:00.000,1381,5216,3,3
