transaction_date,stock_date,product_id,customer_id,store_id,quantity,retail_price,transaction_total,Store-Lookup.grocery_sqft,dollar_per_sqft
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,879,169,13,3,1.11,3.33,18670,0.000178361
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,237,3305,13,3,2.68,8.04,18670,0.000430637
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,499,2617,13,3,2.96,8.88,18670,0.000475629
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,106,3759,13,3,2.96,8.88,18670,0.000475629
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1071,3759,13,3,2.64,7.92,18670,0.00042421
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,725,1366,13,3,1.49,4.47,18670,0.000239422
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,694,1991,13,3,2.95,8.85,18670,0.000474022
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,966,1991,13,3,2.49,7.47,18670,0.000400107
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1332,950,13,3,0.69,2.07,18670,0.000110873
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,198,178,13,3,0.92,2.76,18670,0.000147831
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1435,9501,13,3,2.72,8.16,18670,0.000437065
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,812,7416,13,3,3.34,10.02,18670,0.00053669
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,623,3548,13,3,1.8,5.4,18670,0.000289234
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,106,1954,13,3,2.96,8.88,18670,0.000475629
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,765,1954,13,3,1.92,5.76,18670,0.000308516
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1163,1429,13,3,0.82,2.46,18670,0.000131762
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,529,3979,13,3,2.19,6.57,18670,0.000351901
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,58,7359,13,3,2.31,6.93,18670,0.000371184
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,294,1429,13,3,1.32,3.96,18670,0.000212105
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,198,6713,13,3,0.92,2.76,18670,0.000147831
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,497,5855,13,3,1.87,5.61,18670,0.000300482
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,952,6686,13,3,2.91,8.73,18670,0.000467595
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,690,6686,13,3,1.44,4.32,18670,0.000231387
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,832,545,13,3,3.24,9.72,18670,0.000520621
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,721,1954,13,3,2.26,6.78,18670,0.000363149
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1374,4342,13,3,2.89,8.67,18670,0.000464381
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1374,790,13,3,2.89,8.67,18670,0.000464381
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,765,1468,13,3,1.92,5.76,18670,0.000308516
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1550,9286,13,3,1.81,5.43,18670,0.000290841
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,464,9495,13,3,3.56,10.68,18670,0.000572041
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1156,950,13,3,1.82,5.46,18670,0.000292448
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,427,7496,13,3,2.14,6.42,18670,0.000343867
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1156,5610,13,3,1.82,5.46,18670,0.000292448
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1339,5610,13,3,1.31,3.93,18670,0.000210498
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,1019,446,13,3,3.74,11.22,18670,0.000600964
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,922,3360,13,3,2.59,7.77,18670,0.000416176
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,455,8367,13,3,1.68,5.04,18670,0.000269952
1997-07-27 00:00:00.000,1997-07-25 00:00:00.000,954,1718,13,3,1.74,5.22,18670,0.000279593
