Date,Value
2019-01-01 00:00:00.000,57
2019-01-02 00:00:00.000,113
2019-01-03 00:00:00.000,175
2019-01-04 00:00:00.000,198
2019-01-05 00:00:00.000,78
2019-01-06 00:00:00.000,250
2019-01-07 00:00:00.000,294
2019-01-08 00:00:00.000,151
2019-01-09 00:00:00.000,255
2019-01-10 00:00:00.000,224
2019-01-11 00:00:00.000,285
2019-01-12 00:00:00.000,162
2019-01-13 00:00:00.000,218
2019-01-14 00:00:00.000,186
2019-01-15 00:00:00.000,214
2019-01-16 00:00:00.000,65
2019-01-17 00:00:00.000,69
2019-01-18 00:00:00.000,267
2019-01-19 00:00:00.000,114
2019-01-20 00:00:00.000,280
2019-01-21 00:00:00.000,69
2019-01-22 00:00:00.000,117
2019-01-23 00:00:00.000,260
2019-01-24 00:00:00.000,246
2019-01-25 00:00:00.000,237
2019-01-26 00:00:00.000,288
2019-01-27 00:00:00.000,253
2019-01-28 00:00:00.000,211
2019-01-29 00:00:00.000,75
2019-01-30 00:00:00.000,165
2019-01-31 00:00:00.000,238
2019-02-01 00:00:00.000,102
2019-02-02 00:00:00.000,181
2019-02-03 00:00:00.000,246
2019-02-04 00:00:00.000,231
2019-02-05 00:00:00.000,148
2019-02-06 00:00:00.000,184
2019-02-07 00:00:00.000,183
2019-02-08 00:00:00.000,156
2019-02-09 00:00:00.000,255
2019-02-10 00:00:00.000,109
2019-02-11 00:00:00.000,50
2019-02-12 00:00:00.000,117
2019-02-13 00:00:00.000,221
2019-02-14 00:00:00.000,96
2019-02-15 00:00:00.000,55
2019-02-16 00:00:00.000,126
2019-02-17 00:00:00.000,277
2019-02-18 00:00:00.000,189
2019-02-19 00:00:00.000,246
2019-02-20 00:00:00.000,65
2019-02-21 00:00:00.000,210
2019-02-22 00:00:00.000,274
2019-02-23 00:00:00.000,210
2019-02-24 00:00:00.000,266
2019-02-25 00:00:00.000,237
2019-02-26 00:00:00.000,240
2019-02-27 00:00:00.000,150
2019-02-28 00:00:00.000,231
2019-03-01 00:00:00.000,98
2019-03-02 00:00:00.000,109
2019-03-03 00:00:00.000,207
2019-03-04 00:00:00.000,97
2019-03-05 00:00:00.000,202
2019-03-06 00:00:00.000,223
2019-03-07 00:00:00.000,126
2019-03-08 00:00:00.000,104
2019-03-09 00:00:00.000,100
2019-03-10 00:00:00.000,74
2019-03-11 00:00:00.000,89
2019-03-12 00:00:00.000,96
2019-03-13 00:00:00.000,72
2019-03-14 00:00:00.000,145
2019-03-15 00:00:00.000,75
2019-03-16 00:00:00.000,296
2019-03-17 00:00:00.000,64
2019-03-18 00:00:00.000,239
2019-03-19 00:00:00.000,255
2019-03-20 00:00:00.000,257
2019-03-21 00:00:00.000,65
2019-03-22 00:00:00.000,275
2019-03-23 00:00:00.000,170
2019-03-24 00:00:00.000,227
2019-03-25 00:00:00.000,112
2019-03-26 00:00:00.000,176
2019-03-27 00:00:00.000,105
2019-03-28 00:00:00.000,214
2019-03-29 00:00:00.000,296
2019-03-30 00:00:00.000,213
2019-03-31 00:00:00.000,153
2019-04-01 00:00:00.000,218
2019-04-02 00:00:00.000,142
2019-04-03 00:00:00.000,247
2019-04-04 00:00:00.000,104
2019-04-05 00:00:00.000,66
2019-04-06 00:00:00.000,239
2019-04-07 00:00:00.000,241
2019-04-08 00:00:00.000,209
2019-04-09 00:00:00.000,230
2019-04-10 00:00:00.000,181
2019-04-11 00:00:00.000,271
2019-04-12 00:00:00.000,188
2019-04-13 00:00:00.000,205
2019-04-14 00:00:00.000,242
2019-04-15 00:00:00.000,287
2019-04-16 00:00:00.000,51
2019-04-17 00:00:00.000,54
2019-04-18 00:00:00.000,134
2019-04-19 00:00:00.000,256
2019-04-20 00:00:00.000,195
2019-04-21 00:00:00.000,75
2019-04-22 00:00:00.000,152
2019-04-23 00:00:00.000,101
2019-04-24 00:00:00.000,126
2019-04-25 00:00:00.000,81
2019-04-26 00:00:00.000,193
2019-04-27 00:00:00.000,147
2019-04-28 00:00:00.000,243
2019-04-29 00:00:00.000,121
2019-04-30 00:00:00.000,95
2019-05-01 00:00:00.000,103
2019-05-02 00:00:00.000,163
2019-05-03 00:00:00.000,153
2019-05-04 00:00:00.000,109
2019-05-05 00:00:00.000,297
2019-05-06 00:00:00.000,234
2019-05-07 00:00:00.000,263
2019-05-08 00:00:00.000,236
2019-05-09 00:00:00.000,123
2019-05-10 00:00:00.000,196
2019-05-11 00:00:00.000,225
2019-05-12 00:00:00.000,82
2019-05-13 00:00:00.000,168
2019-05-14 00:00:00.000,123
2019-05-15 00:00:00.000,53
2019-05-16 00:00:00.000,232
2019-05-17 00:00:00.000,55
2019-05-18 00:00:00.000,73
2019-05-19 00:00:00.000,197
2019-05-20 00:00:00.000,124
2019-05-21 00:00:00.000,226
2019-05-22 00:00:00.000,79
2019-05-23 00:00:00.000,207
2019-05-24 00:00:00.000,244
2019-05-25 00:00:00.000,146
2019-05-26 00:00:00.000,180
2019-05-27 00:00:00.000,107
2019-05-28 00:00:00.000,272
2019-05-29 00:00:00.000,280
2019-05-30 00:00:00.000,151
2019-05-31 00:00:00.000,240
2019-06-01 00:00:00.000,90
2019-06-02 00:00:00.000,85
2019-06-03 00:00:00.000,221
2019-06-04 00:00:00.000,261
2019-06-05 00:00:00.000,223
2019-06-06 00:00:00.000,135
2019-06-07 00:00:00.000,208
2019-06-08 00:00:00.000,186
2019-06-09 00:00:00.000,93
2019-06-10 00:00:00.000,173
2019-06-11 00:00:00.000,180
2019-06-12 00:00:00.000,61
2019-06-13 00:00:00.000,219
2019-06-14 00:00:00.000,209
2019-06-15 00:00:00.000,210
2019-06-16 00:00:00.000,156
2019-06-17 00:00:00.000,161
2019-06-18 00:00:00.000,162
2019-06-19 00:00:00.000,110
2019-06-20 00:00:00.000,274
2019-06-21 00:00:00.000,281
2019-06-22 00:00:00.000,167
2019-06-23 00:00:00.000,156
2019-06-24 00:00:00.000,81
2019-06-25 00:00:00.000,295
2019-06-26 00:00:00.000,193
2019-06-27 00:00:00.000,216
2019-06-28 00:00:00.000,212
2019-06-29 00:00:00.000,74
2019-06-30 00:00:00.000,83
2019-07-01 00:00:00.000,135
2019-07-02 00:00:00.000,225
2019-07-03 00:00:00.000,280
2019-07-04 00:00:00.000,88
2019-07-05 00:00:00.000,254
2019-07-06 00:00:00.000,260
2019-07-07 00:00:00.000,76
2019-07-08 00:00:00.000,126
2019-07-09 00:00:00.000,258
2019-07-10 00:00:00.000,98
2019-07-11 00:00:00.000,156
2019-07-12 00:00:00.000,142
2019-07-13 00:00:00.000,273
2019-07-14 00:00:00.000,72
2019-07-15 00:00:00.000,245
2019-07-16 00:00:00.000,73
2019-07-17 00:00:00.000,75
2019-07-18 00:00:00.000,196
2019-07-19 00:00:00.000,152
2019-07-20 00:00:00.000,80
2019-07-21 00:00:00.000,286
2019-07-22 00:00:00.000,192
2019-07-23 00:00:00.000,76
2019-07-24 00:00:00.000,100
2019-07-25 00:00:00.000,265
2019-07-26 00:00:00.000,212
2019-07-27 00:00:00.000,246
2019-07-28 00:00:00.000,190
2019-07-29 00:00:00.000,99
2019-07-30 00:00:00.000,181
2019-07-31 00:00:00.000,248
2019-08-01 00:00:00.000,294
2019-08-02 00:00:00.000,229
2019-08-03 00:00:00.000,289
2019-08-04 00:00:00.000,227
2019-08-05 00:00:00.000,201
2019-08-06 00:00:00.000,73
2019-08-07 00:00:00.000,170
2019-08-08 00:00:00.000,144
2019-08-09 00:00:00.000,76
2019-08-10 00:00:00.000,141
2019-08-11 00:00:00.000,208
2019-08-12 00:00:00.000,213
2019-08-13 00:00:00.000,204
2019-08-14 00:00:00.000,53
2019-08-15 00:00:00.000,50
2019-08-16 00:00:00.000,186
2019-08-17 00:00:00.000,282
2019-08-18 00:00:00.000,257
2019-08-19 00:00:00.000,187
2019-08-20 00:00:00.000,222
2019-08-21 00:00:00.000,108
2019-08-22 00:00:00.000,262
2019-08-23 00:00:00.000,277
2019-08-24 00:00:00.000,269
2019-08-25 00:00:00.000,283
2019-08-26 00:00:00.000,110
2019-08-27 00:00:00.000,100
2019-08-28 00:00:00.000,259
2019-08-29 00:00:00.000,168
2019-08-30 00:00:00.000,150
2019-08-31 00:00:00.000,285
2019-09-01 00:00:00.000,299
2019-09-02 00:00:00.000,204
2019-09-03 00:00:00.000,188
2019-09-04 00:00:00.000,292
2019-09-05 00:00:00.000,159
2019-09-06 00:00:00.000,295
2019-09-07 00:00:00.000,105
2019-09-08 00:00:00.000,170
2019-09-09 00:00:00.000,173
2019-09-10 00:00:00.000,240
2019-09-11 00:00:00.000,239
2019-09-12 00:00:00.000,137
2019-09-13 00:00:00.000,283
2019-09-14 00:00:00.000,222
2019-09-15 00:00:00.000,201
2019-09-16 00:00:00.000,96
2019-09-17 00:00:00.000,82
2019-09-18 00:00:00.000,118
2019-09-19 00:00:00.000,196
2019-09-20 00:00:00.000,252
2019-09-21 00:00:00.000,176
2019-09-22 00:00:00.000,176
2019-09-23 00:00:00.000,142
2019-09-24 00:00:00.000,207
2019-09-25 00:00:00.000,121
2019-09-26 00:00:00.000,189
2019-09-27 00:00:00.000,132
2019-09-28 00:00:00.000,75
2019-09-29 00:00:00.000,198
2019-09-30 00:00:00.000,134
2019-10-01 00:00:00.000,227
2019-10-02 00:00:00.000,286
2019-10-03 00:00:00.000,265
2019-10-04 00:00:00.000,238
2019-10-05 00:00:00.000,228
2019-10-06 00:00:00.000,66
2019-10-07 00:00:00.000,180
2019-10-08 00:00:00.000,176
2019-10-09 00:00:00.000,271
2019-10-10 00:00:00.000,246
2019-10-11 00:00:00.000,286
2019-10-12 00:00:00.000,175
2019-10-13 00:00:00.000,298
2019-10-14 00:00:00.000,263
2019-10-15 00:00:00.000,65
2019-10-16 00:00:00.000,149
2019-10-17 00:00:00.000,60
2019-10-18 00:00:00.000,234
2019-10-19 00:00:00.000,89
2019-10-20 00:00:00.000,239
2019-10-21 00:00:00.000,263
2019-10-22 00:00:00.000,177
2019-10-23 00:00:00.000,95
2019-10-24 00:00:00.000,67
2019-10-25 00:00:00.000,232
2019-10-26 00:00:00.000,246
2019-10-27 00:00:00.000,109
2019-10-28 00:00:00.000,135
2019-10-29 00:00:00.000,232
2019-10-30 00:00:00.000,255
2019-10-31 00:00:00.000,297
2019-11-01 00:00:00.000,216
2019-11-02 00:00:00.000,119
2019-11-03 00:00:00.000,120
2019-11-04 00:00:00.000,154
2019-11-05 00:00:00.000,171
2019-11-06 00:00:00.000,293
2019-11-07 00:00:00.000,117
2019-11-08 00:00:00.000,264
2019-11-09 00:00:00.000,67
2019-11-10 00:00:00.000,219
2019-11-11 00:00:00.000,297
2019-11-12 00:00:00.000,237
2019-11-13 00:00:00.000,208
2019-11-14 00:00:00.000,195
2019-11-15 00:00:00.000,145
2019-11-16 00:00:00.000,158
2019-11-17 00:00:00.000,137
2019-11-18 00:00:00.000,64
2019-11-19 00:00:00.000,117
2019-11-20 00:00:00.000,214
2019-11-21 00:00:00.000,76
2019-11-22 00:00:00.000,228
2019-11-23 00:00:00.000,181
2019-11-24 00:00:00.000,176
2019-11-25 00:00:00.000,191
2019-11-26 00:00:00.000,254
2019-11-27 00:00:00.000,192
2019-11-28 00:00:00.000,92
2019-11-29 00:00:00.000,128
2019-11-30 00:00:00.000,149
2019-12-01 00:00:00.000,105
2019-12-02 00:00:00.000,107
2019-12-03 00:00:00.000,153
2019-12-04 00:00:00.000,257
2019-12-05 00:00:00.000,190
2019-12-06 00:00:00.000,205
2019-12-07 00:00:00.000,225
2019-12-08 00:00:00.000,283
2019-12-09 00:00:00.000,112
2019-12-10 00:00:00.000,217
2019-12-11 00:00:00.000,78
2019-12-12 00:00:00.000,238
2019-12-13 00:00:00.000,195
2019-12-14 00:00:00.000,204
2019-12-15 00:00:00.000,181
2019-12-16 00:00:00.000,164
2019-12-17 00:00:00.000,234
2019-12-18 00:00:00.000,277
2019-12-19 00:00:00.000,164
2019-12-20 00:00:00.000,184
2019-12-21 00:00:00.000,89
2019-12-22 00:00:00.000,266
2019-12-23 00:00:00.000,75
2019-12-24 00:00:00.000,197
2019-12-25 00:00:00.000,92
2019-12-26 00:00:00.000,168
2019-12-27 00:00:00.000,76
2019-12-28 00:00:00.000,219
2019-12-29 00:00:00.000,53
2019-12-30 00:00:00.000,137
2019-12-31 00:00:00.000,111
2020-01-01 00:00:00.000,61
2020-01-02 00:00:00.000,236
2020-01-03 00:00:00.000,149
2020-01-04 00:00:00.000,91
2020-01-05 00:00:00.000,197
2020-01-06 00:00:00.000,229
2020-01-07 00:00:00.000,249
2020-01-08 00:00:00.000,197
2020-01-09 00:00:00.000,136
2020-01-10 00:00:00.000,92
2020-01-11 00:00:00.000,158
2020-01-12 00:00:00.000,246
2020-01-13 00:00:00.000,66
2020-01-14 00:00:00.000,164
2020-01-15 00:00:00.000,68
2020-01-16 00:00:00.000,169
2020-01-17 00:00:00.000,59
2020-01-18 00:00:00.000,241
2020-01-19 00:00:00.000,98
2020-01-20 00:00:00.000,211
2020-01-21 00:00:00.000,197
2020-01-22 00:00:00.000,166
2020-01-23 00:00:00.000,271
2020-01-24 00:00:00.000,168
2020-01-25 00:00:00.000,227
2020-01-26 00:00:00.000,111
2020-01-27 00:00:00.000,207
2020-01-28 00:00:00.000,96
2020-01-29 00:00:00.000,123
2020-01-30 00:00:00.000,251
2020-01-31 00:00:00.000,163
2020-02-01 00:00:00.000,225
2020-02-02 00:00:00.000,272
2020-02-03 00:00:00.000,99
2020-02-04 00:00:00.000,183
2020-02-05 00:00:00.000,218
2020-02-06 00:00:00.000,79
2020-02-07 00:00:00.000,160
2020-02-08 00:00:00.000,220
2020-02-09 00:00:00.000,93
2020-02-10 00:00:00.000,166
2020-02-11 00:00:00.000,248
2020-02-12 00:00:00.000,255
2020-02-13 00:00:00.000,131
2020-02-14 00:00:00.000,229
2020-02-15 00:00:00.000,140
2020-02-16 00:00:00.000,136
2020-02-17 00:00:00.000,267
2020-02-18 00:00:00.000,211
2020-02-19 00:00:00.000,126
2020-02-20 00:00:00.000,141
2020-02-21 00:00:00.000,234
2020-02-22 00:00:00.000,228
2020-02-23 00:00:00.000,243
2020-02-24 00:00:00.000,258
2020-02-25 00:00:00.000,299
2020-02-26 00:00:00.000,88
2020-02-27 00:00:00.000,124
2020-02-28 00:00:00.000,159
2020-02-29 00:00:00.000,161
2020-03-01 00:00:00.000,215
2020-03-02 00:00:00.000,116
2020-03-03 00:00:00.000,264
2020-03-04 00:00:00.000,238
2020-03-05 00:00:00.000,223
2020-03-06 00:00:00.000,128
2020-03-07 00:00:00.000,169
2020-03-08 00:00:00.000,138
2020-03-09 00:00:00.000,70
2020-03-10 00:00:00.000,127
2020-03-11 00:00:00.000,112
2020-03-12 00:00:00.000,235
2020-03-13 00:00:00.000,293
2020-03-14 00:00:00.000,258
2020-03-15 00:00:00.000,246
2020-03-16 00:00:00.000,199
2020-03-17 00:00:00.000,255
2020-03-18 00:00:00.000,194
2020-03-19 00:00:00.000,147
2020-03-20 00:00:00.000,156
2020-03-21 00:00:00.000,149
2020-03-22 00:00:00.000,193
2020-03-23 00:00:00.000,146
