account,day of week,date,local time (ct),favorite_count,id_str,retweet_count,source,text,link,score,user_id,url,location
"MSPowerBI","Wed",2021-02-24 00:00:00.000,1899-12-31 15:18:15.000,0,"1364686099650641920",0,"Twitter Web App","@PowerBITips @MSPowerBI Looks fantastic, looking forward to trying it out!","https://twitter.com/1360638144757051395/status/1364686099650641920",0.98703384399414063,"1360638144757051395","",""
"MSPowerBI","Wed",2021-02-24 00:00:00.000,1899-12-31 08:42:17.000,0,"1364586450491179008",0,"Twitter Web App","@InsightsMachine I ran into something simple with @MSPowerBI that you likely are complaining about... Time intellig… https://t.co/rnqwiRT7dC","https://twitter.com/1256118940801159168/status/1364586450491179008",0.90050017833709717,"1256118940801159168","",""
"MSPowerBI","Wed",2021-02-24 00:00:00.000,1899-12-31 05:55:19.000,0,"1364544431387508736",0,"TweetDeck","@ZebraBI So good!
You @lapajne are in the right way!
I said, with the @MSPowerBI #visualizations &amp; @ZebraBI","https://twitter.com/1098641060648103937/status/1364544431387508736",0.98440039157867432,"1098641060648103937","",""
"MSPowerBI","Wed",2021-02-24 00:00:00.000,1899-12-31 00:17:01.000,0,"1364459296961032193",0,"Twitter Web App","Power BI February 2021 Feature Summary https://t.co/5PCgRCSWd3 через @MSPowerBI","https://twitter.com/592135752/status/1364459296961032193",0.5,"592135752","",""
"MSPowerBI","Tue",2021-02-23 00:00:00.000,1899-12-31 12:42:40.000,0,"1364284556975755267",0,"Twitter Web App","Power BI Developer community February 2021 update https://t.co/ZRoodz7AgL via @MSPowerBI","https://twitter.com/327546744/status/1364284556975755267",0.5,"327546744","",""
"MSPowerBI","Tue",2021-02-23 00:00:00.000,1899-12-31 07:39:34.000,0,"1364208281619550214",0,"ContentMX","Selbstbedienungs-BI ist heute ein wichtiges Instrument für alle Unternehmen. Erfahren Sie in diesem Artikel von… https://t.co/CAleRIZTHo","https://twitter.com/1285324758440083456/status/1364208281619550214",0.5,"1285324758440083456","",""
"MSPowerBI","Mon",2021-02-22 00:00:00.000,1899-12-31 16:03:03.000,0,"1363972596438564866",0,"Twitter Web App","@EscobarMiguel90 @MSPowerBI Hi Miguel, do you have a video, YouTube perhaps, where you show Power BI REST API connector in action?","https://twitter.com/368529814/status/1363972596438564866",0.97587144374847412,"368529814","",""
"MSPowerBI","Mon",2021-02-22 00:00:00.000,1899-12-31 07:46:18.000,0,"1363847588802363393",0,"Twitter for Android","Microsoft named a Leader in the 2021 Gartner Magic Quadrant for Analytics and BI Platforms https://t.co/fDnHeAsT1g via @MSPowerBI","https://twitter.com/801138551857545216/status/1363847588802363393",0.5,"801138551857545216","",""
"MSPowerBI","Mon",2021-02-22 00:00:00.000,1899-12-31 02:53:33.000,0,"1363773916192378886",0,"Twitter Web App","Microsoft named a Leader in the 2021 Gartner Magic Quadrant for Analytics and BI Platforms https://t.co/0Jt0xC95vW a través de @MSPowerBI","https://twitter.com/27346778/status/1363773916192378886",0.5,"27346778","",""
"MSPowerBI","Sun",2021-02-21 00:00:00.000,1899-12-31 06:10:13.000,0,"1363461017120997383",0,"Twitter for Android","Microsoft named a Leader in the 2021 Gartner Magic Quadrant for Analytics and BI Platforms https://t.co/hkpEAxHeu5 via @MSPowerBI","https://twitter.com/70640512/status/1363461017120997383",0.5,"70640512","",""
"MSPowerBI","Fri",2021-02-19 00:00:00.000,1899-12-31 13:38:54.000,0,"1362849157862416384",0,"Twitter for iPhone","Microsoft named a Leader in the 2021 Gartner Magic Quadrant for Analytics and BI Platforms https://t.co/1XnM6mMaS1 via @MSPowerBI","https://twitter.com/16975214/status/1362849157862416384",0.5,"16975214","",""
"MSPowerBI","Fri",2021-02-19 00:00:00.000,1899-12-31 20:48:31.000,0,"1362594887619797001",0,"Twitter for Android","Microsoft named a Leader in the 2021 Gartner Magic Quadrant for Analytics and BI Platforms https://t.co/j0rsp6Csao via @MSPowerBI","https://twitter.com/31187370/status/1362594887619797001",0.5,"31187370","",""
"MSPowerBI","Fri",2021-02-19 00:00:00.000,1899-12-31 18:51:53.000,0,"1362565535985266691",0,"Twitter for iPad","Microsoft named a Leader in the 2021 Gartner Magic Quadrant for Analytics and BI Platforms https://t.co/aaVvj0CsYy via @MSPowerBI","https://twitter.com/241376904/status/1362565535985266691",0.5,"241376904","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 15:28:48.000,0,"1362514426272841734",0,"Twitter Web App","@benitezhere @Microsoft @MSPowerApps @fdezjose @MSPowerAutomate @MSPowerBI @ramimounla @aungkhaing @LinnZawWin Don'… https://t.co/pkvHgrRGrf","https://twitter.com/849467942/status/1362514426272841734",0.5,"849467942","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 13:47:52.000,0,"1362489028327669760",0,"Twitter for iPhone","@MSPowerBI @Gartner_inc @msexcel yes would be the leader. Not sure how @MSPowerBI could even comment, considering p… https://t.co/gTLT1Xx0ny","https://twitter.com/741323796/status/1362489028327669760",0.88010263442993164,"741323796","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 10:26:50.000,0,"1362438436934864897",0,"Twitter for iPhone","@stauaj @GIS_Bandit @Esri @directionsmag @MSPowerBI @EsriBizTeam @EsriSLGov @EsriLive @ArcUser @ArcNewsMagazine… https://t.co/ITOIyg1TfO","https://twitter.com/1282359942570299393/status/1362438436934864897",0.78642451763153076,"1282359942570299393","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 09:42:29.000,0,"1362427276168749058",0,"Twitter for iPhone","@GIS_Bandit @Esri @directionsmag @MSPowerBI @EsriBizTeam @EsriSLGov @EsriLive @ArcUser @ArcNewsMagazine… https://t.co/utjbKtotQK","https://twitter.com/1282359942570299393/status/1362427276168749058",0.78642451763153076,"1282359942570299393","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 08:10:28.000,0,"1362404117700882434",0,"Twitter Web App","@powerpivotpro @lapajne @MSPowerBI @arunulag OK! Whatever...","https://twitter.com/53928638/status/1362404117700882434",0.8124268651008606,"53928638","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 07:36:48.000,0,"1362395646934855690",0,"Twitter for Android","@MSPowerBI been noticing issues with power bi online for the past few days. All dataset fail to refresh with error… https://t.co/lAAcTTLSSi","https://twitter.com/3710002156/status/1362395646934855690",0.0036620795726776123,"3710002156","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 04:20:19.000,0,"1362346198619852802",0,"Twitter for Android","@lapajne @powerpivotpro @MSPowerBI @arunulag Where are Python and R ?","https://twitter.com/53928638/status/1362346198619852802",0.5,"53928638","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 00:31:24.000,0,"1362288590517116929",0,"Twitter Web App","Power BI Instructor Led Training! 24th  https://t.co/O04XIihmNt via @MSPowerBI","https://twitter.com/52006781/status/1362288590517116929",0.5,"52006781","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 20:16:40.000,0,"1362224481721286656",0,"Twitter for iPhone","@MSPowerBI Understand. Very appreciated to share your roadmap of geospatial capabilities.","https://twitter.com/1282359942570299393/status/1362224481721286656",0.9744257926940918,"1282359942570299393","",""
"MSPowerBI","Thu",2021-02-18 00:00:00.000,1899-12-31 18:13:16.000,0,"1362193428969365506",0,"Twitter for iPhone","@MSPowerBI any plans to implement more geospatial capabilities in Power Bi ?   https://t.co/1c2eroNpsD","https://twitter.com/1282359942570299393/status/1362193428969365506",0.5,"1282359942570299393","",""
"MSPowerBI","Wed",2021-02-17 00:00:00.000,1899-12-31 16:26:15.000,0,"1362166496600993801",0,"TweetDeck","@MSPowerBI Excellent! Thank you. 😃

I would say we're at an intermediate level. For example, in 2018, I wrote a num… https://t.co/6aS7WuDhkK","https://twitter.com/18588255/status/1362166496600993801",1,"18588255","",""
"MSPowerBI","Wed",2021-02-17 00:00:00.000,1899-12-31 15:36:17.000,0,"1362153921360195586",0,"Twitter Web App","@MSPowerBI Yes - I can see it occurring with both dataflows and dataset refreshes","https://twitter.com/1202056459833368576/status/1362153921360195586",0.94113683700561523,"1202056459833368576","",""
"MSPowerBI","Wed",2021-02-17 00:00:00.000,1899-12-31 14:24:35.000,0,"1362135877724561414",0,"TweetDeck","@MSPowerBI Thanks for replying. That's a great reference point. We now have to read from this spot:… https://t.co/Ag1w2SytIG","https://twitter.com/18588255/status/1362135877724561414",0.99436187744140625,"18588255","",""
