Source,Destination,id_str
"magic","named","1364732872033243139"
"magic","leader","1364732872033243139"
"magic","analytics","1364732872033243139"
"magic","gartner","1364732872033243139"
"magic","quadrant","1364732872033243139"
"magic","platforms","1364732872033243139"
"magic","congratulations","1364482224456949762"
"magic","#powerbi","1364482224456949762"
"magic","named","1364482224456949762"
"magic","leader","1364482224456949762"
"magic","gartner","1364482224456949762"
"magic","microsoft","1363847588802363393"
"magic","named","1363847588802363393"
"magic","leader","1363847588802363393"
"magic","gartner","1363847588802363393"
"magic","quadrant","1363847588802363393"
"magic","analytics","1363847588802363393"
"magic","platforms","1363847588802363393"
"magic","microsoft","1363773916192378886"
"magic","named","1363773916192378886"
"magic","leader","1363773916192378886"
"magic","gartner","1363773916192378886"
"magic","quadrant","1363773916192378886"
"magic","analytics","1363773916192378886"
"magic","platforms","1363773916192378886"
"magic","quadrant","1363707607064719360"
"magic","microsoft","1363461017120997383"
"magic","named","1363461017120997383"
"magic","leader","1363461017120997383"
"magic","gartner","1363461017120997383"
"magic","quadrant","1363461017120997383"
"magic","analytics","1363461017120997383"
"magic","platforms","1363461017120997383"
"magic","microsoft","1363067566357438467"
"magic","named","1363067566357438467"
"magic","leader","1363067566357438467"
"magic","gartner","1363067566357438467"
"magic","quadrant","1363067566357438467"
"magic","analytics","1363067566357438467"
"magic","platforms","1363067566357438467"
"magic","microsoft","1362896898256891904"
"magic","named","1362896898256891904"
"magic","leader","1362896898256891904"
"magic","gartner","1362896898256891904"
"magic","quadrant","1362896898256891904"
"magic","analytics","1362896898256891904"
"magic","platforms","1362896898256891904"
"magic","microsoft","1362861346178613248"
"magic","named","1362861346178613248"
"magic","leader","1362861346178613248"
"magic","gartner","1362861346178613248"
"magic","quadrant","1362861346178613248"
"magic","analytics","1362861346178613248"
"magic","platforms","1362861346178613248"
"magic","microsoft","1362849157862416384"
"magic","named","1362849157862416384"
"magic","leader","1362849157862416384"
"magic","gartner","1362849157862416384"
"magic","quadrant","1362849157862416384"
"magic","analytics","1362849157862416384"
"magic","platforms","1362849157862416384"
"magic","microsoft","1362844769588817925"
"magic","named","1362844769588817925"
"magic","leader","1362844769588817925"
"magic","gartner","1362844769588817925"
"magic","quadrant","1362844769588817925"
"magic","analytics","1362844769588817925"
"magic","microsoft","1362838155343388673"
"magic","named","1362838155343388673"
"magic","leader","1362838155343388673"
"magic","gartner","1362838155343388673"
"magic","quadrant","1362838155343388673"
"magic","analytics","1362838155343388673"
"magic","platforms","1362838155343388673"
"magic","microsoft","1362833046932717574"
"magic","named","1362833046932717574"
"magic","leader","1362833046932717574"
"magic","gartner","1362833046932717574"
"magic","quadrant","1362833046932717574"
"magic","analytics","1362833046932717574"
"magic","platforms","1362833046932717574"
"magic","microsoft","1362824741644566535"
"magic","named","1362824741644566535"
"magic","leader","1362824741644566535"
"magic","gartner","1362824741644566535"
"magic","quadrant","1362824741644566535"
"magic","analytics","1362824741644566535"
"magic","platforms","1362824741644566535"
"magic","microsoft","1362791882296758273"
"magic","named","1362791882296758273"
"magic","leader","1362791882296758273"
"magic","gartner","1362791882296758273"
"magic","quadrant","1362791882296758273"
"magic","analytics","1362791882296758273"
"magic","platforms","1362791882296758273"
"magic","microsoft","1362768552336494594"
"magic","named","1362768552336494594"
"magic","leader","1362768552336494594"
"magic","gartner","1362768552336494594"
"magic","quadrant","1362768552336494594"
"magic","analytics","1362768552336494594"
"magic","platforms","1362768552336494594"
"magic","microsoft","1362749515892195334"
"magic","named","1362749515892195334"
"magic","leader","1362749515892195334"
"magic","gartner","1362749515892195334"
"magic","quadrant","1362749515892195334"
"magic","analytics","1362749515892195334"
