ID,TableID,ExplicitName,InferredName,ExplicitDataType,InferredDataType,DataCategory,Description,IsHidden,State,IsUnique,IsKey,IsNullable,Alignment,TableDetailPosition,IsDefaultLabel,IsDefaultImage,SummarizeBy,ColumnStorageID,Type,SourceColumn,ColumnOriginID,Expression,FormatString,IsAvailableInMDX,SortByColumnID,AttributeHierarchyID,ModifiedTime,StructureModifiedTime,RefreshedTime,SystemFlags,KeepUniqueRows,DisplayOrdinal,ErrorMessage,SourceProviderType,DisplayFolder,EncodingHint,RelatedColumnDetailsID,AlternateOfID,LineageTag,SourceLineageTag
13,12,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,67,3,"",,"","",True,,14,2020-10-10 09:15:25.333,2020-10-10 09:15:25.326,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
113,12,"match_key","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,144,1,"match_key",,"","",True,,138,2022-08-03 15:26:58.146,2020-10-10 09:15:26.420,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"3dd4263f-2fe0-4577-9967-aeca38b84f83",""
114,12,"innings","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,148,1,"innings",,"","0",True,,139,2022-08-03 15:26:58.146,2020-10-10 09:15:26.420,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"e2046216-f320-427b-9514-16bfe814b9cc",""
115,12,"team","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,152,1,"team",,"","",True,,140,2022-08-03 15:26:58.146,2020-10-10 09:15:26.420,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"1ff9f362-5974-41e0-8dc4-d01adfd67e6c",""
116,12,"batsman","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,156,1,"batsman",,"","",True,,141,2022-08-03 15:26:58.146,2020-10-10 09:15:26.420,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"c751b925-6aa2-4c81-be50-e4b69cb73ef2",""
117,12,"player_key","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,160,1,"player_key",,"","0",True,,142,2022-08-03 15:26:58.146,2020-10-10 09:15:26.420,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"ad4f328f-f7bd-4a5a-98fc-2a48e5662353",""
118,12,"batting_position","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,164,1,"batting_position",,"","0",True,,143,2022-08-03 15:26:58.146,2020-10-10 09:15:26.420,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"a6b6ac94-c9c8-4b2c-860b-8ed5f93bad3e",""
2099,12,"Season","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,2103,1,"Season",,"","",True,,2102,2022-08-03 15:26:58.146,2020-10-10 09:28:04.066,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"7adddfdf-9a31-4eab-9cd9-948627858727",""
16,15,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,71,3,"",,"","",True,,17,2020-10-10 09:15:25.333,2020-10-10 09:15:25.326,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
18,15,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,75,4,"[Date]",,"","",True,,50,2022-08-03 15:26:58.146,2020-10-10 09:15:25.326,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"863e71d6-4409-464c-baf7-daf2268c12ff",""
19,15,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,79,2,"",,"YEAR([Date])","",True,,51,2022-08-03 15:26:58.146,2020-10-10 09:15:25.326,2020-10-10 09:15:26.630,2,False,0,"","","",0,,,"f17cc8b0-8d9d-4ad0-bb4d-88a2af3b240b",""
20,15,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,83,2,"",,"MONTH([Date])","",True,,52,2022-08-03 15:26:58.146,2020-10-10 09:15:25.326,2020-10-10 09:15:26.630,2,False,0,"","","",0,,,"9a112de1-527e-4c37-9ff3-bbb616ef0364",""
21,15,"Month","",1,2,"Months","",True,1,False,False,True,1,-1,False,False,2,87,2,"",,"FORMAT([Date], ""MMMM"")","",True,20,53,2022-08-03 15:26:58.146,2020-10-10 09:15:25.326,2020-10-10 09:15:26.630,2,False,0,"","","",0,,,"bdc39a47-363e-4c1a-8649-7cb1321e1e90",""
22,15,"QuarterNo","",1,6,"QuarterOfYear","",True,1,False,False,True,1,-1,False,False,2,91,2,"",,"INT(([MonthNo] + 2) / 3)","",True,,54,2022-08-03 15:26:58.146,2020-10-10 09:15:25.326,2020-10-10 09:15:26.633,2,False,0,"","","",0,,,"9c7cb472-5ca6-4bac-9286-cb03926e3689",""
23,15,"Quarter","",1,2,"Quarters","",True,1,False,False,True,1,-1,False,False,2,95,2,"",,"""Qtr "" & [QuarterNo]","",True,22,55,2022-08-03 15:26:58.146,2020-10-10 09:15:25.326,2020-10-10 09:15:26.636,2,False,0,"","","",0,,,"dcc0e612-ae2f-46eb-90a8-0a8a0b0a4207",""
24,15,"Day","",1,6,"DayOfMonth","",True,1,False,False,True,1,-1,False,False,2,99,2,"",,"DAY([Date])","",True,,56,2022-08-03 15:26:58.146,2020-10-10 09:15:25.326,2020-10-10 09:15:26.630,2,False,0,"","","",0,,,"10b5e164-fe02-40fb-9a11-8bd6d4461c5c",""
1092,1091,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,1189,3,"",,"","",True,,1093,2020-10-10 09:21:31.263,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
1098,1091,"season","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,1197,1,"season",,"","",True,,1163,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"8976009f-19cc-4cae-8fe5-b17f3e369a1f",""
1099,1091,"match_key","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,1201,1,"match_key",,"","",True,,1164,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"de68b209-24fc-4325-b628-24648e4f38a0",""
1100,1091,"match_date","",9,19,"","",False,1,False,False,True,1,-1,False,False,2,1205,1,"match_date",,"","m/d/yyyy",True,,1165,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"9fe0f850-70f6-455c-985a-fb70d77f7790",""
1108,1091,"team","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,1237,1,"team",,"","",True,,1173,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"1e9978d2-7944-4547-98bf-32a32b456ff1",""
1109,1091,"innings","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,1241,1,"innings",,"","0",True,,1174,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"56cc8800-e85c-490f-bebc-9d8861355f33",""
1110,1091,"overs_played","",8,19,"","",False,1,False,False,True,1,-1,False,False,3,1245,1,"overs_played",,"","",True,,1175,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"5ae79bbf-8673-4879-a59d-f20aeea33e20",""
1111,1091,"runs_made","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,1249,1,"runs_made",,"","0",True,,1176,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"73845319-dd15-446b-af9a-7e3fe72c3675",""
1112,1091,"allocated_overs","",8,19,"","",False,1,False,False,True,1,-1,False,False,3,1253,1,"allocated_overs",,"","",True,,1177,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"7cf55551-4fab-49ae-b939-4d54cf59ad91",""
1113,1091,"rr","",8,19,"","",False,1,False,False,True,1,-1,False,False,3,1257,1,"rr",,"","",True,,1178,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"961b4c33-c67e-4389-954e-7a03b9e850b6",""
11404,1091,"date_abr","",1,2,"","",False,1,False,False,True,1,-1,False,False,2,11406,2,"",,"CONCATENATE(CONCATENATE(DAY(match_team_rr[match_date]), "" "") , CONCATENATE(FORMAT(match_team_rr[match_date], ""MMM""), CONCATENATE("" "", YEAR(match_team_rr[match_date]))))","",True,1100,11405,2022-08-03 15:26:58.146,2020-10-29 21:10:21.646,2020-10-29 21:34:38.890,0,False,0,"","","",0,,,"56951ab6-2f91-4250-a797-6bfd07fa0eeb",""
1095,1094,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,1193,3,"",,"","",True,,1096,2020-10-10 09:27:45.180,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
1101,1094,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,1209,4,"[Date]",,"","",True,,1166,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"9781b638-27fd-40dc-b291-f94b41e561c2",""
1102,1094,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,1213,2,"",,"YEAR([Date])","",True,,1167,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,2020-10-10 13:13:52.643,2,False,0,"","","",0,,,"553ec7b0-e6bf-4362-83c6-d27a81c0df2b",""
1103,1094,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,1217,2,"",,"MONTH([Date])","",True,,1168,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,2020-10-10 13:13:52.643,2,False,0,"","","",0,,,"b80c08f1-b08d-48a3-aa11-049571f6a846",""
1104,1094,"Month","",1,2,"Months","",True,1,False,False,True,1,-1,False,False,2,1221,2,"",,"FORMAT([Date], ""MMMM"")","",True,1103,1169,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,2020-10-10 13:13:52.646,2,False,0,"","","",0,,,"5dce9d4a-daff-418a-83b2-7311856c4811",""
1105,1094,"QuarterNo","",1,6,"QuarterOfYear","",True,1,False,False,True,1,-1,False,False,2,1225,2,"",,"INT(([MonthNo] + 2) / 3)","",True,,1170,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,2020-10-10 13:13:52.646,2,False,0,"","","",0,,,"eb60e4e6-ce90-4836-8ab3-090a461369a3",""
1106,1094,"Quarter","",1,2,"Quarters","",True,1,False,False,True,1,-1,False,False,2,1229,2,"",,"""Qtr "" & [QuarterNo]","",True,1105,1171,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,2020-10-10 13:13:52.650,2,False,0,"","","",0,,,"a8a25e2a-2a5e-4d52-8b84-096942c2032d",""
1107,1094,"Day","",1,6,"DayOfMonth","",True,1,False,False,True,1,-1,False,False,2,1233,2,"",,"DAY([Date])","",True,,1172,2022-08-03 15:26:58.146,2020-10-10 09:21:31.256,2020-10-10 13:13:52.646,2,False,0,"","","",0,,,"5c0afcb6-252e-4c31-a0dc-2ad2cb9ea32c",""
4263,4262,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,4364,3,"",,"","",True,,4264,2020-10-10 12:41:12.613,2020-10-10 12:41:12.610,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
4269,4262,"Season","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,4372,1,"Season",,"","",True,,4337,2022-08-03 15:26:58.146,2020-10-10 12:41:12.613,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"4a825a29-2311-4e20-a56e-f92a21b240a3",""
4270,4262,"Match_Key","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,4376,1,"Match_Key",,"","",True,,4338,2022-08-03 15:26:58.146,2020-10-10 12:41:12.613,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"7722dc4f-973a-4766-8dca-8ca220a78de5",""
