State,Date,Active,Active Added,Deaths,Deaths Added,Recovered,Recovered Added,Running Total by State,Total,Total Added
Andaman and Nicobar Islands,2020-01-30 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Andaman and Nicobar Islands,2020-01-31 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-01 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-02 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-03 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-04 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-05 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-06 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-07 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-08 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-09 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-10 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-11 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-12 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-13 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-14 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-16 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-17 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-18 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-19 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-20 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-21 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-22 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-23 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-24 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-25 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-26 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-27 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-28 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-02-29 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-01 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-02 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-03 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-04 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-05 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-06 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-07 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-08 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-09 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-10 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-11 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-12 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-13 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-14 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-16 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-17 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-18 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-19 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-20 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-21 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-22 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-23 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-24 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-25 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-26 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0
Andaman and Nicobar Islands,2020-03-27 00:00:00.000,6.0,6.0,0.0,0.0,0.0,0.0,884.0,6.0,6.0
Andaman and Nicobar Islands,2020-03-28 00:00:00.000,9.0,3.0,0.0,0.0,0.0,0.0,1026.0,9.0,3.0
Andaman and Nicobar Islands,2020-03-29 00:00:00.000,9.0,0.0,0.0,0.0,0.0,0.0,1143.0,9.0,0.0
Andaman and Nicobar Islands,2020-03-30 00:00:00.000,10.0,1.0,0.0,0.0,0.0,0.0,1349.0,10.0,1.0
Andaman and Nicobar Islands,2020-03-31 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,1610.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-01 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,2014.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-02 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,2537.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-03 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,3108.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-04 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,3686.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-05 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,4289.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-06 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,4782.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-07 00:00:00.000,10.0,0.0,0.0,0.0,0.0,0.0,5374.0,10.0,0.0
Andaman and Nicobar Islands,2020-04-08 00:00:00.000,11.0,1.0,0.0,0.0,0.0,0.0,5962.0,11.0,1.0
Andaman and Nicobar Islands,2020-04-09 00:00:00.000,1.0,-10.0,0.0,0.0,10.0,10.0,6725.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-10 00:00:00.000,1.0,0.0,0.0,0.0,10.0,0.0,7607.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-11 00:00:00.000,1.0,0.0,0.0,0.0,10.0,0.0,8450.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-12 00:00:00.000,1.0,0.0,0.0,0.0,10.0,0.0,9285.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-13 00:00:00.000,1.0,0.0,0.0,0.0,10.0,0.0,10453.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-14 00:00:00.000,1.0,0.0,0.0,0.0,10.0,0.0,11489.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-15 00:00:00.000,1.0,0.0,0.0,0.0,10.0,0.0,12372.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-16 00:00:00.000,0.0,-1.0,0.0,0.0,11.0,1.0,13431.0,11.0,0.0
Andaman and Nicobar Islands,2020-04-17 00:00:00.000,1.0,1.0,0.0,0.0,11.0,0.0,14362.0,12.0,1.0
Andaman and Nicobar Islands,2020-04-18 00:00:00.000,3.0,2.0,0.0,0.0,11.0,0.0,15733.0,14.0,2.0
Andaman and Nicobar Islands,2020-04-19 00:00:00.000,4.0,1.0,0.0,0.0,11.0,0.0,17304.0,15.0,1.0
Andaman and Nicobar Islands,2020-04-20 00:00:00.000,5.0,1.0,0.0,0.0,11.0,0.0,18542.0,16.0,1.0
Andaman and Nicobar Islands,2020-04-21 00:00:00.000,6.0,1.0,0.0,0.0,11.0,0.0,20082.0,17.0,1.0
Andaman and Nicobar Islands,2020-04-22 00:00:00.000,7.0,1.0,0.0,0.0,11.0,0.0,21372.0,18.0,1.0
Andaman and Nicobar Islands,2020-04-23 00:00:00.000,11.0,4.0,0.0,0.0,11.0,0.0,23041.0,22.0,4.0
Andaman and Nicobar Islands,2020-04-24 00:00:00.000,18.0,7.0,0.0,0.0,11.0,0.0,24451.0,29.0,7.0
Andaman and Nicobar Islands,2020-04-25 00:00:00.000,22.0,4.0,0.0,0.0,11.0,0.0,26285.0,33.0,4.0
Andaman and Nicobar Islands,2020-04-26 00:00:00.000,22.0,0.0,0.0,0.0,11.0,0.0,27897.0,33.0,0.0
Andaman and Nicobar Islands,2020-04-27 00:00:00.000,22.0,0.0,0.0,0.0,11.0,0.0,29455.0,33.0,0.0
Andaman and Nicobar Islands,2020-04-28 00:00:00.000,18.0,-4.0,0.0,0.0,15.0,4.0,31362.0,33.0,0.0
Andaman and Nicobar Islands,2020-04-29 00:00:00.000,18.0,0.0,0.0,0.0,15.0,0.0,33068.0,33.0,0.0
Andaman and Nicobar Islands,2020-04-30 00:00:00.000,17.0,-1.0,0.0,0.0,16.0,1.0,34865.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-01 00:00:00.000,17.0,0.0,0.0,0.0,16.0,0.0,37258.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-02 00:00:00.000,7.0,-10.0,0.0,0.0,26.0,10.0,39705.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-03 00:00:00.000,1.0,-6.0,0.0,0.0,32.0,6.0,42503.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-04 00:00:00.000,1.0,0.0,0.0,0.0,32.0,0.0,46435.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-05 00:00:00.000,1.0,0.0,0.0,0.0,32.0,0.0,49400.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-06 00:00:00.000,1.0,0.0,0.0,0.0,32.0,0.0,52987.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-07 00:00:00.000,0.0,-1.0,0.0,0.0,33.0,1.0,56497.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-08 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,59694.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-09 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,62808.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-10 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,67159.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-11 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,70770.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-12 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,74281.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-13 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,78055.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-14 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,81996.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-15 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,85793.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-16 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,90520.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-17 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,95696.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-18 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,100411.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-19 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,106419.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-20 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,112003.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-21 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,118225.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-22 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,124753.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-23 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,131422.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-24 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,138552.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-25 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,145000.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-26 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,150921.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-27 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,158144.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-28 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,165362.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-29 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,173491.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-30 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,183018.0,33.0,0.0
Andaman and Nicobar Islands,2020-05-31 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,190535.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-01 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,198373.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-02 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,207183.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-03 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,216789.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-04 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,226713.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-05 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,236092.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-06 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,246625.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-07 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,257392.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-08 00:00:00.000,0.0,0.0,0.0,0.0,33.0,0.0,265931.0,33.0,0.0
Andaman and Nicobar Islands,2020-06-09 00:00:00.000,1.0,1.0,0.0,0.0,33.0,0.0,276148.0,34.0,1.0
Andaman and Nicobar Islands,2020-06-10 00:00:00.000,2.0,1.0,0.0,0.0,33.0,0.0,287157.0,35.0,1.0
Andaman and Nicobar Islands,2020-06-11 00:00:00.000,5.0,3.0,0.0,0.0,33.0,0.0,298286.0,38.0,3.0
