Year,Month,AGID,Incident Number,Incident Date,Reported Date Flag,Incident Hour,Cleared Except,Cargo Theft,Offense,Offense Name,Offense Category,Location,Attempt Complete,Method Entry,Premises Entered,Criminal Act,Bias,Weapon,Suspect Using,Victim Seq.,Victim Type,Victim Gender,Victim Race,Victim Ethnicity,victim Age,Victim Injury,Offender Seq.,Offender Gender,Offender Race,Offender Ethnicity,Offender Age,Relationship,Property Loss,Property Desc.,Drug Name,Estimated Drug Qty.,Drug Measure,Stolen,Recovered,Arrestee Seq.,Arrest Number,Arrest Date,Arrestee Age,Arrest Gender,Arrestee Race,Arrestee Enthnicity,Resident Code,Under-18,Clearance Ind,Multiple Indicator,Arrest Offense,Arrest Offense Name,Arrest Offense Category,Arrest Type,Arrest Weapon,Time,Offender Age Group,Victim Age Group,Arrestee Age Group,Offense Category Name,Gun Offense,Offender Race Name,Victim Race Name,Arrestee Race Name
2014,1,"MUPBC5555","145000077",2014-01-02 00:00:00.000,"",19,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",26,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013001",2014-01-03 00:00:00.000,"",10,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",21,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000107",2014-01-03 00:00:00.000,"",19,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",26,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013162",2014-01-05 00:00:00.000,"",0,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",33,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000157",2014-01-06 00:00:00.000,"",8,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",30,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013056",2014-01-07 00:00:00.000,"",10,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",41,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000179",2014-01-07 00:00:00.000,"",8,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",25,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","140021551",2014-01-08 00:00:00.000,"",17,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",29,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000231",2014-01-08 00:00:00.000,"",14,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",54,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","140027728",2014-01-10 00:00:00.000,"",21,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",27,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013310",2014-01-10 00:00:00.000,"R",14,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",25,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000293",2014-01-10 00:00:00.000,"",14,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",77,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Senior Citizen","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000301",2014-01-11 00:00:00.000,"",9,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",60,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Elderly","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000331",2014-01-11 00:00:00.000,"",22,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",42,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000341",2014-01-11 00:00:00.000,"",21,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",26,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","140036221",2014-01-13 00:00:00.000,"",18,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",42,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000410",2014-01-13 00:00:00.000,"",18,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",40,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013471",2014-01-16 00:00:00.000,"",0,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",58,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Elderly","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000482",2014-01-16 00:00:00.000,"",12,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",23,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Morning","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013472",2014-01-17 00:00:00.000,"",0,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",33,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Night","Unknown","Youth","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","143013580",2014-01-17 00:00:00.000,"R",20,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",59,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Evening","Unknown","Elderly","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
2014,1,"MUPBC5555","145000566",2014-01-19 00:00:00.000,"",15,"N-Not Applicable","","23F-Theft From Motor Vehicle","Theft From Motor Vehicle","23","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",50,"-",0,"NA","NA","NA",0,"","Stolen/Etc","25-Purse/ Wallet","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"NA","NA","NA","","","","","-","","-","-","-","Afternoon","Unknown","Middle Aged","Unknown","Larceny-Theft",0,"Not Avail.","White","Not Avail."
