RegID,RegStatus,RegDate,CourseID,StudentID,Action,ActionDate
7963,"Web Registered",2021-05-05 00:00:00.000,6009,305,"I",2021-11-30 14:30:33.780
4555,"Web Registered",2021-05-05 00:00:00.000,6004,305,"I",2021-11-30 14:30:33.780
6224,"Web Registered",2021-05-05 00:00:00.000,6002,304,"I",2021-11-30 14:30:33.780
4958,"Web Registered",2021-05-05 00:00:00.000,6002,276,"I",2021-11-30 14:30:33.783
4689,"Web Registered",2021-05-05 00:00:00.000,6000,275,"I",2021-11-30 14:30:33.783
1615,"Web Registered",2021-05-05 00:00:00.000,6000,285,"I",2021-11-30 14:30:33.783
2149,"Web Registered",2021-05-05 00:00:00.000,6001,295,"I",2021-11-30 14:30:33.783
7954,"Web Registered",2021-05-05 00:00:00.000,6001,292,"I",2021-11-30 14:30:33.786
2122,"Web Registered",2021-05-05 00:00:00.000,6003,181,"I",2021-11-30 14:30:33.790
6942,"Web Registered",2021-05-05 00:00:00.000,6008,147,"I",2021-11-30 14:30:33.790
2668,"Web Registered",2021-05-05 00:00:00.000,6008,157,"I",2021-11-30 14:30:33.790
8838,"Web Registered",2021-05-05 00:00:00.000,6000,167,"I",2021-11-30 14:30:33.790
1326,"Web Registered",2021-05-05 00:00:00.000,6000,155,"I",2021-11-30 14:30:33.790
7448,"Web Registered",2021-05-05 00:00:00.000,6000,165,"I",2021-11-30 14:30:33.790
2520,"Web Registered",2021-05-05 00:00:00.000,6000,174,"I",2021-11-30 14:30:33.793
1230,"Web Registered",2021-05-05 00:00:00.000,6000,175,"I",2021-11-30 14:30:33.793
6454,"Web Registered",2021-05-05 00:00:00.000,6000,177,"I",2021-11-30 14:30:33.793
2112,"Web Registered",2021-05-05 00:00:00.000,6002,188,"I",2021-11-30 14:30:33.796
1925,"Web Registered",2021-05-05 00:00:00.000,6003,100,"I",2021-11-30 14:30:33.796
8411,"Web Registered",2021-05-05 00:00:00.000,6002,249,"I",2021-11-30 14:30:33.800
6193,"Web Registered",2021-05-05 00:00:00.000,6010,283,"I",2021-11-30 14:30:33.800
7915,"Web Registered",2021-05-05 00:00:00.000,6003,151,"I",2021-11-30 14:30:33.800
4041,"Web Registered",2021-05-05 00:00:00.000,6003,161,"I",2021-11-30 14:30:33.803
5684,"Web Registered",2021-05-05 00:00:00.000,6003,171,"I",2021-11-30 14:30:33.803
4864,"Web Registered",2021-05-05 00:00:00.000,6003,191,"I",2021-11-30 14:30:33.806
5349,"Web Registered",2021-05-05 00:00:00.000,6003,201,"I",2021-11-30 14:30:33.806
3884,"Web Registered",2021-05-05 00:00:00.000,6003,211,"I",2021-11-30 14:30:33.810
8267,"Web Registered",2021-05-05 00:00:00.000,6003,221,"I",2021-11-30 14:30:33.810
8719,"Web Registered",2021-05-05 00:00:00.000,6003,231,"I",2021-11-30 14:30:33.810
6595,"Web Registered",2021-05-05 00:00:00.000,6003,241,"I",2021-11-30 14:30:33.813
7890,"Web Registered",2021-05-05 00:00:00.000,6003,251,"I",2021-11-30 14:30:33.816
5685,"Web Registered",2021-05-05 00:00:00.000,6003,261,"I",2021-11-30 14:30:33.816
5103,"Web Registered",2021-05-05 00:00:00.000,6003,271,"I",2021-11-30 14:30:33.816
7261,"Web Registered",2021-05-05 00:00:00.000,6003,281,"I",2021-11-30 14:30:33.820
1302,"Web Registered",2021-05-05 00:00:00.000,6003,291,"I",2021-11-30 14:30:33.820
4090,"Web Registered",2021-05-05 00:00:00.000,6003,301,"I",2021-11-30 14:30:33.900
1939,"Web Registered",2021-05-05 00:00:00.000,6003,311,"I",2021-11-30 14:30:33.900
1681,"Web Registered",2021-05-05 00:00:00.000,6003,321,"I",2021-11-30 14:30:33.903
1965,"Web Registered",2021-05-05 00:00:00.000,6003,331,"I",2021-11-30 14:30:33.906
5619,"Web Registered",2021-05-05 00:00:00.000,6003,341,"I",2021-11-30 14:30:33.906
8132,"Web Registered",2021-05-05 00:00:00.000,6003,351,"I",2021-11-30 14:30:33.910
3259,"Web Registered",2021-05-05 00:00:00.000,6003,361,"I",2021-11-30 14:30:33.913
5474,"Web Registered",2021-05-05 00:00:00.000,6003,371,"I",2021-11-30 14:30:33.913
8941,"Web Registered",2021-05-05 00:00:00.000,6003,381,"I",2021-11-30 14:30:33.916
2572,"Web Registered",2021-05-05 00:00:00.000,6003,391,"I",2021-11-30 14:30:33.916
1820,"Web Registered",2021-05-05 00:00:00.000,6000,119,"I",2021-11-30 14:30:33.920
6432,"Web Registered",2021-05-05 00:00:00.000,6002,122,"I",2021-11-30 14:30:33.920
4227,"Web Registered",2021-05-05 00:00:00.000,6002,132,"I",2021-11-30 14:30:33.920
8367,"Web Registered",2021-05-05 00:00:00.000,6000,382,"I",2021-11-30 14:30:33.923
6948,"Web Registered",2021-05-05 00:00:00.000,6002,385,"I",2021-11-30 14:30:33.923
1346,"Web Registered",2021-05-05 00:00:00.000,6000,392,"I",2021-11-30 14:30:33.923
4307,"Web Registered",2021-05-05 00:00:00.000,6002,395,"I",2021-11-30 14:30:33.923
8569,"Web Registered",2021-05-05 00:00:00.000,6000,235,"I",2021-11-30 14:30:33.926
4655,"Web Registered",2021-05-05 00:00:00.000,6002,238,"I",2021-11-30 14:30:33.926
5266,"Web Registered",2021-05-05 00:00:00.000,6000,245,"I",2021-11-30 14:30:33.930
2944,"Web Registered",2021-05-05 00:00:00.000,6002,248,"I",2021-11-30 14:30:33.930
3818,"Web Registered",2021-05-05 00:00:00.000,6000,255,"I",2021-11-30 14:30:33.930
6112,"Web Registered",2021-05-05 00:00:00.000,6002,258,"I",2021-11-30 14:30:33.930
3080,"Web Registered",2021-05-05 00:00:00.000,6000,265,"I",2021-11-30 14:30:33.980
4051,"Web Registered",2021-05-05 00:00:00.000,6002,268,"I",2021-11-30 14:30:33.983
3391,"Web Registered",2021-05-05 00:00:00.000,6002,278,"I",2021-11-30 14:30:33.983
4916,"Web Registered",2021-05-05 00:00:00.000,6002,288,"I",2021-11-30 14:30:33.983
4406,"Web Registered",2021-05-05 00:00:00.000,6002,298,"I",2021-11-30 14:30:33.986
6247,"Web Registered",2021-05-05 00:00:00.000,6002,308,"I",2021-11-30 14:30:33.986
5360,"Web Registered",2021-05-05 00:00:00.000,6000,315,"I",2021-11-30 14:30:33.990
4070,"Web Registered",2021-05-05 00:00:00.000,6002,318,"I",2021-11-30 14:30:33.990
6034,"Web Registered",2021-05-05 00:00:00.000,6000,127,"I",2021-11-30 14:30:33.990
7066,"Web Registered",2021-05-05 00:00:00.000,6002,130,"I",2021-11-30 14:30:33.990
4035,"Web Registered",2021-05-05 00:00:00.000,6000,137,"I",2021-11-30 14:30:33.993
6116,"Web Registered",2021-05-05 00:00:00.000,6002,140,"I",2021-11-30 14:30:33.993
1657,"Web Registered",2021-05-05 00:00:00.000,6002,150,"I",2021-11-30 14:30:33.996
1665,"Web Registered",2021-05-05 00:00:00.000,6002,160,"I",2021-11-30 14:30:33.996
8791,"Web Registered",2021-05-05 00:00:00.000,6002,148,"I",2021-11-30 14:30:33.996
1013,"Web Registered",2021-05-05 00:00:00.000,6002,158,"I",2021-11-30 14:30:34.000
6922,"Web Registered",2021-05-05 00:00:00.000,6002,168,"I",2021-11-30 14:30:34.000
5608,"Web Registered",2021-05-05 00:00:00.000,6002,286,"I",2021-11-30 14:30:34.000
3800,"Web Registered",2021-05-05 00:00:00.000,6002,296,"I",2021-11-30 14:30:34.000
7651,"Web Registered",2021-05-05 00:00:00.000,6002,306,"I",2021-11-30 14:30:34.003
3763,"Web Registered",2021-04-21 00:00:00.000,6009,306,"I",2021-11-30 14:30:33.780
1656,"Web Registered",2021-06-08 00:00:00.000,6005,307,"I",2021-11-30 14:30:33.780
2837,"Web Registered",2021-06-06 00:00:00.000,6008,305,"I",2021-11-30 14:30:33.780
1758,"Web Registered",2021-06-08 00:00:00.000,6008,307,"I",2021-11-30 14:30:33.780
3843,"Web Registered",2021-04-11 00:00:00.000,6008,274,"I",2021-11-30 14:30:33.780
4524,"Web Registered",2021-06-11 00:00:00.000,6007,280,"I",2021-11-30 14:30:33.780
3748,"Web Registered",2021-06-06 00:00:00.000,6009,274,"I",2021-11-30 14:30:33.780
4710,"Web Registered",2021-04-21 00:00:00.000,6004,275,"I",2021-11-30 14:30:33.780
5160,"Web Registered",2021-06-06 00:00:00.000,6003,276,"I",2021-11-30 14:30:33.780
2774,"Web Registered",2021-06-06 00:00:00.000,6009,290,"I",2021-11-30 14:30:33.780
5373,"Web Registered",2021-06-08 00:00:00.000,6004,300,"I",2021-11-30 14:30:33.780
4827,"Web Registered",2021-06-06 00:00:00.000,6003,275,"I",2021-11-30 14:30:33.783
4247,"Web Registered",2021-04-21 00:00:00.000,6005,277,"I",2021-11-30 14:30:33.783
5039,"Web Registered",2021-06-08 00:00:00.000,6000,277,"I",2021-11-30 14:30:33.786
5037,"Web Registered",2021-06-08 00:00:00.000,6000,287,"I",2021-11-30 14:30:33.786
6297,"Web Registered",2021-06-08 00:00:00.000,6000,297,"I",2021-11-30 14:30:33.786
3804,"Web Registered",2021-06-06 00:00:00.000,6000,281,"I",2021-11-30 14:30:33.786
7886,"Web Registered",2021-04-21 00:00:00.000,6001,282,"I",2021-11-30 14:30:33.786
