OrderID,CustomerID,Qty,Amount,PeriodID,OrderDate,OrderTime,OrderDateTime
917755,497688,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:45:00.000,2018-11-25 13:45:00.000
917949,497763,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:39:05.000,2018-11-25 22:39:00.000
917735,478080,1,0,986,2018-11-25 00:00:00.000,1899-12-30 12:42:41.000,2018-11-25 12:42:00.000
917869,497732,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:22:04.000,2018-11-25 20:22:00.000
917935,497755,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:06:32.000,2018-11-25 22:06:00.000
917877,497734,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:29:54.000,2018-11-25 20:29:00.000
917884,497736,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:42:34.000,2018-11-25 20:42:00.000
917887,497739,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:51:51.000,2018-11-25 20:51:00.000
917914,497748,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:34:18.000,2018-11-25 21:34:00.000
917919,497750,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:42:38.000,2018-11-25 21:42:00.000
917944,497760,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:24:39.000,2018-11-25 22:24:00.000
917954,497766,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:54:04.000,2018-11-25 22:54:00.000
917754,497687,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:43:11.000,2018-11-25 13:43:00.000
917957,497768,1,0,986,2018-11-25 00:00:00.000,1899-12-30 23:05:14.000,2018-11-25 23:05:00.000
917745,497682,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:19:47.000,2018-11-25 13:19:00.000
917888,497740,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:52:23.000,2018-11-25 20:52:00.000
917951,497765,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:49:04.000,2018-11-25 22:49:00.000
919260,467495,1,0,986,2018-11-25 00:00:00.000,1899-12-30 23:59:59.000,2018-11-25 23:59:00.000
917755,497688,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:45:00.000,2018-11-25 13:45:00.000
917843,497720,1,0,986,2018-11-25 00:00:00.000,1899-12-30 19:33:30.000,2018-11-25 19:33:00.000
917881,390771,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:42:05.000,2018-11-25 20:42:00.000
917941,497758,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:16:53.000,2018-11-25 22:16:00.000
917739,497678,1,0,986,2018-11-25 00:00:00.000,1899-12-30 12:57:55.000,2018-11-25 12:57:00.000
917946,497761,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:29:31.000,2018-11-25 22:29:00.000
917801,497705,1,0,986,2018-11-25 00:00:00.000,1899-12-30 17:43:48.000,2018-11-25 17:43:00.000
917821,497711,1,0,986,2018-11-25 00:00:00.000,1899-12-30 18:48:55.000,2018-11-25 18:48:00.000
917692,496613,1,0,986,2018-11-25 00:00:00.000,1899-12-30 00:32:18.000,2018-11-25 00:32:00.000
917896,497743,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:07:00.000,2018-11-25 21:07:00.000
917802,497706,1,0,986,2018-11-25 00:00:00.000,1899-12-30 17:47:34.000,2018-11-25 17:47:00.000
917944,497760,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:24:39.000,2018-11-25 22:24:00.000
917949,497763,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:39:05.000,2018-11-25 22:39:00.000
917935,497755,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:06:32.000,2018-11-25 22:06:00.000
917785,497698,1,0,986,2018-11-25 00:00:00.000,1899-12-30 16:59:07.000,2018-11-25 16:59:00.000
917907,497747,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:24:19.000,2018-11-25 21:24:00.000
917806,497707,1,0,986,2018-11-25 00:00:00.000,1899-12-30 17:51:07.000,2018-11-25 17:51:00.000
917925,497751,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:48:49.000,2018-11-25 21:48:00.000
917927,497752,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:52:56.000,2018-11-25 21:52:00.000
917842,471034,1,0,986,2018-11-25 00:00:00.000,1899-12-30 19:27:03.000,2018-11-25 19:27:00.000
917810,497709,1,0,986,2018-11-25 00:00:00.000,1899-12-30 18:04:36.000,2018-11-25 18:04:00.000
917905,497745,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:19:56.000,2018-11-25 21:19:00.000
917793,497703,1,0,986,2018-11-25 00:00:00.000,1899-12-30 17:21:48.000,2018-11-25 17:21:00.000
917821,497711,1,0,986,2018-11-25 00:00:00.000,1899-12-30 18:48:55.000,2018-11-25 18:48:00.000
917879,497735,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:37:13.000,2018-11-25 20:37:00.000
917868,441745,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:19:59.000,2018-11-25 20:19:00.000
917942,497759,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:20:48.000,2018-11-25 22:20:00.000
917941,497758,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:16:53.000,2018-11-25 22:16:00.000
917747,497684,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:23:24.000,2018-11-25 13:23:00.000
917891,497741,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:57:13.000,2018-11-25 20:57:00.000
917942,497759,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:20:48.000,2018-11-25 22:20:00.000
917954,497766,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:54:04.000,2018-11-25 22:54:00.000
917960,497769,1,0,986,2018-11-25 00:00:00.000,1899-12-30 23:12:05.000,2018-11-25 23:12:00.000
917937,497756,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:10:50.000,2018-11-25 22:10:00.000
917755,497688,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:45:00.000,2018-11-25 13:45:00.000
917730,472212,1,0,986,2018-11-25 00:00:00.000,1899-12-30 11:13:12.000,2018-11-25 11:13:00.000
917887,497739,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:51:51.000,2018-11-25 20:51:00.000
917807,497708,1,0,986,2018-11-25 00:00:00.000,1899-12-30 17:54:41.000,2018-11-25 17:54:00.000
917748,497685,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:25:41.000,2018-11-25 13:25:00.000
917733,497676,1,0,986,2018-11-25 00:00:00.000,1899-12-30 12:36:35.000,2018-11-25 12:36:00.000
917896,497743,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:07:00.000,2018-11-25 21:07:00.000
917934,497754,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:01:51.000,2018-11-25 22:01:00.000
917884,497736,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:42:34.000,2018-11-25 20:42:00.000
917857,497729,1,0,986,2018-11-25 00:00:00.000,1899-12-30 19:52:07.000,2018-11-25 19:52:00.000
917756,497689,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:50:08.000,2018-11-25 13:50:00.000
917905,497745,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:19:56.000,2018-11-25 21:19:00.000
917885,497737,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:47:47.000,2018-11-25 20:47:00.000
917869,497732,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:22:04.000,2018-11-25 20:22:00.000
917927,497752,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:52:56.000,2018-11-25 21:52:00.000
917914,497748,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:34:18.000,2018-11-25 21:34:00.000
917744,497681,1,0,986,2018-11-25 00:00:00.000,1899-12-30 13:10:49.000,2018-11-25 13:10:00.000
917877,497734,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:29:54.000,2018-11-25 20:29:00.000
917950,497764,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:42:09.000,2018-11-25 22:42:00.000
917948,497762,1,0,986,2018-11-25 00:00:00.000,1899-12-30 22:35:25.000,2018-11-25 22:35:00.000
917737,497677,1,0,986,2018-11-25 00:00:00.000,1899-12-30 12:50:01.000,2018-11-25 12:50:00.000
917868,441745,1,0,986,2018-11-25 00:00:00.000,1899-12-30 20:19:59.000,2018-11-25 20:19:00.000
917904,497744,1,0,986,2018-11-25 00:00:00.000,1899-12-30 21:14:55.000,2018-11-25 21:14:00.000
