ISO Date,ProductID,SalesRep,UnitsSold,Discount,COGSTotal
2017-11-03 00:00:00.000,8.0,6.0,67.0,0.4375,599.46
2019-12-11 00:00:00.000,1.0,1.0,138.0,0.475,2583.72
2018-03-24 00:00:00.000,2.0,11.0,56.0,0.4375,556.1
2018-11-18 00:00:00.000,11.0,3.0,68.0,0.4375,1485.8
2017-10-28 00:00:00.000,12.0,22.0,142.0,0.475,1396.8
2019-05-27 00:00:00.000,3.0,7.0,168.0,0.475,1502.8
2020-10-23 00:00:00.000,2.0,15.0,114.0,0.4375,1132.05
2020-12-07 00:00:00.000,3.0,4.0,72.0,0.3975,644.06
2018-09-18 00:00:00.000,2.0,1.0,115.0,0.475,1141.98
2018-09-21 00:00:00.000,7.0,21.0,96.0,0.4375,682.54
2018-02-01 00:00:00.000,10.0,21.0,108.0,0.475,1037.19
2020-12-20 00:00:00.000,10.0,7.0,72.0,0.3975,691.46
2018-10-14 00:00:00.000,6.0,12.0,59.0,0.4375,598.96
2020-11-11 00:00:00.000,6.0,3.0,110.0,0.4375,1116.71
2020-10-29 00:00:00.000,2.0,2.0,122.0,0.4375,1211.5
2018-11-18 00:00:00.000,10.0,13.0,105.0,0.475,1008.38
2020-10-19 00:00:00.000,4.0,17.0,112.0,0.4375,1169.93
2020-12-11 00:00:00.000,1.0,4.0,84.0,0.3975,1572.7
2018-05-29 00:00:00.000,6.0,7.0,109.0,0.475,1106.55
2018-11-01 00:00:00.000,8.0,18.0,144.0,0.475,1288.38
2019-03-12 00:00:00.000,3.0,1.0,115.0,0.475,1028.7
2019-03-22 00:00:00.000,13.0,3.0,96.0,0.4375,1480.72
2020-11-01 00:00:00.000,11.0,22.0,108.0,0.4375,2359.8
2020-04-13 00:00:00.000,2.0,14.0,130.0,0.4375,1290.94
2017-11-11 00:00:00.000,1.0,14.0,108.0,0.475,2022.04
2018-11-22 00:00:00.000,3.0,13.0,108.0,0.475,966.08
2017-04-28 00:00:00.000,7.0,12.0,72.0,0.4375,511.9
2017-10-11 00:00:00.000,4.0,9.0,72.0,0.4375,752.1
2018-10-18 00:00:00.000,5.0,5.0,60.0,0.4375,551.84
2018-05-06 00:00:00.000,9.0,19.0,84.0,0.4375,1125.96
2017-05-24 00:00:00.000,1.0,17.0,51.0,0.4375,954.85
2018-12-15 00:00:00.000,9.0,4.0,72.0,0.4375,965.11
2018-05-14 00:00:00.000,9.0,1.0,84.0,0.4375,1125.96
2018-02-04 00:00:00.000,1.0,8.0,96.0,0.4375,1797.37
2019-11-29 00:00:00.000,2.0,23.0,180.0,0.475,1787.45
2017-05-12 00:00:00.000,4.0,12.0,60.0,0.4375,626.75
2017-05-10 00:00:00.000,1.0,4.0,84.0,0.4375,1572.7
2017-04-29 00:00:00.000,4.0,4.0,186.0,0.475,1942.92
2018-05-30 00:00:00.000,1.0,19.0,84.0,0.4375,1572.7
2018-11-12 00:00:00.000,12.0,16.0,84.0,0.4375,826.28
2017-11-06 00:00:00.000,1.0,2.0,113.0,0.475,2115.65
2018-12-30 00:00:00.000,11.0,22.0,75.0,0.4375,1638.75
2018-03-04 00:00:00.000,3.0,1.0,66.0,0.4375,590.38
2020-12-22 00:00:00.000,1.0,18.0,108.0,0.4375,2022.04
2018-12-16 00:00:00.000,9.0,17.0,72.0,0.4375,965.11
2018-12-15 00:00:00.000,6.0,3.0,109.0,0.475,1106.55
2018-10-29 00:00:00.000,2.0,1.0,88.0,0.4375,873.87
2017-04-01 00:00:00.000,2.0,16.0,91.0,0.4375,903.66
2020-09-12 00:00:00.000,7.0,1.0,178.0,0.4375,1265.54
2018-02-03 00:00:00.000,2.0,17.0,107.0,0.475,1062.54
2018-11-02 00:00:00.000,3.0,1.0,72.0,0.4375,644.06
2017-04-25 00:00:00.000,1.0,9.0,70.0,0.4375,1310.58
2017-09-23 00:00:00.000,2.0,15.0,48.0,0.4375,476.65
2018-12-10 00:00:00.000,3.0,18.0,48.0,0.4375,429.37
2018-06-21 00:00:00.000,10.0,3.0,72.0,0.4375,691.46
2017-05-06 00:00:00.000,13.0,20.0,72.0,0.4375,1110.54
2020-05-05 00:00:00.000,12.0,15.0,84.0,0.3975,826.28
2017-12-13 00:00:00.000,3.0,19.0,132.0,0.475,1180.77
2018-05-16 00:00:00.000,11.0,1.0,105.0,0.475,2294.25
2018-12-07 00:00:00.000,13.0,1.0,60.0,0.4375,925.45
2018-12-15 00:00:00.000,3.0,19.0,102.0,0.475,912.41
2018-04-11 00:00:00.000,3.0,13.0,168.0,0.475,1502.8
2019-11-01 00:00:00.000,3.0,4.0,78.0,0.4375,697.73
2018-11-11 00:00:00.000,1.0,12.0,156.0,0.475,2920.73
2018-04-11 00:00:00.000,7.0,2.0,173.0,0.475,1229.99
2017-11-17 00:00:00.000,4.0,2.0,60.0,0.4375,626.75
2019-05-19 00:00:00.000,3.0,7.0,180.0,0.475,1610.14
2020-12-26 00:00:00.000,6.0,4.0,72.0,0.3975,730.93
2019-11-11 00:00:00.000,13.0,23.0,87.0,0.4375,1341.9
2017-08-04 00:00:00.000,6.0,4.0,118.0,0.475,1197.92
2018-08-04 00:00:00.000,3.0,1.0,144.0,0.475,1288.11
2018-04-22 00:00:00.000,1.0,6.0,72.0,0.4375,1348.03
2018-10-31 00:00:00.000,6.0,17.0,59.0,0.4375,598.96
2018-11-30 00:00:00.000,3.0,3.0,107.0,0.475,957.14
2020-10-25 00:00:00.000,8.0,1.0,108.0,0.4375,966.29
2018-03-07 00:00:00.000,8.0,6.0,84.0,0.4375,751.56
2018-05-13 00:00:00.000,1.0,2.0,145.0,0.475,2714.78
2018-12-25 00:00:00.000,6.0,9.0,72.0,0.4375,730.93
2018-11-13 00:00:00.000,1.0,22.0,193.0,0.475,3613.46
2018-12-11 00:00:00.000,1.0,9.0,61.0,0.4375,1142.08
2020-12-29 00:00:00.000,11.0,3.0,180.0,0.4375,3933.0
2018-12-11 00:00:00.000,10.0,2.0,58.0,0.4375,557.01
2020-01-13 00:00:00.000,1.0,11.0,84.0,0.3975,1572.7
2017-11-18 00:00:00.000,6.0,14.0,120.0,0.475,1218.22
2019-12-03 00:00:00.000,4.0,15.0,192.0,0.475,2005.6
2018-11-17 00:00:00.000,2.0,18.0,114.0,0.475,1132.05
2017-05-05 00:00:00.000,3.0,6.0,88.0,0.4375,787.18
2017-11-01 00:00:00.000,8.0,10.0,111.0,0.475,993.13
2018-12-16 00:00:00.000,8.0,14.0,132.0,0.475,1181.02
2020-05-05 00:00:00.000,2.0,4.0,105.0,0.4375,1042.68
2017-05-09 00:00:00.000,3.0,5.0,132.0,0.475,1180.77
2018-05-09 00:00:00.000,9.0,4.0,51.0,0.4375,683.62
2018-06-04 00:00:00.000,3.0,7.0,188.0,0.475,1681.7
2020-11-08 00:00:00.000,10.0,2.0,144.0,0.4375,1382.92
2020-10-31 00:00:00.000,3.0,2.0,192.0,0.4375,1717.48
2018-04-10 00:00:00.000,1.0,4.0,72.0,0.4375,1348.03
2018-12-27 00:00:00.000,5.0,14.0,91.0,0.4375,836.95
2018-04-07 00:00:00.000,2.0,4.0,118.0,0.475,1171.78
2018-12-17 00:00:00.000,4.0,18.0,107.0,0.475,1117.7
2019-06-06 00:00:00.000,5.0,3.0,60.0,0.4375,551.84
