LINK_Date,Sales,Is workingday
2017-07-19 00:00:00.000,7303.02,1
2017-05-31 00:00:00.000,1700.0,1
2017-08-04 00:00:00.000,2739.0,1
2017-10-18 00:00:00.000,4183.2,1
2017-05-23 00:00:00.000,1087.2,1
2017-03-08 00:00:00.000,3402.0,1
2017-07-19 00:00:00.000,4464.0,1
2017-10-16 00:00:00.000,3172.2,1
2017-07-26 00:00:00.000,15068.25,1
2017-01-31 00:00:00.000,2328.48,1
2017-07-28 00:00:00.000,4552.15,1
2017-09-07 00:00:00.000,464.0,1
2017-09-07 00:00:00.000,10438.0,1
2017-05-09 00:00:00.000,3441.6,1
2017-10-06 00:00:00.000,616.5,1
2017-02-09 00:00:00.000,-704.55,1
2017-01-20 00:00:00.000,11887.2,1
2017-03-06 00:00:00.000,1729.2,1
2017-04-18 00:00:00.000,1165.86,1
2017-06-13 00:00:00.000,3159.0,1
2017-03-06 00:00:00.000,15861.6,1
2017-07-31 00:00:00.000,759.04,1
2017-02-20 00:00:00.000,1233.0,1
2017-09-15 00:00:00.000,1780.0,1
2017-04-10 00:00:00.000,12543.3,1
2017-03-08 00:00:00.000,1536.0,1
2017-08-17 00:00:00.000,2011.2,1
2017-07-11 00:00:00.000,6329.52,1
2017-03-30 00:00:00.000,6452.0,1
2017-04-19 00:00:00.000,4704.12,1
2017-07-28 00:00:00.000,17205.0,1
2017-04-13 00:00:00.000,5736.0,1
2017-04-13 00:00:00.000,6138.0,1
2017-07-14 00:00:00.000,5880.0,1
2017-02-07 00:00:00.000,4662.9,1
2017-04-10 00:00:00.000,6883.2,1
2017-09-22 00:00:00.000,1152.86,1
2017-08-31 00:00:00.000,3920.0,0
2017-04-11 00:00:00.000,11164.4,1
2017-09-29 00:00:00.000,859.1,1
2017-08-10 00:00:00.000,1508.27,1
2017-03-14 00:00:00.000,13158.0,1
2017-06-21 00:00:00.000,2262.0,1
2017-10-03 00:00:00.000,678.0,1
2017-09-12 00:00:00.000,3240.6,1
2017-04-19 00:00:00.000,900.0,1
2017-03-21 00:00:00.000,9088.2,1
2017-04-13 00:00:00.000,11178.26,1
2017-08-04 00:00:00.000,2975.0,1
2017-06-13 00:00:00.000,13608.0,1
2017-09-13 00:00:00.000,2088.0,1
2017-06-27 00:00:00.000,3513.5,1
2017-03-06 00:00:00.000,302.94,1
2017-08-29 00:00:00.000,1807.92,1
2017-02-03 00:00:00.000,6460.8,1
2017-04-26 00:00:00.000,200.0,1
2017-09-25 00:00:00.000,2808.0,1
2017-06-09 00:00:00.000,2822.4,1
2017-09-19 00:00:00.000,1509.31,1
2017-08-14 00:00:00.000,2590.0,1
2017-08-21 00:00:00.000,1162.9,1
2017-01-12 00:00:00.000,436.84,1
2017-03-21 00:00:00.000,5971.35,1
2017-09-18 00:00:00.000,6933.32,1
2017-06-13 00:00:00.000,2764.15,1
2017-07-25 00:00:00.000,957.0,1
2017-01-24 00:00:00.000,1499.7,1
2017-07-27 00:00:00.000,2835.0,1
2017-03-15 00:00:00.000,7397.78,1
2017-06-21 00:00:00.000,28108.8,1
2017-04-06 00:00:00.000,3610.05,1
2017-06-29 00:00:00.000,20519.0,1
2017-03-14 00:00:00.000,1320.0,1
2017-09-27 00:00:00.000,3553.2,1
2017-08-09 00:00:00.000,992.5,1
2017-06-22 00:00:00.000,1305.0,1
2017-05-11 00:00:00.000,1944.0,1
2017-05-22 00:00:00.000,1334.07,1
2017-06-21 00:00:00.000,1310.4,1
2017-09-19 00:00:00.000,1889.28,1
2017-03-24 00:00:00.000,9620.52,1
2017-10-04 00:00:00.000,386.36,1
2017-01-31 00:00:00.000,438.24,1
2017-07-10 00:00:00.000,3047.6,1
2017-04-10 00:00:00.000,4742.14,1
2017-05-25 00:00:00.000,2950.0,1
2017-09-30 00:00:00.000,2219.5,0
2017-02-22 00:00:00.000,3057.6,1
2017-02-27 00:00:00.000,1698.94,1
2017-08-17 00:00:00.000,1491.6,1
2017-07-31 00:00:00.000,380.0,1
2017-03-30 00:00:00.000,780.22,1
2017-06-06 00:00:00.000,2412.24,1
2017-10-18 00:00:00.000,240.0,1
2017-03-13 00:00:00.000,2610.0,1
2017-06-26 00:00:00.000,3040.4,1
2017-06-29 00:00:00.000,5098.5,1
2017-04-14 00:00:00.000,6547.5,1
2017-10-09 00:00:00.000,2460.36,1
2017-03-20 00:00:00.000,2086.88,1
