ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
15,1,"DateTableTemplate_7aff7615-c812-4b1f-8531-2888e1dddcca","","",True,60,2021-11-24 23:55:02.083,2021-11-24 23:55:01.226,2,False,True,,0,,,False,"251b71d2-5ef5-45c0-91ca-01769860bf0b",""
475,1,"NoOfStudentsAssignedbyAdvisor","","",False,1571,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"a12a83a7-7ea3-4d1d-a3cf-6258f5d214f1",""
478,1,"NoOfStudentsByCourse","","",False,1573,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"b7702aa2-019e-4446-a4c9-6f3c07138e4d",""
481,1,"NumberofCoursesByProfessors","","",False,1575,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"645656b3-d31b-4cf9-a96e-bd1e126ec1ac",""
484,1,"professorInfo","","",False,1577,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"8e509505-15f5-4dd9-b2d4-14f3894270da",""
487,1,"StudentsWithLowGrades","","",False,1579,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"6f000dc7-70ab-4640-b0c4-4466caa3e229",""
490,1,"Advisor","","",False,1581,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"731fa7f2-8789-48e7-b60d-678255191832",""
493,1,"Building","","",False,1583,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"136e4a92-2716-4c58-bbe3-2b32f199d5ab",""
496,1,"CourseCatalog","","",False,1585,2021-11-24 23:56:17.400,2021-11-25 17:23:40.403,0,False,False,,0,,,False,"336786fc-42f0-4426-a602-09271890e878",""
499,1,"LocalDateTable_a90a569d-d302-4425-99e5-bc04cd1d439d","","",True,1587,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,2,True,False,,0,,,False,"8e59e2b4-ea18-4e1f-a721-3913074747b5",""
502,1,"CourseOffering","","",False,1589,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"1c922826-ceda-4eb3-9299-538200bc10d2",""
505,1,"CourseRegistration","","",False,1591,2021-11-24 23:56:17.400,2021-11-30 16:51:51.666,0,False,False,,0,,,False,"9d285a6a-feec-43f2-bd01-0fef9e8714ad",""
508,1,"LocalDateTable_2e971bf3-3f6c-4ecc-82d2-4f90b7aed7ba","","",True,1593,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,2,True,False,,0,,,False,"9582e81b-1823-45ed-8b0b-9de7b27fc7d7",""
511,1,"CourseRegistrationInsert","","",False,1595,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,0,False,False,,0,,,False,"17a8e081-c382-4282-bb4a-117c5f4e63bf",""
