Order ID,Date,Product ID,Location ID,Amount
817745,2018-12-28 00:00:00.000,21.0,42.0,4.65
17698,2016-02-01 00:00:00.000,21.0,21.0,1.5
894626,2019-03-08 00:00:00.000,24.0,19.0,3.91
429997,2017-12-16 00:00:00.000,6.0,46.0,2.39
818464,2018-12-29 00:00:00.000,9.0,2.0,2.16
609120,2018-06-12 00:00:00.000,2.0,31.0,3.81
1173368,2019-11-18 00:00:00.000,20.0,20.0,3.77
910355,2019-03-22 00:00:00.000,4.0,42.0,2.44
823319,2019-01-02 00:00:00.000,9.0,38.0,2.99
330058,2017-07-11 00:00:00.000,13.0,36.0,2.75
646545,2018-07-17 00:00:00.000,4.0,39.0,4.87
584481,2018-05-19 00:00:00.000,21.0,19.0,4.77
160784,2016-10-09 00:00:00.000,19.0,28.0,3.79
478666,2018-02-07 00:00:00.000,3.0,31.0,4.04
634046,2018-07-05 00:00:00.000,8.0,39.0,2.27
312127,2017-06-13 00:00:00.000,13.0,35.0,3.17
483542,2018-02-12 00:00:00.000,20.0,33.0,2.74
352868,2017-08-17 00:00:00.000,9.0,33.0,4.85
1035141,2019-07-15 00:00:00.000,11.0,2.0,4.64
1069577,2019-08-16 00:00:00.000,12.0,7.0,4.28
869745,2019-02-14 00:00:00.000,10.0,38.0,2.59
388883,2017-10-12 00:00:00.000,10.0,43.0,5.28
69020,2016-05-01 00:00:00.000,3.0,11.0,4.18
766658,2018-11-09 00:00:00.000,8.0,8.0,2.88
299444,2017-05-24 00:00:00.000,17.0,10.0,4.42
342666,2017-07-31 00:00:00.000,24.0,14.0,5.34
108796,2016-07-09 00:00:00.000,6.0,22.0,3.34
1132997,2019-10-13 00:00:00.000,10.0,25.0,2.67
110828,2016-07-13 00:00:00.000,1.0,27.0,4.24
359591,2017-08-27 00:00:00.000,7.0,23.0,2.19
214698,2017-01-10 00:00:00.000,1.0,12.0,2.35
427742,2017-12-12 00:00:00.000,12.0,42.0,1.56
389014,2017-10-12 00:00:00.000,12.0,12.0,1.79
189676,2016-11-28 00:00:00.000,11.0,29.0,2.24
786628,2018-11-28 00:00:00.000,8.0,27.0,2.29
50890,2016-03-31 00:00:00.000,21.0,9.0,4.79
1173578,2019-11-18 00:00:00.000,8.0,13.0,1.81
56299,2016-04-09 00:00:00.000,24.0,26.0,4.79
1047629,2019-07-26 00:00:00.000,13.0,7.0,1.79
1182342,2019-11-26 00:00:00.000,4.0,16.0,3.82
732819,2018-10-08 00:00:00.000,24.0,21.0,4.43
300587,2017-05-26 00:00:00.000,21.0,1.0,4.34
821190,2018-12-31 00:00:00.000,10.0,32.0,4.8
577050,2018-05-12 00:00:00.000,9.0,38.0,2.49
369538,2017-09-12 00:00:00.000,2.0,39.0,4.25
438869,2017-12-30 00:00:00.000,3.0,12.0,3.58
27096,2016-02-17 00:00:00.000,9.0,21.0,3.89
361973,2017-08-31 00:00:00.000,11.0,4.0,2.25
423326,2017-12-06 00:00:00.000,2.0,43.0,4.97
8023,2016-01-15 00:00:00.000,3.0,12.0,3.07
