StudentID,SchoolID,IncidentID,InvolvementID,IncidentDate,ActionID
"40845893","245","INS","P",2016-11-10 00:00:00.000,"VB"
"40828769","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40846674","245","INS","P",2017-03-23 00:00:00.000,"VB"
"40828769","245","INS","P",2016-09-12 00:00:00.000,"VB"
"40846674","245","INS","P",2017-03-15 00:00:00.000,"VB"
"40862107","245","INS","P",2016-12-08 00:00:00.000,"VB"
"40843412","245","INS","P",2017-03-16 00:00:00.000,"VB"
"40826105","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40836200","245","INS","P",2016-12-09 00:00:00.000,"VB"
"40826105","245","INS","P",2017-02-14 00:00:00.000,"VB"
"40830789","245","INS","P",2017-04-26 00:00:00.000,"VB"
"40881230","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40827484","245","INS","P",2016-08-26 00:00:00.000,"VB"
"40893040","245","INS","P",2016-09-30 00:00:00.000,"VB"
"40830789","245","INS","P",2017-04-17 00:00:00.000,"VB"
"40846752","245","INS","P",2016-11-09 00:00:00.000,"VB"
"40851578","245","INS","P",2017-04-03 00:00:00.000,"VB"
"40850442","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40825607","245","INS","P",2016-09-06 00:00:00.000,"VB"
"40843412","245","INS","P",2017-04-07 00:00:00.000,"VB"
"40843412","245","INS","P",2017-04-03 00:00:00.000,"VB"
"40843412","245","INS","P",2017-04-05 00:00:00.000,"VB"
"40843412","245","INS","P",2017-04-06 00:00:00.000,"VB"
"40836200","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40844151","245","INS","P",2016-08-22 00:00:00.000,"VB"
"40825827","245","INS","P",2016-11-09 00:00:00.000,"VB"
"40846752","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40846752","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40842613","245","INS","P",2017-04-27 00:00:00.000,"VB"
"40893653","245","INS","P",2017-02-14 00:00:00.000,"VB"
"40892272","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40825607","245","INS","P",2016-10-25 00:00:00.000,"VB"
"40870563","245","INS","P",2017-01-23 00:00:00.000,"VB"
"40846510","245","INS","P",2017-01-12 00:00:00.000,"VB"
"40829413","245","INS","P",2016-09-27 00:00:00.000,"VB"
"40881338","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40846704","245","INS","P",2016-09-15 00:00:00.000,"VB"
"40846167","245","INS","P",2017-01-31 00:00:00.000,"VB"
"40889193","245","INS","P",2017-01-25 00:00:00.000,"VB"
"40889193","245","INS","P",2017-03-09 00:00:00.000,"VB"
"40892706","245","INS","P",2016-09-22 00:00:00.000,"VB"
"40842613","245","INS","P",2017-04-10 00:00:00.000,"VB"
"40850442","245","INS","P",2016-09-15 00:00:00.000,"VB"
"40861452","245","INS","P",2017-01-24 00:00:00.000,"VB"
"40825652","245","INS","P",2016-08-26 00:00:00.000,"VB"
"40825709","245","INS","P",2016-10-26 00:00:00.000,"VB"
"40840832","245","INS","P",2017-05-17 00:00:00.000,"VB"
"40850967","245","INS","P",2016-08-29 00:00:00.000,"VB"
"40829413","245","INS","P",2017-02-16 00:00:00.000,"VB"
"40821571","245","INS","P",2016-11-03 00:00:00.000,"VB"
"40821571","245","INS","P",2016-08-23 00:00:00.000,"VB"
"40821571","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40846704","245","INS","P",2016-09-13 00:00:00.000,"VB"
"40850864","245","INS","P",2017-01-12 00:00:00.000,"VB"
"40846704","245","INS","P",2016-09-13 00:00:00.000,"VB"
"40825246","245","INS","P",2016-09-06 00:00:00.000,"VB"
"40825698","245","INS","P",2016-08-25 00:00:00.000,"VB"
"40830572","245","INS","P",2017-01-20 00:00:00.000,"VB"
"40889193","245","INS","P",2016-09-22 00:00:00.000,"VB"
"40842613","245","INS","P",2017-04-19 00:00:00.000,"VB"
"40842613","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40842613","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40897668","245","INS","P",2016-09-30 00:00:00.000,"VB"
"40884916","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40884916","245","INS","P",2016-10-31 00:00:00.000,"VB"
"40884916","245","INS","P",2016-11-08 00:00:00.000,"VB"
"40884916","245","INS","P",2016-11-11 00:00:00.000,"VB"
"40829525","245","INS","P",2016-09-19 00:00:00.000,"VB"
"40859677","245","INS","P",2016-08-30 00:00:00.000,"VB"
"40897643","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40800706","245","INS","P",2016-10-25 00:00:00.000,"VB"
"40800705","245","INS","P",2016-08-30 00:00:00.000,"VB"
"40800705","245","INS","P",2016-12-16 00:00:00.000,"VB"
"40800705","245","INS","P",2017-01-18 00:00:00.000,"VB"
"40800705","245","INS","P",2016-10-21 00:00:00.000,"VB"
"40894279","245","INS","P",2016-09-28 00:00:00.000,"VB"
"40846510","245","INS","P",2016-09-26 00:00:00.000,"VB"
"40892527","245","INS","P",2016-11-28 00:00:00.000,"VB"
"40834396","245","INS","P",2017-01-24 00:00:00.000,"VB"
"40842832","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40842832","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40844695","245","INS","P",2016-08-30 00:00:00.000,"VB"
"40844695","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40871767","245","INS","P",2016-08-25 00:00:00.000,"VB"
"40848558","245","INS","P",2016-10-11 00:00:00.000,"VB"
"40862686","245","INS","P",2017-02-07 00:00:00.000,"VB"
"40850741","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40800706","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40800706","245","INS","P",2016-10-04 00:00:00.000,"VB"
"40825652","245","INS","P",2016-09-07 00:00:00.000,"VB"
"40825652","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40800705","245","INS","P",2017-04-17 00:00:00.000,"VB"
"40800705","245","INS","P",2017-01-24 00:00:00.000,"VB"
"40894279","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40814829","245","INS","P",2016-08-29 00:00:00.000,"VB"
"40842832","245","INS","P",2017-04-25 00:00:00.000,"VB"
"40842832","245","INS","P",2016-10-06 00:00:00.000,"VB"
"40844695","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40839665","245","INS","P",2016-10-10 00:00:00.000,"VB"
"40825503","245","INS","P",2016-08-29 00:00:00.000,"VB"
"40821571","245","INS","P",2017-03-13 00:00:00.000,"VB"
"40821571","245","INS","P",2016-08-19 00:00:00.000,"VB"
"40821571","245","INS","P",2016-09-28 00:00:00.000,"VB"
"40883104","245","INS","P",2016-12-13 00:00:00.000,"VB"
"40865360","245","INS","P",2016-10-19 00:00:00.000,"VB"
"40862063","245","INS","P",2016-09-15 00:00:00.000,"VB"
"40845339","245","INS","P",2016-09-14 00:00:00.000,"VB"
"40843723","245","INS","P",2017-02-28 00:00:00.000,"VB"
"40842832","245","INS","P",2017-04-11 00:00:00.000,"VB"
"40842832","245","INS","P",2016-08-24 00:00:00.000,"VB"
"40826104","245","INS","P",2016-09-28 00:00:00.000,"VB"
"40817136","245","INS","P",2016-09-12 00:00:00.000,"VB"
"40870378","245","INS","P",2016-09-26 00:00:00.000,"VB"
"40829388","245","INS","P",2017-05-09 00:00:00.000,"VB"
"40840376","245","INS","P",2016-11-10 00:00:00.000,"VB"
"40888416","245","INS","P",2016-09-09 00:00:00.000,"VB"
"40848550","245","INS","P",2016-09-29 00:00:00.000,"VB"
"40893764","245","INS","P",2017-02-07 00:00:00.000,"VB"
"40838236","245","INS","P",2016-11-18 00:00:00.000,"VB"
"40862063","245","INS","P",2016-09-20 00:00:00.000,"VB"
"40862063","245","INS","P",2016-10-04 00:00:00.000,"VB"
"40862063","245","INS","P",2016-09-08 00:00:00.000,"VB"
"40862063","245","INS","P",2017-04-26 00:00:00.000,"VB"
"40888416","245","INS","P",2016-08-29 00:00:00.000,"VB"
"40840933","245","INS","P",2016-09-26 00:00:00.000,"VB"
"40842581","245","INS","P",2016-11-10 00:00:00.000,"VB"
"40844383","245","INS","P",2016-10-11 00:00:00.000,"VB"
"40830597","245","INS","P",2017-02-07 00:00:00.000,"VB"
"40830597","245","INS","P",2017-03-21 00:00:00.000,"VB"
"40829770","245","INS","P",2017-02-14 00:00:00.000,"VB"
"40897997","245","INS","P",2016-10-13 00:00:00.000,"VB"
"40843657","245","INS","P",2017-02-15 00:00:00.000,"VB"
"40864042","245","INS","P",2017-03-07 00:00:00.000,"VB"
"40843723","245","INS","P",2017-05-15 00:00:00.000,"VB"
"40892086","245","INS","P",2017-01-30 00:00:00.000,"VB"
"40843496","245","INS","P",2016-09-30 00:00:00.000,"VB"
"40852327","245","INS","P",2016-09-21 00:00:00.000,"VB"
"40843496","245","INS","P",2016-08-30 00:00:00.000,"VB"
"40817136","245","INS","P",2016-09-19 00:00:00.000,"VB"
"40845719","245","INS","P",2016-09-16 00:00:00.000,"VB"
"40850400","245","INS","P",2016-09-12 00:00:00.000,"VB"
