Excused Absences,Unexcused Absences,Incident,StudentID
0,0,,"11500352"
0,0,,"16000767"
0,0,,"21501466"
0,0,,"36752199"
0,0,,"40801361"
0,0,,"40801414"
0,0,,"40801469"
0,0,,"40801564"
0,0,,"40802138"
0,0,,"40802140"
0,0,,"40802147"
0,0,,"40802486"
0,0,,"40803496"
0,0,,"40805972"
0,0,,"40809061"
0,0,,"40809649"
0,0,,"40809864"
0,0,,"40810002"
0,0,,"40810055"
0,0,,"40810607"
0,0,,"40810793"
0,0,,"40810838"
0,0,,"40810879"
0,0,,"40811138"
0,0,,"40811321"
0,0,,"40812475"
0,0,,"40813313"
0,0,,"40813394"
0,0,,"40814064"
0,0,,"40817255"
0,0,,"40817430"
0,0,,"40817680"
0,0,,"40817864"
0,0,,"40817934"
0,0,,"40818013"
0,0,,"40818033"
0,0,,"40818520"
0,0,,"40818568"
0,0,,"40818600"
0,0,,"40818663"
0,0,,"40819255"
0,0,,"40828189"
0,0,,"40829281"
0,0,,"40829337"
0,0,,"40832077"
0,0,,"40832403"
0,0,,"40833569"
0,0,,"40835382"
0,0,,"40835830"
0,0,,"40835958"
0,0,,"40836201"
0,0,,"40839804"
0,0,,"40843849"
0,0,,"40846559"
0,0,,"40852431"
0,0,,"40852627"
0,0,,"40857826"
0,0,,"40857857"
0,0,,"40860517"
0,0,,"40862219"
0,0,,"40862376"
0,0,,"40862761"
0,0,,"40863554"
0,0,,"40865539"
0,0,,"40870961"
0,0,,"40874741"
0,0,,"40876356"
0,0,,"40879950"
0,0,,"40880078"
0,0,,"40880316"
0,0,,"40880870"
0,0,,"40887352"
0,0,,"40888174"
0,0,,"40891764"
0,0,,"40895358"
0,0,,"40896868"
0,0,,"40897759"
0,0,,"9500631"
0,0,,"40829068"
0,0,,"40870576"
0,0,,"40872965"
0,0,,"40884919"
0,0,,"40862469"
0,0,,"40803847"
0,0,,"40864974"
0,0,,"13500868"
0,0,,"40800880"
0,0,,"40802126"
0,0,,"40806245"
0,0,,"40811948"
0,0,,"40813730"
0,0,,"40814689"
0,0,,"40819634"
0,0,,"40829139"
0,0,,"40830454"
0,0,,"40849745"
0,0,,"40863917"
0,0,,"40879369"
0,0,,"40881086"
0,0,,"40884828"
0,0,,"40885196"
0,0,,"40885395"
0,0,,"40888159"
0,0,,"40888183"
0,0,,"40888465"
0,0,,"40884958"
0,0,,"36751428"
0,0,,"40801335"
0,0,,"40811859"
0,0,,"40813684"
0,0,,"16000956"
0,0,,"19501117"
0,0,,"40808320"
0,0,,"40809865"
0,0,,"40811118"
0,0,,"40812180"
0,0,,"40815227"
0,0,,"40823969"
0,0,,"40826670"
0,0,,"40844200"
0,0,,"40849616"
0,0,,"40854359"
0,0,,"40875389"
0,0,,"40887786"
0,0,,"40897547"
0,0,,"40902143"
0,0,,"40824663"
0,0,,"40807328"
0,0,,"40810583"
0,0,,"18001077"
0,0,,"40849802"
0,0,,"36751494"
0,0,,"40860663"
0,0,,"40814413"
0,0,,"40821695"
0,0,,"40822212"
0,0,,"40825537"
0,0,,"40829395"
0,0,,"40829781"
0,0,,"40830191"
0,0,,"40834955"
0,0,,"40844857"
0,0,,"40862226"
0,0,,"40863652"
0,0,,"40869337"
0,0,,"40879610"
0,0,,"40884258"
0,0,,"40888480"
0,0,,"40902415"
0,0,,"40826558"
0,0,,"40834821"
0,0,,"40842360"
0,0,,"40834959"
0,0,,"40902071"
0,0,,"40823236"
0,0,,"40826197"
0,0,,"40829357"
0,0,,"40835310"
0,0,,"40853883"
0,0,,"40872190"
0,0,,"40882030"
0,0,,"40883870"
0,0,,"40887032"
0,0,,"40888565"
0,0,,"40889584"
0,0,,"40893332"
0,0,,"40893338"
0,0,,"24000973"
0,0,,"36752200"
0,0,,"40801226"
0,0,,"40801910"
0,0,,"40802102"
0,0,,"40802336"
0,0,,"40807048"
0,0,,"40807184"
0,0,,"40810124"
0,0,,"40814359"
0,0,,"40817566"
0,0,,"40818467"
0,0,,"40818490"
0,0,,"40819783"
0,0,,"40844965"
0,0,,"40861225"
0,0,,"40861332"
0,0,,"40897844"
0,0,,"40902156"
0,0,,"10500933"
0,0,,"18000965"
0,0,,"36752679"
0,0,,"40805888"
0,0,,"40805997"
0,0,,"40808289"
0,0,,"40810053"
0,0,,"40811282"
0,0,,"40812737"
0,0,,"40812972"
0,0,,"40818826"
0,0,,"40824193"
0,0,,"40827294"
0,0,,"40833138"
0,0,,"40841076"
0,0,,"40883389"
0,0,,"40888152"
0,0,,"40891058"
0,0,,"40895756"
0,0,,"7500936"
0,0,,"40857044"
0,0,,"40859817"
0,0,,"40836740"
0,0,,"40840517"
0,0,,"40848787"
0,0,,"40850395"
0,0,,"40862895"
0,0,,"40863733"
0,0,,"40874623"
0,0,,"40877357"
0,0,,"40879096"
0,0,,"40879189"
0,0,,"40881377"
0,0,,"40885751"
0,0,,"40887858"
0,0,,"40887943"
0,0,,"40901342"
0,0,,"40900752"
0,0,,"40861404"
0,0,,"40877123"
0,0,,"40901660"
0,0,,"40901719"
0,0,,"40902072"
0,0,,"40885671"
0,0,,"40893357"
0,0,,"40896592"
0,0,,"40898050"
0,0,,"40853364"
0,0,,"40889025"
0,0,,"40896029"
0,0,,"40881814"
0,0,,"40893940"
0,0,,"40896472"
0,0,,"40896477"
0,0,,"40840782"
0,0,,"40850221"
0,0,,"40899746"
0,0,,"40899771"
0,0,,"40847159"
0,0,,"40872793"
0,0,,"40819040"
0,0,,"40892656"
0,0,,"13500721"
0,0,,"40902640"
0,0,,"17500757"
0,0,,"13500781"
0,0,,"13500723"
0,0,,"40902121"
0,0,,"40902618"
0,0,,"40881994"
0,0,,"18001082"
0,0,,"23001112"
0,0,,"40817829"
0,0,,"40817992"
0,0,,"40819105"
0,0,,"40819437"
0,0,,"40827290"
0,0,,"40827942"
0,0,,"40867163"
0,0,,"40869764"
0,0,,"40809367"
0,0,,"40818041"
0,0,,"40818116"
0,0,,"40835901"
0,0,,"40844438"
0,0,,"40862092"
0,0,,"40863246"
0,0,,"40865344"
0,0,,"40879048"
0,0,,"40888190"
0,0,,"40891815"
0,0,,"40893333"
0,0,,"40832514"
0,0,,"40821147"
0,0,,"40814989"
0,0,,"40817644"
0,0,,"40818048"
0,0,,"40818107"
0,0,,"40818551"
0,0,,"40822252"
0,0,,"40822268"
0,0,,"40823051"
0,0,,"40844409"
0,0,,"40844930"
0,0,,"40863388"
0,0,,"40870479"
0,0,,"40872310"
0,0,,"40879171"
0,0,,"40891964"
0,0,,"40893887"
0,0,,"40891175"
0,0,,"40818252"
0,0,,"40822942"
0,0,,"40894108"
