ClinicalOutcome_ID,Facility_ID,MORT_AMI_Baseline,MORT_AMI_Perform,MORT_HF_Baseline,MORT_HF_Perform,MORT_PN_Baseline,MORT_PN_Perform,COMP_HIP_KNEE_Baseline,COMP_HIP_KNEE_Perform,OverallPerform
12,"030137",0.86175698041915894,0.87788397073745728,0.88002502918243408,0.8771970272064209,0.836217999458313,0.87751001119613647,0.02980400063097477,0.023376999422907829,0.663992
88,"050425",0.86175698041915894,0.87788397073745728,0.88002502918243408,0.893284022808075,0.83651500940322876,0.84089797735214233,0.02980400063097477,0.023376999422907829,0.65886
108,"050276",0.86175698041915894,0.87788397073745728,0.86243700981140137,0.90144699811935425,0.84127300977706909,0.85220497846603394,0.02980400063097477,0.023376999422907829,0.663728
136,"050008",0.86175698041915894,0.87788397073745728,0.87207198143005371,0.8832550048828125,0.83631002902984619,0.85114997625350952,0.02980400063097477,0.02384600043296814,0.659033
218,"030022",0.86175698041915894,0.87788397073745728,0.88002502918243408,0.89887601137161255,0.84613001346588135,0.84431499242782593,0.02980400063097477,0.023376999422907829,0.661113
223,"040069",0.86175698041915894,0.87788397073745728,0.85726302862167358,0.89256000518798828,0.84522902965545654,0.84233099222183228,0.02980400063097477,0.023376999422907829,0.659038
224,"040067",0.86175698041915894,0.87788397073745728,0.86724001169204712,0.85364198684692383,0.76427698135375977,0.827771008014679,0.02980400063097477,0.023376999422907829,0.645668
293,"050292",0.86175698041915894,0.87788397073745728,0.88979697227478027,0.87256699800491333,0.85444098711013794,0.84268802404403687,0.02980400063097477,0.023376999422907829,0.654129
422,"050315",0.86175698041915894,0.87788397073745728,0.88002502918243408,0.88835299015045166,0.82204902172088623,0.833200991153717,0.02980400063097477,0.02336600050330162,0.655701
435,"050782",0.86175698041915894,0.87788397073745728,0.88002502918243408,0.9001929759979248,0.836217999458313,0.88095897436141968,0.02980400063097477,0.021121000871062279,0.670039
444,"050779",0.86175698041915894,0.87788397073745728,0.88002502918243408,0.91030901670455933,0.836217999458313,0.87168401479721069,0.02980400063097477,0.023376999422907829,0.670813
452,"050758",0.86175698041915894,0.87788397073745728,0.88814198970794678,0.88796800374984741,0.856535017490387,0.87250697612762451,0.02980400063097477,0.023376999422907829,0.665434
473,"050738",0.86175698041915894,0.87788397073745728,0.88791102170944214,0.88796800374984741,0.87254899740219116,0.86551797389984131,0.02980400063097477,0.023376999422907829,0.663686
518,"050586",0.86175698041915894,0.87788397073745728,0.88999897241592407,0.90203899145126343,0.86056697368621826,0.875361979007721,0.02980400063097477,0.023376999422907829,0.669665
